id	text_html	text_readable	gold_label	a	b	marker	raw_text
N2233329683	So guess what, I now know <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> a lot better than <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>.	So guess what, I now know *Perl* a lot better than §Ruby$.		Ruby	Perl	TRUE	So guess what, I now know perl a lot better than ruby.
O2330341997	<span style="color: #9A14B2; font-weight: bold">Swift:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Objective-C:[OBJECT_B]</span> and C foundations	*Swift*, §Objective-C$ and C foundations		Swift	Objective-C	FALSE	Swift, Objective-C and C foundations
H1148077288	I have found that <span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span> games run better on Linux+Intel 3000 and <span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span> games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.	I have found that *OpenGL* games run better on Linux+Intel 3000 and §Direct3D$ games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.		OpenGL	Direct3D	TRUE	I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.
T3143724209	When <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> came out, people reacted to the new user interface in the same way, as they did now to the <span style="color: #6CB219; font-weight: bold">Windows 8:[OBJECT_B]</span>. Endless rants were on forums and computer magazines about how childish it was, its impact on system performance was even worse (that time, only a minimal graphic acceleation was used for the GUI, most of it was done by the CPU).	When *Windows XP* came out, people reacted to the new user interface in the same way, as they did now to the §Windows 8$. Endless rants were on forums and computer magazines about how childish it was, its impact on system performance was even worse (that time, only a minimal graphic acceleation was used for the GUI, most of it was done by the CPU).		Windows XP	Windows 8	TRUE	When Windows XP came out, people reacted to the new user interface in the same way, as they did now to the Windows 8. Endless rants were on forums and computer magazines about how childish it was, its impact on system performance was even worse (that time, only a minimal graphic acceleation was used for the GUI, most of it was done by the CPU).
H1078626948	I find myself reverting from coding in Ruby back to Common <span style="color: #9A14B2; font-weight: bold">Lisp:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> to get around performance issues, so a much faster Ruby runtime environment sounds good.	I find myself reverting from coding in Ruby back to Common *Lisp* or §Java$ to get around performance issues, so a much faster Ruby runtime environment sounds good.		Java	Lisp	TRUE	I find myself reverting from coding in Ruby back to Common Lisp or Java to get around performance issues, so a much faster Ruby runtime environment sounds good.
L1777179630	<span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span> replaces <span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span>.	*MySQL* replaces §Oracle$.		Oracle	MySQL	FALSE	MySQL replaces Oracle.
E689326710	Exposing <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> classes as <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> types for better performance.	Exposing *Java* classes as §Python$ types for better performance.		Java	Python	TRUE	Exposing Java classes as Python types for better performance.
G991390915	HOW?! Why is OpenGL with the overhead of rendering each particle with a geometry shader with more data per particle and also keeping this data in textures faster than using <span style="color: #9A14B2; font-weight: bold">OpenCL:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">CUDA:[OBJECT_B]</span>?	HOW?! Why is OpenGL with the overhead of rendering each particle with a geometry shader with more data per particle and also keeping this data in textures faster than using *OpenCL* or §CUDA$?		CUDA	OpenCL	TRUE	HOW?! Why is OpenGL with the overhead of rendering each particle with a geometry shader with more data per particle and also keeping this data in textures faster than using OpenCL or CUDA?
B274772633	And <span style="color: #9A14B2; font-weight: bold">Smalltalk:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> and	And *Smalltalk*, §Java$ and		Java	Smalltalk	FALSE	And Smalltalk, Java and
M1990187218	Personally yeah i would like to see <span style="color: #9A14B2; font-weight: bold">OpenCL:[OBJECT_A]</span> surpass <span style="color: #6CB219; font-weight: bold">CUDA:[OBJECT_B]</span> in what it can do and in speed as then i will be able to get the faster AMD cards with more Graphics RAM as nVidia right now doesn't have as much speed or Graphics RAM on the cards as AMD which most likely will change soon to be the other way around again.	Personally yeah i would like to see *OpenCL* surpass §CUDA$ in what it can do and in speed as then i will be able to get the faster AMD cards with more Graphics RAM as nVidia right now doesn't have as much speed or Graphics RAM on the cards as AMD which most likely will change soon to be the other way around again.		CUDA	OpenCL	TRUE	Personally yeah i would like to see OpenCL surpass CUDA in what it can do and in speed as then i will be able to get the faster AMD cards with more Graphics RAM as nVidia right now doesn't have as much speed or Graphics RAM on the cards as AMD which most likely will change soon to be the other way around again.
G923946483	He takes the next step and looks at how to avoid "impure" functional testing and only then starts talking about switching between database types (<span style="color: #9A14B2; font-weight: bold">SQLite:[OBJECT_A]</span> vs <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span>) for better performance measurements.	He takes the next step and looks at how to avoid "impure" functional testing and only then starts talking about switching between database types (*SQLite* vs §MySQL$) for better performance measurements.		MySQL	SQLite	TRUE	He takes the next step and looks at how to avoid "impure" functional testing and only then starts talking about switching between database types (SQLite vs MySQL) for better performance measurements.
A15872343	10 Reasons Why <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span> Is Better Than <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> - Reason #5	10 Reasons Why *Ruby* Is Better Than §PHP$ - Reason #5		Ruby	PHP	TRUE	10 Reasons Why Ruby Is Better Than PHP - Reason #5
R2878826861	This way, any <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span> developer types faster than any <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> one.	This way, any *PHP* developer types faster than any §Ruby$ one.		Ruby	PHP	TRUE	This way, any PHP developer types faster than any Ruby one.
B213484199	Also, GMaven provides support for writing Maven plugins in <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> which looks a lot nicer than the AbstractMojo class that one must use when writing a plugin in <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>	Also, GMaven provides support for writing Maven plugins in *Groovy* which looks a lot nicer than the AbstractMojo class that one must use when writing a plugin in §Java$		Java	Groovy	TRUE	Also, GMaven provides support for writing Maven plugins in Groovy which looks a lot nicer than the AbstractMojo class that one must use when writing a plugin in Java
M1926930255	<span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">PostgreSQL:[OBJECT_B]</span>) support materialized views, which store the "view" temporarily in another table for faster access.	*Oracle*, §PostgreSQL$) support materialized views, which store the "view" temporarily in another table for faster access.		Oracle	PostgreSQL	TRUE	Oracle, PostgreSQL) support materialized views, which store the "view" temporarily in another table for faster access.
T3119836082	What you have to keep in mind is that dynamic languages like Ruby, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span> and Scala are often proposed as being better approaches to programming than, say, Java precisely because they are weakly-typed.	What you have to keep in mind is that dynamic languages like Ruby, *Python*, §JavaScript$ and Scala are often proposed as being better approaches to programming than, say, Java precisely because they are weakly-typed.		Python	JavaScript	TRUE	What you have to keep in mind is that dynamic languages like Ruby, Python, JavaScript and Scala are often proposed as being better approaches to programming than, say, Java precisely because they are weakly-typed.
G1035743263	I converted the <span style="color: #9A14B2; font-weight: bold">Objective-C:[OBJECT_A]</span> app Dropit from the Stanford CS193P course to <span style="color: #6CB219; font-weight: bold">Swift:[OBJECT_B]</span>.	I converted the *Objective-C* app Dropit from the Stanford CS193P course to §Swift$.		Swift	Objective-C	FALSE	I converted the Objective-C app Dropit from the Stanford CS193P course to Swift.
G1060872771	I doubt IHVs are suddenly going to stop shipping decent ICDs, so games can keep running OGL regardless; the question will only be whether the experience under Avalon is compromised.It will surely affect games, as this forces most developers (who stayed with <span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span>) to unwillingly embrace <span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span>, just to avoid the thought of a performance hit under Vista (regardless of desktop environment).	I doubt IHVs are suddenly going to stop shipping decent ICDs, so games can keep running OGL regardless; the question will only be whether the experience under Avalon is compromised.It will surely affect games, as this forces most developers (who stayed with *OpenGL*) to unwillingly embrace §Direct3D$, just to avoid the thought of a performance hit under Vista (regardless of desktop environment).		OpenGL	Direct3D	TRUE	I doubt IHVs are suddenly going to stop shipping decent ICDs, so games can keep running OGL regardless; the question will only be whether the experience under Avalon is compromised.It will surely affect games, as this forces most developers (who stayed with OpenGL) to unwillingly embrace Direct3D, just to avoid the thought of a performance hit under Vista (regardless of desktop environment).
M1923422128	OOP, XP, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, Ruby, <span style="color: #6CB219; font-weight: bold">Smalltalk:[OBJECT_B]</span>, .Net, Datamining, Parallel computing,	OOP, XP, *Java*, Ruby, §Smalltalk$, .Net, Datamining, Parallel computing,		Java	Smalltalk	FALSE	OOP, XP, Java, Ruby, Smalltalk, .Net, Datamining, Parallel computing,
I1383630469	I think both holds true: for students that just get into "programming" or "hacking on stuff", the "one line" <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">Bash:[OBJECT_B]</span>-server is better suited, as it allows them to easily get something going, that will / may foster their appetite to learn more.	I think both holds true: for students that just get into "programming" or "hacking on stuff", the "one line" *Python*/§Bash$-server is better suited, as it allows them to easily get something going, that will / may foster their appetite to learn more.		Python	Bash	TRUE	I think both holds true: for students that just get into "programming" or "hacking on stuff", the "one line" python/bash-server is better suited, as it allows them to easily get something going, that will / may foster their appetite to learn more.
M2054187004	<span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> is nice and easy to use and learn but it runs like treacle much much slower than C, C++ or Java etc... if you're looking to explore the world of non C style programming try a functional language like <span style="color: #6CB219; font-weight: bold">Haskell:[OBJECT_B]</span> it's a recursive programming language, no for loops and no variables it's quite interesting though.	*Python* is nice and easy to use and learn but it runs like treacle much much slower than C, C++ or Java etc... if you're looking to explore the world of non C style programming try a functional language like §Haskell$ it's a recursive programming language, no for loops and no variables it's quite interesting though.		Python	Haskell	TRUE	Python is nice and easy to use and learn but it runs like treacle much much slower than C, C++ or Java etc... if you're looking to explore the world of non C style programming try a functional language like Haskell it's a recursive programming language, no for loops and no variables it's quite interesting though.
J1545023693	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> is a superior language especially in comparison to <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span>.	*Java* is a superior language especially in comparison to §PHP$.		Java	PHP	TRUE	Java is a superior language especially in comparison to PHP.
M1996489642	PHP offers excellent connectivity to many databases including <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span>, Informix, Oracle, Sybase, Solid, <span style="color: #6CB219; font-weight: bold">PostgreSQL:[OBJECT_B]</span>, and Generic ODBC.	PHP offers excellent connectivity to many databases including *MySQL*, Informix, Oracle, Sybase, Solid, §PostgreSQL$, and Generic ODBC.		MySQL	PostgreSQL	TRUE	PHP offers excellent connectivity to many databases including MySQL, Informix, Oracle, Sybase, Solid, PostgreSQL, and Generic ODBC.
J1545112705	<span style="color: #9A14B2; font-weight: bold">JavaScript:[OBJECT_A]</span> is widely considered even worse than <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> and yet is unavoidable in Web development.	*JavaScript* is widely considered even worse than §PHP$ and yet is unavoidable in Web development.		PHP	JavaScript	TRUE	Javascript is widely considered even worse than PHP and yet is unavoidable in Web development.
I1383762474	I think column edit mode would be faster than the <span style="color: #9A14B2; font-weight: bold">AWK:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">Sed:[OBJECT_B]</span> regex because it would take me at least 5 minutes to create from scratch the above regex... when column edit would be done in 2 minutes.	I think column edit mode would be faster than the *AWK*/§Sed$ regex because it would take me at least 5 minutes to create from scratch the above regex... when column edit would be done in 2 minutes.		Sed	AWK	TRUE	I think column edit mode would be faster than the awk/sed regex because it would take me at least 5 minutes to create from scratch the above regex... when column edit would be done in 2 minutes.
E722517102	First let me tel u about my new experience in <span style="color: #9A14B2; font-weight: bold">Direct3D:[OBJECT_A]</span> as opposed to my decent one in <span style="color: #6CB219; font-weight: bold">OpenGL:[OBJECT_B]</span>.	First let me tel u about my new experience in *Direct3D* as opposed to my decent one in §OpenGL$.		OpenGL	Direct3D	TRUE	First let me tel u about my new experience in Direct3D as opposed to my decent one in OpenGL.
Q2659066782	THERE IS NO <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> CONNECTION BUT I THINK THAT'S BECAUSE <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> MAY BE FASTER BUT THE OLDER MODEM HAD BOTH.	THERE IS NO *USB* CONNECTION BUT I THINK THAT'S BECAUSE §Ethernet$ MAY BE FASTER BUT THE OLDER MODEM HAD BOTH.		USB	Ethernet	TRUE	THERE IS NO USB CONNECTION BUT I THINK THAT'S BECAUSE ETHERNET MAY BE FASTER BUT THE OLDER MODEM HAD BOTH.
B212716199	Also decent with <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span>, CodeIgniter, Kohana and <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>.	Also decent with *PHP*, CodeIgniter, Kohana and §Java$.		Java	PHP	TRUE	Also decent with PHP, CodeIgniter, Kohana and Java.
R2907387083	TJL says that a strike against <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> is that it is slower than <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>.	TJL says that a strike against *Python* is that it is slower than §Java$.		Java	Python	TRUE	TJL says that a strike against Python is that it is slower than Java.
I1395331286	I think your program might be better suited for <span style="color: #9A14B2; font-weight: bold">Bash:[OBJECT_A]</span>, but I like you answer and I like <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>.	I think your program might be better suited for *Bash*, but I like you answer and I like §Python$.		Python	Bash	TRUE	I think your program might be better suited for Bash, but I like you answer and I like Python.
Q2611985122	The Pismo's two built-in <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> 1.1 ports, two FireWire 400 ports, <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span>, modem, analog sound in/out, VGA, S-video, and IrDA infrared ports provide better than decent connectivity.	The Pismo's two built-in *USB* 1.1 ports, two FireWire 400 ports, §Ethernet$, modem, analog sound in/out, VGA, S-video, and IrDA infrared ports provide better than decent connectivity.		USB	Ethernet	TRUE	The Pismo's two built-in USB 1.1 ports, two FireWire 400 ports, ethernet, modem, analog sound in/out, VGA, S-video, and IrDA infrared ports provide better than decent connectivity.
M1942542758	Other uses might be better met using <span style="color: #9A14B2; font-weight: bold">Bluetooth:[OBJECT_A]</span>, or <span style="color: #6CB219; font-weight: bold">USB:[OBJECT_B]</span> audio.	Other uses might be better met using *Bluetooth*, or §USB$ audio.		USB	Bluetooth	TRUE	Other uses might be better met using bluetooth, or USB audio.
B256538043	And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running <span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span> on netbooks it looks it might even run faster than <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span>.	And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running *Windows 8* on netbooks it looks it might even run faster than §Windows XP$.		Windows XP	Windows 8	TRUE	And I consider 4 to 5 -year old hardware to be quite usable under Windows 7, and judging from the youtube vids of running windows 8 on netbooks it looks it might even run faster than Windows XP.
I1335569969	I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> it's been a much easier transition for me to learn <span style="color: #6CB219; font-weight: bold">Groovy:[OBJECT_B]</span> and Grails.	I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in *Java* it's been a much easier transition for me to learn §Groovy$ and Grails.		Java	Groovy	TRUE	I really like Ruby and I'm quite impressed with Rails, but as a developer with a major investment in Java it's been a much easier transition for me to learn Groovy and Grails.
F768694939	For wider <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> device support outside of drives and HDDs the Samsung's are decidedly less compatible than ASUS gear (their <span style="color: #6CB219; font-weight: bold">Bluetooth:[OBJECT_B]</span> device support is also worse).	For wider *USB* device support outside of drives and HDDs the Samsung's are decidedly less compatible than ASUS gear (their §Bluetooth$ device support is also worse).		USB	Bluetooth	TRUE	For wider USB device support outside of drives and HDDs the Samsung's are decidedly less compatible than ASUS gear (their bluetooth device support is also worse).
E635912979	<span style="color: #9A14B2; font-weight: bold">Eclipse:[OBJECT_A]</span>, or <span style="color: #6CB219; font-weight: bold">NetBeans:[OBJECT_B]</span>.	*Eclipse*, or §NetBeans$.		Eclipse	NetBeans	FALSE	Eclipse, or NetBeans.
H1165765955	I just bought my <span style="color: #9A14B2; font-weight: bold">Apple TV:[OBJECT_A]</span>, and I like it, but mostly because of AirPlay and it's ability to connect with my Mac and <span style="color: #6CB219; font-weight: bold">iOS:[OBJECT_B]</span> devices, the UI itself is kind of lousy, not to mention apparently they got rid of the ability to pull videos from my Movies folder, which sucks.	I just bought my *Apple TV*, and I like it, but mostly because of AirPlay and it's ability to connect with my Mac and §iOS$ devices, the UI itself is kind of lousy, not to mention apparently they got rid of the ability to pull videos from my Movies folder, which sucks.		iOS	Apple TV	TRUE	I just bought my Apple TV, and I like it, but mostly because of AirPlay and it's ability to connect with my Mac and iOS devices, the UI itself is kind of lousy, not to mention apparently they got rid of the ability to pull videos from my Movies folder, which sucks.
N2232754108	Software Engineer, <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span>-<span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span>	Software Engineer, *MySQL*-§Oracle$		Oracle	MySQL	FALSE	Software Engineer, MySQL-Oracle
N2248911552	Some languages like <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> don't give you a way to make the errors go away, but for better or worse <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> does.	Some languages like *Python* don't give you a way to make the errors go away, but for better or worse §PHP$ does.		Python	PHP	TRUE	Some languages like python don't give you a way to make the errors go away, but for better or worse PHP does.
H1078945249	I find the <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> syntax easier than <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>	I find the *Perl* syntax easier than §Python$		Python	Perl	TRUE	I find the perl syntax easier than python
J1435236557	It's a horrible scripting language as Python, <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>, and even <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span> operate better in that domain than D ever will.	It's a horrible scripting language as Python, *Ruby*, and even §Perl$ operate better in that domain than D ever will.		Ruby	Perl	TRUE	It's a horrible scripting language as Python, Ruby, and even Perl operate better in that domain than D ever will.
H1112571394	If you elect to use <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> in an application, you'll have an easier time integrating with <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> in the JVM, but you'll have less resources available (books, blogs, community).	If you elect to use *Groovy* in an application, you'll have an easier time integrating with §Java$ in the JVM, but you'll have less resources available (books, blogs, community).		Java	Groovy	TRUE	If you elect to use Groovy in an application, you'll have an easier time integrating with Java in the JVM, but you'll have less resources available (books, blogs, community).
M2054193117	<span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> og <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> would be better to learn about variables and programflow.	*Python* og §Ruby$ would be better to learn about variables and programflow.		Ruby	Python	TRUE	Python og Ruby would be better to learn about variables and programflow.
J1544950551	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Scala:[OBJECT_B]</span> both make this sort of large scale code base much easier to create and maintain."	*Java* and §Scala$ both make this sort of large scale code base much easier to create and maintain."		Java	Scala	TRUE	Java and Scala both make this sort of large scale code base much easier to create and maintain."
J1545084502	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>.	*Java*, §Ruby$.		Java	Ruby	FALSE	Java, Ruby.
J1545035256	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> jobs with far lower expectations have paid me personally far better than <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span> jobs with high expectations.	*Java* jobs with far lower expectations have paid me personally far better than §Perl$ jobs with high expectations.		Java	Perl	TRUE	Java jobs with far lower expectations have paid me personally far better than Perl jobs with high expectations.
T3184472032	<span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span> is faster than <span style="color: #6CB219; font-weight: bold">Windows 7:[OBJECT_B]</span> and starts up almost instantly.	*Windows 8* is faster than §Windows 7$ and starts up almost instantly.		Windows 7	Windows 8	TRUE	Windows 8 is faster than Windows 7 and starts up almost instantly.
J1545141614	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>: The best argument for <span style="color: #6CB219; font-weight: bold">Smalltalk:[OBJECT_B]</span> since C++	*Java*: The best argument for §Smalltalk$ since C++		Java	Smalltalk	FALSE	Java: The best argument for Smalltalk since C++
M1988307938	<span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> is better for programming than <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> is, but CPAN let me stay away.	*Perl* is better for programming than §PHP$ is, but CPAN let me stay away.		PHP	Perl	TRUE	Perl is better for programming than PHP is, but CPAN let me stay away.
F816214038	gmail, built on a solid cutting edge web 2.0 framework such as Java or <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span> on Rails, <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>, nice clean interface, etc. and the best I found are:	gmail, built on a solid cutting edge web 2.0 framework such as Java or *Ruby* on Rails, §JavaScript$, nice clean interface, etc. and the best I found are:		Ruby	JavaScript	TRUE	gmail, built on a solid cutting edge web 2.0 framework such as Java or Ruby on Rails, Javascript, nice clean interface, etc. and the best I found are:
M1924927656	Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for <span style="color: #9A14B2; font-weight: bold">Windows 98:[OBJECT_A]</span>/ME/2000, 128 MB RAM for <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span> Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio	Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for *Windows 98*/ME/2000, 128 MB RAM for §Windows XP$ Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio		Windows XP	Windows 98	TRUE	Operating System: Microsoft® Windows® 98/Me/XP/2000 / Zoo Tycoon (Marine Mania is an add-on product for Zoo Tycoon) Processor: PC with a 233 MHz processor, 300 MHz recommended RAM: 64 MB of system RAM for Windows 98/ME/2000, 128 MB RAM for Windows XP Hard Drive: 650 MB available hard disk space CD-ROM: 4x speed or faster CD-ROM drive Processor: Sound card and speakers or headphones required for audio
R2789202748	They might have existed a few years ago, but now we have MySQL, <span style="color: #9A14B2; font-weight: bold">PostgreSQL:[OBJECT_A]</span> for free or Sybase, <span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span> and a slew of other databases that can contain more data better and for automation we have PHP, Java, Python and Ruby.	They might have existed a few years ago, but now we have MySQL, *PostgreSQL* for free or Sybase, §Oracle$ and a slew of other databases that can contain more data better and for automation we have PHP, Java, Python and Ruby.		Oracle	PostgreSQL	TRUE	They might have existed a few years ago, but now we have MySQL, PostgreSQL for free or Sybase, Oracle and a slew of other databases that can contain more data better and for automation we have PHP, Java, Python and Ruby.
P2462335318	The developers explained that <span style="color: #9A14B2; font-weight: bold">Direct3D:[OBJECT_A]</span>, the 3D component of DirectX, was a miserable hack and was very much inferior to <span style="color: #6CB219; font-weight: bold">OpenGL:[OBJECT_B]</span>	The developers explained that *Direct3D*, the 3D component of DirectX, was a miserable hack and was very much inferior to §OpenGL$		OpenGL	Direct3D	TRUE	The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL
K1677380249	Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of <span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span> and VMware as 'Linux-friendly' due to marketing), then better options like <span style="color: #6CB219; font-weight: bold">PostgreSQL:[OBJECT_B]</span> or MySQL (and KVM) get ignored or only scarcely explored.	Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of *Oracle* and VMware as 'Linux-friendly' due to marketing), then better options like §PostgreSQL$ or MySQL (and KVM) get ignored or only scarcely explored.		Oracle	PostgreSQL	TRUE	Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of Oracle and VMware as 'Linux-friendly' due to marketing), then better options like PostgreSQL or MySQL (and KVM) get ignored or only scarcely explored.
I1296632212	Interestingly, the grid now varies from 6 to 7 shows per line of selectable images, and includes <span style="color: #9A14B2; font-weight: bold">iOS:[OBJECT_A]</span>-style "page" dots to let you swipe through collections of shows at a time, some really nice UI innovations that are making the <span style="color: #6CB219; font-weight: bold">Apple TV:[OBJECT_B]</span> easier to navigate.	Interestingly, the grid now varies from 6 to 7 shows per line of selectable images, and includes *iOS*-style "page" dots to let you swipe through collections of shows at a time, some really nice UI innovations that are making the §Apple TV$ easier to navigate.		iOS	Apple TV	TRUE	Interestingly, the grid now varies from 6 to 7 shows per line of selectable images, and includes iOS-style "page" dots to let you swipe through collections of shows at a time, some really nice UI innovations that are making the Apple TV easier to navigate.
T3195499165	with <span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span>.	with *Oracle* and §MySQL$.		Oracle	MySQL	FALSE	with oracle and mysql.
M1939331226	Other JVM languages - <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> is a solid od workhorse, but the real innovation is happening with the new JVM langauges (<span style="color: #6CB219; font-weight: bold">Scala:[OBJECT_B]</span>, Clojure in particular).	Other JVM languages - *Java* is a solid od workhorse, but the real innovation is happening with the new JVM langauges (§Scala$, Clojure in particular).		Java	Scala	TRUE	Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).
I1361546429	Is <span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span> really better than <span style="color: #6CB219; font-weight: bold">Windows 7:[OBJECT_B]</span>, Vista, or even XP?	Is *Windows 8* really better than §Windows 7$, Vista, or even XP?		Windows 7	Windows 8	TRUE	Is Windows 8 really better than Windows 7, Vista, or even XP?
N2222343844	Slower than <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> with PDL, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>, and C.	Slower than *Perl* with PDL, §Java$, and C.		Java	Perl	TRUE	Slower than Perl with PDL, Java, and C.
