,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
294,False,1/12/2018 16:05:59,3,1543286804,finalized,harvard,,stanford,,,S3038148398,NONE,1.0,,True,"We couldn't have picked better partners than Duke, harvard, and stanford, and look forward to working with the editors.","We couldn't have picked better partners than Duke, <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>, and look forward to working with the editors.","We couldn't have picked better partners than Duke, *harvard*, and §stanford$, and look forward to working with the editors.",jbt
152,False,1/12/2018 19:21:03,3,1543286662,finalized,virginia,,oregon,,N,E581153960,NONE,0.6519,,True,Did you work harder at oregon State than you did at virginia?,"Did you work harder at <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span> State than you did at <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>?",Did you work harder at *oregon* State than you did at §virginia$?,jbt
436,False,1/11/2018 19:27:18,3,1534177272,finalized,USB,,Bluetooth,,,H1079061836,BETTER,0.6442,,True,I find Ubuntu handles USB ports far better than XP ever did (3 cameras 2 MP3 players Bluetooth).,"I find Ubuntu handles <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> ports far better than XP ever did (3 cameras 2 MP3 players <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>).",I find Ubuntu handles *USB* ports far better than XP ever did (3 cameras 2 MP3 players §Bluetooth$).,compsci
305,False,1/12/2018 17:19:10,3,1543286816,finalized,stone,,concrete,,,N2243630477,NONE,1.0,,True,solid concrete wall 175 1-ft stone wall Table C-2.,"solid <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> wall 175 1-ft <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span> wall Table C-2.",solid *concrete* wall 175 1-ft §stone$ wall Table C-2.,jbt
192,False,1/5/2018 17:38:26,3,1532714572,finalized,Microsoft,,Intel,,,E587199916,NONE,1.0,,True,Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: Intel i5 2.2ghz laptop Virus scanner: Microsoft Security Essentials 2.0,"Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> i5 2.2ghz laptop Virus scanner: <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Security Essentials 2.0",Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: *Intel* i5 2.2ghz laptop Virus scanner: §Microsoft$ Security Essentials 2.0,brands
48,False,1/5/2018 14:25:33,3,1530057574,finalized,Apple,,Sony,N,,B326355656,BETTER,0.6957,,True,"Apple is much more of a consumer products company, better compared to Sony than Dell.","<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is much more of a consumer products company, better compared to <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> than Dell.","*Apple* is much more of a consumer products company, better compared to §Sony$ than Dell.",brands
233,False,1/12/2018 16:36:38,3,1543286743,finalized,golf,,hockey,,B,J1444923051,BETTER,1.0,,True,It's easier to play golf than hockey.,"It's easier to play <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>.",It's easier to play *golf* than §hockey$.,jbt
36,False,1/11/2018 12:40:48,3,1534176866,finalized,Windows XP,,Windows Vista,O,,K1635496226,OTHER,0.6719,,True,Linux is inferior to Windows XP or Windows Vista.,"Linux is inferior to <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",Linux is inferior to *Windows XP* or §Windows Vista$.,compsci
38,False,1/5/2018 14:25:05,3,1530057564,finalized,Toyota,,BMW,N,,J1504616527,NONE,0.7059,,True,"Ive never had better (and Ive owned BMW, SaaB, Audi, Toyota and many others)","Ive never had better (and Ive owned <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, SaaB, Audi, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> and many others)","Ive never had better (and Ive owned *BMW*, SaaB, Audi, §Toyota$ and many others)",brands
354,False,1/11/2018 19:27:59,3,1534177190,finalized,Java,,Python,,,T3261715257,NONE,1.0,,True,You might be better off looking at something like Java or Python instead.,"You might be better off looking at something like <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> instead.",You might be better off looking at something like *Java* or §Python$ instead.,compsci
26,False,1/11/2018 12:35:00,3,1534176856,finalized,Ruby,,Python,W,,N2120513578,WORSE,0.6262,,True,"Ruby isn't (in my observation) too much slower than Perl, Python or PHP.","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> isn't (in my observation) too much slower than Perl, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or PHP.","*Ruby* isn't (in my observation) too much slower than Perl, §Python$ or PHP.",compsci
289,False,1/5/2018 17:18:38,3,1532714671,finalized,IBM,,Intel,,,I1295320304,BETTER,1.0,,True,"Intel is down 2% since its earnings report Thursday, and IBM has fallen 3% after delivering better-than-expected results and a strong outlook Tuesday.","<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> is down 2% since its earnings report Thursday, and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> has fallen 3% after delivering better-than-expected results and a strong outlook Tuesday.","*Intel* is down 2% since its earnings report Thursday, and §IBM$ has fallen 3% after delivering better-than-expected results and a strong outlook Tuesday.",brands
346,False,1/12/2018 17:20:44,3,1543286857,finalized,milk,,juice,,,K1716899762,NONE,1.0,,True,"milk, juice and soda make it ten times worse.""","<span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> and soda make it ten times worse.""","*milk*, §juice$ and soda make it ten times worse.""",jbt
429,False,1/12/2018 18:12:39,3,1543286943,finalized,plastic,,wood,,,F814749341,NONE,1.0,,True,Glass; plastic -Material Details: ..-Solid wood... more,"Glass; <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> -Material Details: ..-Solid <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>... more",Glass; *plastic* -Material Details: ..-Solid §wood$... more,jbt
312,False,1/11/2018 19:23:37,3,1534177148,finalized,USB,,Ethernet,,,K1666746349,BETTER,1.0,,True,"Make sure you are using the Ethernet port rather than the USB one, it will be faster with 98 anyway and should just work with linux.","Make sure you are using the <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> port rather than the <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> one, it will be faster with 98 anyway and should just work with linux.","Make sure you are using the *Ethernet* port rather than the §USB$ one, it will be faster with 98 anyway and should just work with linux.",compsci
292,False,1/5/2018 17:45:48,3,1532714674,finalized,Intel,,Dell,,,N2214255512,WORSE,1.0,,True,"Since then, things have only gotten worse for Intel, with rival AMD scoring a major deal with Dell.","Since then, things have only gotten worse for <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, with rival AMD scoring a major deal with <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","Since then, things have only gotten worse for *Intel*, with rival AMD scoring a major deal with §Dell$.",brands
458,False,1/12/2018 18:13:46,3,1543286972,finalized,football,,basketball,,,P2587827517,NONE,1.0,,True,The numbers from the football and basketball programs appear solid.,"The numbers from the <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> programs appear solid.",The numbers from the *football* and §basketball$ programs appear solid.,jbt
293,False,1/5/2018 17:24:29,3,1532714675,finalized,Microsoft,,Sony,,,K1713536351,BETTER,1.0,,True,Microsoft always does adds better than Sony ;).,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> always does adds better than <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> ;).",*Microsoft* always does adds better than §Sony$ ;).,brands
378,False,1/5/2018 17:46:50,3,1532714760,finalized,Intel,,Kingston,,,K1695944829,NONE,1.0,,True,MB: Asus P5WDG2-WS Pro CPU: Intel Core 2 Quad Q6600 G0 @stock (2.4Ghz) CPU Cooler: Scythe Ninja Copper (works like a charm both in noise & performance for my needs) RAM: 4x2 GB Kingston ECC RAM PC2-5300 Storage: 2x128GB Vertex2 + 1 x 750GB Seagate 7200.10,"MB: Asus P5WDG2-WS Pro CPU: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Core 2 Quad Q6600 G0 @stock (2.4Ghz) CPU Cooler: Scythe Ninja Copper (works like a charm both in noise & performance for my needs) RAM: 4x2 GB <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> ECC RAM PC2-5300 Storage: 2x128GB Vertex2 + 1 x 750GB Seagate 7200.10",MB: Asus P5WDG2-WS Pro CPU: *Intel* Core 2 Quad Q6600 G0 @stock (2.4Ghz) CPU Cooler: Scythe Ninja Copper (works like a charm both in noise & performance for my needs) RAM: 4x2 GB §Kingston$ ECC RAM PC2-5300 Storage: 2x128GB Vertex2 + 1 x 750GB Seagate 7200.10,brands
352,False,1/11/2018 19:30:56,4,1534177188,finalized,Windows XP,,Windows 8,,,K1725268970,BETTER,1.0,,True,"Modern hardware/ multicore systems perform much better on Windows 7 or Windows 8, instead of Windows XP.","Modern hardware/ multicore systems perform much better on Windows 7 or <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>, instead of <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.","Modern hardware/ multicore systems perform much better on Windows 7 or *Windows 8*, instead of §Windows XP$.",compsci
43,False,1/5/2018 17:21:47,3,1532714421,finalized,Intel,,Kingston,N,,S3092033580,NONE,1.0,,True,"We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from Intel, Corsair, OCZ, Western Digital, Kingston and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, Corsair, OCZ, Western Digital, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> and more.","We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from *Intel*, Corsair, OCZ, Western Digital, §Kingston$ and more.",brands
111,False,1/11/2018 19:26:58,3,1534176942,finalized,Windows XP,,Windows Vista,N,,M1937579605,NONE,0.6940000000000001,,True,OS: Windows XP / Windows Vista / Windows 7 (Latest Service Packs) with DirectX 9.0c or better,"OS: <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> / <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> / Windows 7 (Latest Service Packs) with DirectX 9.0c or better",OS: *Windows XP* / §Windows Vista$ / Windows 7 (Latest Service Packs) with DirectX 9.0c or better,compsci
344,False,1/11/2018 19:28:54,3,1534177180,finalized,Ruby,,Perl,,,K1722130226,WORSE,0.7222,,True,"misunderstanding to think that Ruby is an attempt at better Perl,","misunderstanding to think that <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is an attempt at better <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>,","misunderstanding to think that *Ruby* is an attempt at better §Perl$,",compsci
426,False,1/11/2018 19:30:01,4,1534177262,finalized,Eclipse,,NetBeans,,,B338587404,NONE,1.0,,False,are you use NetBeans or Eclipse?,"are you use <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>?",are you use *NetBeans* or §Eclipse$?,compsci
276,False,1/12/2018 18:47:15,3,1543286786,finalized,kennedy,,nixon,,,L1903440718,BETTER,1.0,,True,One reviewer felt that Mitt Romney delivered a better performance than John F. kennedy against nixon.,"One reviewer felt that Mitt Romney delivered a better performance than John F. <span style=""color: #9A14B2; font-weight: bold"">kennedy:[OBJECT_A]</span> against <span style=""color: #6CB219; font-weight: bold"">nixon:[OBJECT_B]</span>.",One reviewer felt that Mitt Romney delivered a better performance than John F. *kennedy* against §nixon$.,jbt
363,False,1/11/2018 19:58:54,3,1534177199,finalized,Ruby,,Python,,,B335547127,NONE,0.6673,,True,"Are Ruby, Python, and Groovy doomed in the coming solid-state takeover?","Are <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, and Groovy doomed in the coming solid-state takeover?","Are *Ruby*, §Python$, and Groovy doomed in the coming solid-state takeover?",compsci
468,False,1/12/2018 18:14:33,3,1543286982,finalized,soup,,pizza,,,Q2612173331,WORSE,0.6619,,True,"the pizza looked better than it tasted, but the soup was so yummy!","the <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> looked better than it tasted, but the <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span> was so yummy!","the *pizza* looked better than it tasted, but the §soup$ was so yummy!",jbt
105,False,,1,1530058512,canceled,Apple,,Intel,,,B326113645,NONE,1.0,,True,Apple claims the new Intel HD Graphics 5000 can push polygons 40 per cent faster than the last model.,"<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> claims the new <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> HD Graphics 5000 can push polygons 40 per cent faster than the last model.",*Apple* claims the new §Intel$ HD Graphics 5000 can push polygons 40 per cent faster than the last model.,brands
4,False,1/5/2018 15:02:01,3,1530057529,finalized,Sony,,Dell,W,,L1774002505,WORSE,0.7074,,True,"My personal thoughts of Dell are they are not any better than Sony, pretending people will use 64kps encoding to up their Song count size...","My personal thoughts of <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> are they are not any better than <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>, pretending people will use 64kps encoding to up their Song count size...","My personal thoughts of *Dell* are they are not any better than §Sony$, pretending people will use 64kps encoding to up their Song count size...",brands
41,False,1/11/2018 12:32:12,3,1534176871,finalized,Java,W,Smalltalk,O,,J1544989266,WORSE,0.6735,,False,Java does not support Lambdas like Python or Code Blocks like Smalltalk.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> does not support Lambdas like Python or Code Blocks like <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>.",*Java* does not support Lambdas like Python or Code Blocks like §Smalltalk$.,compsci
431,False,1/11/2018 19:24:38,3,1534177267,finalized,Java,,Perl,,,G999645461,BETTER,1.0,,True,I agree that Java is better than Perl.,"I agree that <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",I agree that *Java* is better than §Perl$.,compsci
39,False,1/5/2018 14:22:03,3,1530057565,finalized,Audi,,Lexus,N,,H1084095735,OTHER,0.6515,,True,"If Model 3 is directly price competitive with BMW 3 Series, Mercedes C Class, Audi A3/A4, Lexus IS 250/350 cars and offers comparable or better performance, we will see the same thing we now see with Model S in 'F' segment.","If Model 3 is directly price competitive with BMW 3 Series, Mercedes C Class, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> A3/A4, <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> IS 250/350 cars and offers comparable or better performance, we will see the same thing we now see with Model S in 'F' segment.","If Model 3 is directly price competitive with BMW 3 Series, Mercedes C Class, *Audi* A3/A4, §Lexus$ IS 250/350 cars and offers comparable or better performance, we will see the same thing we now see with Model S in 'F' segment.",brands
107,False,1/5/2018 17:42:34,3,1532714486,finalized,Toyota,,Nissan,B,,P2580845002,BETTER,1.0,,True,The Nissan provided better ride and handling than the Toyota.,"The <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> provided better ride and handling than the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",The *Nissan* provided better ride and handling than the §Toyota$.,brands
163,False,1/5/2018 17:16:55,3,1532714542,finalized,Microsoft,,Intel,,,M1970785043,NONE,0.6882,,True,Partnerships with Microsoft & Intel make building your new system easier than ever.,"Partnerships with <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> make building your new system easier than ever.",Partnerships with *Microsoft* & §Intel$ make building your new system easier than ever.,brands
319,False,1/5/2018 17:16:07,3,1532714701,finalized,Microsoft,,Dell,,,L1906766833,WORSE,0.6683,,True,"One you match a better product with the power of so many manufacturers pushing (HP, Toshiba, Asus, Dell, Sony, etc) it's a mathematical certainty that Microsoft will dominate once again.","One you match a better product with the power of so many manufacturers pushing (HP, Toshiba, Asus, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Sony, etc) it's a mathematical certainty that <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> will dominate once again.","One you match a better product with the power of so many manufacturers pushing (HP, Toshiba, Asus, *Dell*, Sony, etc) it's a mathematical certainty that §Microsoft$ will dominate once again.",brands
326,False,1/11/2018 19:24:08,3,1534177162,finalized,MySQL,,PostgreSQL,,,P2504608892,WORSE,0.6622,,True,"The GIS functions of MySQL, and even better ones of PostgreSQL, make light work of this, but I started simply.","The GIS functions of <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, and even better ones of <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>, make light work of this, but I started simply.","The GIS functions of *MySQL*, and even better ones of §PostgreSQL$, make light work of this, but I started simply.",compsci
0,False,1/11/2018 13:03:12,3,1534176830,finalized,Ruby,,PHP,W,,G1031319964,BETTER,0.7138,,True,I can't imagine that PHP is faster than Ruby (the language; I'm not talking about Rails).,"I can't imagine that <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> (the language; I'm not talking about Rails).",I can't imagine that *PHP* is faster than §Ruby$ (the language; I'm not talking about Rails).,compsci
1,False,1/11/2018 13:06:49,3,1534176831,finalized,Windows XP,,Windows Vista,W,,L1828119025,WORSE,0.6386,,True,"Note, that because of my own terrible experiences with Windows Vista, I had dutifully remained on Windows XP, accepting the fact that my environment continued to get slower and slower in between more frequent cleaning reinstall cycles.","Note, that because of my own terrible experiences with <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>, I had dutifully remained on <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, accepting the fact that my environment continued to get slower and slower in between more frequent cleaning reinstall cycles.","Note, that because of my own terrible experiences with *Windows Vista*, I had dutifully remained on §Windows XP$, accepting the fact that my environment continued to get slower and slower in between more frequent cleaning reinstall cycles.",compsci
480,False,1/12/2018 19:14:59,3,1543286994,finalized,baseball,,softball,,,M2043926017,NONE,1.0,,True,"Proponents of Proposition 3 on the city ballot say artificial turf is safer than dirt, will build better skills and prolong the softball and baseball season in Juneau.","Proponents of Proposition 3 on the city ballot say artificial turf is safer than dirt, will build better skills and prolong the <span style=""color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span> season in Juneau.","Proponents of Proposition 3 on the city ballot say artificial turf is safer than dirt, will build better skills and prolong the *softball* and §baseball$ season in Juneau.",jbt
209,False,1/11/2018 19:57:51,3,1534177041,finalized,Java,,Perl,B,,B254026967,BETTER,1.0,,True,and heck i just like Perl better than Java! as well its good to have choices!!,"and heck i just like <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>! as well its good to have choices!!",and heck i just like *Perl* better than §Java$! as well its good to have choices!!,compsci
347,False,1/5/2018 17:22:23,3,1532714729,finalized,Toyota,,Nissan,,,R2945816514,NONE,0.6567,,True,truck is a Nissan hardbody with Toyota solid axle with high steer.,"truck is a <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> hardbody with <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> solid axle with high steer.",truck is a *Nissan* hardbody with §Toyota$ solid axle with high steer.,brands
158,False,1/12/2018 16:45:08,3,1543286668,finalized,california,,missouri,,N,D441017402,OTHER,0.6594,,False,california vs. missouri footprint,"<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> footprint",*california* vs. §missouri$ footprint,jbt
259,False,1/11/2018 19:23:26,3,1534177091,finalized,Java,,Perl,,,P2475268117,WORSE,1.0,,True,"The entity may even provide sample Java code, but Perl is a far better solution.","The entity may even provide sample <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code, but <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> is a far better solution.","The entity may even provide sample *Java* code, but §Perl$ is a far better solution.",compsci
68,False,1/12/2018 13:40:50,3,1543286576,finalized,soup,,sandwich,,N,G964493557,NONE,0.6716,,True,Hot soup and a hot sandwich - is there a better winter combo?,"Hot <span style=""color: #9A14B2; font-weight: bold"">soup:[OBJECT_A]</span> and a hot <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> - is there a better winter combo?",Hot *soup* and a hot §sandwich$ - is there a better winter combo?,jbt
187,False,1/5/2018 17:17:01,3,1532714567,finalized,Ferrari,,BMW,,,A40577793,NONE,1.0,,False,1 M.Schumacher Ferrari 1'11.708 - - 2 Ralf SchumacherWilliams/BMW 1'11.986,"1 M.Schumacher <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> 1'11.708 - - 2 Ralf SchumacherWilliams/<span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> 1'11.986",1 M.Schumacher *Ferrari* 1'11.708 - - 2 Ralf SchumacherWilliams/§BMW$ 1'11.986,brands
399,False,1/11/2018 19:13:36,5,1534177235,finalized,CUDA,,OpenCL,,,M1923715567,WORSE,0.8125,,True,OpenCL seems to be slower than either C++ AMP or CUDA.,"<span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> seems to be slower than either C++ AMP or <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span>.",*OpenCL* seems to be slower than either C++ AMP or §CUDA$.,compsci
482,False,1/12/2018 18:13:36,3,1543286996,finalized,sandwich,,sausage,,,N2135704535,NONE,1.0,,True,sausage sandwich at breakfast would have better if the bread had not been medium sliced packet bread...,"<span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> at breakfast would have better if the bread had not been medium sliced packet bread...",*sausage* §sandwich$ at breakfast would have better if the bread had not been medium sliced packet bread...,jbt
41,False,1/12/2018 13:35:50,3,1543286549,finalized,football,,hockey,,O,T3221155332,NONE,0.6468,,True,"Yeah, but boys make better football and hockey players.'","Yeah, but boys make better <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span> players.'","Yeah, but boys make better *football* and §hockey$ players.'",jbt
183,False,1/5/2018 17:20:07,3,1532714563,finalized,Samsung,,Toshiba,,,Q2653283484,NONE,0.6364,,True,"There is a lot of competition in this segment from other solid laptops like the Sony EB series, the Samsung R580, the Toshiba E205 and others.","There is a lot of competition in this segment from other solid laptops like the Sony EB series, the <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> R580, the <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> E205 and others.","There is a lot of competition in this segment from other solid laptops like the Sony EB series, the *Samsung* R580, the §Toshiba$ E205 and others.",brands
375,False,1/11/2018 19:19:17,3,1534177211,finalized,Python,,Bash,,,N2094989787,NONE,1.0,,True,- Requirements: - 5+ years as a QA / Software Test Engineer - Must have experience writing brand new automated tests (Python or Bash or Ruby OR C++) - Solid experience with the full testing lifecycle from turning requirements into use cases all the ......,"- Requirements: - 5+ years as a QA / Software Test Engineer - Must have experience writing brand new automated tests (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> or Ruby OR C++) - Solid experience with the full testing lifecycle from turning requirements into use cases all the ......",- Requirements: - 5+ years as a QA / Software Test Engineer - Must have experience writing brand new automated tests (*Python* or §Bash$ or Ruby OR C++) - Solid experience with the full testing lifecycle from turning requirements into use cases all the ......,compsci
183,False,1/11/2018 17:43:50,3,1534177014,finalized,Java,,Python,N,,O2281090942,NONE,1.0,,True,"Spark allows the developers to write in Scala and Python, in addition to Java, which makes the coding much faster and easier to read the more succinct code.","Spark allows the developers to write in Scala and <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, in addition to <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, which makes the coding much faster and easier to read the more succinct code.","Spark allows the developers to write in Scala and *Python*, in addition to §Java$, which makes the coding much faster and easier to read the more succinct code.",compsci
382,False,1/5/2018 17:20:48,3,1532714764,finalized,Ford,,Nissan,,,G1050220327,BETTER,0.6715,,True,"I do not understand in what way this Ford FOCUS is better than Nissan LEAF, GM CHEVY VOLT AND MITSBUSHI ELECTRIC?.","I do not understand in what way this <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> FOCUS is better than <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> LEAF, GM CHEVY VOLT AND MITSBUSHI ELECTRIC?.","I do not understand in what way this *Ford* FOCUS is better than §Nissan$ LEAF, GM CHEVY VOLT AND MITSBUSHI ELECTRIC?.",brands
423,False,1/12/2018 18:16:12,3,1543286937,finalized,tea,,juice,,,M2089318939,NONE,0.6467,,True,"Remember to drink fluids, especially water or tea; fruit juice may make diarrhea worse.","Remember to drink fluids, especially water or <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span>; fruit <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> may make diarrhea worse.","Remember to drink fluids, especially water or *tea*; fruit §juice$ may make diarrhea worse.",jbt
13,False,1/12/2018 13:37:37,3,1543286521,finalized,laptop,,iphone,,W,A109112123,WORSE,0.6538,,True,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,"95% of the the things I do with my <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> on the road will be accomplished far easier and faster with the <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>.",95% of the the things I do with my *laptop* on the road will be accomplished far easier and faster with the §iphone$.,jbt
