,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
437,False,1/11/2018 19:29:45,4,1534177273,finalized,Windows XP,,Windows Vista,,,J1478419594,NONE,0.4777,,,True,,It was better than Windows Vista; it was better than Windows XP.,"It was better than <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>; it was better than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",It was better than *Windows Vista*; it was better than §Windows XP$.,compsci,1,1,2,4,0,NONE,2.0,0.5
1129,False,2/16/2018 09:59:50,4,1576062013,finalized,Java,,PHP,,,G921176142,NONE,1.0,,,True,,"He speaks great english, but his skills in Java/PHP are even better!","He speaks great english, but his skills in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> are even better!","He speaks great english, but his skills in *Java*/§PHP$ are even better!",compsci,0,0,4,4,0,NONE,4.0,1.0
663,False,1/27/2018 20:47:54,3,1534177500,finalized,Python,,PHP,,,N2253944402,BETTER,0.6721,,,True,,"Some people think better in Python than in PHP, and God help anyone who thinks in LISP...","Some people think better in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, and God help anyone who thinks in LISP...","Some people think better in *Python* than in §PHP$, and God help anyone who thinks in LISP...",compsci,2,0,1,3,0,BETTER,2.0,0.6666666666666666
1174,False,2/18/2018 14:04:38,3,1572199111,finalized,Ford,,Honda,,,M2077043495,NONE,1.0,,,True,,"Recently test driven a new Honda Civic and a Ford Focus, I still get a better feedback from my 87 Legend.","Recently test driven a new <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Civic and a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Focus, I still get a better feedback from my 87 Legend.","Recently test driven a new *Honda* Civic and a §Ford$ Focus, I still get a better feedback from my 87 Legend.",brands,0,0,5,5,0,NONE,5.0,1.0
154,False,1/12/2018 14:55:23,3,1543286664,finalized,steel,,plywood,,N,O2284066827,NONE,1.0,,,True,,Specifications: Solid hardwood & plywood frame with stainless steel legs.,"Specifications: Solid hardwood & <span style=""color: #9A14B2; font-weight: bold"">plywood:[OBJECT_A]</span> frame with stainless <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> legs.",Specifications: Solid hardwood & *plywood* frame with stainless §steel$ legs.,jbt,0,0,3,3,0,NONE,3.0,1.0
510,False,1/27/2018 18:57:49,3,1534177347,finalized,Python,,PHP,,,M1996496297,NONE,1.0,,,True,,"(PHP, Ruby, and Python can also be set up to run using FastCGI, but they run faster using LSAPI.)","(<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, Ruby, and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> can also be set up to run using FastCGI, but they run faster using LSAPI.)","(*PHP*, Ruby, and §Python$ can also be set up to run using FastCGI, but they run faster using LSAPI.)",compsci,0,0,3,3,0,NONE,3.0,1.0
14,False,1/5/2018 14:25:33,3,1530057540,finalized,IBM,,Dell,O,,H1216379431,NONE,0.6522,,,True,,"I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe IBM or Dell.","I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe *IBM* or §Dell$.",brands,0,0,3,3,0,NONE,3.0,1.0
77,False,1/11/2018 12:31:31,4,1534176907,finalized,PHP,,JavaScript,N,,S3053834733,NONE,1.0,,,True,,"We have superior knowledge in all of the following categories; SEO, SEM, flash , html, PHP, aspx, css, JavaScript, mysql, shopping carts and more.","We have superior knowledge in all of the following categories; SEO, SEM, flash , html, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, aspx, css, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, mysql, shopping carts and more.","We have superior knowledge in all of the following categories; SEO, SEM, flash , html, *PHP*, aspx, css, §JavaScript$, mysql, shopping carts and more.",compsci,0,0,4,4,0,NONE,4.0,1.0
1491,False,2/15/2018 11:26:21,3,1576123448,finalized,amazon,,itunes,,,O2325445711,NONE,1.0,,,True,,"Sure, gift cards are an old standby, and itunes or amazon are always solid options.","Sure, gift cards are an old standby, and <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> are always solid options.","Sure, gift cards are an old standby, and *itunes* or §amazon$ are always solid options.",jbt,0,0,3,3,0,NONE,3.0,1.0
610,False,1/27/2018 17:57:34,3,1543287127,finalized,stanford,,mit,,,B281900920,NONE,0.645,,,True,,"and then, who is #4 according to US News, better than mit, stanford, Columbia, Michigan, and Berkeley?","and then, who is #4 according to US News, better than <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>, Columbia, Michigan, and Berkeley?","and then, who is #4 according to US News, better than *mit*, §stanford$, Columbia, Michigan, and Berkeley?",jbt,0,0,3,3,0,NONE,3.0,1.0
236,False,2/2/2018 18:12:31,3,1572198150,finalized,Ferrari,,BMW,,,K1624909003,NONE,1.0,,,False,,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.","Lexus <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, Mercedes, Infinity, Jaguar, <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> and etc.","Lexus *BMW*, Mercedes, Infinity, Jaguar, §Ferrari$ and etc.",brands,0,0,5,5,0,NONE,5.0,1.0
123,False,2/5/2018 14:57:37,3,1576121612,finalized,pizza,,pasta,,,Q2634716557,NONE,1.0,,,True,,There are a couple of decent Itialin places(basically sit down pizza/pasta places).,"There are a couple of decent Itialin places(basically sit down <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span> places).",There are a couple of decent Itialin places(basically sit down *pizza*/§pasta$ places).,jbt,0,0,3,3,0,NONE,3.0,1.0
177,False,1/5/2018 18:32:11,3,1532714557,finalized,Ford,,Honda,,,K1714611024,NONE,0.6218,,,True,,"Midsize cars: Although the Nissan Altima has attracted some praise for its restyling and new features, Consumer Reports says the Honda Accord and Ford Fusion are better values.","Midsize cars: Although the Nissan Altima has attracted some praise for its restyling and new features, Consumer Reports says the <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Accord and <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Fusion are better values.","Midsize cars: Although the Nissan Altima has attracted some praise for its restyling and new features, Consumer Reports says the *Honda* Accord and §Ford$ Fusion are better values.",brands,0,0,5,5,0,NONE,5.0,1.0
428,False,1/27/2018 22:19:27,3,1532714811,finalized,Audi,,Lexus,,,R2786895482,NONE,0.6698,,,True,,"They know that Lexus has better residual, and that Audi has better tech.","They know that <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> has better residual, and that <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> has better tech.","They know that *Lexus* has better residual, and that §Audi$ has better tech.",brands,2,0,3,5,0,NONE,3.0,0.6
1067,False,2/15/2018 09:02:02,3,1576122564,finalized,paint,,pen,,,M1946038011,NONE,1.0,,,True,,"Our C series pen point attachments produce an even, consistent, solid stroke of wax paint.","Our C series <span style=""color: #9A14B2; font-weight: bold"">pen:[OBJECT_A]</span> point attachments produce an even, consistent, solid stroke of wax <span style=""color: #6CB219; font-weight: bold"">paint:[OBJECT_B]</span>.","Our C series *pen* point attachments produce an even, consistent, solid stroke of wax §paint$.",jbt,0,0,3,3,0,NONE,3.0,1.0
253,False,2/2/2018 18:00:49,3,1572198167,finalized,Samsung,,AMD,,,P2518163375,NONE,1.0,,,True,,"The HSA Foundation (Heterogeneous System Architecture Foundation) is a not-for-profit industry standards body founded by companies such as AMD, ARM Samsung and Texas Instruments and focused on making it dramatically easier to program heterogeneous computing devices such as GPUs.","The HSA Foundation (Heterogeneous System Architecture Foundation) is a not-for-profit industry standards body founded by companies such as <span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span>, ARM <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> and Texas Instruments and focused on making it dramatically easier to program heterogeneous computing devices such as GPUs.","The HSA Foundation (Heterogeneous System Architecture Foundation) is a not-for-profit industry standards body founded by companies such as *AMD*, ARM §Samsung$ and Texas Instruments and focused on making it dramatically easier to program heterogeneous computing devices such as GPUs.",brands,0,0,5,5,0,NONE,5.0,1.0
104,False,2/5/2018 15:04:41,3,1576060979,finalized,PHP,,Perl,,,D488278573,NONE,1.0,,,True,,"Clean interface, instant startup, superb flexibility and powerful features allow you to create and edit HTML, CSS, JavaScript, PHP, ASP, Perl, Ruby, Python code faster and easier tha... License: Shareware , Price: $79.95 US [ read more ] [ download ] [ buy now ]","Clean interface, instant startup, superb flexibility and powerful features allow you to create and edit HTML, CSS, JavaScript, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, ASP, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, Ruby, Python code faster and easier tha... License: Shareware , Price: $79.95 US [ read more ] [ download ] [ buy now ]","Clean interface, instant startup, superb flexibility and powerful features allow you to create and edit HTML, CSS, JavaScript, *PHP*, ASP, §Perl$, Ruby, Python code faster and easier tha... License: Shareware , Price: $79.95 US [ read more ] [ download ] [ buy now ]",compsci,0,0,3,3,0,NONE,3.0,1.0
841,False,2/18/2018 14:11:42,3,1572198773,finalized,Google,,Sony,,,E621181242,NONE,1.0,,,True,,"During Google I/O today, the company announced that it's working with its partners - including AT&T, HTC, LG, Motorola, Samsung, Sony Ericsson, Sprint, T-Mobile, and Verizon Wireless - on getting new Android updates to users faster and on curtailing Android fragmentation.","During <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> I/O today, the company announced that it's working with its partners - including AT&T, HTC, LG, Motorola, Samsung, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Ericsson, Sprint, T-Mobile, and Verizon Wireless - on getting new Android updates to users faster and on curtailing Android fragmentation.","During *Google* I/O today, the company announced that it's working with its partners - including AT&T, HTC, LG, Motorola, Samsung, §Sony$ Ericsson, Sprint, T-Mobile, and Verizon Wireless - on getting new Android updates to users faster and on curtailing Android fragmentation.",brands,0,0,5,5,0,NONE,5.0,1.0
76,False,1/5/2018 14:58:45,3,1530057602,finalized,Microsoft,,Amazon,N,,I1296371918,NONE,0.7021,,,True,,"Interestingly, both Amazon and Microsoft offer 3 and a half nines of service level availability (99.95%), making comparing the service prices even easier.","Interestingly, both <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> offer 3 and a half nines of service level availability (99.95%), making comparing the service prices even easier.","Interestingly, both *Amazon* and §Microsoft$ offer 3 and a half nines of service level availability (99.95%), making comparing the service prices even easier.",brands,0,0,5,5,0,NONE,5.0,1.0
195,False,2/5/2018 13:46:43,3,1576061071,finalized,Perl,,JavaScript,,,N2094938309,NONE,1.0,,,True,,"Required skills: Solid Perl HTML, CSS AJAX, JavaScript Linux US Residency","Required skills: Solid <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> HTML, CSS AJAX, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> Linux US Residency","Required skills: Solid *Perl* HTML, CSS AJAX, §JavaScript$ Linux US Residency",compsci,0,0,3,3,0,NONE,3.0,1.0
105,False,2/2/2018 18:12:11,4,1572198015,finalized,Microsoft,,Amazon,,,A129263384,WORSE,1.0,,,True,,"According to The New York Times, Amazon has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's Microsoft.","According to The New York Times, <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.","According to The New York Times, *Amazon* has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's §Microsoft$.",brands,0,5,1,6,0,WORSE,5.0,0.8333333333333334
734,False,1/27/2018 17:53:47,3,1543287255,finalized,google,,amazon,,,N2156805523,BETTER,1.0,,,True,,Sellers grow faster on amazon than eBay and google,"Sellers grow faster on <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> than eBay and <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span>",Sellers grow faster on *amazon* than eBay and §google$,jbt,3,0,0,3,0,BETTER,3.0,1.0
1641,False,2/18/2018 15:30:52,3,1572199600,finalized,Sigma,,Nikon,,,M1996046986,NONE,1.0,,,True,,"Photo Rescue Photo Recovery Software Mac tool is a superior facility which fully supports various types of digital camera brands including Nikon , Canon, Sony, Samsung, Olympus, Kodak, Sigma, Pentax, and other similar popular brands.","Photo Rescue Photo Recovery Software Mac tool is a superior facility which fully supports various types of digital camera brands including <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> , Canon, Sony, Samsung, Olympus, Kodak, <span style=""color: #6CB219; font-weight: bold"">Sigma:[OBJECT_B]</span>, Pentax, and other similar popular brands.","Photo Rescue Photo Recovery Software Mac tool is a superior facility which fully supports various types of digital camera brands including *Nikon* , Canon, Sony, Samsung, Olympus, Kodak, §Sigma$, Pentax, and other similar popular brands.",brands,0,0,5,5,0,NONE,5.0,1.0
902,False,2/12/2018 19:23:03,3,1576122399,finalized,soup,,sandwich,,,J1484607005,BETTER,1.0,,,True,,It was quite good with a sandwich and better than most canned soup.,"It was quite good with a <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span> and better than most canned <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span>.",It was quite good with a *sandwich* and better than most canned §soup$.,jbt,3,0,0,3,0,BETTER,3.0,1.0
323,False,2/3/2018 10:41:58,3,1572198237,finalized,Cadillac,,Lexus,,,P2544609374,NONE,1.0,,,True,,"The Lexus IS as well as the Cadillac CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.","The <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> IS as well as the <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.","The *Lexus* IS as well as the §Cadillac$ CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.",brands,0,0,5,5,0,NONE,5.0,1.0
0,False,1/11/2018 13:03:12,3,1534176830,finalized,Ruby,,PHP,W,,G1031319964,BETTER,0.7138,,,True,,I can't imagine that PHP is faster than Ruby (the language; I'm not talking about Rails).,"I can't imagine that <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> (the language; I'm not talking about Rails).",I can't imagine that *PHP* is faster than §Ruby$ (the language; I'm not talking about Rails).,compsci,2,1,0,3,0,BETTER,2.0,0.6666666666666666
189,False,2/2/2018 18:11:17,3,1572198099,finalized,Apple,,Intel,,,P2527067992,BETTER,1.0,,,True,,The introduction of G3 Power PC microprocessor made ​​by Apple faster than computers that run on Intel processors.,"The introduction of G3 Power PC microprocessor made ​​by <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> faster than computers that run on <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> processors.",The introduction of G3 Power PC microprocessor made ​​by *Apple* faster than computers that run on §Intel$ processors.,brands,5,0,0,5,0,BETTER,5.0,1.0
302,False,1/12/2018 17:16:53,3,1543286813,finalized,amazon,,hulu,,,G1059356148,NONE,0.6609,,,True,,"I don't use hulu or amazon, so I can't compare those, but this Netflix app has better picture quality than Comcast HD, Dish Network HD (which is inferior to Comcast HD), or AppleTV.","I don't use <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span>, so I can't compare those, but this Netflix app has better picture quality than Comcast HD, Dish Network HD (which is inferior to Comcast HD), or AppleTV.","I don't use *hulu* or §amazon$, so I can't compare those, but this Netflix app has better picture quality than Comcast HD, Dish Network HD (which is inferior to Comcast HD), or AppleTV.",jbt,0,0,3,3,0,NONE,3.0,1.0
372,False,2/5/2018 15:54:39,3,1576061250,finalized,Ruby,,Python,,,N2243644885,NONE,1.0,,,True,,"Solid experience with one script languages (Python, Perl, PHP, and Ruby)","Solid experience with one script languages (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Perl, PHP, and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>)","Solid experience with one script languages (*Python*, Perl, PHP, and §Ruby$)",compsci,0,0,3,3,0,NONE,3.0,1.0
54,False,2/5/2018 12:30:56,3,1576060928,finalized,Sed,,AWK,,,P2492539519,NONE,1.0,,,True,,The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with Sed and AWK piped together with Unix utilities.,"The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> piped together with Unix utilities.",The first wave of Perl programmers adopted Perl because it occupied a powerful and large niche somewhere between the Unix command line and C. It was easier to write small programs (especially for text-munging) than C and it scaled better from one-liners than shell scripts with *Sed* and §AWK$ piped together with Unix utilities.,compsci,0,0,3,3,0,NONE,3.0,1.0
497,False,1/11/2018 19:30:41,4,1534177333,finalized,Windows XP,,Windows Vista,,,F855453770,NONE,1.0,,,True,,"Having a portable drive with the full versions of Java, Flash, Windows XP XP3, Windows Vista SP2, Windows 7 and the DotNet Family makes repairs easier.","Having a portable drive with the full versions of Java, Flash, <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> XP3, <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> SP2, Windows 7 and the DotNet Family makes repairs easier.","Having a portable drive with the full versions of Java, Flash, *Windows XP* XP3, §Windows Vista$ SP2, Windows 7 and the DotNet Family makes repairs easier.",compsci,0,0,4,4,0,NONE,4.0,1.0
720,False,2/3/2018 13:17:47,3,1572198651,finalized,Audi,,Mercedes-Benz,,,B228476363,WORSE,0.6658,,,True,,"Although we have Mercedes-Benz to thank for the oxymoronic ""4-door coupe"" category, Audi has gone one better with its A7 5-door coupe .","Although we have <span style=""color: #9A14B2; font-weight: bold"">Mercedes-Benz:[OBJECT_A]</span> to thank for the oxymoronic ""4-door coupe"" category, <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> has gone one better with its A7 5-door coupe .","Although we have *Mercedes-Benz* to thank for the oxymoronic ""4-door coupe"" category, §Audi$ has gone one better with its A7 5-door coupe .",brands,0,3,2,5,0,WORSE,3.0,0.6
1554,False,2/15/2018 11:32:32,3,1576123516,finalized,harvard,,stanford,,,O2291866099,NONE,0.6784,,,True,,stanford University's business school rejected McNealy twice during those years; only on his third try did his work record win out over his mediocre harvard transcript.,"<span style=""color: #9A14B2; font-weight: bold"">stanford:[OBJECT_A]</span> University's business school rejected McNealy twice during those years; only on his third try did his work record win out over his mediocre <span style=""color: #6CB219; font-weight: bold"">harvard:[OBJECT_B]</span> transcript.",*stanford* University's business school rejected McNealy twice during those years; only on his third try did his work record win out over his mediocre §harvard$ transcript.,jbt,1,0,2,3,0,NONE,2.0,0.6666666666666666
1382,False,2/18/2018 15:32:41,3,1572199330,finalized,Nissan,,Renault,,,F773188324,NONE,1.0,,,True,,"FRANKFURT - The partnership between Daimler and the Renault - Nissan Alliance is progressing better than anticipated, say the CEOs from the two auto makers.","FRANKFURT - The partnership between Daimler and the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> - <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Alliance is progressing better than anticipated, say the CEOs from the two auto makers.","FRANKFURT - The partnership between Daimler and the *Renault* - §Nissan$ Alliance is progressing better than anticipated, say the CEOs from the two auto makers.",brands,0,0,5,5,0,NONE,5.0,1.0
1155,False,2/15/2018 08:59:55,3,1576122890,finalized,lumber,,plywood,,,A43454818,NONE,1.0,,,True,,1. Will plywood veneered by the manufacturer fume the same as the solid lumber pieces?,"1. Will <span style=""color: #9A14B2; font-weight: bold"">plywood:[OBJECT_A]</span> veneered by the manufacturer fume the same as the solid <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span> pieces?",1. Will *plywood* veneered by the manufacturer fume the same as the solid §lumber$ pieces?,jbt,0,0,3,3,0,NONE,3.0,1.0
155,False,1/12/2018 18:45:39,4,1543286665,finalized,playstation,,gamecube,,N,F796579376,NONE,1.0,,,False,,"(gamecube, playstation 2 -- May 2004)","(<span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">playstation:[OBJECT_B]</span> 2 -- May 2004)","(*gamecube*, §playstation$ 2 -- May 2004)",jbt,0,0,4,4,0,NONE,4.0,1.0
1172,False,2/15/2018 09:01:23,3,1576122937,finalized,bread,,pizza,,,L1903356182,NONE,1.0,,,True,,"One response on "" Better bread Company GF pizza ""","One response on "" Better <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span> Company GF <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> ""","One response on "" Better *bread* Company GF §pizza$ """,jbt,0,0,3,3,0,NONE,3.0,1.0
544,False,1/27/2018 20:08:48,3,1534177381,finalized,Java,,PHP,,,C346342286,BETTER,0.6093,,,True,,"As a matter of fact, for web-programming these days PHP, Ruby are a better alternative than Java.","As a matter of fact, for web-programming these days <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, Ruby are a better alternative than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","As a matter of fact, for web-programming these days *PHP*, Ruby are a better alternative than §Java$.",compsci,2,0,1,3,0,BETTER,2.0,0.6666666666666666
1305,False,2/16/2018 10:07:03,3,1576062189,finalized,USB,,Bluetooth,,,G1024899165,NONE,1.0,,,True,,"I bought a Logitech set that did just that, I thikn with a better third party USB Bluetooth reciever.","I bought a Logitech set that did just that, I thikn with a better third party <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> reciever.","I bought a Logitech set that did just that, I thikn with a better third party *USB* §Bluetooth$ reciever.",compsci,0,0,3,3,0,NONE,3.0,1.0
966,False,2/16/2018 08:43:37,3,1576061849,finalized,Java,,Lisp,,,M2041569673,NONE,1.0,,,True,,"Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, Java, Pascal, Lisp, CSS and XML.","Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Pascal, <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>, CSS and XML.","Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, *Java*, Pascal, §Lisp$, CSS and XML.""",compsci,0,0,3,3,0,NONE,3.0,1.0
290,False,2/2/2018 18:00:00,3,1572198204,finalized,Gigabyte,,Asus,,,J1500278363,NONE,1.0,,,False,,Ive been told Gigabyte of Asus.,"Ive been told <span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span> of <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span>.",Ive been told *Gigabyte* of §Asus$.,brands,0,0,5,5,0,NONE,5.0,1.0
334,False,2/3/2018 10:39:40,3,1572198248,finalized,Honda,,BMW,,,L1876888704,NONE,1.0,,,True,,"Oh,there I must also add that transnational companies like Messrs. Toyota,Honda and BMW now manufacture ""offshore"" in the UK-and are very successfully exporting and employing a lot of UK workers at far from minimum wages.Would you deny all those people the chance of a decent job?","Oh,there I must also add that transnational companies like Messrs. Toyota,<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> now manufacture ""offshore"" in the UK-and are very successfully exporting and employing a lot of UK workers at far from minimum wages.Would you deny all those people the chance of a decent job?","Oh,there I must also add that transnational companies like Messrs. Toyota,*Honda* and §BMW$ now manufacture ""offshore"" in the UK-and are very successfully exporting and employing a lot of UK workers at far from minimum wages.Would you deny all those people the chance of a decent job?",brands,0,0,5,5,0,NONE,5.0,1.0
999,False,2/16/2018 08:39:21,3,1576061882,finalized,MySQL,,PostgreSQL,,,D399478575,BETTER,1.0,,,True,,but I've found PostgreSQL to be generally superior to MySQL for essentially all of my needs).,"but I've found <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> to be generally superior to <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> for essentially all of my needs).",but I've found *PostgreSQL* to be generally superior to §MySQL$ for essentially all of my needs).,compsci,3,0,0,3,0,BETTER,3.0,1.0
883,False,2/12/2018 18:49:49,3,1576122379,finalized,georgia,,missouri,,,R2922591653,NONE,1.0,,,True,,"To make things easier to manage, he pulled back from offices in missouri, georgia, Pennsylvania, Ohio, Minnesota and Wisconsin.","To make things easier to manage, he pulled back from offices in <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, Pennsylvania, Ohio, Minnesota and Wisconsin.","To make things easier to manage, he pulled back from offices in *missouri*, §georgia$, Pennsylvania, Ohio, Minnesota and Wisconsin.",jbt,0,0,3,3,0,NONE,3.0,1.0
700,False,2/3/2018 13:17:36,3,1572198631,finalized,Google,,IBM,,,P2458056934,NONE,1.0,,,True,,"The deal, announced Sept. 17 after market close, is part of the media and search portals bid to build out its Internet and collaboration services to better compete with chief threats Google, Microsoft and IBM.","The deal, announced Sept. 17 after market close, is part of the media and search portals bid to build out its Internet and collaboration services to better compete with chief threats <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, Microsoft and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","The deal, announced Sept. 17 after market close, is part of the media and search portals bid to build out its Internet and collaboration services to better compete with chief threats *Google*, Microsoft and §IBM$.",brands,0,0,5,5,0,NONE,5.0,1.0
