id,text_readable,label:confidence,label
H1173845736,"I know other diesels (*Honda* Accord, §BMW$ 3-series, VW Passat TDI PS that my mates drive) achieve lower consumption providing equivalent (or better) performance.",0.6296,OTHER
L1863638303,"Odd, methinks, how I can't ever seem to elicit a comment about a *Lexus*, Infiniti or Acura that praises their performance, style, switchgear -- oh oh oh, I take it back, once, someone told me how good the sound system in his Acura is (and speaking as a previous Acura TL SH-AWD Advance owner, I agree -- Acura has the best sound systems for mere mortals -- the only one that is better is the hyper expensive B&O option §Audi$ offers for $6,000+).",0.6386,WORSE
B252487507,"And *Ford* is quick to point out that's 5 mpg better than its closest competitor, the §Toyota$ Prius plug-in.",1.0,BETTER
F789139835,"full tower, thermaltake 750w ps + 500w ps, asus p5w dh mobo, 2g ram, dual *Intel* w/thermaltake cooler, asus eax1900xtx vid w/512m, 2 seagate 120g HD, 2 §Sony$ cd/dvd drives, digiwave HDTV cable card.",1.0,NONE
R2929791550,"To put its performance in perspective, that's just over 4min faster than the dual-core *Intel* Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped §Dell$ Inspiron M102z netbook.",0.6154,BETTER
Q2653283484,"There is a lot of competition in this segment from other solid laptops like the Sony EB series, the *Samsung* R580, the §Toshiba$ E205 and others.",0.6364,NONE
N2178019535,"She has also found that the *Apple* Store people and online Mac forums can answer questions much better than, say, §Dell$ Customer Support can.",1.0,BETTER
H1190647471,I lucked out to be getting one with the *Samsung* SSD which is a lot faster than §Toshiba$ SSD.,1.0,BETTER
B326039674,*Apple* and §Google$ are lousy at promoting apps.,0.6639,NONE
A40577793,1 M.Schumacher *Ferrari* 1'11.708 - - 2 Ralf SchumacherWilliams/§BMW$ 1'11.986,1.0,NONE
F747271912,"For Foolish value seekers, is *Nike* or §Adidas$ a better play for the long term?",0.6607,NONE
A127628447,"According to Peddie, by moving to a conventional X86 architecture, *Microsoft* and §Sony$ will reduce the tool costs for developers, make cross-platform game development faster and easier, and allow the game developers to get to market much faster.",1.0,NONE
K1591759928,"Knowing the lens measurements at Dxomark I think, the *Sigma* is for sure better than the §Nikon$ 4/24-120.",1.0,BETTER
E563964025,"*Dell*, at that historical point in the game at least, was probably better at running a supply chain and manufacturing than §Apple$.",1.0,BETTER
E587199916,Disk: OCZ Vertex Solid State 100GB OS: Windows 7 64-bit Hardware: *Intel* i5 2.2ghz laptop Virus scanner: §Microsoft$ Security Essentials 2.0,1.0,NONE
Q2774781556,"They based their concerns partly on price cuts for Windows Phone 8 smartphones made by *Nokia*, §Samsung$ and others, and slower than expected sales of such devices.",1.0,NONE
G1024661434,*IBM* WebSphere is 17% faster per core on §Intel$ Sandy Bridge at less than half the cost compared to Oracle WebLogic,0.6781,OTHER
Q2682781132,"The Rogue offers better mpg compared to its rivals, including the Honda CR-V, *Ford* Escape and §Toyota$ RAV4.",0.6415,OTHER
A791710,0.0099 0.0080 0.0060 0.0040 0.0030 0.0020 0.0018 0.0012 0.0000 *Amazon* §Google$ HP Microsoft Rackspace Note: Shorter bars are better.,1.0,NONE
P2574424734,"The new *Ford* will be faster, cheaper, more practical and have much better traction while being build in Germany, just like §BMW$.",0.6623,OTHER
L1775395531,My recollection has been that *Nokia* did pretty well and §Samsung$ quite poorly.,1.0,BETTER
Q2720847784,The standard *Adidas* jerseys are much nicer than those by §Nike$.,1.0,BETTER
N2262670438,*Sony* should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to §Google$ which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,0.6445,BETTER
L1892507093,"One can argue that *Toyota* comes up with better names than, say §BMW$ - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".",1.0,BETTER
G1056680781,I don't see *Apple* syncing anything better than §Google$.,0.7427,WORSE
D427873064,Buy *Honda* or §Toyota$.,0.6757,NONE
S3086071110,"We stock a great range of superior quality sheepskin car seat covers for most vehicles including *Ford*, holden, vw, mercedes, §BMW$, hyundai and more.",0.7,NONE
L1803809450,Nick Heidfeld Germany *BMW* Sauber-§Ferrari$ 1m 19.899s 17.,1.0,NONE
L1843148344,"Now, *Dell* will be able to better compete with HP, Lenovo, §IBM$ and Cisco, said Patrick Moorhead, an analyst with Moor Insights & Strategy.",0.6736,NONE
O2350427056,"Test drove Ford, *Nissan*, §Honda$ too.",1.0,NONE
T3194850107,"With my (not so cheap) *Sony* UX and 2.5G internet, I can run AGWTracker with §Google$ Maps connected to APRS-IS in the car (sadly, I have better connectivity across much of the country than I do via rf.)",1.0,NONE
F824601019,*Google* Makes it Easier to Dump §Microsoft$ Office #io14,0.6702,BETTER
N2245723247,"Some Auto Dealers in San Mateo County CA Are Much Better Than Others The Prime Buyer's Report lists these automobile dealerships in San Mateo County: Autobahn Motors, Putnam Chevrolet *Cadillac* Inc, Serramonte Ford Used Cars, Toyota 101, Putnam §Lexus$, Boardwalk Auto Center, Peter Pan Motors Inc, Grace Honda, BMW Specialist.",1.0,NONE
H1187070887,"I loved the look of *Chevrolet* and that's what I really wanted, but if the price was better, a §Ford$ would have suited me just fine.",0.655,BETTER
D526176806,"Corvette, Porsche, Viper, Lotus, *BMW* and even §Ferrari$.",1.0,NONE
T3160966946,"While many luxury brands have announced that they're strongly considering all-wheel drive variants of some of their high performance vehicle line ups to better compete against the likes of *Audi* and to fulfill demand (such as §Mercedes-Benz$ offering 4MATIC all-wheel drive for the E63 and CLS63 AMG in left-hand drive markets), BMW have reportedly said [...]",0.6990000000000001,OTHER
F766011054,for those who care about such things... i returned my *Nikon* 4500 10 days ago on 12th day of free 10-day trial and i traded down to a panasonic lumix LC40 with §Leica$ lens because it had a faster shutter response and looked pretty bad ass.,1.0,WORSE
B297763396,An example would be *Ford* makes better pick up trucks and §Toyota$ makes better sedans.,1.0,OTHER
E683623792,"EXAMPLES *Toyota* Prius, §Honda$ Insight",1.0,NONE
E682413539,"Exactically what i mean, why can't they put a V6 2.5ltr in the 318 too? ---- If it's like *Ford* or honda in the US, and §BMW$ is like Caddillac, then why can't they make there cars even better then the small-time populars?",0.6239,NONE
J1568498034,"Just because a *Toyota* may ""look"" cooler than a §BMW$ doesn't make it a better car.",0.6488,OTHER
H1188147033,"i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a *Leica*, i'm also missing the focus , manual override of my §Nikon$ lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,",1.0,NONE
A84304551,4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM *Ford* Chrysler §BMW$ Toyota Honda.,0.7101,NONE
F740471653,"*Ford* Motor Co, §Honda$ Motor Co and Nissan Motor Co all posted better thane xpeced sales during the month of November.",0.7040000000000001,NONE
P2573940397,"The new chips include changes that provide faster access to memory, and *IBM*, NEC and §Dell$ have changed designs to take advantage of those features.",1.0,NONE
J1479389384,"It was easier to explain that what Jaguar now offers, with the XF and the recently introduced new XJ, is a more personal kind of luxury with unique, dynamic exterior looks and a more bespoke-feeling interior than the engineering-driven designs of *Audi*, BMW, Mercedes, or §Lexus$.",0.6557,NONE
L1798502156,New *Toyota* and §Honda$ Vehicles,1.0,NONE
G1019629641,"I appreciate a review that will tell me, hey the suspension is xyz, and that is better because *Toyota*/ Chrysler / §BMW$ do it cheaper or better, or shittier or the transmission was outsourced from Tremec because the engine was too strong for their in-house automatic and Tremec makes the best transmission with strong shifts.... etc.",1.0,NONE
D489027521,"Clearly, the *Nissan* NV Cargo NV1500 is a better financial choice over the §Toyota$ Sienna, when considering MSRP.",1.0,BETTER
M2076375766,"Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , *Ford* , and §BMW$  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.",1.0,NONE
F798297392,Garveyism in Belize - Peter Ashdown - *Google* Books influence Isaiah Morter Jamaica Journal July King and Empire §Kingston$ later ... unenfranchised UNIA branch UNIA in Belize UNIA meeting UNIA members ...,1.0,NONE
R2934555772,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the *Chevrolet* rather then the §Toyota$.",0.6757,BETTER
I1280016715,"I notice many people say they will buy the ""better quality car"" when they make one well lately *Cadillac* was second only to §Lexus$ and many here still bought Infinity, or Acura, Benz, etc. or kept their remaining.",1.0,WORSE
K1646157236,Look at *Honda* and §Toyota$.,1.0,NONE
O2430948891,"The Cell is a high performance chip that is set to be the core of the *Sony* Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the §Intel$ Pentium or the PowerPC G5.",0.6581,NONE
J1546754182,Jeeeshh... *Google* is worse than §Microsoft$ of the 90s.,1.0,WORSE
D439543914,"*Cadillac* & its sisters(Pontiac,§Buick$ and Olds)dominated the professional car market due to the fact that these were available in a heavy duty commercial chassais that were economical to purchase by coach builders,were solid foundations for a wide variety of coach styles and once in service,were reliable and very easy to maintain & repair.",0.6617,NONE
R2887764650,"Those names are *BMW*, §Ferrari$, and Pierce Brosnan.",1.0,NONE
R2849421508,This is why *Toyota* is doing better than §Ford$+Holden.,1.0,BETTER
S3028679716,"We are negotiating at the moment with hardware producers such as *Dell* and §Hewlett-Packard$ to better position our product in the market in the wake of the European Union ruling, he said.",1.0,NONE
F824332430,"*Google* Docs, §IBM$ Docs, and Apache's free OpenOffice Writer are relatively well known but not-so-well used alternatives that vie for Word customers, largely without undermining Word's solid base.",0.6435,NONE
N2107539802,Right now *Apple* is worse then §Microsoft$ ever was.,1.0,WORSE
J1418735461,it is way better looking car then any *Toyota* or §Nissan$.,1.0,OTHER
N2260454391,So much better than the recent *Adidas* templates and the §Nike$ templates.,0.6699,OTHER
O2367771573,That is what *Nvidia* (not §MSI$ mind you) compared it to.. and 2x faster than a 560.,0.6825,NONE
L1886565499,"Once Apple, *Amazon*, §Microsoft$, Sony, etc,etc...One of the big boys with hardware, software, and multiple viewing platform options pull it all together and then sign content deals equal to or better than Netflix...they will crumble.",0.6541,OTHER
B211959458,"Also, *Audi* is selling better than BMW and §Mercedes-Benz$ in Germany, which is the companies' home market, obviously.",1.0,BETTER
P2436777828,"The Civic was redesigned to better compete with new entrants in the competitive small-car segment, including the *Chevrolet* Cruze, §Ford$ Focus and Hyundai Elantra.",0.7028,OTHER
G1055248150,i dont like the 130 dollar price tag of the *Adidas* and §Nike$ shoes but if they are far superior ill pick either of those.,0.6918,NONE
R2890206008,"Though better than the previous model, the Mustang's rear seat is still not as welcoming as the *Chrysler* Sebring's or §Toyota$ Solara's.",1.0,OTHER
N2262612824,*Sony* MP3 Player 8Gb Excellent little player - much better sound quality than §Apple$ stuff.,1.0,BETTER
T3175338655,"Why is anyone waiting for *Intel* anyway, Sun Microsystems, §IBM$, and HP all have 64-bit systems that are rock-solid and have years of experience to offer.",0.6567,OTHER
B298870042,Angiulo told me that *Microsoft* was working harder than ever with its hardware partners -- with §Dell$ and HP and all the other companies -- to make the experience of touch both on Windows 7 and Window 8 better.,1.0,NONE
L1805177339,"*Nikon*, Canon and Pentax all have much better camera technology than §Leica$ (which still makes great lenses but not for the price they charge!).",1.0,BETTER
G958990690,*Honda* (-41.46%) and §Nissan$ (-33.10%).,0.7214,NONE
K1667848424,"Making matters worse for the company is the fact that its sales were eclipsed last month by *Chrysler* Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind §Toyota$.",1.0,WORSE
G1011417943,"I am in no way suggesting the Acura, Infiniti, *Lexus* or §Cadillac$ represented on this forum are ""inferior"" in ANY way.",0.7047,NONE
O2408262712,"The authors also describe how forward-thinking Western firms like 3M, Apple, *Renault*-§Nissan$, Facebook, GE, Google, IBM, and PepsiCo are already applying these principles of jugaad to innovate faster, cheaper, and better-and to win.",1.0,NONE
E716457700,"Finally, the show will highlight concepts such as Better Place, which has teamed up with *Renault*-§Nissan$ to propose an electric vehicle with replaceable battery packs, cutting the often extended periods required to recharge EVs.",1.0,NONE
I1295261841,"*Intel*® Core Atom Processor RK3288C 11.6"" LED backlight Display, 1366X768 Resolution §Google$ Chrome Operating System Mali-T764HD Graphics 4GB  on-board Memory 16GB eMMC Solid State Drive Integrated Sound System, HDMI Wireless (802.11b/g/n",1.0,NONE
H1090988088,"If so, should the *Intel*/§Apple$ deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.",1.0,NONE
P2442641252,"The company also posted a decent profit of $277,000 last year, thanks in part to customers like Daimler ( DDAIF ), *BMW* ( BAMXY ), §Ford$ ( F ) and 3M ( MMM ).",1.0,NONE
D512965587,Congratulations to *Apple*; you continue to prove you are worse than §Microsoft$ ever was.,1.0,WORSE
L1910279283,Only *Honda* and §Nissan$ offer them.,1.0,NONE
M1964345775,"Pain and fever medicines such as acetaminophen, better know as Tylenol, and *Ibuprofen*, known as §Advil$ or Motrin are not included in the FDA advisory.",1.0,NONE
E563969941,"*Dell* chose to base vWorkspace on §Microsoft$ Hyper-V rather than on a VMware hypervisor because Hyper-V allowed for a better virtual machine density, the vendor said.",0.6958,NONE
L1815224605,"No *Motorola* ever, long live §Nokia$!",1.0,WORSE
L1805222158,"*Nikon*, zeiss or schneider industrial optic but even quite often mainstream optic is able to beat most what §Leica$ produces and for even better price.",1.0,BETTER
H1211509577,"IMO, Macs had bigger advantages when they were using *IBM* processors, since they were really fast for their time (about 2x-3x faster than their §Intel$ counterparts).",1.0,BETTER
D411212354,But the *Apple* laptops are going to be getting a lot faster due to the switch to §Intel$ chips.,0.6463,NONE
J1508863892,"I walked over to look inside, and yes, they were selling *Pepsi* out of their §Coca-Cola$ cooler.",1.0,NONE
T3163068017,"While some reports claim *Ibuprofen*, or §Advil$, is okay to take, it's better to check with your physician.",0.6834,NONE
R2930101884,"Torben comes to SMS PASSCODE with a solid background from international sales positions with *Microsoft*, §IBM$ and most recently Better Place, an innovative environmentally friendly electric car infrastructure provider.",1.0,NONE
H1185501063,"I looked at *Toyota*, Chevrolet and Dodge, but they could not offer the solid overall package found in the §Ford$.",0.7033,WORSE
M2067883798,"Rather than pack in ever more pixels or flex its screens , *Sony* is rolling out a number of technical and design tweaks aimed to make their benchmark-setting UHD televisions even better this year-and that includes a brand spankin' new OS powered by §Google$.",1.0,NONE
O2360548535,"That attraction should continue on through the years, as the GS line's projected residual values are marginally better than those of the *Audi* A6, BMW 5 Series and §Mercedes-Benz$ E-Class competitors, handily exceed those of the Cadillac STS and match well with those of the Infiniti M35 and M45.",1.0,OTHER
K1616940634,"Lenovo IBM ThinkPad Edge 11: AMD, from 330 Euros; Lenovo IBM ThinkPad Edge 11 #2: i3-380UM under 600 Euros; *Sony* Vaio VPC-YA1V9E/B: §Intel$ based sister for 650 Euros; Acer Aspire One 721: AMD based 390 Euros; Acer Aspire TimelineX 1830T: faster i5-470UM...",0.6642,NONE
K1732625899,"More open to possibilities that once seemed outlandish, *Apple* couldn't have found a better enterprise partner than §IBM$.",0.6459999999999999,NONE
T3164684469,"While the new *BMW* 3 Series and Infiniti G37 may offer slightly better chassis dynamics than this latest Accord, neither has an engine note as nice as this §Honda$.",0.7296,WORSE
B326196439,"*Apple*, §Google$, Facebook Partner With EU To Make Internet Safer for Kids",1.0,NONE
P2536979672,"The *Kingston* VIA rail station is about a 4-minute drive away from the hotel, Queen's University is an 8-minute drive, and the Wolf Island Ferry Terminal can be accessed in 12 minutes by car (driving distances - §Google$ Maps).",1.0,NONE
D393886379,"But in any case, without Sun's demise and the spreading of Ex-Sun engineers everywhere the software industry would be a poorer place; just following where Ex-Sun engineers went (to all the ""greats"" in Software whether that'd be *Google*, VMware, Facebook, Apple, §IBM$, RedHat, MicroSoft, Citrix, ARM, ... or into financial services, back into academic research, media technologies, all the startups founded by ex-Sunnies in all kinds of industry) shows how much seeding the ""Sun Incubator"" has done.",0.6645,NONE
K1689009447,Maxon *Samsung* E630 §Motorola$ A925,1.0,NONE
I1295320304,"*Intel* is down 2% since its earnings report Thursday, and §IBM$ has fallen 3% after delivering better-than-expected results and a strong outlook Tuesday.",1.0,BETTER
B313186522,"Any engine can come apart and its usually the faster guys that lose an engine,,, list a few cars that rev past 7,000 now,,,*BMW*/§Honda$ both make power through rpm,anything over head cam(valve train stability)",0.679,OTHER
D542802263,"Custom GeForce GTX 750 Ti Offerings - *Asus*, §Gigabyte$ and Palit",1.0,NONE
N2214255512,"Since then, things have only gotten worse for *Intel*, with rival AMD scoring a major deal with §Dell$.",1.0,WORSE
K1713536351,*Microsoft* always does adds better than §Sony$ ;).,1.0,BETTER
S3049726561,"We have already gotten better trucks from Dodge, *Ford*, and GM because of §Toyota$ also being in the game.",0.6863,NONE
G1025948501,Ibuprofen  *Advil*  §Motrin$  Nuprin,1.0,NONE
H1069366537,"If *BMW* can crank 330HP @ 7900 RPM, and 263ft-lbs @ 4900 RPM in a 3.2L engine, I can't believe §Toyota$ can't develop more HP and Torque from the same engine with better aspiration and exhaust while getting better gas mileage.",0.7277,OTHER
M2039249090,"Processor : *Google* nexus 5 features advance CPU unit compared to §Sony$ Xperia Z1 (2.2 GHz, ARM Krait 400 vs. 1.3 GHz, ARM Cyclone (64 bit)), you get fast clock speed + more cores try to finish the task faster, other benefit includes sharper screen resolution, smooth streaming HD video, quick loading of large image files and heavy graphic multiplayer games should be very smooth.",1.0,BETTER
M2091032660,"*Renault* is set to fare better, as its alliance with §Nissan$ Motor Co. (7201) gives it a stronger presence in growing markets outside Europe.",0.6627,OTHER
E675329218,"Everybody - or well, almost everybody - knows that *Apple* Maps is inferior to §Google$ Maps.",0.7506,WORSE
I1376143389,It feels like I have bought a *Ferrari* for the price of a §BMW$.,0.7020000000000001,OTHER
F759260996,"For starters, I'm guessing that *Intel* is helping §Microsoft$ with delivering better binned Haswell ULT and Y series SKUs.",1.0,NONE
D525406398,"Corporate Sponsors:                       S3, *Hewlett-Packard*, §Intel$, SGI, Compaq, IBM",1.0,NONE
L1881595599,"Old OM lenses were better, but old Canon FDn lenses, *Leica* lenses, and Contax lenses and §Nikon$ AIS lenses were better.",1.0,OTHER
N2204391036,"*Sigma* 35 1.4 and §Nikon$ 85mm G 1.8 are among best as DXo Mark has stated, but how much ""better"" is Zeiss 55mm 1.8 in A7?",0.6309,NONE
F845752998,"Handling The *Lexus* LS 460 has a significantly smaller turning radius than the §Audi$ A6, allowing much better maneuverability in and out of tight spots.",0.6685,BETTER
I1295260103,"*Intel* Core 2 Duo E6750 Gigabyte GA-G31M-S2L Thermaltake Blue Orb II 4GB DDR2-1066 §Kingston$ Hyper-X (running at 800MHz :() 640GB Samsung SATA2 7200RPM HDD, 32MB cache Samsung DVD+-RW SATA2 Cooler Master Centurion 5 Bestec ATX-300-12Z 300W (came with my Compaq, the original system) Windows Vista 64-bit Business SP2",1.0,NONE
I1361562997,I switched from *Nikon* at the time and feel the camera build quality of the §Leica$ was better.,1.0,WORSE
L1800871332,"Next systems you see from *Microsoft* and §Sony$ will have ""motion sensitive"" controls like the ""inferior"" wii.",1.0,NONE
F739998442,*Ford* and §Chrysler$ do!,1.0,NONE
A70231596,"[ 36 ] Exceptions are South Africa, Argentina, Russia, Ukraine, [ nb 5 ] Colombia, Ecuador, Israel, Egypt, Brazil, Chile, Perú and Venezuela where it is marketed as the *Renault* Logan , and furthermore Mexico, where the Logan was sold as the §Nissan$ Aprio , given the better reputation of the Japanese brand in the Mexican market.",1.0,NONE
N2147038086,"Secondly the ""*BMW*"" tax is the wrong analogy, better is comparing §Toyota$ to Chrysler, you'll pay a small premium but get a vastly better car.",0.6432,WORSE
N2145344535,"Seating position: Slightly behind the *BMW* i3, basically on par with the Mercedes B-class and a bit better than the Volt and §Ford$ Focus.",1.0,BETTER
E614184218,"Drivetrain Due to its much higher torque, the engine of the *Chrysler* 200 does a much better job of transmitting power to the wheels than the §Toyota$ Corolla.",1.0,BETTER
J1542407216,"Jan 12, 2013 (Austin American-Statesman - McClatchy-Tribune Information Services via COMTEX) -- January can be the time for grim reckonings in the investment world, and some analysts are taking a harder look at two personal computer industry stalwarts, *Dell* Inc. and §Hewlett-Packard$ Co.",0.6779,NONE
B326042051,*Apple* and §IBM$ team-up to make iPhones and iPads even better for work,1.0,NONE
P2586930835,"Then to make it worse the products are not as good as Honda, *Toyota*, §Nissan$, and Hyundai.",1.0,OTHER
O2377068669,"That's like saying *Ford*/§Chevrolet$/Dodge/etc, is better than Ferrari/Lamborghini/Bugatti/Aston Martin/McLaren/etc, because they outsell them by a huge margin.",0.6774,OTHER
L1906766833,"One you match a better product with the power of so many manufacturers pushing (HP, Toshiba, Asus, *Dell*, Sony, etc) it's a mathematical certainty that §Microsoft$ will dominate once again.",0.6683,WORSE
I1295529564,"*Intel* SSDs had a failure rate of 0.59%, while the solid-state competition from Corsair, Crucial, §Kingston$, and OCZ ranged from 2.17-2.93%.",0.6309,BETTER
T3123181941,"When compared to the *Ford* products we owned before, the §Toyota$ vehicles have been a better experience for us.",1.0,WORSE
O2273021487,"[source: Ford, *Toyota*, GM, §Honda$]",1.0,NONE
D509783544,"Computer makers such as *Apple*, Hewlett-Packard, §Dell$, and Toshiba all offer laptops with solid-state drives ranging in capacity from 64GB to 128GB.",1.0,NONE
M1936854585,"OS/2 was technically superior, but *Microsoft* beat §IBM$ through marketing and by tying its Office applications to Windows.""",1.0,BETTER
T3120537588,"When a *BMW* is no better than a §Ford$ Fusion, the industry has issues.",1.0,WORSE
J1465658981,"It's still inferior to *Sony*, Microsoft and §Apple$.",1.0,NONE
O2419633768,"The *BMW* and §Honda$ both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.",1.0,OTHER
A128208919,According to tests (chart below) the *Samsung* SSD is significantly faster than the §Toshiba$ version.,1.0,BETTER
F824629632,"*Google*, Microsoft, §IBM$ And Others Collaborate To Make Managing Docker Containers Easier",0.6784,NONE
L1860606467,Obviously a *BMW* is better than a §Ford$.,1.0,BETTER
B326132027,*Apple* could take advantage of the superior §IBM$ components in the systems.,0.6562,NONE
B287041048,And *Toyota* and §Honda$.,1.0,NONE
O2290281442,"Staffers agree that the *Mercedes-Benz* CLS and §Audi$ A7 feel more solid and agile while offering similarly decked-out interiors, and the A7 even features a handy rear hatchback.",1.0,NONE
K1628957526,"Like *Audi*, §Mercedes-Benz$ is doing a better job of getting customers in more quickly for service appointments, and once they arrive,",0.6907,NONE
N2146104012,"Second, any defense of the U.S. federal Public ""Education"" department and all its trappings is the equivalent of buying a lemon *Chrysler* for the same price as a top-of-the line Mercedes sedan, made even more insulting by the fact you could in fact buy a far better performing Mercedes, BMW or even a modest Honda Accord, §Toyota$ or Ford for less to far less money.",0.6574,WORSE
R2786509059,"They just seem to feel better about associating with PC, *Apple*, and §Sony$.",0.63,OTHER
T3233187019,"York Region is home to dozens of ICT multinationals such as IBM, *Huawei*, AMD, Qualcomm, §Avaya$, Alcatel-Lucent, Oracle, GE, McAfee, Toshiba, CA and ADC, to name a few, as well as leading Canadian tech companies as OnX, Compugen, Enghouse, RuggedCom, CGI, Adastra, Real Matters, Illumiti, Redline Communications, TeraGo, Nightingale Informatix, End to End Networks, Open Text and FlexITy Solutions.",1.0,NONE
F810017460,"*Gigabyte*, §Asus$, MSI and others have had boards listed.",1.0,NONE
I1278377536,"In others, HP, *IBM* or §Dell$ may be better choices.",1.0,OTHER
T3212787174,Would the new *Nikon* 85 be that much better than the old one or the inexpensive §Sigma$ to justify the investment?,0.6592,BETTER
Q2766030833,"The worse vehicles for this particular test were the 2012 *Audi* A4, 2012 Lexus IS, 2012 Lexus ES and 2012 §Mercedes-Benz$ C Class, which rated ""poor"" in the tests.",0.7111,NONE
P2480034606,The extra *Nokia* apps give it an edge over §Samsung$ and HTC and L920's design is just better.,1.0,BETTER
N2227209566,SOAP has industry heavyweights like *Microsoft* and §IBM$ backing it and will probably scale better as Web Services (and their APIs) become more complex.,0.6859999999999999,OTHER
D395645495,But is the middle class better or worse off for *Microsoft* and §Apple$ products?,1.0,NONE
Q2717228805,"The *Sony* X-Series Walkman is a solid device with a sleek, utilitarian design and a unique, engaging interface; it's compatible with both Mac and Windows and supports podcasts from iTunes and videos from §Amazon$ Unbox; it offers a plethora of features...",1.0,NONE
R2945816514,truck is a *Nissan* hardbody with §Toyota$ solid axle with high steer.,0.6567,NONE
O2369458727,That makes the 2013 Fusion Energi 8 MPGe better than the *Chevrolet* Volt and 13 MPGe more fuel efficient than the §Toyota$ Prius Plug-In models.,1.0,OTHER
B233488803,"American companies such as HP, *Dell* and §IBM$ Corp. scored better than many foreign brands, including Sony, Daewoo and Fujitsu, according to a report published Wednesday by the San Jose-based Silicon Valley Toxics Coalition.",1.0,OTHER
N2130798536,"*Samsung*, CSR, NFL, Elsevier, §Motorola$: Intellectual Property",1.0,NONE
E598900728,"Do not use aspirin, ibuprofen (*Motrin*®, §Advil$®) or naproxen (Aleve®).",1.0,NONE
E704066507,*Ferrari* was faster over a race distance than §Renault$.,1.0,BETTER
T3126423008,"When he was shopping for a laptop, HP, Gateway, and *Dell* all said how they were better than §Apple$.",1.0,BETTER
B210867171,"Already today-even without the rumored, pending iThing-we've got the iPhone and the Kindle fighting each other for market share, as *Sony*, iRex, Plastic Logic/Que, HP, Dell, Microsoft(?), §Google$/Android, Cooler, and a dozen others that I can't think of at the moment begin to flood the channel.",0.6764,NONE
D394664330,But *Intel* doesn't want to just build a better §Google$ TV.,0.6439,NONE
E563956226,*Dell* and §IBM$ had already begun offering their notebooks with solid-state hard drives.,1.0,NONE
J1527124919,"I will say that after 114,000 miles and six years, *Honda* quality does not impress me as being any better than §Ford$ quality or GM quality.",1.0,WORSE
O2432553360,..the chance of *Google* being able to actually develop a better general-purpose chip than §Intel$ is slim.,0.7025,BETTER
C373724434,"As Reuters reported , *Mercedes-Benz*' parent Daimler is considering shedding some of its company-owned dealerships in Germany to better compete with its main rivals, §Audi$ and BMW.",0.7153,NONE
N2213993938,"Since then I've gone through the *Apple* Cinema, then on to the bigger and better §Dell$ :)",1.0,WORSE
N2130782480,"*Samsung*, Apple and §Motorola$ more...",1.0,NONE
J1465897540,"it's such a concern that they, and other data centers, have told *Intel* and AMD, §IBM$ and HP, and many others to make machines run cooler and use less electricity.",1.0,NONE
P2460181709,"The *Dell* Inspiron I15N-2727OBK laptop sports First Generation §Intel$ Core i3-380M dual core processor with a clock speed of 2.53GHz, much better if this laptop offers a second generation CPU which has a better integrated GPU.",1.0,NONE
J1506591905,I've seen much better from *Dell* and certainly the §Sony$ XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.,0.6579999999999999,WORSE
J1411796379,"It isn't *Honda* good, but it is better than my old 2001 330Ci which felt like shifting a rubber band in 1-2 (even with the §BMW$ SSK).",0.6178,BETTER
B273467974,"Android Rant - *Samsung*, HTC, §Motorola$: Back Off!",1.0,NONE
G1017603004,I am told that a *BMW* would be a far nicer car than my §Ford$.,1.0,BETTER
N2153592351,See recent Maxine Hong *Kingston* article - sorry I can't remember source - §Google$ it.,1.0,NONE
F738911952,"For better or worse, a majority of people still prefer banks over trusting *Apple*, §Google$, or PayPal with sensitive data.",0.6424,OTHER
T3176212356,Why not *Chrysler*/§Ford$?,1.0,NONE
F818732607,go for an *Asus* or §Gigabyte$.,1.0,NONE
B219291873,"Also, the quality and resale value of *Toyota* has generally been better than §Nissan$.",1.0,BETTER
H1090685421,"If someone, like *Samsung*, can do it better and cheaper than them, §Toshiba$ will outsource the operation.",0.7143,OTHER
