,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
244,1576061120,False,finalized,3,2/5/2018 18:15:59,WORSE,1.0,Java,,Scala,,D394248954,,True,"But in less-than-expert hands or worse, in the hands of those that resent Scala, it's less good than Java.","But in less-than-expert hands or worse, in the hands of those that resent <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span>, it's less good than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","But in less-than-expert hands or worse, in the hands of those that resent *Scala*, it's less good than §Java$.",compsci
285,1534177117,False,finalized,3,1/11/2018 19:28:20,NONE,1.0,USB,,Ethernet,,E617936342,,True,"Dubbed the ""One"", we can confirm that it will have Wi-Fi connectivity, Ethernet networking, a solid-state hard drive, at least two USB ports and audio jacks.","Dubbed the ""One"", we can confirm that it will have Wi-Fi connectivity, <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> networking, a solid-state hard drive, at least two <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> ports and audio jacks.","Dubbed the ""One"", we can confirm that it will have Wi-Fi connectivity, *Ethernet* networking, a solid-state hard drive, at least two §USB$ ports and audio jacks.",compsci
91,1576060965,False,finalized,3,2/5/2018 12:29:58,NONE,1.0,USB,,Ethernet,,G966116799,,True,"How about they put the Ethernet port back on the notebook, they include more USB ports and a solid optical drive.","How about they put the <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> port back on the notebook, they include more <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> ports and a solid optical drive.","How about they put the *Ethernet* port back on the notebook, they include more §USB$ ports and a solid optical drive.",compsci
767,1576061649,False,finalized,4,2/16/2018 09:58:48,NONE,0.7548,Java,,Groovy,,I1295465414,,True,"IntelliJ features Groovy, GWT, and CSS3 improvements while TeamCity adds better .NET support and Java detection for agents.","IntelliJ features <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, GWT, and CSS3 improvements while TeamCity adds better .NET support and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> detection for agents.","IntelliJ features *Groovy*, GWT, and CSS3 improvements while TeamCity adds better .NET support and §Java$ detection for agents.",compsci
1492,1576062377,False,finalized,3,2/17/2018 15:25:33,NONE,1.0,PHP,,JavaScript,,N2162215225,,True,"Server side Javascript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?","Server side <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> does exist, but wouldn't it be easier just to reimplement the JS function in your <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> code?","Server side *JavaScript* does exist, but wouldn't it be easier just to reimplement the JS function in your §PHP$ code?",compsci
1444,1576062329,False,finalized,3,2/17/2018 15:28:46,WORSE,0.6857,OpenGL,,Direct3D,,P2462335318,,True,"The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL","The developers explained that <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span>, the 3D component of DirectX, was a miserable hack and was very much inferior to <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>","The developers explained that *Direct3D*, the 3D component of DirectX, was a miserable hack and was very much inferior to §OpenGL$",compsci
957,1576061840,False,finalized,3,2/16/2018 08:45:26,NONE,1.0,Ruby,,Python,,J1545027028,,True,"Java is not slower than Perl, TCL, Python, Ruby or many other languages that are used for native unix applications.","Java is not slower than Perl, TCL, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> or many other languages that are used for native unix applications.","Java is not slower than Perl, TCL, *Python*, §Ruby$ or many other languages that are used for native unix applications.",compsci
1336,1576062220,False,finalized,3,2/16/2018 10:35:24,NONE,1.0,Eclipse,,NetBeans,,J1545016395,,False,Java in Eclipse or NetBeans.,"Java in <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",Java in *Eclipse* or §NetBeans$.,compsci
372,1534177208,False,finalized,4,1/11/2018 19:14:12,BETTER,0.5106,Java,,Smalltalk,,F794674342,,False,"(FWIW, Smalltalk (and to a much lesser extent, Java)","(FWIW, <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> (and to a much lesser extent, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>)","(FWIW, *Smalltalk* (and to a much lesser extent, §Java$)",compsci
152,1534176983,False,finalized,3,1/11/2018 19:27:50,NONE,1.0,Java,,Smalltalk,N,O2279429078,,False,"SO, you can see Smalltalk objects as a Java object!","SO, you can see <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> objects as a <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> object!","SO, you can see *Smalltalk* objects as a §Java$ object!",compsci
1531,1576062417,False,finalized,3,2/17/2018 16:06:11,WORSE,1.0,USB,,Bluetooth,,S3024103739,,True,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,"We also plan to add <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> support later but we do encourage our users to stay with <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> for faster download.",We also plan to add *Bluetooth* support later but we do encourage our users to stay with §USB$ for faster download.,compsci
421,1534177257,False,finalized,3,1/11/2018 19:24:41,BETTER,1.0,Ruby,,Python,,H1159510722,,True,I hear the Python interpreter is a lot faster than the Ruby interpreter.,"I hear the <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> interpreter is a lot faster than the <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> interpreter.",I hear the *Python* interpreter is a lot faster than the §Ruby$ interpreter.,compsci
1370,1576062254,False,finalized,3,2/16/2018 10:07:55,BETTER,1.0,Python,,Perl,,M1988300751,,True,Perl handles regexps about 4 times faster than Python.,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> handles regexps about 4 times faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",*Perl* handles regexps about 4 times faster than §Python$.,compsci
914,1576061797,False,finalized,3,2/16/2018 08:46:06,NONE,1.0,Oracle,,PostgreSQL,,O2324181915,,True,"Supported by: Oracle, Solid, PostgreSQL","Supported by: <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, Solid, <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>","Supported by: *Oracle*, Solid, §PostgreSQL$",compsci
532,1534177369,False,finalized,3,1/27/2018 19:04:13,NONE,0.7113,Java,,Smalltalk,,N2223380966,,False,"Smalltalk, Java and C++ are examples of OOP languages.","<span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> and C++ are examples of OOP languages.","*Smalltalk*, §Java$ and C++ are examples of OOP languages.",compsci
1226,1576062110,False,finalized,4,2/16/2018 10:00:21,WORSE,0.731,MySQL,,SQLite,,F735923912,,True,"For a complicated query, MySQL is faster, but for my current projects, SQLite ""wins"" due to admin simplicity (none required!).","For a complicated query, <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> is faster, but for my current projects, <span style=""color: #6CB219; font-weight: bold"">SQLite:[OBJECT_B]</span> ""wins"" due to admin simplicity (none required!).","For a complicated query, *MySQL* is faster, but for my current projects, §SQLite$ ""wins"" due to admin simplicity (none required!).",compsci
266,1576061142,False,finalized,3,2/5/2018 15:50:32,BETTER,0.6784,Sed,,AWK,,H1147447015,,True,"I have done the above work in awk (much easier to work with I've found), but I don't even know where to start with sed.","I have done the above work in <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> (much easier to work with I've found), but I don't even know where to start with <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>.","I have done the above work in *AWK* (much easier to work with I've found), but I don't even know where to start with §Sed$.",compsci
122,1534176953,False,finalized,3,1/11/2018 18:04:38,NONE,0.6428,iOS,,Apple TV,N,S3090673216,,True,"We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?","We've been  hitting hard with evidence for the past few months  that suggest a new <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> is in development, and what better time to launch it than alongside the latest and greatest mobile <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> device?","We've been  hitting hard with evidence for the past few months  that suggest a new *Apple TV* is in development, and what better time to launch it than alongside the latest and greatest mobile §iOS$ device?",compsci
278,1576061154,False,finalized,3,2/5/2018 15:52:23,NONE,0.6541,Java,,Perl,,E588892384,,True,"Diversity is good in a larger sense - someone who might be a mediocre Java programmer might be a star Perl programmer, and vice versa.","Diversity is good in a larger sense - someone who might be a mediocre <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> programmer might be a star <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> programmer, and vice versa.","Diversity is good in a larger sense - someone who might be a mediocre *Java* programmer might be a star §Perl$ programmer, and vice versa.",compsci
184,1534177015,False,finalized,3,1/11/2018 17:42:16,NONE,0.6615,Perl,,AWK,N,K1647730788,,True,"Looking back I'd say Perl is more general than Awk, but not necessarily better .","Looking back I'd say <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is more general than <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>, but not necessarily better .","Looking back I'd say *Perl* is more general than §AWK$, but not necessarily better .",compsci
710,1534177548,False,finalized,3,1/27/2018 20:49:51,BETTER,1.0,Java,,Perl,,G1061425717,,True,Id prefer that we stick to conventional controversial subjects like which editor/os is better and why java really is better than perl.,"Id prefer that we stick to conventional controversial subjects like which editor/os is better and why <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> really is better than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",Id prefer that we stick to conventional controversial subjects like which editor/os is better and why *Java* really is better than §Perl$.,compsci
717,1534177555,False,finalized,3,1/27/2018 20:35:56,BETTER,1.0,MySQL,,PostgreSQL,,J1536598045,,True,"I would recommend PostgreSQL, as it can handle hierarchical data better than MySQL","I would recommend <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, as it can handle hierarchical data better than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>","I would recommend *PostgreSQL*, as it can handle hierarchical data better than §MySQL$",compsci
570,1576061450,False,finalized,3,2/5/2018 18:45:06,NONE,1.0,Swift,,Objective-C,,I1327232539,,False,"iOS Developer - Objective-C/Cocoa/ Swift Located in San Francisco, we are the most intelligently...","iOS Developer - <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>/Cocoa/ <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span> Located in San Francisco, we are the most intelligently...","iOS Developer - *Objective-C*/Cocoa/ §Swift$ Located in San Francisco, we are the most intelligently...",compsci
1690,1576062576,False,finalized,3,2/17/2018 15:25:44,BETTER,1.0,Java,,PHP,,B317929057,,True,"Anyway, I agree that PHP is better (or at least easier to use) than Java for some things.","Anyway, I agree that <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is better (or at least easier to use) than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> for some things.","Anyway, I agree that *PHP* is better (or at least easier to use) than §Java$ for some things.",compsci
456,1534177292,False,finalized,4,1/11/2018 19:12:03,NONE,1.0,Java,,Smalltalk,,B269760493,,False,And occasionally trying to teach Java programmers how Smalltalk works.,"And occasionally trying to teach <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> programmers how <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> works.",And occasionally trying to teach *Java* programmers how §Smalltalk$ works.,compsci
105,1576060980,False,finalized,3,2/5/2018 15:56:40,BETTER,1.0,Ruby,,PHP,,I1389206220,,True,I think Ruby is better than PHP because it is so much cleaner.,"I think <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> because it is so much cleaner.",I think *Ruby* is better than §PHP$ because it is so much cleaner.,compsci
1062,1576061946,False,finalized,3,2/16/2018 08:46:02,BETTER,1.0,Java,,Python,,M2054184575,,True,Python is actually easier than C and Java which makes it easier for me to teach a student about it.,"<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is actually easier than C and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> which makes it easier for me to teach a student about it.",*Python* is actually easier than C and §Java$ which makes it easier for me to teach a student about it.,compsci
179,1534177010,False,finalized,3,1/11/2018 18:09:35,NONE,1.0,Java,,Smalltalk,N,S2972994464,,False,Unless you are confusing Java with Smalltalk.,"Unless you are confusing <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> with <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>.",Unless you are confusing *Java* with §Smalltalk$.,compsci
418,1576061298,False,finalized,3,2/5/2018 15:50:43,NONE,1.0,Java,,Ruby,,E683200391,,False,+%%EXAMPLESDIR%%/%%PORTVERSION%%/ruby/java/runme.rb,"+%%EXAMPLESDIR%%/%%PORTVERSION%%/<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/runme.rb",+%%EXAMPLESDIR%%/%%PORTVERSION%%/*Ruby*/§Java$/runme.rb,compsci
639,1576061521,False,finalized,3,2/5/2018 18:15:02,WORSE,1.0,PHP,,Perl,,M1996476910,,True,PHP is definitely far worse that Perl .,"<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is definitely far worse that <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> .",*PHP* is definitely far worse that §Perl$ .,compsci
826,1576061708,False,finalized,3,2/16/2018 08:38:42,NONE,1.0,Java,,Ruby,,F781374105,,False,From Java To Ruby,"From <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> To <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>",From *Java* To §Ruby$,compsci
924,1576061807,False,finalized,3,2/16/2018 08:44:05,NONE,1.0,Oracle,,MySQL,,N2102579415,,False,Review MySQL-to-Oracle,"Review <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>-to-<span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",Review *MySQL*-to-§Oracle$,compsci
1677,1576062563,False,finalized,3,2/17/2018 15:28:26,BETTER,1.0,PHP,,JavaScript,,I1370990630,,True,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,"It'd be a lot easier (for me) in <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> but I have to use <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> this time.",It'd be a lot easier (for me) in *PHP* but I have to use §JavaScript$ this time.,compsci
677,1576061559,False,finalized,4,2/5/2018 18:16:09,BETTER,0.5078,Java,,PHP,,T3247905833,,True,You could make it in Java but its probably going to be a lot easier in PHP.,"You could make it in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> but its probably going to be a lot easier in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",You could make it in *Java* but its probably going to be a lot easier in §PHP$.,compsci
1159,1576062043,False,finalized,3,2/16/2018 10:05:31,NONE,1.0,Eclipse,,NetBeans,,A91135134,,False,5. Eclipse 3.3 and NetBeans 6.0 Compared!,"5. <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> 3.3 and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span> 6.0 Compared!",5. *Eclipse* 3.3 and §NetBeans$ 6.0 Compared!,compsci
1595,1576062481,False,finalized,3,2/17/2018 15:56:54,NONE,1.0,Python,,JavaScript,,R2836659251,,True,"This is better, but still you have some JavaScript code (even if simpler) in a Python/.zpt","This is better, but still you have some <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> code (even if simpler) in a <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>/.zpt","This is better, but still you have some *JavaScript* code (even if simpler) in a §Python$/.zpt",compsci
770,1576061652,False,finalized,3,2/16/2018 08:46:53,BETTER,1.0,Python,,JavaScript,,J1538220140,,True,"I wrote the early versions of the stanza generator in Python, because I find that a better language to think and sketch in than JavaScript.","I wrote the early versions of the stanza generator in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, because I find that a better language to think and sketch in than <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.","I wrote the early versions of the stanza generator in *Python*, because I find that a better language to think and sketch in than §JavaScript$.",compsci
75,1576060949,False,finalized,3,2/5/2018 12:29:35,NONE,1.0,Python,,PHP,,M2083606832,,True,"Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, PHP, Python, etc., you want to make your life easier, and potentially less embarrassing.","Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, etc., you want to make your life easier, and potentially less embarrassing.","Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, *PHP*, §Python$, etc., you want to make your life easier, and potentially less embarrassing.",compsci
665,1576061547,False,finalized,3,2/5/2018 18:11:18,NONE,1.0,Windows XP,,Windows Vista,,Q2687156097,,True,"The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), Windows Vista, Windows XP, Mac OS X, and Linux systems.","The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Mac OS X, and Linux systems.","The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), *Windows Vista*, §Windows XP$, Mac OS X, and Linux systems.",compsci
631,1534177468,False,finalized,3,1/27/2018 18:58:56,NONE,1.0,Java,,Groovy,,H1121693507,,True,"If you're mostly dealing with Java development, Groovy is a FAR better choice than Ruby for scripting.","If you're mostly dealing with <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> development, <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> is a FAR better choice than Ruby for scripting.","If you're mostly dealing with *Java* development, §Groovy$ is a FAR better choice than Ruby for scripting.",compsci
455,1576061335,False,finalized,3,2/5/2018 15:51:28,NONE,1.0,Python,,Bash,,N2095066714,,True,"Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in Bash and at least one of the following: Perl, Python, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus","Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> and at least one of the following: Perl, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus","Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in *Bash* and at least one of the following: Perl, §Python$, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus",compsci
1455,1576062340,False,finalized,3,2/17/2018 15:27:32,WORSE,0.3438,Perl,,JavaScript,,N2152561142,,True,"Seems faster, simpler, and easier to just go direct from Perl to JavaScript, which is why I like JSON so much.","Seems faster, simpler, and easier to just go direct from <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, which is why I like JSON so much.","Seems faster, simpler, and easier to just go direct from *Perl* to §JavaScript$, which is why I like JSON so much.",compsci
142,1576061017,False,finalized,3,2/5/2018 13:47:56,BETTER,1.0,Windows 7,,Windows 8,,T3184463361,,True,"Windows 8 boots faster than Windows 7, but so what?","<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> boots faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, but so what?","*Windows 8* boots faster than §Windows 7$, but so what?",compsci
616,1576061498,False,finalized,3,2/5/2018 18:16:23,BETTER,0.6681,Java,,Smalltalk,,N2223380108,,False,Smalltalk has had such a positive influence on Java.,"<span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> has had such a positive influence on <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",*Smalltalk* has had such a positive influence on §Java$.,compsci
878,1576061760,False,finalized,3,2/16/2018 10:06:13,NONE,0.6786,Windows XP,,Windows 98,,L1854738548,,True,"Now you will be able to read contents of this website and many other urdu web sites on your computer, if you can not Please get rid of Windows 98,Windows Me and Windows 2000 instead use linux or any version of windows xp or heigher along with internet explorer 6.0 or above, better choice is firefox.","Now you will be able to read contents of this website and many other urdu web sites on your computer, if you can not Please get rid of <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>,Windows Me and Windows 2000 instead use linux or any version of <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> or heigher along with internet explorer 6.0 or above, better choice is firefox.","Now you will be able to read contents of this website and many other urdu web sites on your computer, if you can not Please get rid of *Windows 98*,Windows Me and Windows 2000 instead use linux or any version of §Windows XP$ or heigher along with internet explorer 6.0 or above, better choice is firefox.",compsci
862,1576061744,False,finalized,3,2/16/2018 08:36:42,BETTER,0.6688,Java,,Python,,J1576301241,,True,"Jython/Python brings extra advantages to the Java development with its elegant code, faster to develop, easier to explain and understand after writing the code.","Jython/<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> brings extra advantages to the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> development with its elegant code, faster to develop, easier to explain and understand after writing the code.","Jython/*Python* brings extra advantages to the §Java$ development with its elegant code, faster to develop, easier to explain and understand after writing the code.",compsci
565,1534177402,False,finalized,3,1/27/2018 19:04:27,BETTER,1.0,Java,,Python,,T3281584299,,True,"You will see that for this particular case, Python is actually quite superior to Java.","You will see that for this particular case, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is actually quite superior to <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","You will see that for this particular case, *Python* is actually quite superior to §Java$.",compsci
405,1576061285,False,finalized,3,2/5/2018 15:54:57,NONE,1.0,PHP,,Perl,,A159701997,,True,"After all, [THE FOLLOWING IS SARCASM:] this conclusively proves that IIS is far superior to the Linux Apache Mysql Perl/Python/Php system.","After all, [THE FOLLOWING IS SARCASM:] this conclusively proves that IIS is far superior to the Linux Apache Mysql <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>/Python/<span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> system.","After all, [THE FOLLOWING IS SARCASM:] this conclusively proves that IIS is far superior to the Linux Apache Mysql *Perl*/Python/§PHP$ system.",compsci
171,1576061046,False,finalized,3,2/5/2018 13:47:39,BETTER,1.0,Java,,Groovy,,S3038980675,,True,"We decided to code the account switching business logic on the back-end in Groovy, instead of Java as the rest of the back-end.The reason for thiswasreallythathavingoneprograminglanguage on a project is superior to havingtwo, especiallysince the new language is much more expressive and cool than the old one.Compilation of code base in twolanguages is slow.","We decided to code the account switching business logic on the back-end in <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, instead of <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> as the rest of the back-end.The reason for thiswasreallythathavingoneprograminglanguage on a project is superior to havingtwo, especiallysince the new language is much more expressive and cool than the old one.Compilation of code base in twolanguages is slow.","We decided to code the account switching business logic on the back-end in *Groovy*, instead of §Java$ as the rest of the back-end.The reason for thiswasreallythathavingoneprograminglanguage on a project is superior to havingtwo, especiallysince the new language is much more expressive and cool than the old one.Compilation of code base in twolanguages is slow.",compsci
736,1576061618,False,finalized,4,2/5/2018 18:16:12,NONE,1.0,Ruby,,Python,,R2849307584,,True,This is why perl is faster and uses less memory than python and ruby:,"This is why perl is faster and uses less memory than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>:",This is why perl is faster and uses less memory than *Python* and §Ruby$:,compsci
288,1534177120,False,finalized,3,1/11/2018 20:00:10,NONE,1.0,Perl,,AWK,,J1436453610,,True,"It's a lot easier to install everything then get emacs, gcc, gdb, perl, utilitys such as grep and awk, not to mention the servers it comes with like Apache and MySQL if you want to try something out quick.","It's a lot easier to install everything then get emacs, gcc, gdb, <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, utilitys such as grep and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>, not to mention the servers it comes with like Apache and MySQL if you want to try something out quick.","It's a lot easier to install everything then get emacs, gcc, gdb, *Perl*, utilitys such as grep and §AWK$, not to mention the servers it comes with like Apache and MySQL if you want to try something out quick.",compsci
386,1576061264,False,finalized,3,2/5/2018 15:52:54,BETTER,0.6403,Java,,PHP,,H1099630756,,True,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.","If they are good, they might find it easier to make an impact on the <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> community than, say, in the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> or .NET community.","If they are good, they might find it easier to make an impact on the *PHP* community than, say, in the §Java$ or .NET community.",compsci
1407,1576062292,False,finalized,3,2/16/2018 10:02:17,BETTER,1.0,Ruby,,PHP,,R2878826861,,True,"This way, any PHP developer types faster than any Ruby one.","This way, any <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> developer types faster than any <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> one.","This way, any *PHP* developer types faster than any §Ruby$ one.",compsci
