a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
OpenGL,,Direct3D,,F793300904,True,"Furthermore, Windows builds can now use a fallback Direct3D 9 renderer on machines without decent OpenGL drivers.","Furthermore, Windows builds can now use a fallback <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> 9 renderer on machines without decent <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> drivers.","Furthermore, Windows builds can now use a fallback *Direct3D* 9 renderer on machines without decent §OpenGL$ drivers."
PHP,,JavaScript,,Q2771464569,True,"They are indeed The required languages/skills to make a decent living as a web developer are, PHP, Javascript, HTML & CSS a bonus would be flash/actionscript.","They are indeed The required languages/skills to make a decent living as a web developer are, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, HTML & CSS a bonus would be flash/actionscript.","They are indeed The required languages/skills to make a decent living as a web developer are, *PHP*, §JavaScript$, HTML & CSS a bonus would be flash/actionscript."
MySQL,,PostgreSQL,,L1777162685,True,"MySQL: Easy to use, quirky SQL engine, sorta kinda free PostgreSQL: Industrial strength transactionally solid RDBMS.","<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>: Easy to use, quirky SQL engine, sorta kinda free <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>: Industrial strength transactionally solid RDBMS.","*MySQL*: Easy to use, quirky SQL engine, sorta kinda free §PostgreSQL$: Industrial strength transactionally solid RDBMS."
CUDA,,OpenCL,,T3222153720,True,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.","Yeah, Nvidia's <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> is not good and <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span> is way better.","Yeah, Nvidia's *OpenCL* is not good and §CUDA$ is way better."
Oracle,,PostgreSQL,,L1899274089,True,One of the goals of the company is aimed specifically at making life easier for Oracle people on PostgreSQL.,"One of the goals of the company is aimed specifically at making life easier for <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> people on <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",One of the goals of the company is aimed specifically at making life easier for *Oracle* people on §PostgreSQL$.
Java,,Perl,,O2270020773,True,"So, the solution isn't to switch en masse to Java or Perl; the solution is to make it harder to write insecure code in gcc.","So, the solution isn't to switch en masse to <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>; the solution is to make it harder to write insecure code in gcc.","So, the solution isn't to switch en masse to *Java* or §Perl$; the solution is to make it harder to write insecure code in gcc."
Python,,PHP,,T3210869570,True,"Worse still: How did I end up with another PHP web application, after swearing an oath of fidelity to Python?","Worse still: How did I end up with another <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> web application, after swearing an oath of fidelity to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>?","Worse still: How did I end up with another *PHP* web application, after swearing an oath of fidelity to §Python$?"
Java,,Python,,M2054169739,True,"Python at least is every bit as good at 'net' programming as Java, and faster to develop with.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> at least is every bit as good at 'net' programming as <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, and faster to develop with.","*Python* at least is every bit as good at 'net' programming as §Java$, and faster to develop with."
Ruby,,Python,,N2253863408,True,Some people rightly claim Ruby or Python is better the Java for some tasks.,"Some people rightly claim <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> is better the Java for some tasks.",Some people rightly claim *Ruby* or §Python$ is better the Java for some tasks.
Windows XP,,Windows 8,,T3184746962,True,"- Windows XP SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, Windows 8 x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)","- <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)","- *Windows XP* SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, §Windows 8$ x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)"
PHP,,Perl,,H1176316564,True,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.","I know, you might expect me to be a <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>-GTK fan, but <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>-GTK just seems nicer.","I know, you might expect me to be a *PHP*-GTK fan, but §Perl$-GTK just seems nicer."
Java,,Ruby,,J1545073373,False,Java or PHP/Ruby?,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or PHP/<span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>?",*Java* or PHP/§Ruby$?
MySQL,,PostgreSQL,,N2243738347,True,"Solid understanding of database systems (PostgreSQL, MySQL)","Solid understanding of database systems (<span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>)","Solid understanding of database systems (*PostgreSQL*, §MySQL$)"
Swift,,Objective-C,,K1618060680,False,Lesson 08 - Learning to Write Objective-C and Swift Code,"Lesson 08 - Learning to Write <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span> Code",Lesson 08 - Learning to Write *Objective-C* and §Swift$ Code
Ruby,,PHP,,O2267076197,True,"So since you opened the door, why do you think it was so much easier to do this project in Ruby than in PHP?","So since you opened the door, why do you think it was so much easier to do this project in <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>?","So since you opened the door, why do you think it was so much easier to do this project in *Ruby* than in §PHP$?"
Java,,Ruby,,M2068701526,False,Raven: Building Java with Ruby,"Raven: Building <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> with <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>",Raven: Building *Java* with §Ruby$
USB,,Bluetooth,,H1220119094,True,I'm using a cheapie Microsoft USB optical mouse ($20) until somebody makes a decent bluetooth mouse.,"I'm using a cheapie Microsoft <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> optical mouse ($20) until somebody makes a decent <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> mouse.",I'm using a cheapie Microsoft *USB* optical mouse ($20) until somebody makes a decent §Bluetooth$ mouse.
USB,,Bluetooth,,I1329799665,True,"iPod, bluetooth, USB, MP3 CD and some halfway decent speakers.","iPod, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>, MP3 CD and some halfway decent speakers.","iPod, *Bluetooth*, §USB$, MP3 CD and some halfway decent speakers."
Java,,Objective-C,,B215742383,True,"Also, it seems easier to interface with C code from a Java or Objective-C shim layer (for mobile devices), than C++.","Also, it seems easier to interface with C code from a <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> shim layer (for mobile devices), than C++.","Also, it seems easier to interface with C code from a *Java* or §Objective-C$ shim layer (for mobile devices), than C++."
Python,,Lisp,,T3159463157,True,"While in our company, some of the colleagues thought he was a genius, because he could talk a lot about 'compiler optimizations', 'Linux boot sequence', 'compiling the kernel', 'why Lisp is better than Python' etc...","While in our company, some of the colleagues thought he was a genius, because he could talk a lot about 'compiler optimizations', 'Linux boot sequence', 'compiling the kernel', 'why <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>' etc...","While in our company, some of the colleagues thought he was a genius, because he could talk a lot about 'compiler optimizations', 'Linux boot sequence', 'compiling the kernel', 'why *Lisp* is better than §Python$' etc..."
Oracle,,PostgreSQL,,F764862467,True,"For this reason even though Oracle is better than PostgreSQL at planning WITHs, I would expect there to be problems as well.","For this reason even though <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> at planning WITHs, I would expect there to be problems as well.","For this reason even though *Oracle* is better than §PostgreSQL$ at planning WITHs, I would expect there to be problems as well."
USB,,Ethernet,,P2566075376,True,"The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit Ethernet and up to 10 USB ports.","The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and up to 10 <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> ports.","The motherboards have decent graphics performance and depending on configuration 2 or 3 SATA sockets, RAID support, Gigabit *Ethernet* and up to 10 §USB$ ports."
Swift,,Objective-C,,D483603863,False,"C#, JavaScript, Erlang, Haskell, Elixir, F#, Swift, Ruby, Objective-C.","C#, JavaScript, Erlang, Haskell, Elixir, F#, <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span>, Ruby, <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.","C#, JavaScript, Erlang, Haskell, Elixir, F#, *Swift*, Ruby, §Objective-C$."
Windows XP,,Windows 8,,G981145717,True,"However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of Windows XP in April , which may encourage consumers to ditch old laptops in favor of new Windows 8 devices.","However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> in April , which may encourage consumers to ditch old laptops in favor of new <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> devices.","However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of *Windows XP* in April , which may encourage consumers to ditch old laptops in favor of new §Windows 8$ devices."
USB,,Ethernet,,F810014429,True,"Gigabit ethernet (which all of the TeraStations support) is faster than any flavor of USB or firewire, and is much more conducive to simultaneous connections to multiple machines.","Gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> (which all of the TeraStations support) is faster than any flavor of <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> or firewire, and is much more conducive to simultaneous connections to multiple machines.","Gigabit *Ethernet* (which all of the TeraStations support) is faster than any flavor of §USB$ or firewire, and is much more conducive to simultaneous connections to multiple machines."
Ethernet,,Bluetooth,,S3024560134,True,"We also would have liked to see built-in Bluetooth, support for Ethernet Gigabit, and better-sounding speakers.","We also would have liked to see built-in <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, support for <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> Gigabit, and better-sounding speakers.","We also would have liked to see built-in *Bluetooth*, support for §Ethernet$ Gigabit, and better-sounding speakers."
USB,,Bluetooth,,M2074154852,True,"Rearview camera, built-in USB, MP3 and Bluetooth connections are so much nicer than the after-market add-ons I've tried.","Rearview camera, built-in <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, MP3 and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> connections are so much nicer than the after-market add-ons I've tried.","Rearview camera, built-in *USB*, MP3 and §Bluetooth$ connections are so much nicer than the after-market add-ons I've tried."
Python,,Perl,,L1923031058,True,OO code is a lot easier ( and more logical too ) than in Python/Perl.,"OO code is a lot easier ( and more logical too ) than in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",OO code is a lot easier ( and more logical too ) than in *Python*/§Perl$.
USB,,Ethernet,,R2856348595,True,"This multifunction printer offers USB, Ethernet and Wi-Fi connectivity, as well as decent colour quality and a large screen for basic photo editing and photo printing.","This multifunction printer offers <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> and Wi-Fi connectivity, as well as decent colour quality and a large screen for basic photo editing and photo printing.","This multifunction printer offers *USB*, §Ethernet$ and Wi-Fi connectivity, as well as decent colour quality and a large screen for basic photo editing and photo printing."
Windows 7,,Windows 8,,F747782193,True,"Forget pesky Windows 8, you still get solid old Windows 7 here.","Forget pesky <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>, you still get solid old <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> here.","Forget pesky *Windows 8*, you still get solid old §Windows 7$ here."
Java,,Scala,,P2548635470,True,"The loop approach written in Scala is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than Java.","The loop approach written in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","The loop approach written in *Scala* is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than §Java$."
MySQL,,PostgreSQL,,M1943093869,True,"Otherwise, my advice is that postgresql is better than mysql, though I","Otherwise, my advice is that <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, though I","Otherwise, my advice is that *PostgreSQL* is better than §MySQL$, though I"
Java,,Scala,,B203537892,True,"All these changes will not only make Java developer lives easier (less-painful), but also allow our Scala code to become loads faster!","All these changes will not only make <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> developer lives easier (less-painful), but also allow our <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> code to become loads faster!","All these changes will not only make *Java* developer lives easier (less-painful), but also allow our §Scala$ code to become loads faster!"
USB,,Bluetooth,,Q2750908162,True,The USB 3.0 port enables 10 times faster file transfer while the bluetooth and WLAN IEEE 802.11 ac standards enable network communications.,"The <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0 port enables 10 times faster file transfer while the <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> and WLAN IEEE 802.11 ac standards enable network communications.",The *USB* 3.0 port enables 10 times faster file transfer while the §Bluetooth$ and WLAN IEEE 802.11 ac standards enable network communications.
PHP,,JavaScript,,H1191953554,True,I made some research and I found that the Facebook JavaScript SDK is better than the PHP SDK.,"I made some research and I found that the Facebook <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> SDK is better than the <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> SDK.",I made some research and I found that the Facebook *JavaScript* SDK is better than the §PHP$ SDK.
Windows XP,,Windows Vista,,T3184731170,True,Windows XP 64 bit and Windows Vista 64 bit will see and use all 4GB and Vista will make better use of 4GB.,"<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> 64 bit and <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> 64 bit will see and use all 4GB and Vista will make better use of 4GB.",*Windows XP* 64 bit and §Windows Vista$ 64 bit will see and use all 4GB and Vista will make better use of 4GB.
Oracle,,MySQL,,D550500163,False,"Database: MySQL, Oracle, DBI","Database: <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, DBI","Database: *MySQL*, §Oracle$, DBI"
Sed,,AWK,,O2291143259,True,Standard config files are way easier to parse from command line using tools like awk/sed and so forth.,"Standard config files are way easier to parse from command line using tools like <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span> and so forth.",Standard config files are way easier to parse from command line using tools like *AWK*/§Sed$ and so forth.
Java,,Python,,J1545071804,True,Java on the other hand is much faster than Python and execution speeds are comparable with C++ programs.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> on the other hand is much faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> and execution speeds are comparable with C++ programs.",*Java* on the other hand is much faster than §Python$ and execution speeds are comparable with C++ programs.
PHP,,JavaScript,,F755047991,True,"Forms look like a way to go, but I'm not sure if javascript or PHP is a better way.","Forms look like a way to go, but I'm not sure if <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> is a better way.","Forms look like a way to go, but I'm not sure if *JavaScript* or §PHP$ is a better way."
Ruby,,Perl,,I1385987451,True,I think it'd be better to make sure that the Perl and Ruby camps join,"I think it'd be better to make sure that the <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> camps join",I think it'd be better to make sure that the *Perl* and §Ruby$ camps join
Java,,Groovy,,J1544935804,True,- Java 1.6 makes integrating Groovy (and other scripting languages) easier and more standard.,"- <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> 1.6 makes integrating <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> (and other scripting languages) easier and more standard.",- *Java* 1.6 makes integrating §Groovy$ (and other scripting languages) easier and more standard.
Ruby,,PHP,,N2120514214,True,Ruby is slower than PHP.,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is slower than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",*Ruby* is slower than §PHP$.
USB,,Bluetooth,,G1024899165,True,"I bought a Logitech set that did just that, I thikn with a better third party USB Bluetooth reciever.","I bought a Logitech set that did just that, I thikn with a better third party <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> reciever.","I bought a Logitech set that did just that, I thikn with a better third party *USB* §Bluetooth$ reciever."
Eclipse,,NetBeans,,L1791534312,False,NetClipse is an Eclipse plugin for NetBeans.,"NetClipse is an <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> plugin for <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",NetClipse is an *Eclipse* plugin for §NetBeans$.
Java,,Scala,,T3211979531,True,"Would it much more easier to write rules with such extended Java only (Scala ?), that is, without any use of XML ?","Would it much more easier to write rules with such extended <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> only (<span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> ?), that is, without any use of XML ?","Would it much more easier to write rules with such extended *Java* only (§Scala$ ?), that is, without any use of XML ?"
Java,,Ruby,,N2120527849,False,Ruby on Rails /Node.js/Java,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails /Node.js/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>",*Ruby* on Rails /Node.js/§Java$
PHP,,JavaScript,,S2986738485,True,Using PHP with mySQL is generally a better solution than using JavaScript for this type of thing.,"Using <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> with mySQL is generally a better solution than using <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> for this type of thing.",Using *PHP* with mySQL is generally a better solution than using §JavaScript$ for this type of thing.
Python,,Perl,,J1471041800,True,It's what makes Python easier to test than Perl.,"It's what makes <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> easier to test than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",It's what makes *Python* easier to test than §Perl$.
Python,,Perl,,I1352826146,True,Is python better than perl?,"Is <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>?",Is *Python* better than §Perl$?
Oracle,,PostgreSQL,,B209122714,True,"A lot of device manufacturers -- Cisco , some Tivo competitors, defense contractors -- use PostgreSQL because of its reliability, which is as good or better than any SQL-DBMS, including Oracle.","A lot of device manufacturers -- Cisco , some Tivo competitors, defense contractors -- use <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> because of its reliability, which is as good or better than any SQL-DBMS, including <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.","A lot of device manufacturers -- Cisco , some Tivo competitors, defense contractors -- use *PostgreSQL* because of its reliability, which is as good or better than any SQL-DBMS, including §Oracle$."
Java,,Scala,,N2137845767,True,"Scala is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast Java ecosystem, while Scheme does not.","<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> ecosystem, while Scheme does not.","*Scala* is a hell of a lot faster than PLT Scheme, and it plays perfectly with the vast §Java$ ecosystem, while Scheme does not."
Oracle,,MySQL,,M1926920141,False,"Oracle, Mysql... TDD, BDD.","<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>... TDD, BDD.","*Oracle*, §MySQL$... TDD, BDD."
USB,,Bluetooth,,L1904612071,True,One thing about adding Navigation is that it includes a better Bluetooth/USB interface than the non-Navigation setup.,"One thing about adding Navigation is that it includes a better <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> interface than the non-Navigation setup.",One thing about adding Navigation is that it includes a better *Bluetooth*/§USB$ interface than the non-Navigation setup.
Windows XP,,Windows 8,,M1924938657,True,"Operating System : Windows 10 (32 & 64 bits), Windows 8/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), Windows XP (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome","Operating System : Windows 10 (32 & 64 bits), <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome","Operating System : Windows 10 (32 & 64 bits), *Windows 8*/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), §Windows XP$ (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome"
PHP,,Perl,,I1351789341,True,I so much disagree... PHP safer than Perl?,"I so much disagree... <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> safer than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>?",I so much disagree... *PHP* safer than §Perl$?
Java,,Smalltalk,,J1544974793,False,Java clearly follows in the LISP and Smalltalk tradition.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> clearly follows in the LISP and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> tradition.",*Java* clearly follows in the LISP and §Smalltalk$ tradition.
USB,,Ethernet,,Q2665170569,True,"There's also 4K upscaling, faster HDMI switching, networking over Ethernet and software updates via USB.","There's also 4K upscaling, faster HDMI switching, networking over <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and software updates via <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>.","There's also 4K upscaling, faster HDMI switching, networking over *Ethernet* and software updates via §USB$."
Oracle,,MySQL,,L1777175705,False,"MySQL, Oracle and postgres.","<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> and postgres.","*MySQL*, §Oracle$ and postgres."
Java,,Ruby,,J1575306363,False,"Just use Java, Oracle, PHP, Ruby, etc...","Just use <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Oracle, PHP, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc...","Just use *Java*, Oracle, PHP, §Ruby$, etc..."
Sed,,AWK,,O2417066016,True,"the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + awk,sed and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.","the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span> and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself.","the biggest problem with the PHP-GTK manual is how hard it is to actually work on it , it uses a complex build system & adding new data/pages/sections requires knowledge of XML/XSLT + *AWK*,§Sed$ and custom php build routines etc, its a nightmare to work with & IMO harder to build than php-gtk itself."
Java,,Smalltalk,,R2852585939,False,"This ""management briefing"" compares C++, Smalltalk and Java.","This ""management briefing"" compares C++, <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","This ""management briefing"" compares C++, *Smalltalk* and §Java$."
OpenGL,,Direct3D,,T3157630763,True,"While Direct3D works, OpenGL seems to give better texture quality and smoother frame rate in CS1.6.","While <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> works, <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> seems to give better texture quality and smoother frame rate in CS1.6.","While *Direct3D* works, §OpenGL$ seems to give better texture quality and smoother frame rate in CS1.6."
