a,also_acceptable,b,id,marker,raw_text,text_html,text_readable
harvard,,dartmouth,O2326344274,True,"Sure, Princeton students are unholy monsters, the Dartmouth kids are vaguely feral, and the less said about Brown students the better, but Harvard and Yale?","Sure, Princeton students are unholy monsters, the <span style=""color: #9A14B2; font-weight: bold"">dartmouth:[OBJECT_A]</span> kids are vaguely feral, and the less said about Brown students the better, but <span style=""color: #6CB219; font-weight: bold"">harvard:[OBJECT_B]</span> and Yale?","Sure, Princeton students are unholy monsters, the *dartmouth* kids are vaguely feral, and the less said about Brown students the better, but §harvard$ and Yale?"
soup,,pasta,B213275652,True,"Also for cooler temps I like to make a hefty soup mix of dried vegetables, rice or pasta (previously cooked), vegetable boullion.","Also for cooler temps I like to make a hefty <span style=""color: #9A14B2; font-weight: bold"">soup:[OBJECT_A]</span> mix of dried vegetables, rice or <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span> (previously cooked), vegetable boullion.","Also for cooler temps I like to make a hefty *soup* mix of dried vegetables, rice or §pasta$ (previously cooked), vegetable boullion."
amazon,,hulu,L1791610943,True,"Netflix (NFLX), Amazon Prime (AMZN) and Hulu have made it easier than ever for people to get their video demands outside of cable and satellite providers.","Netflix (NFLX), <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> Prime (AMZN) and <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> have made it easier than ever for people to get their video demands outside of cable and satellite providers.","Netflix (NFLX), *amazon* Prime (AMZN) and §hulu$ have made it easier than ever for people to get their video demands outside of cable and satellite providers."
juice,,soda,O2344172551,False,TEA/JUICE/SODA,"TEA/<span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span>",TEA/*juice*/§soda$
metal,,concrete,B201493006,True,"All solid concrete and a heavy, metal door the color of pea soup.","All solid <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> and a heavy, <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> door the color of pea soup.","All solid *concrete* and a heavy, §metal$ door the color of pea soup."
baseball,,basketball,O2377071945,True,Thats like saying Michael Jordan could hit a baseball better than Babe Ruth because of his superior basketball skills.,"Thats like saying Michael Jordan could hit a <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span> better than Babe Ruth because of his superior <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> skills.",Thats like saying Michael Jordan could hit a *baseball* better than Babe Ruth because of his superior §basketball$ skills.
bus,,truck,N2198958261,True,"Shopping for Truck Parts, Bus, Motorhome & RV Parts or any other commercial vehicle just got a whole lot easier.","Shopping for <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span> Parts, <span style=""color: #6CB219; font-weight: bold"">bus:[OBJECT_B]</span>, Motorhome & RV Parts or any other commercial vehicle just got a whole lot easier.","Shopping for *truck* Parts, §bus$, Motorhome & RV Parts or any other commercial vehicle just got a whole lot easier."
timber,,lumber,Q2624010996,True,The Procurement Division purchases and harvests southern yellow pine timber and our Sawmill Manufactures superior quality southern yellow pine lumber.,"The Procurement Division purchases and harvests southern yellow pine <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span> and our Sawmill Manufactures superior quality southern yellow pine <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span>.",The Procurement Division purchases and harvests southern yellow pine *timber* and our Sawmill Manufactures superior quality southern yellow pine §lumber$.
fox,,espn,O2416675135,True,The bigger ill is that ESPN has performed much better than TNT and much worse than FOX - which the vast majority of the print media will not discuss.,"The bigger ill is that <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> has performed much better than TNT and much worse than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> - which the vast majority of the print media will not discuss.",The bigger ill is that *espn* has performed much better than TNT and much worse than §fox$ - which the vast majority of the print media will not discuss.
carolina,,missouri,F777100071,True,Fresno St. is very good and Troy is apparently a lot better than anyone thought (wins over Marshall and Missouri and a close game at South Carolina).,"Fresno St. is very good and Troy is apparently a lot better than anyone thought (wins over Marshall and <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> and a close game at South <span style=""color: #6CB219; font-weight: bold"">carolina:[OBJECT_B]</span>).",Fresno St. is very good and Troy is apparently a lot better than anyone thought (wins over Marshall and *missouri* and a close game at South §carolina$).
bread,,potato,B282314493,True,"And the potato bread was even better, guess those yeasties still loved you.","And the <span style=""color: #9A14B2; font-weight: bold"">potato:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> was even better, guess those yeasties still loved you.","And the *potato* §bread$ was even better, guess those yeasties still loved you."
laptop,,iphone,G1027435578,True,"I can do everything faster on my laptop than any Kindle, iPhone, iPad, tablet or other device.","I can do everything faster on my <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> than any Kindle, <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>, iPad, tablet or other device.","I can do everything faster on my *laptop* than any Kindle, §iphone$, iPad, tablet or other device."
georgia,,michigan,P2492997858,True,"The five states that fully include gasoline in their sales tax base (California, Georgia, Illinois, Indiana, and Michigan) get a better score.","The five states that fully include gasoline in their sales tax base (California, <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, Illinois, Indiana, and <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>) get a better score.","The five states that fully include gasoline in their sales tax base (California, *georgia*, Illinois, Indiana, and §michigan$) get a better score."
milk,,beer,L1898563149,True,One of the better Milk / Sweet stouts from a brewery that does dark beer well.,"One of the better <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> / Sweet stouts from a brewery that does dark <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> well.",One of the better *milk* / Sweet stouts from a brewery that does dark §beer$ well.
wood,,cardboard,O2294086570,True,Start with a solid wood or cardboard base at least 3 feet square.,"Start with a solid <span style=""color: #9A14B2; font-weight: bold"">wood:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">cardboard:[OBJECT_B]</span> base at least 3 feet square.",Start with a solid *wood* or §cardboard$ base at least 3 feet square.
basketball,,hockey,Q2670913501,True,"There's Suns basketball and Coyotes hockey, and the downtown area has several solid restaurants and bars.","There's Suns <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> and Coyotes <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>, and the downtown area has several solid restaurants and bars.","There's Suns *basketball* and Coyotes §hockey$, and the downtown area has several solid restaurants and bars."
beer,,cider,O2266579681,True,Sort of tastes like a mediocre cider with a bit of beer added to it.,"Sort of tastes like a mediocre <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> with a bit of <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> added to it.",Sort of tastes like a mediocre *cider* with a bit of §beer$ added to it.
chocolate,,soda,P2497292762,True,The former owners had no soda or chocolate!! Old seats have seen better days!,"The former owners had no <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">chocolate:[OBJECT_B]</span>!! Old seats have seen better days!",The former owners had no *soda* or §chocolate$!! Old seats have seen better days!
amazon,,youtube,H1232414836,True,"In addition to EGOL's excellent comments, you will also have to compete with all the Amazon affiliates that sell your product, and even worse, they will create crappy ads on the web and Youtube showing your product.","In addition to EGOL's excellent comments, you will also have to compete with all the <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> affiliates that sell your product, and even worse, they will create crappy ads on the web and <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> showing your product.","In addition to EGOL's excellent comments, you will also have to compete with all the *amazon* affiliates that sell your product, and even worse, they will create crappy ads on the web and §youtube$ showing your product."
fox,,espn,H1211336539,True,IMO ESPN did a much better job with the broadcast of the nationwide race than FOX.,"IMO <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> did a much better job with the broadcast of the nationwide race than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span>.",IMO *espn* did a much better job with the broadcast of the nationwide race than §fox$.
harvard,,princeton,B253764471,True,And Harvard is a better school than Princeton.,"And <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> is a better school than <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span>.",And *harvard* is a better school than §princeton$.
beer,,cider,E559257013,True,"Decent for gluten free beer, but I think I'd rather have a cider.","Decent for gluten free <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, but I think I'd rather have a <span style=""color: #6CB219; font-weight: bold"">cider:[OBJECT_B]</span>.","Decent for gluten free *beer*, but I think I'd rather have a §cider$."
basketball,,volleyball,S3008458039,True,"Volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''","<span style=""color: #9A14B2; font-weight: bold"">volleyball:[OBJECT_A]</span> has helped me to see players in <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> better, and I have a better idea of what's happening.''","*volleyball* has helped me to see players in §basketball$ better, and I have a better idea of what's happening.''"
pizza,,steak,S3044797184,True,"We fared slightly better with their Steak Pizza (RM28++) which came with slices of roast beef, mushrooms and sun dried tomatoes.","We fared slightly better with their <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> (RM28++) which came with slices of roast beef, mushrooms and sun dried tomatoes.","We fared slightly better with their *steak* §pizza$ (RM28++) which came with slices of roast beef, mushrooms and sun dried tomatoes."
phone,,laptop,F766948365,True,"Fortunately, I got Verizon wireless broadband for my laptop today and it works OK from my uncle's farm, better than the cell phone, which works poorly.","Fortunately, I got Verizon wireless broadband for my <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span> today and it works OK from my uncle's farm, better than the cell <span style=""color: #6CB219; font-weight: bold"">phone:[OBJECT_B]</span>, which works poorly.","Fortunately, I got Verizon wireless broadband for my *laptop* today and it works OK from my uncle's farm, better than the cell §phone$, which works poorly."
google,,facebook,A102026242,True,7. Google Plus is evolving faster than Facebook,"7. <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> Plus is evolving faster than <span style=""color: #6CB219; font-weight: bold"">facebook:[OBJECT_B]</span>",7. *google* Plus is evolving faster than §facebook$
beer,,champagne,T3238012622,True,"You can also opt for the $15 bottomless Champagne, Mimosas or a decent selection of craft beer to suffice as your liquid brunch.","You can also opt for the $15 bottomless <span style=""color: #9A14B2; font-weight: bold"">champagne:[OBJECT_A]</span>, Mimosas or a decent selection of craft <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> to suffice as your liquid brunch.","You can also opt for the $15 bottomless *champagne*, Mimosas or a decent selection of craft §beer$ to suffice as your liquid brunch."
milk,,soda,J1580412054,True,"KDA_Defacto - --dish machine plate temperature 177.6F --food in freezer frozen solid --Peanut butter and jelly sandwiches in the dining area reach in cooler, 41F Polish sausages in the concession stand fridge, 39F soda pop in the concession stand Pepsi reach in cooler, 42.2F milk in the east walk in cooler, 40F sliced tomatoes in the west walk in cooler, 39F","KDA_Defacto - --dish machine plate temperature 177.6F --food in freezer frozen solid --Peanut butter and jelly sandwiches in the dining area reach in cooler, 41F Polish sausages in the concession stand fridge, 39F <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> pop in the concession stand Pepsi reach in cooler, 42.2F <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span> in the east walk in cooler, 40F sliced tomatoes in the west walk in cooler, 39F","KDA_Defacto - --dish machine plate temperature 177.6F --food in freezer frozen solid --Peanut butter and jelly sandwiches in the dining area reach in cooler, 41F Polish sausages in the concession stand fridge, 39F *soda* pop in the concession stand Pepsi reach in cooler, 42.2F §milk$ in the east walk in cooler, 40F sliced tomatoes in the west walk in cooler, 39F"
wii,,psp,S2953397456,True,"TV, VCR, DVD, Tube and solid state guitar & bass amps, Tube & solid state stereo equipment, Xbox 360, Sony PS/3, Sony PSP, Wii.","TV, VCR, DVD, Tube and solid state guitar & bass amps, Tube & solid state stereo equipment, Xbox 360, Sony PS/3, Sony <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span>.","TV, VCR, DVD, Tube and solid state guitar & bass amps, Tube & solid state stereo equipment, Xbox 360, Sony PS/3, Sony *psp*, §wii$."
carolina,,pennsylvania,E664902760,True,"Evaluation of Better Jobs, Better Care: Frontline Supervisor Survey, 2005-2007 [Iowa, North Carolina, Oregon, Pennsylvania, Vermont] (ICPSR 23000)","Evaluation of Better Jobs, Better Care: Frontline Supervisor Survey, 2005-2007 [Iowa, North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span>, Oregon, <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>, Vermont] (ICPSR 23000)","Evaluation of Better Jobs, Better Care: Frontline Supervisor Survey, 2005-2007 [Iowa, North *carolina*, Oregon, §pennsylvania$, Vermont] (ICPSR 23000)"
wood,,cement,D461049071,False,"Cement, asphalt, wood and concrete.","<span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span>, asphalt, <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span> and concrete.","*cement*, asphalt, §wood$ and concrete."
wii,,psp,T3234327181,True,"You are able to backup PS3, Xbox 360, Wii, Gamecube, PSP, Nintendo DS, Playstation, PS 1, PS2, Dreamcast, Online game Boy and GameBoy Superior online games!","You are able to backup PS3, Xbox 360, <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span>, Gamecube, <span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span>, Nintendo DS, Playstation, PS 1, PS2, Dreamcast, Online game Boy and GameBoy Superior online games!","You are able to backup PS3, Xbox 360, *wii*, Gamecube, §psp$, Nintendo DS, Playstation, PS 1, PS2, Dreamcast, Online game Boy and GameBoy Superior online games!"
georgia,,michigan,I1310886349,True,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like Georgia, Alabama or Mississippi than they are in Michigan.","In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, Alabama or Mississippi than they are in <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>.","In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like *georgia*, Alabama or Mississippi than they are in §michigan$."
suv,,minivan,A49255096,False,"$20....SUV...minivan?""","$20....<span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span>...<span style=""color: #6CB219; font-weight: bold"">minivan:[OBJECT_B]</span>?""","$20....*suv*...§minivan$?"""
california,,missouri,D440885670,False,"California, Missouri (From","<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> (From","*california*, §missouri$ (From"
tea,,juice,F751748828,True,"For me, green tea powder was more drying, though worked faster than lemon juice (diluted).","For me, green <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span> powder was more drying, though worked faster than lemon <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> (diluted).","For me, green *tea* powder was more drying, though worked faster than lemon §juice$ (diluted)."
fishing,,camping,S2958552650,True,Tyler and I made plans to have a small mancation for 2 days of solid fishing and camping.,"Tyler and I made plans to have a small mancation for 2 days of solid <span style=""color: #9A14B2; font-weight: bold"">fishing:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">camping:[OBJECT_B]</span>.",Tyler and I made plans to have a small mancation for 2 days of solid *fishing* and §camping$.
psp,,ps3,P2476165599,True,"The ESRB rated Metal Gear Solid yesterday for the PSP and PS3, thus spoiling Konami's surprise.","The ESRB rated Metal Gear Solid yesterday for the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span>, thus spoiling Konami's surprise.","The ESRB rated Metal Gear Solid yesterday for the *psp* and §ps3$, thus spoiling Konami's surprise."
beer,,cider,H1211509762,True,IMO making a terrific hard cider is WAY harder than making great beer.,"IMO making a terrific hard <span style=""color: #9A14B2; font-weight: bold"">cider:[OBJECT_A]</span> is WAY harder than making great <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>.",IMO making a terrific hard *cider* is WAY harder than making great §beer$.
metal,,stone,O2305298937,True,Stone is harder than metal.,"<span style=""color: #9A14B2; font-weight: bold"">stone:[OBJECT_A]</span> is harder than <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span>.",*stone* is harder than §metal$.
metal,,concrete,Q2719031436,True,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,"The specimens with solid <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> slabs carried higher load compared to those with <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> deck slabs.",The specimens with solid *concrete* slabs carried higher load compared to those with §metal$ deck slabs.
concrete,,wood,G899048369,True,"HercuWall® competes directly with both wood frame construction and concrete block, delivering superior results .","HercuWall® competes directly with both <span style=""color: #9A14B2; font-weight: bold"">wood:[OBJECT_A]</span> frame construction and <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> block, delivering superior results .","HercuWall® competes directly with both *wood* frame construction and §concrete$ block, delivering superior results ."
carolina,,missouri,J1434733494,True,"It's a good one that just got better with the recent addition Toby Jackson, who chose UCF over North Carolina, Baylor, Oklahoma State, Missouri, Ole Miss and others.""","It's a good one that just got better with the recent addition Toby Jackson, who chose UCF over North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span>, Baylor, Oklahoma State, <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span>, Ole Miss and others.""","It's a good one that just got better with the recent addition Toby Jackson, who chose UCF over North *carolina*, Baylor, Oklahoma State, §missouri$, Ole Miss and others."""
paint,,chalk,O2272304578,True,"Sounds like chalk paint would be much easier than stripping & refinishing, & transforms mundane vintage pieces into Pottery Barn chic.","Sounds like <span style=""color: #9A14B2; font-weight: bold"">chalk:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">paint:[OBJECT_B]</span> would be much easier than stripping & refinishing, & transforms mundane vintage pieces into Pottery Barn chic.","Sounds like *chalk* §paint$ would be much easier than stripping & refinishing, & transforms mundane vintage pieces into Pottery Barn chic."
suv,,jeep,A47733330,True,2014 Jeep® Grand Cherokee Revealed at NAIAS The most awarded SUV ever gets even better for 2014.,"2014 <span style=""color: #9A14B2; font-weight: bold"">jeep:[OBJECT_A]</span>® Grand Cherokee Revealed at NAIAS The most awarded <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span> ever gets even better for 2014.",2014 *jeep*® Grand Cherokee Revealed at NAIAS The most awarded §suv$ ever gets even better for 2014.
football,,lacrosse,I1388412150,True,"I think most thinking persons can agree that team handball, lacrosse, hockey (field and ice), and soccer/futbol/football are all superior sports to the basketball freakshow.","I think most thinking persons can agree that team handball, <span style=""color: #9A14B2; font-weight: bold"">lacrosse:[OBJECT_A]</span>, hockey (field and ice), and soccer/futbol/<span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> are all superior sports to the basketball freakshow.","I think most thinking persons can agree that team handball, *lacrosse*, hockey (field and ice), and soccer/futbol/§football$ are all superior sports to the basketball freakshow."
virginia,,georgia,S3005048842,True,"Virginia coach Tony Bennett said Georgia Tech is ""a better team"" this season.","<span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> coach Tony Bennett said <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> Tech is ""a better team"" this season.","*virginia* coach Tony Bennett said §georgia$ Tech is ""a better team"" this season."
ps2,,gamecube,Q2627693716,True,The PS2 is in a way better than the Gamecube: 1.,"The <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> is in a way better than the <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span>: 1.",The *ps2* is in a way better than the §gamecube$: 1.
football,,golf,M1938941903,True,Other fundraisers for the football team include the annual golf outing and the 3 on 3 Superior Shootout basketball tournament.,"Other fundraisers for the <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> team include the annual <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span> outing and the 3 on 3 Superior Shootout basketball tournament.",Other fundraisers for the *football* team include the annual §golf$ outing and the 3 on 3 Superior Shootout basketball tournament.
ps2,,gamecube,J1569608876,True,"Just disregard the PS2 and GameCube version, a completely different and inferior run-and-gun shooter that's best avoided.","Just disregard the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span> version, a completely different and inferior run-and-gun shooter that's best avoided.","Just disregard the *ps2* and §gamecube$ version, a completely different and inferior run-and-gun shooter that's best avoided."
amazon,,itunes,O2325445711,True,"Sure, gift cards are an old standby, and iTunes or Amazon are always solid options.","Sure, gift cards are an old standby, and <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> are always solid options.","Sure, gift cards are an old standby, and *itunes* or §amazon$ are always solid options."
suv,,jeep,G1014061707,True,"I am now tempted to buy a 2010 Jeep Patriot, the only SUV I can find with a manual transmission 4 cyl and decent fuel economy.","I am now tempted to buy a 2010 <span style=""color: #9A14B2; font-weight: bold"">jeep:[OBJECT_A]</span> Patriot, the only <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span> I can find with a manual transmission 4 cyl and decent fuel economy.","I am now tempted to buy a 2010 *jeep* Patriot, the only §suv$ I can find with a manual transmission 4 cyl and decent fuel economy."
steel,,timber,J1442886365,True,"It's best to prevent steel timber pads, any solid powdered or fluid cleaners or scouring pads.","It's best to prevent <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">timber:[OBJECT_B]</span> pads, any solid powdered or fluid cleaners or scouring pads.","It's best to prevent *steel* §timber$ pads, any solid powdered or fluid cleaners or scouring pads."
milk,,beer,S3098801912,True,We would keep a cooler for milk and juice (and beer ) and then eat cereal in the room.,"We would keep a cooler for <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> and juice (and <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> ) and then eat cereal in the room.",We would keep a cooler for *milk* and juice (and §beer$ ) and then eat cereal in the room.
juice,,soda,A145581008,False,Add soda or juice.,"Add <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>.",Add *soda* or §juice$.
google,,itunes,R2815971032,True,"This change has already started effecting users, many users of services such as iTunes had complained of much slower download speeds when using Google or Open DNS.","This change has already started effecting users, many users of services such as <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> had complained of much slower download speeds when using <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span> or Open DNS.","This change has already started effecting users, many users of services such as *itunes* had complained of much slower download speeds when using §google$ or Open DNS."
beer,,juice,A146657567,True,A decent fruit beer as it was not too sweet nor too juice-like.,"A decent fruit <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span> as it was not too sweet nor too <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>-like.",A decent fruit *beer* as it was not too sweet nor too §juice$-like.
laptop,,ipod,J1490828207,True,"It works as a phone, an iPod replacement, a video device, a game playing machine, a laptop alternative, a decent enough camera, a recorder, and a GPS.","It works as a phone, an <span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span> replacement, a video device, a game playing machine, a <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span> alternative, a decent enough camera, a recorder, and a GPS.","It works as a phone, an *ipod* replacement, a video device, a game playing machine, a §laptop$ alternative, a decent enough camera, a recorder, and a GPS."
golf,,tennis,J1450548975,True,It's hard to say whether tennis is harder to dominate than golf.,"It's hard to say whether <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is harder to dominate than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.",It's hard to say whether *tennis* is harder to dominate than §golf$.
bread,,pasta,Q2648225365,True,"Therefore, eating high carbohydrate foods (cereal, pancakes, bread, fruit, vegetables, pasta) on a daily basis can help you train harder.","Therefore, eating high carbohydrate foods (cereal, pancakes, <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, fruit, vegetables, <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span>) on a daily basis can help you train harder.","Therefore, eating high carbohydrate foods (cereal, pancakes, *bread*, fruit, vegetables, §pasta$) on a daily basis can help you train harder."
stanford,,mit,B210760594,True,"Already, my Berkeley and MIT essays feel better than my UCLA and Stanford ones.","Already, my Berkeley and <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> essays feel better than my UCLA and <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span> ones.","Already, my Berkeley and *mit* essays feel better than my UCLA and §stanford$ ones."
timber,,lumber,K1635380074,True,"Linteau/ Lintel: Use solid timber, a built up lumber beam, a laminated beam or box beam, or multiple poles sized for the weight the lintel will carry.","Linteau/ Lintel: Use solid <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span>, a built up <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span> beam, a laminated beam or box beam, or multiple poles sized for the weight the lintel will carry.","Linteau/ Lintel: Use solid *timber*, a built up §lumber$ beam, a laminated beam or box beam, or multiple poles sized for the weight the lintel will carry."
carolina,,missouri,O2273854017,True,South Carolina Gamecocks in Better Position than Missouri Tigers to Reach SEC Title Game?,"South <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> Gamecocks in Better Position than <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> Tigers to Reach SEC Title Game?",South *carolina* Gamecocks in Better Position than §missouri$ Tigers to Reach SEC Title Game?
milk,,juice,K1616511483,True,Lemon juice clabbers milk slower so it works better.,"Lemon <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> clabbers <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span> slower so it works better.",Lemon *juice* clabbers §milk$ slower so it works better.
basketball,,tennis,I1382197863,True,It helps basketball players jump higher and tennis players get to the ball faster.,"It helps <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> players jump higher and <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span> players get to the ball faster.",It helps *basketball* players jump higher and §tennis$ players get to the ball faster.
beer,,juice,E613742715,True,"Drinks were served out of the cooler: beer, coke, apple juice, southern Africa style.","Drinks were served out of the cooler: <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, coke, apple <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, southern Africa style.","Drinks were served out of the cooler: *beer*, coke, apple §juice$, southern Africa style."
