id	sentence	a	b	marker
M1939984717	Other performers include Carrie Underwood, Jack White, Taylor Swift and Miranda Lambert.	Swift	Miranda	False
N2234555546	So how do we generate the xml document based on our real data, stored in a database such SQLServer or Oracle, or even Microsoft Access?	Oracle	Microsoft Access	False
J1506554588	(I've seen it with Java to Ruby also, wasn't always better)	Java	Ruby	True
O2305272395	Stonefield Software's SDK version of Stonefield Query works with most database applications including: Oracle, Microsoft SQL Server, Microsoft Access, DB2, Sybase, MySQL, Pervasive, FoxPro, and more.	Oracle	Microsoft Access	False
J1436466224	Its alot lighter than Windows Vista and its performance is better than Windows XP; so things have improved.	Windows XP	Windows Vista	True
J1414453219	It is saving our time.It is faster than windows XP and windows Vista.	Windows XP	Windows Vista	True
M2001557473	Places where stack depth checks are needed are found by computing cycles in the call graph of the program.	Graph	Stack	False
H1073304912	If expert Java guys like Mike Clark, Bruce Tate (Better Faster Lighter), James Duncan Davidson (creator of Ant) and others are getting into Ruby, that says something.	Java	Ruby	True
O2342770112	Taylor Swift and Miranda Lambert).	Swift	Miranda	False
P2530009402	Their loyal and extensive client base includes well-known celebrities like Taylor Swift and Miranda Lambert, who appreciate the handcrafted artistry needed to construct every boot.	Swift	Miranda	False
E727542720	Fixed battery, no removable storage, terrible pricing, restrictive networking, inability to do simple things like download media files for offline viewing, zero root access capabilities, poor wifi range, poorer bluetooth range, no USB solution, midrange camera etc etc.	USB	Bluetooth	True
A144217977	Additionally, until OpenCL matures, CUDA is a better GPU computing alternative to what AMD offers, and PhysX can provide additional flexibility now that more titles are beginning to adopt it.	CUDA	OpenCL	True
K1720022837	Miranda Lambert has four nominations (two solo and two with Pistol Annies ) and Thompson Square, Taylor Swift, Jason Aldean, Lady Antebellum, Blake Shelton and Rascal Flatts each have three nominations.	Swift	Miranda	False
Q2627479350	The provide high quality drivers for Microsoft SQL Server, PostgreSQL, MySQL and several others, including Microsoft Access.	PostgreSQL	Microsoft SQL Server	False
O2321192233	Summary:  An Optimal Cache-Oblivious Priority Queue and its Application to Graph Algorithms Lars Arge Michael A. Bender Erik D. Demaine§ Dept. of Computer Science Dept. of Computer Science Lab. for Computer Science Duke University SUNY Stony Brook MIT large@cs.duke.edu	Graph	Queue	False
C355444693	As far as productivity apps, here is a list of what I use daily: vim, gedit, VirtualBox, KRDC (remote desktop), jEdit, SQLDeveloper, AppDesigner, JDeveloper, Eclipse, Fiddler, Wireshark, Pidgin, Thunderbird, Skype, Vonage, and most of all: Google search.	Eclipse	JDeveloper	False
N2130952762	Samsung Series 3 Chromebox specs: 1.9GHz Intel Celeron processor (dual-core); 16GB solid-state drive; Intel HD graphics; 4GB SDRAM; webcam; six USB ports; two DisplayPorts; DVI port; WiFi N; Bluetooth 3.0; Gigabit Ethernet; and Chrome OS.	USB	Ethernet	True
L1791484797	NetBeans since version 4 has been a better IDE for me than Eclipse (which I used to use exclusively).	Eclipse	NetBeans	True
L1756201640	Multitasking in iOS is very, very different (and less battery intensive) than in the old Windows Mobile.	Windows Mobile	iOS	False
F739260838	For CDEF instructions, the stack is processed for each data point on the graph.	Graph	Stack	False
M2078358263	Recommended Spec:  OS: Windows XP, WINDOWS VISTA , Windows 7 and Windows 8.  Processor: 2.4 GHz quad core or better  Video Card: DirectX 9 compatible with 768 MB video RAM or better (NVIDIA GeForce GTX 460 /  ATI Radeon HD 5850)  The Bethesda Blog also points out that the game is "enhanced" for 64-bit multi-core processors.	Windows XP	Windows Vista	True
J1567833318	Just as it's better to learn PHP or Perl rather than C/C++ if you're going to do server-side business.	PHP	Perl	True
S3002560617	Video Of The Year The Band Perry, "Better Dig Two" Lee Brice, "I Drive Your Truck" Miranda Lambert, "Mama's Broken Heart" Tim McGraw, Taylor Swift, Keith Urban, "The Highway Don't Care" Kacey Musgraves, "Blowin' Smoke" Carrie Underwood, "Two Black Cadillacs"	Swift	Miranda	False
F744905535	For example PostgreSQL often handles complex queries better while MySQL has power of multiple storage engines.	MySQL	PostgreSQL	True
K1720024992	Miranda Lambert Wants to Record With Taylor Swift and Carrie Underwood	Swift	Miranda	False
H1092839389	If the Arduino is near the computer, USB will work fine, but if the Arduino is some distance away Ethernet would work better.	USB	Ethernet	True
I1351420305	ISO 8859-1 as a repertoire is a subset of ISO/IEC 10646 ('Unicode').	Unicode	ISO 8859-1	False
E687653653	Expensive; no video inputs; sounds better on DVDs than music; terrible remote; network streaming is Ethernet only, not Wi-Fi; USB port of limited use.	USB	Ethernet	True
H1178068282	I liked NetBeans, but in the end I moved between Eclipse and JDeveloper now depending on what I am doing.	Eclipse	JDeveloper	False
O2307216026	Strait, who is retiring this year, beat out Luke Bryan, Miranda Lambert, Blake Shelton and Taylor Swift for the honor.	Swift	Miranda	False
L1791917236	net Support CPU Intel ® System , 10.4" Panel PC leverage best cost and performance ratio of Intel ® Ultra Low voltage AtomTM Z510 , Flash type II up to 32GB VGA Intel ® system Control Hub US15W US15W Integrated Graphics Ethernet , Four USB ports 2.5" SATA HDD Solid State Disk Power Adapter Inlet Intel ® AtomTM processor ...	USB	Ethernet	True
S3039458862	We develop your mobile applications for Apple (iOS), Android, Windows Mobile and Blackberry.	Windows Mobile	iOS	False
D488090180	Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, PHP, ASP, ASP.Net, SSI, Perl, Ruby, WML code faster and easier than ever,...	PHP	Perl	True
N2166046435	Several non-ASCII characters in 8-bit extended character sets, including the ISO-8859 series of character sets, define numeric codes for non-English/non-ASCII characters.	ASCII	ISO 8859:	False
S2992095687	UTF-16 and UTF-32 are both Unicode, and for some (many?, most?) applications, can be handled exactly the same.	Unicode	UTF-32	False
I1289539484	Installing Apache, mySQL, PHP and Perl (the main components of Uniform Server) are very easy if you have a distro with a decent package manager.	PHP	Perl	True
F856771530	Having said that, we still cover the ANSI standard plus the four most popular database - Oracle, Microsoft SQL Server, MySQL, and PostgreSQL.	PostgreSQL	Microsoft SQL Server	False
M1998400438	Piech said Oracle is supporting both IDEs because "there's a significant developer constituency that prefers the rich functionality available in JDeveloper, and others who have a stronger affinity to the open source world and the wide acceptance of Eclipse."	Eclipse	JDeveloper	False
T3258196986	You'll gain a much faster CPU, 2GB RAM, Gigabit Ethernet, Wi-Fi and Bluetooth,SPDIF, an IR receiver, and a RTC.	Ethernet	Bluetooth	True
E683254674	Examples include Microsoft Access, Microsoft SQL Server, Oracle, MySQL, Sybase, PostgreSQL.	Oracle	Microsoft Access	False
P2506069542	The good: High-resolution touch-screen display; speakerphone; solid call quality; integrated camera; plays video files; syncs with Microsoft Outlook via included USB docking station; Bluetooth and IR connectivity; world phone; wireless e-mail enabled; can view and edit attachments.	USB	Bluetooth	True
O2399606988	The American Idol star scooped Vocal Event of the Year for his performance of We Were Us, featuring Miranda Lambert, as well as Best Video for Highway Don't Care, also featuring Tim McGraw and Taylor Swift.	Swift	Miranda	False
I1276298826	In opensuse they had this bash hack called "zephyr".	Bash	Hack	False
B328704602	Approximately forty times faster than conventional USB 1.1 10/100M Ethernet on boardLets you easily connect ...	USB	Ethernet	True
S3041528416	We do not cover localization, internationalization, or multi byte character set issues other than some discussion of UTF-8 and UTF-EBCDIC .	UTF-8	EBCDIC	False
D488444184	cleanup Latin-1 (ISO 8859-1) characters encoded in 8-bit ASCII, Unicode	Unicode	ISO 8859-1	False
I1256545428	I never used bluetooth for anything with readers... it's much faster to take a USB cord and hook it up to your comp and your reader... but it's just me)))	USB	Bluetooth	True
K1688277232	Matz is a man with very strong opinions on Unicode, and he explained in detail how UTF-8, UTF-16 or UTF-32 was all far from being perfect.	Unicode	UTF-32	False
P2574887610	The newly released edition of the Joomla open source content management system now comes with a new search engine, and can use Microsoft SQL Server or PostGreSQL, in addition to MySQL.	PostgreSQL	Microsoft SQL Server	False
B327239030	Applications: Adobe Acrobat, Adobe Distiller, Adobe Illustrator, Adobe InDesign, Adobe PageMaker, Adobe Photoshop, Adobe Premiere, Eudora, Macromedia Dreamweaver, Macromedia Fireworks, Macromedia Flash, Microsoft Access, Microsoft Excel, Microsoft Exchange Server, Microsoft Outlook, Microsoft Outlook Express, Microsoft Word, Oracle, Peachtree, Perl, PHP, QuickBooks, Quicken, Routers, Telnet, Visual Studio, VPN, Windows Media Player, Wireless Networking,	Oracle	Microsoft Access	False
N2144694594	search is 1000x+ times faster), but although I have moderate DB experience it is tough to tell just how my database features compare to the likes of MySQL, PostgreSQL, Oracle, etc..	Oracle	MySQL	True
T3161054543	While many users feel postgreSQL is a better database, MySQL is more widely used and is easier for first time users (since there are many integrated packages that use it).	MySQL	PostgreSQL	True
D550485418	Database Environment: Other network-based DBMS, Oracle, MySQL, Microsoft SQL Server, IBM DB2, ODBC, JDBC, Berkeley/Sleepycat/Gdbm (DBM), Microsoft Access, Other file-based DBMS, Flat-file, PostgreSQL (pgsql), SQLite, Sybase	Oracle	Microsoft Access	False
O2421202672	"The book is not focused on databases and SQL from a specific vendor, but gives great data and comparisons of commands and queries using ANSI SQL (SQL2003, aka SQL3) and then adjusting as needed for MySQL 5.1, Oracle 11g, PostgreSQL 8.2.1, and Microsoft SQL Server 2008.	PostgreSQL	Microsoft SQL Server	False
K1690279946	Maybe, but that's still $100 more than Visual Studio express which is far superior, or $100 more than Eclipse, Netbeans and so forth, which are again no worse, and allow you to build apps for Symbian or Android handsets.	Eclipse	NetBeans	True
D550505173	Database Oracle, SQL Server, Microsoft Access	Oracle	Microsoft Access	False
D527884718	Couldnt hack it with adults so you resort to talk about and bash kids!	Bash	Hack	False
Q2672544855	The result is that Java now has development riches equal to and often better than Microsoft Visual Studio.	Visual Studio	Microsoft Visual Studio	True
L1835492145	Not only is he on the road with Taylor Swift (and later Miranda Lambert ), but he's also taken the time to tweet back at almost everyone of Taylor's fans that have flooded him with messages.	Swift	Miranda	False
H1232544704	In addition to having experience with products like Microsoft Access, Microsoft Excel and Crystal Reports, we also have consultants that program in all the modern languages such as .NET, SQL and Oracle.	Oracle	Microsoft Access	False
L1753403172	MS SQL Server, MySQL (provided it is configured to use the Oracle InnoDB storage engine instead of the legacy MyISAM engine), or PostgreSQL are all far superior in terms of scalability, reliability, and data integrity.	Oracle	MySQL	True
T3176038075	Why make it harder on yourself by using such an advanced language as perl when you can have an easier and more successful time with php.	PHP	Perl	True
T3251625353	You get mini PCI Express 2.0 plus USB 2.0 with an included dual-band 2.4GHz / 5GHz Wi-Fi 802.11ac and Bluetooth 4.0 module, powered by ASUS-exclusive Wi-Fi GO! Remote and Wi-Fi Engine, which maximize performance for better experiences.	USB	Bluetooth	True
L1837130397	Not so Perl or PHP, where those kind of problems can be left to the the underlying interpreter, allowing you to build the API faster than you could with J2EE or .NET	PHP	Perl	True
B326311834	Apple iOS support will be added to the current support of Android and Windows Mobile.	Windows Mobile	iOS	False
L1863464516	ODBC data-source definitions encapsulate all the information necessary for a client application such as an Oracle Access Manager server or Crystal Reports to connect with ODBC 3.0-compatible databases formatted for SQL Server or Microsoft Access (.MCPO).	Oracle	Microsoft Access	False
M2019268502	Port & starboard consoles w/walk-thru windshield, cooler, UPGRADED hydraulic steering & NEW Bluetooth®-capable AM/FM stereo w/MP3 & USB ports	USB	Bluetooth	True
M1926885017	Oracle exec defends mySQL deal, shows off "much faster" version	Oracle	MySQL	True
D453725235	Carpc: -CPU inclusief VIA C7D 1.5Ghz & CPU Cooler onboard -Harde schijf 80GB 2.5in S-ATA 5400rpm 8MB -Memory 1gig corsair DDR2 -Optical drive Combo DVD/CDRW Tray Slimline black -MT ATX DC-DC ATX power12 Volt/160 Watt -USB GPS Globalsat BR353 SIRF III GPS receiver -Belkin bluetooth stick (for gsm qtek9100) -Lilliput 7 inch tochscreen	USB	Bluetooth	True
S2995023433	Vantec has recently announced an exciting new product to combat my woes offering both a three port USB 3.0 hub with an additional Gigabit Ethernet port, making this a solid all-in-one solution.	USB	Ethernet	True
D521934585	Conversion in either direction between UTF-16 encoded std::u16string and UTF-32 encoded std::u32string is safe because it is defined by the Unicode Consortium and ISO/IEC 10646 as unambiguous and lossless.	Unicode	UTF-32	False
L1757845819	Music Video of the Year: Female Sara Evans, 'My Heart Can't Tell You No' Miranda Lambert, 'Over You' Martina McBride, 'I'm Gonna Love You Through It' Taylor Swift, 'Ours' Carrie Underwood, 'Good Girl'	Swift	Miranda	False
D531973433	... C#) quickly from a Microsoft Access, SQL Server, MySQL , PostgresSQL, Oracle or other ODBC Data Source.	Oracle	Microsoft Access	False
F785916071	From Vaccuum Tubes, to Transistors, to Integrated Circuits, to Solid State Ram, to Winchester disks, to Liquid Crystal and LED displays, to Ethernet, to Wifi and bluetooth.	Ethernet	Bluetooth	True
S2995707026	Various standards such as UTF-8 , UTF-16 , and UTF-32 are based on Unicode and allow the characters to be stored in different formats depending on whether the characters need to be compacted into a small memory space, or quickly accessible.	Unicode	UTF-32	False
Q2687766810	The SBCL implementation of Lisp is on par with Java 6 Server and is significantly faster than Ruby or Python.	Java	Ruby	True
J1553124934	Job description: ...communication libraries Experience in location-based and motion-based application capabilities Deep understanding in Objective-C Cocoa and Swift Deep understanding in Java and the Android SDK Experience with MVC applications on...	Java	Swift	False
H1097034094	if there is an easy way to do that using limits and offsets let me know.. I'm trying to make a dictionary page that finds a word and prints nearby words (in mysql) - while reading up on it I found the oracle rownum stuff and decided it would be easier with that.	Oracle	MySQL	True
D410637663	But that's not the (only) reason Eclipse is a memory hog as other Java based IDEs (NetBeans and IntelliJ come to mind) manage to do much better on the same system.	Eclipse	NetBeans	True
D524543116	Core and media encryption for Symbian, iOS and Windows Mobile 6.x.	Windows Mobile	iOS	False
L1838217435	Not that I don't respect Carrie Underwood or admire Taylor Swift, the stylings of Miranda are needed right now.	Swift	Miranda	False
P2568525105	The MySQL and PostgreSQL versions make use of Prepared Statements, which means that recurring calls to the same query signature are faster than having to plan the entire query every time.	MySQL	PostgreSQL	True
S2970314430	Unicode in use are UTF-16, UTF-8, and (less frequently) UTF-32.	Unicode	UTF-32	False
P2573347607	The network connectivity devices 492 may take the form of modems, modem banks, ethernet cards, universal serial bus (USB) interface cards, serial interfaces, token ring cards, fiber distributed data interface (FDDI) cards, wireless local area network (WLAN) cards, radio transceiver cards such as Global System for Mobile Communications (GSM) radio transceiver cards, and other well-known network devices.	USB	Token ring	False
J1502116279	I've got a small Oracle database using Microsoft Access to enter the data, view reports.	Oracle	Microsoft Access	False
I1312688715	In the second cycle, S7, S6, S5, and S4 are ready for the next reduction, but S3, S2, S1, and S0 still are on the hook, meaning that the latter FIFOs are going to grow at a faster rate:	S2	S3	True
M1923711510	OpenCL (and CUDA, etc) are easier to work with but also don't prevent you from doing things that would have a negative impact on performance (namely, state changes, sparse operations, etc).	CUDA	OpenCL	True
S2992096830	UTF-32 is the simplest Unicode encoding form.	Unicode	UTF-32	False
B220527198	Also, we won't need SQL anymore: common languages, such as Python, Ruby, Java or C# are enough, and deal with data (collections, dictionaries) in an easier and more effective way.	Java	Ruby	True
M1988307290	Perl is already faster than Python and (much faster than) Ruby, and competes well with Java.	Java	Ruby	True
J1580113602	Kay's observation "Once you have something that grows faster than education grows, you're always going to get a pop culture" struck a chord in me, in formulating why Perl, PHP, Java and mostly any other lesser weasel so easily and seemingly randomly get wide spread and recognized at the expense of better options, that are almost always on offer.	PHP	Perl	True
E706627871	FIG. 12 is a plot showing the layer thickness profile of a multilayer thick film stack capable of producing the graph of FIG.	Graph	Stack	False
E650060141	Employers can sift through potential candidates, but rather than relying on a stack of resumes they can gain insight into a candidate based on their social graph.	Graph	Stack	False
A123916766	Accessing different types of databases (for example, dBase, Paradox, text, CSV, Interbase, Firebird, Microsoft Access, Microsoft Excel, Oracle, SQL Server).	Oracle	Microsoft Access	False
E589313097	divx n xvid format playback which is compatible with almost all pc video formats, usb cable included to hook up to pc aswell as bluetooth and sat nav, Internet browser which you can also use to hook up to your laptop to use as a modem and the speed is faster than a broadband dongle.	USB	Bluetooth	True
P2558065041	The menu includes grilled Monsoon veggie dumplings ($5.95), Chatty Bowl noodles in garlic-satay sauce ($14.95), and entrees such as Rice Paper pad thai ($15.95) and Ruby and Jade curry ($16.95).	Curry	Ruby	False
I1243654523	In case that's not enough, a few more ideas: use them to make patterns count the lids stack and compare towers graph with them make a batch of playdough and use the lids as stamps, monster eyes, wheels, etc.	Graph	Stack	False
M2032801262	Previously announced performers include co-hosts Brad Paisley and Carrie Underwood, along with Brooks & Dunn, Kenny Chesney, Alan Jackson, Miranda Lambert, George Strait, Sugarland, Taylor Swift and Keith Urban.	Swift	Miranda	False
F751334314	For maple-coated pecans: Place large piece of foil on work surface.	Maple	FOIL	False
B338691567	Arge, L., Bender, M.A., Demaine, E.D., Holland-Minkley, B., Munro, J.I.: Cache-oblivious priority queue and graph algorithm applications.	Graph	Queue	False
L1866956704	Of course that Netbeans is slower than Eclipse because it uses Swing!!!.	Eclipse	NetBeans	True
O2293311974	Starting java application (eclipse, netbeans, OpenOffice, ...) with only WindowMaker is at least three three faster then "KDE 3.1".	Eclipse	NetBeans	True
J1432001116	It runs the same as it does on Windows XP and faster than it runs on Windows Vista.	Windows XP	Windows Vista	True
Q2664311721	There's a bit of bitterness to it, but to me this is a nice foil for the sweetness of the maple.	Maple	FOIL	False
J1435229778	It's a home video of Taylor Swift at a Christmas party singing Miranda Lambert's song "Gunpowder & Lead" .	Swift	Miranda	False
J1498475750	I've aquired a vast skillset over the years including Swift, C, Java, Spritekit, Objective C, Unity3d, C Sharp, Graphic Design, HTML, CSS, SCRUM Management and many more programming technologies.	Java	Swift	False
S3075887905	We propose a significantly faster algorithm, which additionally maintains the so-called nearest neighbor graph, due to which the priority queue size and processing time are drastically reduced.	Graph	Queue	False
T3203634366	With this series, the Roku 2 XS is clearly superior to the lower-end models, if only for its Bluetooth remote and USB support.	USB	Bluetooth	True
Q2686460089	The same is true for the first 256 code point values of Unicode compared to ISO 8859-1 (Latin-1) which itself is a direct superset of US-ASCII.	Unicode	ISO 8859-1	False
D531886039	CPU: 2.0 GHz Intel or equivalent AMD processor RAM: 1 GB RAM VGA: Nvidia Geforce 7600 Series, ATI Radeon X1600 graphics card or better OS: Microsoft Windows XP, Windows Vista or Windows 7 HDD: 2 GB free hard drive space	Windows XP	Windows Vista	True
T3184407012	Windows: 1.5 GHz Pentium 4 or Celeron compatible CPU or faster (multicore CPU recommended), 1 GB RAM (2 GB recommended), Windows XP or Windows Vista, Windows compatible sound card (ASIO driver support recommended), DVD-ROM drive, QuickTime recommended.	Windows XP	Windows Vista	True
J1553115266	Job description: ...2+ years designing and implementing iOS applications on both iPad and iPhone 2+ years programming in any of: C C++ , Ruby, Python, Java Solid working knowledge of the Objective-C language Some familiarity with the Swift language...	Java	Swift	False
N2130834503	- Samsung Galaxy S3 included a Pentile screen that is worse than HTC One X or Galaxy S2. - Galaxy Nexus shows colours yellowed.	S2	S3	True
A23787046	13C is a graph of transmission coefficient versus light wavelength for the anti-reflection stack;	Graph	Stack	False
S3055773210	We hosted 1A boys in Herbert (commissoner Tracy Miller), 3A girls in Maple Creek (commissioner Todd Anaka) and 4A boys in Swift Current (commissioner Adam Jackson).	Swift	Maple	False
R2788998336	They may use (for example) ASCII, 8-bit (UCS)/Unicode Transformation Format UTF-8 15 , UTF-16 (which may be little-endian or big-endian), a locale-specific encoding, or even EBCDIC.	UTF-8	EBCDIC	False
G1031389007	I can't justify spending 10,000$ on software to be faster when a 5,000$ disk array + MySQL or PostgreSQL is much more cost effective.	MySQL	PostgreSQL	True
A136802926	Activate Search agents based on keywords provided by a user; Prune the agent results (ignoring anything assessed by the analysis tools 120 as being of low relevance to the search) and store the agent result node references in the Priority Queue; Put each search result on the graph as a node connected to the centre node by a line of length inversely proportional to the relevance of the node (the shorter the line, the more relevant);	Graph	Queue	False
R2941668216	Transparent Bridging Source-Route Bridging Token Ring Inter-Switch Link Remote Source-Route Bridging DLSw+ STUN and BSTUN LLC2 and SDLC IBM Network Media Translation DSPU and SNA Service Point SNA Frame Relay Access Support APPN Cisco Database Connection NCIA Client/Server Topologies Cisco Mainframe Channel Connection Airline Product Set	Frame relay	Token ring	False
M1926965750	Oracle to PostgreSQL is generally easier than the other direction, IMO.	Oracle	PostgreSQL	True
D530946994	Coverity report showed the number of bugs per lines of code which was 10x better than Mysql which was 10x better than Oracle	Oracle	MySQL	True
Q2657252498	There is no doubt, Windows 7 is a substantially better Operating System than Windows Vista and Windows XP, but it is not without it's peculiarities.	Windows XP	Windows Vista	True
P2480976624	The fact Paul relies on it so whole-heartedly to bash Apple (and you guys criticize me for mentioning Apple on a Windows site?) just proves he is not a journalist and is a Dvorak-esque hack who writes from emotion and not technical knowledge.	Bash	Hack	False
K1718960290	Minimum Requirements (Subject to change over the course of the beta) CPU: Dual core CPU @ 2GHz (Pentium D or better) RAM: 1GB RAM VGA: NVIDIA 6800, 7600, 7800, 8xxx or better, ATI 1950 or better DX: DirectX 9.0c OS: Windows XP, Windows Vista or Windows 7 HDD: 2GB of free hard disk space Sound: 100% DirectX 9.0c compatible Audio Device	Windows XP	Windows Vista	True
E712129736	Figure 8. Expression queue statistics history graph	Graph	Queue	False
I1398279249	It includes support for Sybase, PostgreSQL 7.3, and improves Microsoft SQL Server support.	PostgreSQL	Microsoft SQL Server	False
O2325987905	Surely it would be better to just let people use existing USB and bluetooth controllers with a phone or tablet, like you can on Android devices?	USB	Bluetooth	True
H1091609068	If Sun did not buy MySQL things would only get worse IBM runs on all operating systems including Windows same thing with Oracle and SQL Server runs only on Windows.	Oracle	MySQL	True
O2401440255	The anode stack is positioned horizontally in order to correlate with the distance axis (x-axis) on the graph of	Graph	Stack	False
C381073688	As the Software Engineer (SWIFT, FIX, Messaging, Java) you will have the following attributes:	Java	Swift	False
Q2706085086	These services can be subsequently consumed through Oracle JDeveloper, Eclipse, or VS .Net.	Eclipse	JDeveloper	False
S2987953021	us non geek users (11:22am EST Thu Jun 07 2001) hello no im not a linux user "but tryed it" and i can't write hack programs or script other than A batch file in dos. it sounds to me that you all bash the domminate user of a computer system.	Bash	Hack	False
M1926906842	Oracle is also suggesting that scalability here means that MySQL 5.6 RC has now been engineered to use more processing power across more cores and so work faster and this is why we hear the term "optimisation" so often.	Oracle	MySQL	True
M2032800746	Previously announced Grammy performers include Dierks Bentley , Miranda Lambert , The Black Keys, Fun., The Lumineers, Mumford & Sons, Frank Ocean , Taylor Swift , Carrie Underwood , Jack White , Elton John , Ed Sheeran , Alicia Keys , Justin Timberlake and Maroon 5.	Swift	Miranda	False
R2811148688	This applies to those backends which support RETURNING or a compatible construct, including Postgresql, Firebird, Oracle, Microsoft SQL Server.	Firebird	Microsoft SQL Server	False
M2011565523	Plus ( I hope the Eclipse people don't get mad :-h) NetBeans looks better !	Eclipse	NetBeans	True
T3129955952	When I started learning about Ruby on Rails, it was eye-opening, and it showed me that Java programmers desperately need a better approach to scaffolding.	Java	Ruby	True
M1996509273	PhpWiki supports MySQL, PostgreSQL, Microsoft SQL Server, Oracle 8, Firebird (with PHP 5's PDO) and later version of Oracle (with PDO).	Firebird	Microsoft SQL Server	False
D516662596	Cons No bluetooth (but added a USB nano and it works perfectly) A fair amount of bloatware installed Speakers are decent but not loud Default power savings schemes are a bit too aggressive No DVD drive	USB	Bluetooth	True
K1720023638	Miranda Lambert Martina McBride LeAnn Rimes Taylor Swift Carrie Underwood	Swift	Miranda	False
C343362994	Artists appearing include: Trace Adkins, Rodney Atkins, Billy Ray Cyrus, Faith Hill, Alan Jackson, Jewel, Miranda Lambert, Kellie Pickler, Sugarland, Taylor Swift, Josh Turner, Carrie Underwood, and Dwight Yoakam.	Swift	Miranda	False
O2342786975	Taylor Swift, The Band Perry, Jason Aldean, Miranda Lambert and Blake Shelton were among the evening's big winners at the 45th Annual Country Music Association Awards, held Wednesday (Nov.	Swift	Miranda	False
F737415082	For an application like FeedLounge, the faster counting and smaller row size of PostgreSQL are compelling reasons to use it instead of MySQL with InnoDB tables.	MySQL	PostgreSQL	True
P2559349624	The method of claim 3 wherein said positioning step comprises positioning an electrode on each of said S2 and S3 sacral nerves, said superior somatic nerve and said inferior somatic nerve.	S2	S3	True
S2998450413	Version 1.0 features easier installation, enhanceddocumentation and tutorials, tag library support, compatibility withLinux, Solaris, Windows NT/2000, and Mac OS X, support for moreapplication servers including BEA WebLogic, IBM WebSphere, BorlandAppServer and Tomcat, as well as support for databases including Oracle8i, Microsoft SQL Server, IBM DB/2 and PostgreSQL.	PostgreSQL	Microsoft SQL Server	False
B254417332	And hence we'd all likely be better off if there weren't Eclipse and NetBeans but just one that we all worked on together.	Eclipse	NetBeans	True
C364815338	As I understand it, C# is faster than Java, Python, Perl, Ruby, PHP, etc. C# is lot easier and friendlier to code in than C, C++, Objective-C.	Java	Ruby	True
Q2688296865	The schema manager 1058 captures 1802 , 1102 database schema from multiple relational data sources, such as the Microsoft Access 1804 , Microsoft SQL Server 1802 , and Oracle 1808 servers, by way of example.	Oracle	Microsoft Access	False
D496125239	CodeSMART 2009 for VS.NET is an add-in for Microsoft Visual Studio .NET that can locate the code more faster , can boost applications , protect from errors and many more.	Visual Studio	Microsoft Visual Studio	True
B270251027	And of course, Windows phones, which are all running IE for the Windows mobile iOS?	Windows Mobile	iOS	False
T3122033445	When asked if Oracle is doing a better job with MySQL than he did, Mickos said, "I would tend to think I was a wonderful CEO and I did everything absolutely right.	Oracle	MySQL	True
N2124725224	S1(S2) and S4(S3) are symmetric with respect to the CW pump. Figure 22(b) shows the spectrum after four-channel data exchange in the presence of CW pump (solid curve).	S2	S3	True
J1490971672	It works only with ios and android at this moment but we will work for windows mobile version soon.	Windows Mobile	iOS	False
I1375860183	It features a graphical display with a navigational menu interface, real time clock, audible alarm, USB host connectivity, faster print speed, and optional wireless LAN and Bluetooth communications.	USB	Bluetooth	True
F742437169	For example, as shown in FIG. 1, the SMP system 100 (as a router), may include one or more interface devices 12 such as Ethemet (port EO), Fast Ethemet (port E 1 ), Token Ring (port To 0 ), Serial Connection (port S 0 ), ATM (port S 1 ), Frame Relay (port S 2 ), and similar data communications interfaces.	Frame relay	Token ring	False
Q2623710730	The process may flow to block 810 , where the shadow stack or the call graph may be updated based on the received event.	Graph	Stack	False
E580291429	Did you consider PHP to be more superior to Perl?	PHP	Perl	True
E703501015	Female Vocalist Of The Year Miranda Lambert Martina McBride Reba McEntire Taylor Swift Carrie Underwood	Swift	Miranda	False
N2230350455	So do these slower processors work better with BlackBerry OS versus Windows Mobile, Android, or iOS?	Windows Mobile	iOS	False
O2331711233	Synchronize & View, Update, Manage Microsoft Access, Excel, Oracle, Foxpro, dBase or any ODBC enabled database with Smartphone.	Oracle	Microsoft Access	False
Q2747149067	The two USB ports limit the amount of peripherals you can connect; there is no Bluetooth for wirelessly sharing files; you only get 2GB of memory as standard and even the fixed Ethernet connectivity uses the older and slower 10/100 standard.	USB	Ethernet	True
I1319243769	In this sense, Ruby is much better (and C++ is better at it than Java, though C++ has the disadvantage of more compile- time code-size blowup).	Java	Ruby	True
T3160845808	While lots of people do write good, clean code in Perl, it is easier, on an average, to mess up in Perl than Java/Python/Ruby.	Java	Ruby	True
S3057014535	We just don't know which blonde! Carrie Underwood , Miranda Lambert and Taylor Swift have all had phenomenal years, as has brunette beauty Martina McBride , but we're guessing the former three are the toughest contenders.	Swift	Miranda	False
I1405464194	It is easier on Eclipse than NetBeans.	Eclipse	NetBeans	True
G974324986	However, I'd also like to say that there are dozens of Linux distributions that are not extremely difficult to install, and in fact, I'd rate them as easy or even easier than taking a CD or DVD and installing Windows XP or Windows Vista, and I mean it!	Windows XP	Windows Vista	True
E700473210	Featuring clear examples using both Microsoft Access and Oracle, Databases: A Beginner's Guide begins by showing you how to use Structured Query Language (SQL) to create and access database objects.	Oracle	Microsoft Access	False
