id	sentence	a	b	without_marker
G902976818	Here is a sheep eye showing the exit of the optic nerve Retina is white film black is pigment epithelium Tapetum gives eye glow reflecting light back through retina increases sensitivity for nocturnal vision An albino eye cut around the orbit is better for showing ciliary muscle Here is the	Exit	Orbit	False
E666183146	Even better, Kirn plays a co-starring role in the book, which charts how he was drawn into the orbit of the master con man who called himself Clark Rockefeller .	Master	Orbit	False
H1070145840	If Dawn had been targeted to a destination closer to the sun than Earth, the same amount of thrusting would have helped it speed up to descend the hill, dropping into a lower solar orbit, where it would have to zip around the gravitational master of the solar system faster than Earth.	Master	Orbit	False
R2922844846	To master nothing less than all human knowledge was for my ambition--or, had I better say, for my conceit?--no more than the preliminary to swinging the earth out of its orbit and readjusting, while improving upon, the creator's work.	Master	Orbit	False
O2323345767	Superior Court Judge Sharon Gleason found Seattle-based Trident Seafoods Inc. liable for injuries inflicted on Ben Darling at its Akutan plant in 1997.	Trident	Judge	False
Q2646012987	The recent announcement at the American Astronomical Society "dramatically increases the possibility of finding Earth-sized, extra-solar planets, or 'exoplanets' which orbit the cooler M dwarf starts" .	Extra	Orbit	False
P2589529360	THEN, you have the extra delta-V of getting whatever was useful on the rock back to geosync orbit is even harder.	Extra	Orbit	False
K1663041239	Magnetic resonance imaging showed an extra-axial dural-based mass in right frontal lobe with calvarium and soft tissue extension to the right superior orbit.	Extra	Orbit	False
H1080491905	If it gets an extra kick, the orbit becomes a hyperbola, with an eccentricity greater than one, and the comet is moving faster than escape velocity.	Extra	Orbit	False
Q2680620572	There would be extra living space, more scientific payload and it would be easier to insert into Mars orbit at the other end.	Extra	Orbit	False
B298292724	"An extra solid-state motor pushes the spacecraft further out of low-Earth orbit where the Pegasus launch vehicle leaves it."	Extra	Orbit	False
Q2716495025	The solid rocket boosters (SRBs), one attached to each side of the main rocket, give the spacecraft that extra push it needs to achieve orbit.	Extra	Orbit	False
K1655875259	(lst_do_strip_mine_loop): Extra parameter +for the stride.	Extra	Stride	True
H1189440399	I love the room for extra stride length!	Extra	Stride	True
I1376884187	It gave Bubba an extra pep in his stride.	Extra	Stride	True
M2017024416	Polyurethane outsole provides extra cushioning for a comfortable stride.	Extra	Stride	True
O2308453846	Stretch out your stride on this extra-long deck.	Extra	Stride	True
T3278173217	You've got that extra half a centimetre in the stride.	Extra	Stride	True
T3146855026	When you take that extra shift in stride, we'll notice.	Extra	Stride	True
B279298451	And the extra weight reduces quick stride frequency.	Extra	Stride	True
K1594166242	Kreis said he's taking the extra complications all in stride.	Extra	Stride	True
L1803031754	Nice mover huge stride and has a extra adorable jump.	Extra	Stride	True
S2982201180	use BITMAPINFOHEADER::biWidth as stride without extra alignment calculation.	Extra	Stride	True
G1043171452	I did note that he had an extra long stride.	Extra	Stride	True
P2480077538	The extra stimulation interrupted his stride and he stopped briefly.	Extra	Stride	True
E690262823	Extra clothing gets in the way of the stride.	Extra	Stride	True
B257767933	And if someone blows a bubble in my azz the better use Juicy Fruit cause Big Red burns...so I've heard.	Juicy Fruit	Big Red	False
R2862967269	This project allowed me to better understand the operation flow of an Intel Assembly and Test facility in detail and equipped me with fundamentals of operational excellence as seen in a manufacturing powerhouse such as Intel.	Excellence	Powerhouse	True
E618953701	Due to the growth in numbers and excellence in the in-house side of the profession, without a sea change in product offerings the seesaw will continue to tip and commercial teams in law firms will continue to become the ever poorer cousins of the corporate powerhouse departments.	Excellence	Powerhouse	True
H1150643592	I have never experienced such a high level of commitment to excellence from Payday creators Bo and Ulf Andersson, to the rock-solid input of game director David Goldfarb, and the combined efforts of the powerhouse global teams at 505 Games, Starbreeze, Overkill, Solaris, Equilibrium and Lightstone.	Excellence	Powerhouse	True
M2041540268	Prof's insistence on excellence, his innovative approach, and most of all, his own example inspired several years' of students to try harder and dream bigger.	Dream	Excellence	False
R2874884332	This University has a 30-year history of helping young people achieve the dream of a solid education through excellence in all disciplines.	Dream	Excellence	False
P2471386381	The educated elites The pen-armed robbers Worse than the white colonizers Worse and the worst Our leaders Killers of the dream In our postcolony Our moment of excellence In the postcolony Is their monument of greed	Dream	Excellence	False
H1236833846	In an age when prosthetics are becoming better and athletes in the Paralympics dream of competing in the Olympics, Morgan is entertaining thoughts of athletic excellence again.	Dream	Excellence	False
I1250218811	Indeed, we are better people by having had the opportunity of being exposed to your shining evidence of excellence in the pursuit of a dream.	Dream	Excellence	False
E683822853	EXCELLENCE is achieved by those who CARE more than others think they should, RISK more than others think is safe, DREAM more than others think is practical, and TRY HARDER than others think is necessary.	Dream	Excellence	False
N2176147432	She felt that she was dozing off, and had just begun to dream that she was walking hand in hand with Dinah, and saying to her very earnestly, "because of its superior excellence."	Dream	Excellence	False
J1568002416	Just as Old Main symbolized dedication to a vision and a dream for the University's founders, induction into the Society appreciates the extended margin of excellence members have made to meet the challenges of being a superior higher education institution.	Dream	Excellence	False
E631387467	Each year it brings our two cities together along with Kyoto and fosters better relations between the United States, Mexico and Japan and inspires the region's youth to dream big and aspire to excellence.	Dream	Excellence	False
H1176985492	"I learned how to network with professionals better, and it gave me the confidence to pursue my dream," said the 29-year-old from West Philly, who last January started Excellence Endeavors, an event-planning company.	Dream	Excellence	False
L1869088009	OFFERED: Personal Excellence and Growth Meetup - Whether your dream is to be financially free, lose 10 kilos, or build better relationships, you can create your own personal plan to help you achieve it, step-by-step.	Dream	Excellence	False
I1396662060	I thought I would share it with you all EXCELLENCE is achieved by those who CARE more than others think they should, RISK more than others think is safe, DREAM more than others think is practical, and TRY HARDER than others think is necessary.	Dream	Excellence	False
D533625776	Created to recognize excellence in Science Fiction, Fantasy, Adventure and Horror in electronically published books, the bigger and better than ever, second annual Dream Realm Awards 2001 contest will again be a part of the UncommonCon in Dallas, Texas, November 23-25, 2001.	Dream	Excellence	False
F764901398	For this reason I started Excellence Media, a professional editing and publishing firm dealing with better-yourself-materials. Through this company I have formed important links with many budding writers and assisted them to realise their dream of seeing their works on print.	Dream	Excellence	False
P2551580191	"The main reason I accepted (the board position) was because I wanted to see Southwestern become known as a place where students experience God's presence and leading in their lives," says Watts. "My dream is that in the next five years Southwestern will become better known as a place with a vibrant Christian spirit and a place of academic excellence."	Dream	Excellence	False
Q2645228822	The reasons for this paradigm shift in software distribution are simple: if users must pay to purchase or to distribute software, then developers will have a strong monetary incentive to create better products, and so will trend to excellence-it's the American dream and the very heart of capitalism.	Dream	Excellence	False
T3163393695	While "Teen Dream" doesn't reinvent the wheel - Beach House's sound is heavily rooted in slowcore's past, with a nod or two toward the Cocteau Twins  - that record's followup, "Bloom," is a sequel of a "Godfather Part II" level - it matches its predecessor's excellence while potentially offering a piece of work that is arguably better.	Dream	Excellence	False
J1538492542	Iziko Museums of South Africa will continue to honour the legacy of our beloved Madiba, inspired by our vision of " African Museums of Excellence that empower and inspire all people to celebrate and respect our diverse heritage" and Mandela's dream of a creating a better life for all.	Dream	Excellence	False
B285704200	And this luck couldn't come at a worse time, as Charlie's just met his dream girl, penguin zookeeper Cam (Jessica Alba).	Dream	Penguin	False
D395358503	But I remember a few years ago I posted a question to Brian Foley, or maybe it was Nick Bennett, about FIV, as I was also wondering why all of these immunodeficiency viruses for different animals were suddenly appearing in the world, which seemed a pharma marketing department's dream, and was anticipating the arrival of even more, like PIV (penguin immunodeficiency virus, which would have given the crisis-mongers a useful double Arctic crisis along with the ice caps supposedly melting, the better to obtain lavish funding).	Dream	Penguin	False
G1000482296	I agree with your point since the Google Panda and Penguin update, Google now is wiser that makes the webmaster's work very difficult to boost their website's traffic as well as the keyword rankings.	Boost	Penguin	False
I1302036898	In the case of a severe Google Penguin Penalty, faster recoveries have been seen when a complete list of all disavowed URLs, not just domains, has been entered into Link Detox Boost.	Boost	Penguin	False
B306648874	(Another) Major Penguin Update Advertising Spam A Harder Look At Spammy Queries Going Upstream At Link Spammers Higher Quality Link Analysis Improvements On Hacked Sites Authority Boost In Algorithm Panda To Somewhat Adjustments To Domain Clusters In SERPs Improved Communication To Webmasters	Boost	Penguin	False
D408460823	But solid data from Asian powerhouse China helped boost market sentiment.	Boost	Powerhouse	True
O2351226088	Texas became an economic powerhouse under Perry's 15 years of governorship, so his endorsement should give Cruz a decent boost.	Boost	Powerhouse	True
R2857279512	This not only boost the chances of better performance but also helps in making your business a financial powerhouse.	Boost	Powerhouse	True
L1825541665	Not a super-extreme powerhouse, but a good solid boost. 2 really did the trick for me, and they were not kidding when they said it was FAST.	Boost	Powerhouse	True
L1769871507	My laptop is by no means a powerhouse - it's just a plain and simple iBook G4 - and I've noticed a pretty solid speed boost since my upgrade.	Boost	Powerhouse	True
D387364121	But he said that a decent reading for the powerhouse services sector on Monday would boost hopes for 0.5 per cent GDP growth in the first quarter of 2012.	Boost	Powerhouse	True
T3201258800	With the Intel Core i7-820QM CPU running at 1.73GHz with Turbo Boost up to 3.06GHz and the NVIDIA GeForce GT 330M with 1GB VRAM, the Vaio F is a decent gaming machine and a multimedia powerhouse.	Boost	Powerhouse	True
Q2673465079	The result was a powerhouse drag bike that would have recorded even better numbers than Cycle 's May 1985 time of 10.99 seconds at 124mph if the rear tire hadn't lit up every time the V-Boost cut in!	Boost	Powerhouse	True
H1114847243	If you have a powerhouse 1handed weapon, even if it's a mace, it's better to put that in your sword hand and keep the dagger in the off hand for the passive boost.	Boost	Powerhouse	True
K1644422900	LONDON (AP) - Britain's Treasury chief on Monday made the case for better connecting the cities in northern England to create a second economic powerhouse to rival London, unveiling a plan to build new railway lines, pool resources and boost investment.	Boost	Powerhouse	True
E666196291	Even better, studies have found that Greek yogurt is a health food powerhouse offering more probiotics (those good bacterias that aid in digestion and boost immunity) than regular yogurt, while having less sugar and 50%, at least, more protein.	Boost	Powerhouse	True
I1369239970	It comes after output in the powerhouse services sector, which accounts for 77% of the economy, ground to a halt in the fourth quarter due to the absence of the Olympics boost, contributing to the worse-than-expected 0.3% decline in gross domestic product (GDP).	Boost	Powerhouse	True
B211646198	Also, a powerhouse of a character due to the epitome of the madman within, a white knight who turned to a wicked persona worse than those he locked up, and the pure definition of justice with the toss of a coin... Fair, and without a shred of emotion.	White Knight	Powerhouse	False
O2270673355	So this book is controversial, Tango has 2 fathers..it is better that two male penguin nurtured this egg instead of letting it die..but come on.	Tango	Penguin	False
J1471211762	It's why the two-dad penguin picture book, " And Tango Makes Three " has been the # 1 challenged book in the U.S.A. for the last three years - if we can change the mythic lie that gay people can't be good parents to the truth that of course gay people can be parents - it's LOVE that makes a family - we'll be erasing hate and making our world safer for us all.	Tango	Penguin	False
E646244800	"Elka" is rumbling instrumental powerhouse opener, very playful with solid playing (great bass rolls in the hands of Philippe Troisi and fanatic drumming from Fabrice diMondo) and a sublime guitar incursion, the first of many splendoured electric wailings on the disc.	Sublime	Powerhouse	True
R2861773023	This powerhouse of natural ingredients moisturizes skin and quickly absorbs, featuring shea butter, milk protein extract, coconut oil, macadamia oil that stirs your senses with the scent of freshly baked banana bread.	Macadamia	Powerhouse	True
D447902747	Can the powerhouse do better this time out, now that Mr. Monday Night is at his side?	Time Out	Powerhouse	True
D519223898	Content Monetization through Cemmerce should give you a better Pagerank and SERP position now that Panda and Penguin updates have started cracking the whip on websites with overtly advertised space.	Whip	Penguin	False
E706165919	Fifty one-sentence fragments about the relationship of Korra's parents before they were the "parents of the Avatar" and they were simply Tonraq, the boy who walked like an otter penguin, and Senna, the girl who could finesse a better water whip than he could.	Whip	Penguin	False
N2171312026	She also has decent attacks with her whip and junctioning makes her quite a powerhouse if you like her limit breaks enough.	Whip	Powerhouse	False
F859264136	Head down south where the water is much cooler Take a walk with a penguin 'cause they can't fly Travel up to the Sargasso Sea, the ocean's nursery made of gold algae Baby tunas and turtles growing in the weeds	TURTLES	Penguin	False
I1280086479	I not only changed it but I replaced the filter with a new, much better Penguin-brand filter that seems much more effective at filtering out the massive amounts of crap that water-turtles produce as compared to fish (thus hopefully reducing the need for frequent manual tank-cleaning).	TURTLES	Penguin	False
B182889105	Aiming to retain that title for Kenya and pay tribute to the late Wanjiru's record-setting run in Beijing, the east African powerhouse will send a solid trio who on their best day are fully capable of pulling off the first Olympic Marathon sweep.	Marathon	Powerhouse	True
K1749446864	Mr. Macri, the ex president of Argentine club powerhouse Boca Juniors, understands better than most the political bounty to be reaped via the beautiful game in futbol-obsessed South America.	Bounty	Powerhouse	False
S3010636890	W According to Mary Duffy's statement she hail j? known O'Connor for moro than two years.	Hail	Moro	True
K1736886348	Moro or losa rain with probablo cloudbursts, hail and dangerous winda nood not surprise any ono during tho storm poriod whioh is oontral on tho 26th.	Hail	Moro	True
R2884731564	Thiuidor and lightning, com bined with hail and oven snow, swept in a furious torrent ovor Alsace, anil con tinued for moro than twenty-font hours.	Hail	Moro	True
F803688705	Gen. T. would hail tho nominee with satisfaction, believing that tho wellaro of tho country was moro imiKirtant than Iho welfare of men."	Hail	Moro	True
K1736874529	Moro (hail two thirds of tlio long Journey had been ) nsscd, Mcrz, In n National car, Succession of Accidents Three ,1,lch Kc,l,,m ttnfl ,,rh,n?	Hail	Moro	True
H1104060262	If we hail been treating with a gentleman, we might have shown moro respect for The bank Buzzard vomitod another the trashy falsehoods.	Hail	Moro	True
H1139989039	I hail been kick for n jenror moro before I decided to ilnvrt tho doctors' medicines nnd giro IV Wllllnnu'l'lnk Pills atrial.	Hail	Moro	True
P2554038297	The March 11, 1906 New York Times headlines read, "WOMEN AND CHILDREN KILLED IN MORO BATTLE; Mingled with Warriors and Fell in Hail of Shot.	Hail	Moro	True
T3202495931	With these Moro Blood Oranges, and learning from a very old Mario Batali PBS show that blood oranges hail from Spain, I decided on Flan.	Hail	Moro	True
I1274158310	"In nhilf minuto thodoctorwns feeling mo, nnd after n minuto or two moro hu Fnid I had been iiilrnoumisiy tuwil, nnd pulled mo lo niyfiet Evidently my op ponent hail nho been miraculously sived, for.. ...a.	Hail	Moro	True
B257327323	And if HO, bow much moro flagrant now that ?'bo hail dissolved liar conuoctiou, dc, Ac Ho thou continues : "Tho attempt lo reinforce tho troops now at tort Hatter, or to rotnko and redimi?	Hail	Moro	True
K1735857243	More than half the wheat crop and Ii8 per cent of its oat crop were raised on thi.-i terri to y. Missouri alone bas moro people than hail the thirteen colonies that revolted from liri lan.	Hail	Moro	True
D450901149	Cap tain William L. Merry of Sail Fran cisco denied tho rumor, saying the N. A. N. Co. hail only that day (.N'ovember 2) decided to double the capital stock and raise $200,000 moro for the continuance of the lino.	Hail	Moro	True
D531750928	c- President, I am informod that there a ;o now ai mo uoors 01 uua hikwiuh nwi 50 ly-ftvo thousand Democrats, cathorc n hern from all parts o( tills country wl a desire seats in this hail, while thero ai is moro vacant seats here tlian there ha' jo ever boon in any Democratic convei at lion."	Hail	Moro	True
T3219194201	X sincerely trust that my fears may never bo realized, ?nd no one would hail more gladly the dawn of a day of brighter promise to our unhappy Stute, and no one will enter moro heartily into thc struggle than myself.	Hail	Moro	True
R2893266061	Tho wintor was about over, and Eph, who had hail a hard timo to got along, and who had been sinking low er onil lowor, being oven suspoctod of helping himself on moro than ono oc casion to other people's chickens, was walking along the high road on his way to Farmer Hoi lows'.	Hail	Moro	True
R2820068961	"This determination was carved in stone the day the University's president, in response to a hail of local and national criticism, all but declared these young men guilty and dismissed them from the team," wrote attorneys Greg Veralrud, Laura Fine Moro and Shaun McCrea.	Hail	Moro	True
T3211277971	Wo, therefore, hail with pleasm the advent of all such signs oi' jut gross in this direction, as tho form; tion of such an association as the or referred to would seem to indicate Where similar associations, with larg capitals, are impracticable froi any cause, two or moro planter whose lands aro contiguous, migl get np a private scheme on the san basis -and, indeed, any large plant?	Hail	Moro	True
F776535606	Frequently a. $300 The story rocs on Merchant street, that, after the' wale, Hosenblrdt went messaBC, which itiulil easily ho con-1 densed Into three or four words, la extended Into a scons or moro and ho lilRhly elated Id IiIm friend Carlo, ex-1 la forced to'wnlt until the last lino Midline the lirarelet, on which he-i has been roinpletcd liefnro ho cifn 8(jt uald lie hail made at least $nu0. 1 to the kM of the eoavermitlon.	Hail	Moro	True
H1177716521	I light the docks, tho burdocks, tho mulicni, tho this tles, tho grapes, tho weeds, tho roots tho wholo vcgetiiblo kingdom. 1 light tho heat, tho frost, tho rain, the hail in short, I fight tho universe, and get whipped in every battle I hnvo no moro ndmiration to wiisto on the father of Georgo "Washing ton for forgiving tho destruction of his cherry tree.	Hail	Moro	True
M1979400036	Penguin Mario's special abilities are very reminiscent of the abilities of Shell Mario from New Super Mario Bros. , which include better and faster movement underwater and sliding into enemies to defeat them.	Bros	Penguin	False
B208682338	Along with the usual Mario series items, like the Mini Mushroom from New Super Mario Bros. , new items have been added, including the Propeller Mushroom, which allows players to fly by shaking the Wii remote; and the Penguin Suit which, on top of the Ice Flower's ability, allows players to slide along the ground and across water as well as have better control on ice and in water.	Bros	Penguin	False
I1324373732	In Wes tern Texas; Where the boll weevil is tQOBt oumsrbuB, bio rav??os have not been BO great "this year, and as 0. ?on aequehootho Western Tcx^ is aa good or-better than kat-year's,'but it must bo unosretood thais this moans a reatrieted ?rea, and tho production ^er aero docs not exceed moro than .	Aero	Moro	True
L1775863535	My Samsung Galaxy S3 looks now better than without this penguin.	Galaxy	Penguin	False
T3197377923	With Panda, Penguin and all the other SEO games out there, being a solid, effective and consistent on-topic writer is the greatest play of all.	Topic	Penguin	False
S3053446498	We have seen many times that websites lost their rankings for off-topic keywords after Penguin 2.0, so Google is able to judge pages better now.	Topic	Penguin	False
G1039491754	I'd better go before the Penguin gets her feathers in a fluff over this being OFF TOPIC (Hi Jiat!! shouldn't you be studying instead of checking up on us crazy cat ladies!!)	Topic	Penguin	False
H1098219899	If these books have been backed by big publishers like the Penguin Group or Wiley then it's a safe bet that there is a decent amount of people that want to learn more which can make for a great topic to blog about.	Topic	Penguin	False
T3227137470	yes @Rand i agree with your point but @ricky010 has a point that we need to aggree on.. We (I am not blamming every one but most of us (SEOs))create the hype as i did so much research on this topic but still not find any solid reason as we just hitted by penguin.	Topic	Penguin	False
F781775157	From me you will get what I think are truthful, sometimes damning articles about NUFC and our future, I will also be in control of the forum and would love to see all you lurkers join in, be warned, we aren't very grown up, we like to talk about rude stuff and football is always a decent topic, if offended easily, please visit Club Penguin.	Topic	Penguin	False
M1989921939	Personally I think signing Sagna is a big boost for us,besides,he will prove to be a much better asset than Mr.motor-mouyh,egotistical ANELKA,As for Obafemi,we could do with a bit of muscle upfront to make work easier for "the Dutch Maestro" V.Persie	Maestro	Boost	False
R2821732432	This elite group of professionals in executive jet services has dedicated the company to superior safety and customer care.	Elite	Jet	False
L1888237457	Once reviled as too scruffy and dirty for decent folk, they became the ruling rock elite, gentlemen of leisure, members of the international jet set.	Elite	Jet	False
M2042914525	Promising to close Gitmo because it will make you feel better as a moralizing elite when you jet to Davos won't do it.	Elite	Jet	False
I1291303109	Instead of getting ever faster flights for an elite, minority "jet set", the 1973 oil shock and the flight of creative engineering talent in the early 70s from mechanical to information technology meant supersonic became a step too far.	Elite	Jet	False
S3029938888	We are scheduling events with companies like Forbes, Elite Traveler and the South by Southwest Festival to better reach the $5 million-and-up set-advertising in private jet magazines and that sort of thing.	Elite	Jet	False
I1289477259	INSTALLED : MAGNACHARGER 122HH, GATOR POD W/ BOOST AND FUEL PSI,SNOW PERFORMANCE STAGE 2 GM MAF BOOST COOLER, LPE CAI, CORSA SPORT, ARH 1 7/8" JET HOT STERLING, PEDDERS TRACK II, NGK TR 6's, OPTIMA RED TOP, MSD 8.5 WIRES, ELITE ENGINEERING CATCH CAN, GMM RIP SHIFTER, 20% TINT, HIDs	Elite	Jet	False
G973318516	However, for the corporate classes that comprise America's ruling elite, there will always be that one bigger next artificial high, be it from a grander beach house, a shinier Ferrari, a faster private jet, an older classical painting or a younger trophy wife, that continuing to mainline the Chinese profit needle might get one closer to.	Elite	Jet	False
G976685573	However, I think the rest of his game is plenty well-rounded, and I think he has a bright future in the Torrey Smith /Mike Wallace mold, as a solid #2 with elite deep speed to take the top off the defense, with the technical precision to make shorter catches, and the experience and quicks to take direct snaps, reverses, and jet sweeps.	Elite	Jet	False
P2582860611	Then on the Arkansas River Parker opted for an aluminum rig with a jet motor and made the same run as eventual winner Tommy Biffle everyday to notch a solid tenth place finish, again beating more than ten Elite anglers in the process.	Elite	Jet	False
E585200615	Dirk had an elite playoff run and didn't have to overwork himself in the season and wasn't coming off an achilles rupture, Marion is still to this day better than any 3 or 4 we have on this team, 2011 Jet is better than any bench player we have, Kidd was Kidd and overall they were just a better built team with a real plan.	Elite	Jet	False
L1818611754	No one knows this better than his Big Winds Junior SUP team, which now has 30 kids, and his higher-caliber Junior Elite Team (JET) , which last year won the top three spots in the Battle of the Paddle 's 18-and-under division, with the girls taking spots two through five.	Elite	Jet	False
N2210369814	Since gun ownership among most Europeans seems, to us here in the U.S.A., to be more heavily restricted than it is here, it is a safe bet that we have better (and more) civilian marksman than they do, even if ours are not running around the elite international competition circuits of jet setters.	Elite	Jet	False
R2916598081	To derestrict an SE50P you'll need a better exhaust (sourced from a regular SE50, '88-'93 SA50/Elite LX/SR or '85-'87 Aero 50/NB50), a larger main jet (85-88 normally) and the variator ramp plate from an unrestricted SE50 to start.	Elite	Jet	False
O2284756657	Speed has never been distributed evenly, but has always functioned in the form of a hierarchy, such that the more powerful sectors of society are those that move at faster speeds, while the less powerful sectors are those that move at slower speeds, an observable phenomena from the Concorde Jet of the elite to the Greyhound Bus of the poor... Virilio contends that, as is also the case with wealth, the essence of speed is power; as he elaborates, "power and speed are inseparable ...".	Elite	Jet	False
D519498152	Continental and AeroMexico compete for the Fortune 500 crowd and the upper-middle class & middle class that can plan ahead and they charge higher fares, but in return their customers get better, more comfortable terminals, with jet loading bridges, automated baggage handling, a frequent flyer program, elite lounges, potential upgrades to first class, more frequent schedules at convenient times, the opportunity for numerous connections at the legacy's hub(s) etc.	Elite	Jet	False
E645873954	Elite Women, La Bresse Sprint Eliminator World Cup 1 RISSVEDS Jenny SWEDEN 2 ENGEN Alexandra SWE GHOST FACTORY RACING TEAM 3 STIRNEMANN Kathrin SUI SABINE SPITZ HAIBIKE TEAM 4 FRY Rowena AUS 5 RAVANEL Cécile FRA GT SKODA CHAMONIX 6 BEERTEN Anneke NED MILKA-SUPERIOR MTB RACING TEAM 7 MEIER Maaris EST 8 MOSELEY Tracy GBR 9 TERPSTRA Anne NED 10 WOODRUFF Chloe USA	Elite	Milka	True
K1725303894	Modernized advanced versions of Dyson's Super Orion (possibly Magnetic Sail-coupled instead of physical interaction with the plasma jet from the bomb) make lousy starships with only .1C	Orion	Jet	False
A138682421	Actually that's just the effect from the slower shutter speed on my Angel Eyes... those are Umnitza Orion V2, 4300K white, which I like a lot on a Jet Black car.	Orion	Jet	False
D447080284	canon 50d,orion teletrack az-g, Hp 130 desighn jet 24" printer with continus ink system, i7-970 Gulftown 3.2GHz Six-Core,MSI Big Bang 24 GIG,3 raided solid state drives' revo pci e SSD,450 video card,,raid card 4 3.50" 1.5 tb, an h5 water cooler,37 c full out.	Orion	Jet	False
M1943929033	OTTAWA (Triangular Storage Bins) PENTA SEA BREEZE ST CLAIRE SUNLIGHTER SUNLIGHTER ENCORE SUPERIOR SUPERIOR ELITE TRAVERSE BAY TRIDENT	Trident	Elite	False
J1458004012	It's not contributing to Yorkshire hospitals I'm bothered about, it's contributing to robbing bankers, Trident, illegal wars and the elite wealthy who get richer by the month while the poor get poorer... Get real!	Trident	Elite	False
G998174058	I actually had a poor experience with an SOG Trident which had unacceptable blade play, so I was a bit weary about giving this Spec Elite a try, but I am pleased to report that it is ROCK solid.	Trident	Elite	False
Q2715504761	The snacks business, which will include Cadbury and brands including Oreo, Milka Tang and Trident, will focus on faster growing developing markets while the North American grocery unit will continue to develop the brands distributed through traditional grocery channels.	Trident	Milka	False
M1938729703	Other facilities at Hollywood Orion Apartment include a fitness centre.	Hollywood	Orion	True
M1932738504	Orion is what Hollywood would call a "sleeper".	Hollywood	Orion	True
G1062153603	I drove to Hollywood Market in Lake Orion and went by the Speedway station.	Hollywood	Orion	True
T3149931599	Where: Sherman Way between Sepulveda Boulevard and Orion Avenue North Hollywood, California	Hollywood	Orion	True
K1641436905	Located 200 metres from Dolby Theater, Hollywood Orion Apartment offers accommodation in Los Angeles.	Hollywood	Orion	True
K1712105616	Michael Medavoy , a Hollywood executive at Columbia, Orion and TriStar Pictures.	Hollywood	Orion	True
A155967090	A flat-screen TV with cable is featured at Hollywood Orion Apartment Los Angeles.	Hollywood	Orion	True
A17417307	113043937 : Hollywood, England [Texte imprimé] : the British film industry in the sixties / Alexander Walker / London : Orion , impr.	Hollywood	Orion	True
G949384064	His name is Orion, a young British actor who has taken an unexplained leave of absence from Hollywood.	Hollywood	Orion	True
Q2624056868	The producer's more-than-four decade Hollywood career has encompassed stints as co-chief at United Artists, Orion and Columbia.	Hollywood	Orion	True
B271061827	and Orion Pictures -Warner joins Viacom, Sony and Disney in the accelerating Hollywood race to make movies in India.	Hollywood	Orion	True
M1932746148	Orion Trucks just released a new clip of Ryan Decenzo doing a frontside flip over Hollywood High 16's Fence .	Hollywood	Orion	True
L1857416387	NW3, on March 16 at 7.30pm, and will be signing copies of his latest diaries, Halfway to Hollywood (Orion Publishing).	Hollywood	Orion	True
T3202749608	With the support of Orion chief Mike Medavoy he decided to make a typical Hollywood-style gesture.	Hollywood	Orion	True
C359683895	Ashli Orion makes her pussy gush on Squirt A Mania ... :30PM(et) Boot Camp Ash Hollywood with Tracey Sweet.	Hollywood	Orion	True
C380439205	As the only mini-major still headquartered in New York, Orion was put down Hollywood dealmakers as "too elitist."	Hollywood	Orion	True
O2281691082	Speaking earlier today, Orion from the Hollywood Amoeba Music store said that interest in vinyl, " has been going bonkers lately.	Hollywood	Orion	True
O2370726286	That most people do not wish to learn multiple programs, and thus it turns out that everyone else uses Word and Excel - ipso facto, doesn't matter if one is better than another, Microsoft floated to the top).	Ipso	Excel	False
P2515752192	The Holloway Adapt Engineered Solid Polo Shirt features Dry-Excel Perform Solid fabric that has a textured polyester/spandex surface that wicks away moisture and provides an extended range of motion.	Polo	Excel	False
P2515752387	The Holloway Ladies Adapt Engineered Solid V-Neck Polo Shirt features Dry-Excel Perform Solid fabric that has a textured polyester/spandex surface that wicks away moisture and provides an extended range of motion.	Polo	Excel	False
E674772748	"Ever to Excel" The aspirational motto of Boston College cannot be better celebrated sartorially than in this classic big and tall polo styling from Cutter & Buck.	Polo	Excel	False
L1769683960	My kids did find sports like fencing and water polo where they could excel, if for no other reason that not every kid was playing those sports, so it was easier to make "the team".	Polo	Excel	False
E683805129	Excel from the driving range to the putting greens in the Nike Dri-FIT Tech Solid Men's Golf Polo equipped with advanced sweat-absorbing technology and a classic fit.	Polo	Excel	False
G981467416	However, the gaming performance of the Fusion Longbow is considerably higher than that of the Eclipse, and delivers graphics speeds closer to Arbico's eXcel 2568 despite that system's faster AMD Radeon HD 6870 card.	Eclipse	Excel	False
B178855468	Agreed David - Eclipse brought so many new features - except the ones that end users (who are now the ones leading the BYOD charge and forming collective IT decisions by their actions) actually wanted such as better printing, export to Excel, mail merging somehow etc eh? lol..	Eclipse	Excel	False
I1261302498	Inferior to the vilest now become Of man or worm: the vilest here excel me, They creep, yet see; I, dark in light, exposed To daily fraud, contempt, abuse, and wrong, Within doors, or without, still as a fool, In power of others, never in my own;-- O dark, dark, dark, amid the blaze of noon, Irrecoverably dark, total eclipse Without all hope of day!"	Eclipse	Excel	False
G1060278860	I do rather like them, I must admit, and they are certainly more palatable than a Fisherman's Friend and work a lot better than Tunes, Lockets or Halls Soothers.	Fisherman's Friend	Halls	False
P2435289247	The Chrysler, Honda and Toyota sit higher and are safer.	Chrysler	Honda	False
J1415434580	It is superior to and a better value than the Chrysler, Dodge, Toyota, or Honda.	Chrysler	Honda	False
