,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
2165,G959072971,brands,Honda,Toyota,"Honda, Toyota, GM, etc.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, GM, etc.",5,1.0,1.0
197,E567228296,compsci,Floating-point,Integer,"Depending on your processor, Floating-point multiplies may be faster than Integer (but not a lot).",1.0,1.0,7,0,0,BETTER,7,5,2,"Depending on your processor, <span style=""color: #9A14B2; font-weight: bold"">Floating-point:[OBJECT_A]</span> multiplies may be faster than <span style=""color: #6CB219; font-weight: bold"">Integer:[OBJECT_B]</span> (but not a lot).",7,1.0,1.0
2287,M1987552764,brands,Nvidia,MSI,"Perhaps this will mean even better performance of the K8N Neo with Nvidia graphics with future BIOS revisions, or it may be that the performance we are seeing with the production MSI K8N Neo Platinum is more representative of the balance that we will see in shipping nF3-250 motherboards.",0.6356,1.0,1,0,4,NONE,4,3,2,"Perhaps this will mean even better performance of the K8N Neo with <span style=""color: #9A14B2; font-weight: bold"">Nvidia:[OBJECT_A]</span> graphics with future BIOS revisions, or it may be that the performance we are seeing with the production <span style=""color: #6CB219; font-weight: bold"">MSI:[OBJECT_B]</span> K8N Neo Platinum is more representative of the balance that we will see in shipping nF3-250 motherboards.",5,0.78136,0.8
1157,C353491095,brands,Intel,Apple,"A second reason: it turns out that Intel chips are faster and better than PowerPC chips after all, despite decades of vehement Apple fanboy arguments to the contrary.",1.0,1.0,5,0,0,BETTER,5,3,2,"A second reason: it turns out that <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> chips are faster and better than PowerPC chips after all, despite decades of vehement <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> fanboy arguments to the contrary.",5,1.0,1.0
1408,P2602081589,brands,Huawei,Avaya,"The other vendors included in the report are AT&T Inc., Dell Inc., Cisco Systems Inc., Huawei Technologies Co. Ltd., Avaya Inc., EMC Corp., RedHat Inc., HCL Infosystems Ltd., and Tata Consultancy Services Ltd.",1.0,1.0,0,0,5,NONE,5,3,2,"The other vendors included in the report are AT&T Inc., Dell Inc., Cisco Systems Inc., <span style=""color: #9A14B2; font-weight: bold"">Huawei:[OBJECT_A]</span> Technologies Co. Ltd., <span style=""color: #6CB219; font-weight: bold"">Avaya:[OBJECT_B]</span> Inc., EMC Corp., RedHat Inc., HCL Infosystems Ltd., and Tata Consultancy Services Ltd.",5,1.0,1.0
1449,B233451406,brands,Ford,Toyota,american cars do have better quality now (Ford is matched with Toyota).,1.0,1.0,0,0,5,NONE,5,3,2,"american cars do have better quality now (<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is matched with <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>).",5,1.0,1.0
892,Q2673247225,compsci,CUDA,OpenCL,"The results seem to tie in with the preformance gains I have seen doing GPGPU at uni, yes the GPU is a lot faster at certain tasks but there are others such as branching where the performace gain is significantly less plus the fact that existing software would have to be recoded for x86 to CUDA/OpenCL.",1.0,1.0,0,0,5,NONE,5,3,2,"The results seem to tie in with the preformance gains I have seen doing GPGPU at uni, yes the GPU is a lot faster at certain tasks but there are others such as branching where the performace gain is significantly less plus the fact that existing software would have to be recoded for x86 to <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>.",5,1.0,1.0
413,H1178365047,jbt,fox,cnn,I like fox News better than cnn.,1.0,1.0,6,0,0,BETTER,6,4,2,"I like <span style=""color: #9A14B2; font-weight: bold"">fox:[OBJECT_A]</span> News better than <span style=""color: #6CB219; font-weight: bold"">cnn:[OBJECT_B]</span>.",6,1.0,1.0
140,F794059974,brands,Ford,BMW,"Further, we've been able to integrate Stitcher with Ford, GM, Mercedes and BMW vehicles to make it easier to access the content you want from wherever you are.",1.0,1.0,0,0,5,NONE,5,3,2,"Further, we've been able to integrate Stitcher with <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, GM, Mercedes and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> vehicles to make it easier to access the content you want from wherever you are.",5,1.0,1.0
980,B231859416,brands,Amazon,Google,Amazon has the superior strategy over Google.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> has the superior strategy over <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span>.",5,1.0,1.0
1103,F789505566,compsci,Java,Ruby,"Functional Knowledge: Java, Ruby, Lua, PHP.",1.0,1.0,0,0,5,NONE,5,3,2,"Functional Knowledge: <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, Lua, PHP.",5,1.0,1.0
1694,H1221457466,compsci,Java,Groovy,I'm wondering if its better if we mangle the names under the hood to avoid clashing with legacy Java code - but use a neater syntax in Groovy code.,1.0,1.0,0,0,5,NONE,5,3,2,"I'm wondering if its better if we mangle the names under the hood to avoid clashing with legacy <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code - but use a neater syntax in <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> code.",5,1.0,1.0
22,K1676087443,brands,Nike,Adidas,Many people will argue that Nike cleats are the best and others will just say Adidas or Pumas are better.,1.0,0.5,1,0,4,NONE,4,3,2,"Many people will argue that <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> cleats are the best and others will just say <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> or Pumas are better.",5,0.8,0.8
702,F830065796,brands,Dell,Apple,"Granted, Dell seems better at repairing laptops than Apple is at repairing iPods.",1.0,1.0,5,0,0,BETTER,5,3,2,"Granted, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> seems better at repairing laptops than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> is at repairing iPods.",5,1.0,1.0
1713,E696907142,brands,Dell,Hewlett-Packard,"Farrell notes that USB 3.0 has become practically universal and appeared in notebooks and desktops from every manufacturer, including Dell, Sony, Lenovo, Hewlett-Packard, Acer and Asus, and Apple finally sheepishly started adding USB 3.0 to its machines in June, 2012 even while maintaining that Thunderbolt is superior.",1.0,0.5294,1,0,4,NONE,4,3,2,"Farrell notes that USB 3.0 has become practically universal and appeared in notebooks and desktops from every manufacturer, including <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Sony, Lenovo, <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span>, Acer and Asus, and Apple finally sheepishly started adding USB 3.0 to its machines in June, 2012 even while maintaining that Thunderbolt is superior.",5,0.81176,0.8
1377,F816305483,brands,Chevrolet,Ford,GM does a better job differentiating Buick from Chevrolet than Ford does with Lincoln in my opinion.,0.6694,1.0,4,0,1,BETTER,4,3,2,"GM does a better job differentiating Buick from <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> does with Lincoln in my opinion.",5,0.80164,0.8
2271,D409955889,brands,Google,IBM,"But that doesn't mean that startups should just call it quits for fear that whatever they do, Google -- or Microsoft, or IBM, or any other tech giant for that matter -- will do it faster and better.",1.0,1.0,0,0,5,NONE,5,3,2,"But that doesn't mean that startups should just call it quits for fear that whatever they do, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> -- or Microsoft, or <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, or any other tech giant for that matter -- will do it faster and better.",5,1.0,1.0
2048,K1744902644,brands,Motorola,Samsung,Motorola Droid Razr vs Samsung Focus S,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> Droid Razr vs <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Focus S",5,1.0,1.0
2180,N2221040855,brands,Chevrolet,Toyota,"Slated to arrive this fall, the Energi promises 100 MPGe - better than the EPA estimates for the Chevrolet Volt or plug-in Toyota Prius .",1.0,1.0,0,0,5,NONE,5,3,2,"Slated to arrive this fall, the Energi promises 100 MPGe - better than the EPA estimates for the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Volt or plug-in <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Prius .",5,1.0,1.0
306,D512965587,brands,Apple,Microsoft,Congratulations to Apple; you continue to prove you are worse than Microsoft ever was.,1.0,1.0,0,5,0,WORSE,5,3,2,"Congratulations to <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>; you continue to prove you are worse than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> ever was.",5,1.0,1.0
1363,F782446200,jbt,playstation,gamecube,from playstation to the gamecube.,1.0,1.0,0,0,5,NONE,5,3,2,"from <span style=""color: #9A14B2; font-weight: bold"">playstation:[OBJECT_A]</span> to the <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span>.",5,1.0,1.0
1152,I1352186928,jbt,skiing,swimming,"I spend my time helping people feel better, rock climbing, skiing, practicing yoga, swimming, SUPing and sailing.",1.0,1.0,0,0,5,NONE,5,3,2,"I spend my time helping people feel better, rock climbing, <span style=""color: #9A14B2; font-weight: bold"">skiing:[OBJECT_A]</span>, practicing yoga, <span style=""color: #6CB219; font-weight: bold"">swimming:[OBJECT_B]</span>, SUPing and sailing.",5,1.0,1.0
1540,E666335453,jbt,football,hockey,Even college football is a better success than hockey.,1.0,1.0,5,0,0,BETTER,5,3,2,"Even college <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> is a better success than <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span>.",5,1.0,1.0
347,F739998442,brands,Ford,Chrysler,Ford and Chrysler do!,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> do!",5,1.0,1.0
2216,P2535658009,brands,Intel,Microsoft,The key difference is Intel seems to have adapted faster than Microsoft.,0.6977,1.0,4,0,1,BETTER,4,3,2,"The key difference is <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> seems to have adapted faster than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",5,0.81862,0.8
985,A20853426,compsci,Python,Ruby,"- 1.26 Is Perl better than PHP, Python, Ruby, etc.?",1.0,1.0,0,0,5,NONE,5,3,2,"- 1.26 Is Perl better than PHP, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc.?",5,1.0,1.0
1322,A143403186,brands,Lexus,Audi,"Additionally, it aced the new roof-strength test, with a top 'good' rating there, too, and a roof corner able to withstand 4.87 times this sedan's weight-a result that's better than that of a host of luxury sedans including the Lexus GS, Audi A6, and BMW 5-Series.",1.0,1.0,0,0,5,NONE,5,3,2,"Additionally, it aced the new roof-strength test, with a top 'good' rating there, too, and a roof corner able to withstand 4.87 times this sedan's weight-a result that's better than that of a host of luxury sedans including the <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> GS, <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> A6, and BMW 5-Series.",5,1.0,1.0
152,S3037949032,compsci,iOS,Apple TV,"We could go on, but to be honest, there aren't any tricks for the aluminum wand that will make it better than Apple's excellent-and free-Remote app for the iPhone, iPod touch, and iPad, so if you have an iOS device around the house, be sure to download and install Remote to take full advantage of your Apple TV.",0.7818,1.0,0,1,5,NONE,5,4,2,"We could go on, but to be honest, there aren't any tricks for the aluminum wand that will make it better than Apple's excellent-and free-Remote app for the iPhone, iPod touch, and iPad, so if you have an <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> device around the house, be sure to download and install Remote to take full advantage of your <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.",6,0.8545333333333334,0.8333333333333334
1000,R2908163064,jbt,fox,espn,TNT was actually a little worse than fox last year and espn only marginally better.,0.6884,1.0,0,4,1,WORSE,4,3,2,"TNT was actually a little worse than <span style=""color: #9A14B2; font-weight: bold"">fox:[OBJECT_A]</span> last year and <span style=""color: #6CB219; font-weight: bold"">espn:[OBJECT_B]</span> only marginally better.",5,0.81304,0.8
1437,F791505631,jbt,football,baseball,"(Further, football strategies move light years' faster than baseball.",0.65,1.0,4,0,1,BETTER,4,3,2,"(Further, <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> strategies move light years' faster than <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span>.",5,0.79,0.8
2080,M1988300751,compsci,Perl,Python,Perl handles regexps about 4 times faster than Python.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> handles regexps about 4 times faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,1.0,1.0
1693,F849906738,jbt,harvard,mit,", harvard University, and mit.",1.0,1.0,0,0,5,NONE,5,3,2,", <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> University, and <span style=""color: #6CB219; font-weight: bold"">mit:[OBJECT_B]</span>.",5,1.0,1.0
975,H1134900583,jbt,gamecube,wii,"I guess you could say it's like gamecube to wii... it's better, but only just.",0.3504,0.5,2,2,1,WORSE,2,3,2,"I guess you could say it's like <span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span>... it's better, but only just.",5,0.41024,0.4
567,M1941547055,compsci,Python,Lisp,"Others who took the same classes, could barely use any of the tools and had much harder time and were quite unprepared and only knew C++ (even though they took the same classes when I was out I had C, C++, Java, Python, Lisp and many others under my belt (Those were new technologies at the time)) Because after I was taught the basics I expanded further to try to actually master the topics vs. just enough to pass the test.",0.6544,1.0,0,0,5,NONE,5,3,2,"Others who took the same classes, could barely use any of the tools and had much harder time and were quite unprepared and only knew C++ (even though they took the same classes when I was out I had C, C++, Java, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> and many others under my belt (Those were new technologies at the time)) Because after I was taught the basics I expanded further to try to actually master the topics vs. just enough to pass the test.",5,0.79264,1.0
812,I1241333163,compsci,Direct3D,OpenGL,In a stunning demonstration Microsoft showed GLQuake running faster using Direct3D than OpenGL.,1.0,1.0,5,0,0,BETTER,5,3,2,"In a stunning demonstration Microsoft showed GLQuake running faster using <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>.",5,1.0,1.0
1328,M1988308176,compsci,Perl,Ruby,"Perl is easier to understand than Ruby or Python, even though it's syntax is a bit different",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is easier to understand than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> or Python, even though it's syntax is a bit different",5,1.0,1.0
120,S2978266352,compsci,Windows XP,Windows Vista,Upgrades are being made harder now that you have OEMs like Dell still selling Windows XP and making Windows Vista available as an upgrade option.,1.0,1.0,0,0,5,NONE,5,3,2,"Upgrades are being made harder now that you have OEMs like Dell still selling <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and making <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> available as an upgrade option.",5,1.0,1.0
640,I1341401899,jbt,milk,soda,I ry Vi9g?T tmtrm superior to sour milk and soda.,0.6557,1.0,0,0,5,NONE,5,3,2,"I ry Vi9g?T tmtrm superior to sour <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span>.",5,0.79342,1.0
1698,F740053249,brands,Ford,Chrysler,"Ford, Chrysler, and Honda, factory trained.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span>, and Honda, factory trained.",5,1.0,1.0
5,H1153354916,compsci,Java,Perl,"I haven't tried the C# and Java interfaces, but I'd expect them to be on the level of C and Perl, respectively, or a bit slower.",1.0,0.5106,0,1,4,NONE,4,3,2,"I haven't tried the C# and <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> interfaces, but I'd expect them to be on the level of C and <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, respectively, or a bit slower.",5,0.8042400000000001,0.8
532,I1389450979,jbt,softball,baseball,I think softball is harder than baseball in its own way.,0.6572,1.0,0,4,1,WORSE,4,3,2,"I think <span style=""color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> is harder than <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span> in its own way.",5,0.79432,0.8
213,H1142681809,jbt,missouri,virginia,"I have a lot of good smart, caring, compassionate friends in missouri, plus I'm from virginia, where we have far worse.",0.6557,0.5,3,0,2,BETTER,3,3,2,"I have a lot of good smart, caring, compassionate friends in <span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span>, plus I'm from <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>, where we have far worse.",5,0.59342,0.6
1040,T3210851253,brands,Toyota,Ford,"Worse news still for Toyota is that more new competition is coming, like the Ford Fiesta transplant from Europe.",1.0,0.5403,0,1,4,NONE,4,3,2,"Worse news still for <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> is that more new competition is coming, like the <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Fiesta transplant from Europe.",5,0.81612,0.8
2202,I1388604350,brands,Sony,Microsoft,I think Nintendo and Sony have a better chance in the country than Microsoft.,0.6683,0.5556,3,0,2,BETTER,3,3,2,"I think Nintendo and <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> have a better chance in the country than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",5,0.62322,0.6
2024,M1926920141,compsci,Oracle,MySQL,"Oracle, MySQL... TDD, BDD.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>... TDD, BDD.",5,1.0,1.0
1582,D414243132,brands,Apple,Intel,"But then Motorola fell behind (when Apple switched to Intel, its computers were suddenly 4x faster).",0.679,1.0,0,2,3,NONE,3,3,2,"But then Motorola fell behind (when <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> switched to <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, its computers were suddenly 4x faster).",5,0.8074000000000001,0.6
1549,A141441095,compsci,Java,Ruby,added Java and Ruby support,1.0,1.0,0,0,5,NONE,5,3,2,"added <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> support",5,1.0,1.0
970,M2004673802,jbt,playstation,gamecube,playstation 2 gamecube Xbox,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">playstation:[OBJECT_A]</span> 2 <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span> Xbox",5,1.0,1.0
1177,F820324324,jbt,golf,basketball,"golf, JV basketball",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, JV <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>",5,1.0,1.0
1526,I1383546853,compsci,Bash,Python,I think Bash scripting is harder than Python though.,0.66,1.0,0,4,1,WORSE,4,3,2,"I think <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> scripting is harder than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> though.",5,0.796,0.8
1302,N2125025314,jbt,golf,basketball,"SA Alt.. golf, basketball.",1.0,1.0,0,0,5,NONE,5,3,2,"SA Alt.. <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>.",5,1.0,1.0
2211,C349395979,compsci,Integer,Floating-point,"As a result, Penryn processors can perform Integer and Floating-point division about twice as fast and work faster on square roots as well.",1.0,1.0,0,0,5,NONE,5,3,2,"As a result, Penryn processors can perform <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> division about twice as fast and work faster on square roots as well.",5,1.0,1.0
1744,E635896128,compsci,Eclipse,NetBeans,Eclipse and NetBeans.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,1.0,1.0
106,J1458666044,brands,Dell,IBM,"It's not just SUSE saying that, but partners like HP, Dell, IBM and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.",1.0,1.0,0,0,5,NONE,5,3,2,"It's not just SUSE saying that, but partners like HP, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.",5,1.0,1.0
1561,N2105441107,jbt,nixon,reagan,"Richard nixon and Ronald reagan did even better than that, pulling two-thirds of white men in 1972 and 1984.",1.0,1.0,0,0,5,NONE,5,3,2,"Richard <span style=""color: #9A14B2; font-weight: bold"">nixon:[OBJECT_A]</span> and Ronald <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span> did even better than that, pulling two-thirds of white men in 1972 and 1984.",5,1.0,1.0
1764,K1713666741,brands,Microsoft,Dell,"Microsoft has also laughed off competition from Apple on Windows desktops , but the Mac maker has since surpassed Dell and HP in valuation because Apple's sales are growing several times faster than its PC rivals.",0.7009,1.0,1,0,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> has also laughed off competition from Apple on Windows desktops , but the Mac maker has since surpassed <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> and HP in valuation because Apple's sales are growing several times faster than its PC rivals.",5,0.82054,0.8
918,N2094938309,compsci,Perl,JavaScript,"Required skills: Solid Perl HTML, CSS AJAX, JavaScript Linux US Residency",1.0,1.0,0,0,5,NONE,5,3,2,"Required skills: Solid <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> HTML, CSS AJAX, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> Linux US Residency",5,1.0,1.0
1081,O2389941387,brands,Audi,Lexus,"The $2,500-$3,000 adapative cruise control on an Audi-BMW-Mercedes-Lexus is better because it almost drives the car for you and then goes beep-beep-beep to warn of a pending collision.",1.0,1.0,0,0,5,NONE,5,3,2,"The $2,500-$3,000 adapative cruise control on an <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>-BMW-Mercedes-<span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> is better because it almost drives the car for you and then goes beep-beep-beep to warn of a pending collision.",5,1.0,1.0
1054,R2889102908,brands,IBM,Microsoft,"Those were the days when Macs were much much nicer than PCs (which were referred to as 'IBM compatible' at the time, before Microsoft took over the world), because PCs still made you do everything through the command line.",1.0,0.5159,0,1,4,NONE,4,3,2,"Those were the days when Macs were much much nicer than PCs (which were referred to as '<span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> compatible' at the time, before <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> took over the world), because PCs still made you do everything through the command line.",5,0.80636,0.8
2243,G958994208,brands,Honda,Toyota,Honda Accord vs Toyota Camry,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Accord vs <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry",5,1.0,1.0
2390,L1778365246,brands,Toyota,Ford,"My Toyota is NOT inferior to anything Chrysler, Ford, or GM has produced in the year that I bought.",0.6682,0.5147,2,0,3,NONE,3,3,2,"My <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> is NOT inferior to anything Chrysler, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>, or GM has produced in the year that I bought.",5,0.6068,0.6
1780,I1281750549,brands,Renault,Nissan,"In partnership with Renault-Nissan, Better Place hopes to introduce subsidized electric cars to the Israeli market in the coming two years.",1.0,1.0,0,0,5,NONE,5,3,2,"In partnership with <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>, Better Place hopes to introduce subsidized electric cars to the Israeli market in the coming two years.",5,1.0,1.0
2095,N2120277453,jbt,rubber,cement,"rubber cement will also work, but it peels off easier so the repair is less permanent.",0.6746,1.0,1,0,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> will also work, but it peels off easier so the repair is less permanent.",5,0.8047599999999999,0.8
1798,J1447847972,jbt,truck,bus,It's even worse for truck and bus drivers.,1.0,1.0,0,0,5,NONE,5,3,2,"It's even worse for <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">bus:[OBJECT_B]</span> drivers.",5,1.0,1.0
1797,F753244629,jbt,football,basketball,Formidable football programs are exponentially harder and more expensive to construct than decent basketball programs.,1.0,0.5111,0,4,1,WORSE,4,3,2,"Formidable <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> programs are exponentially harder and more expensive to construct than decent <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> programs.",5,0.80444,0.8
2335,T3191181117,jbt,birthday,holiday,"With every birthday and holiday we move past, its even harder than the last because of all the ""what ifs"".",1.0,1.0,0,0,5,NONE,5,3,2,"With every <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">holiday:[OBJECT_B]</span> we move past, its even harder than the last because of all the ""what ifs"".",5,1.0,1.0
