,sentence,object_a,object_b,pred_if,pred_lex,gold,most_frequent_percentage,s_len
T3164684469,"While the new BMW 3 Series and Infiniti G37 may offer slightly better chassis dynamics than this latest Accord, neither has an engine note as nice as this Honda.",BMW,Honda,NONE,NONE,WORSE,1.0,161
T3164961359,"While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",ps2,ps3,NONE,BETTER,WORSE,0.8,76
T3165855318,"While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.",SQLite,MySQL,NONE,NONE,WORSE,0.8,170
T3166388225,"While this manipulation is all available in the standard JDK and is thus available to Java applications, Groovy is better suited for scripting needs like this.",Java,Groovy,NONE,NONE,WORSE,1.0,159
T3167737390,"While youtube has faced difficulties in monetizing its ads, a site like hulu has grown faster than expected, balancing things out, he said.",youtube,hulu,NONE,NONE,WORSE,1.0,139
T3175416793,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",Honda,BMW,NONE,NONE,WORSE,0.6,138
T3175699804,Why is soda $5 per gallon when milk is so much better for you?,soda,milk,NONE,NONE,WORSE,0.4,62
T3176038075,Why make it harder on yourself by using such an advanced language as Perl when you can have an easier and more successful time with PHP.,Perl,PHP,NONE,NONE,WORSE,0.8,136
T3176067313,Why Microsoft and Oracle Are Safer Long-Term Bets Than Google and SAP [ View article ],Microsoft,Google,NONE,NONE,BETTER,0.8,86
T3176858606,Why should cricketers and hockey players not be able to earn a decent living like footballers or basketball players do?,hockey,basketball,NONE,NONE,WORSE,1.0,119
T3176894342,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,potato,steak,NONE,BETTER,WORSE,1.0,82
T3179187114,"wii U CPU and GPU Clock Speeds revealed, slower than ps3/360",wii,ps3,BETTER,BETTER,WORSE,1.0,60
T3179188500,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,NONE,NONE,WORSE,1.0,56
T3180308554,"Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",baseball,football,NONE,NONE,BETTER,1.0,116
T3180531831,Will google Music Become Bigger and Better than itunes?,google,itunes,BETTER,BETTER,NONE,1.0,55
T3184465297,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,NONE,BETTER,0.8,71
T3184468497,Windows 8 has no better support than Windows 7 for NTVDM.,Windows 8,Windows 7,BETTER,BETTER,NONE,1.0,57
T3184473937,"Windows 8 is sequential successor to Windows 7. It doesn't matter which one is ""better"".",Windows 8,Windows 7,BETTER,BETTER,NONE,0.8,88
T3184476893,"Windows 8 (MSFT) is being adopted at a slower rate than Vista, and slower than Windows 7, according to usage data from Net Applications.",Windows 8,Windows 7,BETTER,BETTER,WORSE,0.6,136
T3184740397,"Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",Windows XP,Windows 98,NONE,NONE,BETTER,1.0,111
T3194886735,With my super fast SSD I find that Windows 7 loads no slower Windows 8.,Windows 7,Windows 8,WORSE,NONE,BETTER,0.8,71
T3210851253,"Worse news still for Toyota is that more new competition is coming, like the Ford Fiesta transplant from Europe.",Toyota,Ford,BETTER,BETTER,NONE,1.0,112
T3210886630,"Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,NONE,BETTER,1.0,53
T3212787174,Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,Nikon,Sigma,BETTER,BETTER,NONE,1.0,111
T3220097683,"Yale offered nothing at all really, mit was a little nicer, but by far stanford offered the best FA package.",mit,stanford,BETTER,NONE,WORSE,1.0,108
T3220195962,"Yamaha and Honda dominate the top three, but BMW also have a solid footing in the top 10, with four models featured, including the S1000RR, with over 1,000 unit sales.",Honda,BMW,WORSE,WORSE,NONE,1.0,167
T3222153720,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,BETTER,WORSE,1.0,57
T3224932895,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.",Scala,Java,NONE,NONE,BETTER,1.0,115
T3226352107,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,NONE,WORSE,0.8,106
T3229116753,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,NONE,WORSE,BETTER,1.0,103
T3233960575,You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,Samsung,Toshiba,WORSE,NONE,BETTER,1.0,108
T3239865546,"You can do form checking with PHP, but it is much easier to use JavaScript to check the form before posting.",PHP,JavaScript,BETTER,NONE,WORSE,1.0,108
T3246497103,You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,plywood,lumber,NONE,NONE,WORSE,0.6,140
T3247905833,You could make it in Java but its probably going to be a lot easier in PHP.,Java,PHP,BETTER,NONE,WORSE,1.0,75
T3250509870,You don't want super sticky rubber though because it will wear out faster on concrete tees.,rubber,concrete,BETTER,NONE,WORSE,1.0,91
T3263276131,"You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,NONE,WORSE,1.0,69
T3277591717,"youtube is really solid though, but how about facebook?",youtube,facebook,WORSE,WORSE,NONE,0.8,55
T3277592110,"youtube is so much easier, or google.",youtube,google,BETTER,WORSE,NONE,1.0,37
T3277595215,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",youtube,amazon,NONE,NONE,WORSE,0.8,115
T3281768598,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",JavaScript,PHP,NONE,NONE,WORSE,0.4,147
