,sentence,object_a,object_b,predicted,gold,origin
1974,"football was lousy, basketball was worse and baseball -- though far more successful than the others -- didn't make money.",football,baseball,NONE,BETTER,both
1975,What's better about Ruby than Python?,Ruby,Python,BETTER,NONE,both
1976,"I can do whatever Google does[masked] cheaper and much better; I do what neither IBM, nor Oracle, nor Microsoft cannot do.",Google,IBM,NONE,BETTER,both
1977,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,USB,Bluetooth,NONE,WORSE,both
1980,"If michigan can't do any better than this, I might just have to think about moving back to california.",california,michigan,BETTER,WORSE,both
1981,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Java,Scala,NONE,BETTER,both
1982,"While Google is still expected to grow its business at a faster rate than Apple, even slow-growing Intel boasts a meaningful premium to free cash flow compared to Apple.",Google,Intel,BETTER,NONE,both
1983,Does Apple manage its supply chain better than Amazon manages its own?,Apple,Amazon,BETTER,NONE,both
1984,I have it installed on my Windows XP system as well as an older (and considerably slower) Windows 98 machine.,Windows XP,Windows 98,NONE,BETTER,both
1985,Is Windows Vista better than Windows XP when scaled out to multiple users?,Windows XP,Windows Vista,BETTER,NONE,both
1988,"I know that there are a lot of commandos out there who will tell me that I just need more practice in drawing my pistol quickly, and, although I have practiced, I am still a little faster with the knife.",knife,pistol,NONE,WORSE,both
1990,Should Bluetooth mp3 access be faster than USB memory stick?,USB,Bluetooth,BETTER,NONE,both
1991,"My main sport was football, but I was determined to get better at golf,"" Norwood says.",football,golf,NONE,WORSE,both
1992,"You can do form checking with PHP, but it is much easier to use JavaScript to check the form before posting.",PHP,JavaScript,NONE,WORSE,both
1993,"In terms of revenues, Cisco is growing faster than Intel, about as fast as Juniper, and a bit behind Microsoft.",Microsoft,Intel,NONE,WORSE,both
1995,By the time Sony does get a foothold Microsoft will release something better.,Microsoft,Sony,NONE,WORSE,both
1998,steel is 3 times harder than aluminum.,steel,aluminum,BETTER,NONE,both
2000,"Not to ruin the review, but in our HTPC real world benchmark the Express 6G was 243% faster than the Samsung SSD and an astonishing 361% faster than the Apple stock Toshiba drive; and that's not even the worst drubbing the OWC SSD levied.",Samsung,Toshiba,BETTER,NONE,both
2003,Apple had better watch out for Google.,Apple,Google,NONE,BETTER,both
2004,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Toyota,Chrysler,NONE,BETTER,both
2005,None of that necessarily makes 2012 facebook better or worse than 2004 google.,google,facebook,WORSE,NONE,both
2006,I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.,OpenGL,Direct3D,NONE,BETTER,both
2007,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Ford,Chevrolet,BETTER,WORSE,both
2008,"When it comes to resale values, we expect the 2012 Buick Verano to offer long-term residual numbers similar to the Audi A3 but worse than the Lexus IS and Acura TSX.",Audi,Lexus,WORSE,BETTER,both
2009,"Second, any defense of the U.S. federal Public ""Education"" department and all its trappings is the equivalent of buying a lemon Chrysler for the same price as a top-of-the line Mercedes sedan, made even more insulting by the fact you could in fact buy a far better performing Mercedes, BMW or even a modest Honda Accord, Toyota or Ford for less to far less money.",Toyota,Chrysler,NONE,WORSE,both
2010,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,BETTER,both
2011,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,BETTER,both
2012,"While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",Toyota,Chevrolet,NONE,BETTER,both
2013,"Here the standouts are Eisenhower, nixon, and to a lesser extent Ronald reagan, whose views were poorly grounded in specifics.",reagan,nixon,NONE,BETTER,both
2014,rifle primers are a bit harder than pistol primers.,rifle,pistol,NONE,BETTER,both
2015,"Personally, I see all of these major players in the hardware segment of the market all supporting Blu-Ray (Samsung, Panasonic, and LG, in addition to Sony) while only Toshiba has support for their format, as an indication that Blu-Ray is, at least from a technological standpoint, a superior format.",Samsung,Toshiba,NONE,WORSE,both
2018,Surface + Dell + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than Microsoft?,Microsoft,Dell,BETTER,NONE,both
2020,Will google Music Become Bigger and Better than itunes?,google,itunes,BETTER,NONE,both
2022,"When a BMW is no better than a Ford Fusion, the industry has issues.",Ford,BMW,BETTER,WORSE,both
2023,"@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a Java backend, or (much better) any functional language with ADTs (SML, OCaml, Haskell, ...).",Java,Haskell,NONE,WORSE,both
2024,"We usually don't like Microsoft, but I don't think they are worse than Google.",Microsoft,Google,WORSE,BETTER,both
2025,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Java,Python,WORSE,BETTER,both
2026,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",wedding,birthday,NONE,BETTER,both
2027,Apple is only 50% better than Dell or HP?,Apple,Dell,BETTER,NONE,both
2028,"Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,BETTER,both
2029,She enjoys pointing out how much nicer the weather is in california compared to michigan.,california,michigan,NONE,BETTER,both
7063,"i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a Leica, i'm also missing the focus , manual override of my Nikon lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,",Nikon,Leica,WORSE,NONE,sentence embedding
7071,Honda cold probably legitimately build a better 3 than BMW easily.,Honda,BMW,WORSE,BETTER,sentence embedding
7077,"Edit: I do have a decent amount of Java experience, but I haven't used Scala before, if that plays into it.",Java,Scala,WORSE,NONE,sentence embedding
7086,Microsoft Says Better Than Google Soon,Microsoft,Google,NONE,BETTER,sentence embedding
7093,Arguably the biggest disappointment with the psp version of Armored Core 3 is the control scheme; it's simply inferior to the ps2 version.,psp,ps2,NONE,WORSE,sentence embedding
7095,"CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from Windows Vista, while still offering a superior experience for Windows XP users.",Windows XP,Windows Vista,BETTER,NONE,sentence embedding
7096,Field sharpening requires a stone harder than steel and a smooth stroke.,steel,stone,BETTER,NONE,sentence embedding
7099,"There is google Chrome for Ubuntu, and Rythmbox is a much better alternative to itunes, imho.",google,itunes,NONE,BETTER,sentence embedding
7110,"As a rule of thumb, Floating-point is about 2x slower than Integer on Android-powered devices.",Integer,Floating-point,BETTER,WORSE,sentence embedding
7120,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,playstation,wii,NONE,WORSE,sentence embedding
7125,lumber business has increased in price and even better demands for timber lands.,timber,lumber,BETTER,NONE,sentence embedding
7129,"Even though my laptop isn't called ""ipod""'..."" Of course, Apple's attack-lawyers would have worded it better.",laptop,ipod,WORSE,NONE,sentence embedding
7134,"As good as she was in volleyball, I thought she was even better in football,"" Huser said.",football,volleyball,BETTER,NONE,sentence embedding
7135,The WiMedia -based UWB specification is the basis for Certified Wireless USB and will be powering faster Bluetooth in the future.,USB,Bluetooth,BETTER,NONE,sentence embedding
7144,"The PSP does support a few thing that ds can't, They are DLC, better sound, ps2-like Graphics.",ds,ps2,WORSE,NONE,sentence embedding
7147,This time Windows 8 was roughly 8 percent slower than Windows 7.,Windows 7,Windows 8,BETTER,WORSE,sentence embedding
7152,"I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in Ruby/rails) im still in the habit of debugging JavaScript with window.alert",Ruby,JavaScript,WORSE,NONE,sentence embedding
7155,"Nike is definitely not my favorite, also Adidas aren't better than Converse either.",Nike,Adidas,WORSE,NONE,sentence embedding
7156,I am sorry is Google maps better then Apple maps??,Apple,Google,BETTER,NONE,sentence embedding
7159,Google Chrome is even worse on my old IBM ThinkPad.,Google,IBM,WORSE,NONE,sentence embedding
7175,"For example, NYCB's program cites a study in which ballet was found to be the second-most strenuous ""sport"" out there: easier than football, harder than hockey.",football,hockey,BETTER,NONE,sentence embedding
7178,windows 7 or Windows 8. Let me know if you find any other faster way of mapping drives in Windows XP or Windows 7.,Windows XP,Windows 8,BETTER,NONE,sentence embedding
7186,"Hi, I use PHP validation for my sites it is better then Java script validation ?",Java,PHP,NONE,BETTER,sentence embedding
7193,He broke his hand against georgia Tech and apparently made it worse playing against virginia Tech.,virginia,georgia,WORSE,NONE,sentence embedding
7194,"Most chargers for Bluetooth headsets (which, from my limited experience, are wall chargers only) charge slower than a USB cable.",USB,Bluetooth,BETTER,WORSE,sentence embedding
7195,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",MySQL,SQLite,NONE,WORSE,sentence embedding
7197,"amazon is much better, as is netflix, and hulu.",amazon,hulu,BETTER,NONE,sentence embedding
7200,Currently forest resources are seriously depleted and the ecological environment is getting worse; people must stop using non-renewable timber.,forest,timber,WORSE,NONE,sentence embedding
7208,In many situations concrete is superior to other materials such as wood and steel.,steel,concrete,NONE,BETTER,sentence embedding
7209,"Dell, at that historical point in the game at least, was probably better at running a supply chain and manufacturing than Apple.",Apple,Dell,NONE,BETTER,sentence embedding
7216,"I'm thinking that an AMD 64 Dual Core, 2 gig Ram, Nvidia and one of the better MSI mainboards should do the job.",Nvidia,MSI,BETTER,NONE,sentence embedding
7232,"So Groovy gives me a faster, dynamic version of Java, and Grails gives me a fantastic toolkit to get great stuff done quickly.",Java,Groovy,BETTER,NONE,sentence embedding
7233,"Lang, a talented tennis player and an even better basketball player, liked her busy schedule.",basketball,tennis,BETTER,NONE,sentence embedding
7234,"Still much better in Java, but the Scala plugin is catching up fast.",Java,Scala,WORSE,NONE,sentence embedding
7238,"But there are three teams better - dartmouth (97.5 percent), Quinnipiac (94.8 percent) and harvard (93.5 percent).",harvard,dartmouth,BETTER,NONE,sentence embedding
7253,"Soon, there will be an MP3 player far superior to the ipod; there will be faster laptops and cells phones and a much better iphone.",iphone,ipod,BETTER,NONE,sentence embedding
7264,The Haskell program that uses lazy ByteStrings is about 30% slower than the Python script.,Python,Haskell,BETTER,WORSE,sentence embedding
7265,"Ruby looks pretty easy to learn, and it even looks fun; but I'm skeptical about whether or not I'd be safer going down the more established PHP route.",Ruby,PHP,NONE,WORSE,sentence embedding
7267,"CatZilla is a stern test and it's shown in how far down the graph you have to scan to come across the MSI, and although the overclock helps the situation there is obviously better performance to be had from the 290X, as it should be, and the Nvidia cards.",Nvidia,MSI,BETTER,NONE,sentence embedding
7269,"WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.",PHP,JavaScript,WORSE,NONE,sentence embedding
7273,"I find that while its true that Ruby may have less libs than PHP, the quality of these libs is vastly superior.",Ruby,PHP,WORSE,BETTER,sentence embedding
7274,"Yale offered nothing at all really, mit was a little nicer, but by far stanford offered the best FA package.",stanford,mit,BETTER,WORSE,sentence embedding
7302,"As far as benchmark performance is concerned, the Intel Atom Z2760 recorded 3min 36sec in our Blender 3D rendering test, which is over 15sec slower than the Dell Latitude 10 and HP ElitePad 900 tablets, and only a 24sec faster than one of the last netbooks we saw back in 2010, the Acer Aspire Happy.",Intel,Dell,BETTER,WORSE,sentence embedding
7303,"With ARM processors already slower than Intel counterparts, it would be VERY difficult to run programs like Adobe Photoshop, though perhaps Microsoft Office could function.",Microsoft,Intel,WORSE,NONE,sentence embedding
7310,"As Reuters reported , Mercedes-Benz' parent Daimler is considering shedding some of its company-owned dealerships in Germany to better compete with its main rivals, Audi and BMW.",Audi,Mercedes-Benz,WORSE,NONE,sentence embedding
7312,"are all coaches in Texas, georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?",california,georgia,NONE,WORSE,sentence embedding
7319,The more Ohio NCAA Division II (with football) colleges spend the better quality you can expect from their lacrosse programs.,football,lacrosse,BETTER,NONE,sentence embedding
7321,It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,Java,PHP,NONE,BETTER,sentence embedding
7323,"According to The New York Times, Amazon has an employee stack-ranking system every bit as bad - if not considerably worse - than did Ballmer's Microsoft.",Microsoft,Amazon,BETTER,WORSE,sentence embedding
7328,Python is also object oriented and it's faster (as fast as PHP).,Python,PHP,BETTER,NONE,sentence embedding
7341,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.",Java,PHP,NONE,BETTER,sentence embedding
7342,I'd better have more coffee and less beer!,coffee,beer,BETTER,NONE,sentence embedding
7351,Is Microsoft better because of Apple?,Microsoft,Apple,BETTER,NONE,sentence embedding
7357,"Unexpectedly, it was football that made him a better tennis player.",football,tennis,BETTER,NONE,sentence embedding
7363,The sooner people stop buying these Lexus things the better as I'm sick of people saying how nice it is when they are considering a new Audi etc. It's a stinking over priced Toyota - get over it!!!,Audi,Lexus,BETTER,NONE,sentence embedding
7366,Apple: Worse for open source than Microsoft?,Microsoft,Apple,NONE,WORSE,sentence embedding
7368,Windows Vista ran slower than Windows XP with all three methods and on the Fujitsu notebook.,Windows XP,Windows Vista,BETTER,WORSE,sentence embedding
7369,But then Microsoft delayed Vista YET again and also Dell offered at least a mediocre gpu with the 1505.,Microsoft,Dell,WORSE,NONE,sentence embedding
7373,I'm having a difficult time believing that PHP is between 100 and 150 times slower than Java.,Java,PHP,BETTER,WORSE,sentence embedding
7377,"I decided to upgrade to the 2807, a Samsung 6768 (1080P 67 inches; yup bigger is better) and a low budget Toshiba dvd (with HDMI out).",Samsung,Toshiba,BETTER,NONE,sentence embedding
7382,"The Lincoln MKX is a big crossover SUV.Based on the superb Ford Edge, the luxurious MKX offers features of pricier crossovers from Acura, BMW, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.",Ford,BMW,BETTER,NONE,sentence embedding
7383,"The best and brightest would probably say the jeep GC is a better suv than the Explorer, but for what?",suv,jeep,BETTER,NONE,sentence embedding
7392,"Some languages like Python don't give you a way to make the errors go away, but for better or worse PHP does.",Python,PHP,NONE,WORSE,sentence embedding
7397,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",iOS,Apple TV,NONE,BETTER,sentence embedding
7402,This is the main difference with lenses from Nikon and Canon for example - you seldom get decent sharpness wide open and almost never great contrast and color like you do with these Leica lenses.,Nikon,Leica,BETTER,NONE,sentence embedding
7416,I also don't find that things like bagels or pizza will spike me any worse than a dinner of steak and green beans.,pizza,steak,NONE,WORSE,sentence embedding
7417,"Amazon , which hit an all-time high and gained 9.4 percent to $363.39, and Microsoft , which led the Dow with a 6 percent gain to $35.73, held their post-earnings gains better than Zynga.",Microsoft,Amazon,BETTER,NONE,sentence embedding
7419,"East carolina and Boise st are a harder game than Purdue, Illinois, Indiana, Kansa, Texas tech, california, Colorado, Kentucky, Rutgers, West Virginia, Maryland, virginia, and so on.",california,carolina,BETTER,NONE,sentence embedding
7429,"mit is harder to graduate from (on average probably, at minimum certainly) than HYP or stanford.",stanford,mit,BETTER,WORSE,sentence embedding
7445,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",Apple,IBM,WORSE,NONE,sentence embedding
7449,And yet Microsoft somehow comes off worse than Google for it...,Microsoft,Google,BETTER,WORSE,sentence embedding
7455,"The wii U version, however, is just an inferior 360/ps3 port.",wii,ps3,WORSE,NONE,sentence embedding
7459,Why baseball is Superior to football,football,baseball,NONE,BETTER,sentence embedding
7460,"Microsoft Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of Amazon, Barnes & Noble, and others.",Microsoft,Amazon,NONE,BETTER,sentence embedding
7463,Perl has a large user base but it is still easier to find candidates that already know industrial C++ or Java.,Java,Perl,BETTER,WORSE,sentence embedding
7466,"Apple's Swift Programming Language Faster, Safer Than Objective-C",Swift,Objective-C,NONE,BETTER,sentence embedding
7469,"In short, I don't think ABCL is a particularly useful tool to help you learn Java; it's probably a better tool to help you learn Lisp.",Java,Lisp,BETTER,NONE,sentence embedding
7473,"Likewise, learning Ruby is no harder than learning PHP but far, far more rewarding.",Ruby,PHP,WORSE,BETTER,sentence embedding
7475,"The new Ford will be faster, cheaper, more practical and have much better traction while being build in Germany, just like BMW.",Ford,BMW,BETTER,NONE,sentence embedding
7477,"In 1975, in a move to better compete with the AMC Gremlin, Ford introduced the 2.8L V6; while far less powerful than the Gremlin, the V6 gave the Pinto a feature unavailable in the Chevrolet Vega.",Ford,Chevrolet,WORSE,BETTER,sentence embedding
7481,"youtube is so much easier, or google.",google,youtube,BETTER,NONE,sentence embedding
7490,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).",Sony,Dell,NONE,BETTER,sentence embedding
7494,"In fact, amazon did poorly in google overall in general.",google,amazon,WORSE,NONE,sentence embedding
7498,"Nissan/Infiniti have been the Houdini of the motor industry, not very long ago it did look as though they might go under because of their horrendous debts but with Renault on board and some truly exciting new products the future looks a great deal better.",Nissan,Renault,NONE,WORSE,sentence embedding
7499,Drunk as a drowned rat - Worse than drunk as a drowned mouse.,mouse,rat,NONE,WORSE,sentence embedding
7500,An example would be Ford makes better pick up trucks and Toyota makes better sedans.,Ford,Toyota,BETTER,NONE,sentence embedding
7504,Here's Why stanford Startups are Better Than mit Startups,stanford,mit,NONE,BETTER,sentence embedding
7506,"The micro-USB adapter plugs into your smartphone, enabling faster-than-Bluetooth data speeds over a distance of a few centimeters.",USB,Bluetooth,NONE,BETTER,sentence embedding
7508,Apple could take advantage of the superior IBM components in the systems.,Apple,IBM,BETTER,NONE,sentence embedding
7511,"Toyota engines have better ""overclocking"" but less factory output specs; while Nissan has higher factory output but less ""overclocking"" capabilities.",Toyota,Nissan,WORSE,NONE,sentence embedding
7517,Are the Chrysler products harder to wash than a comparable van from Honda or Toyota?,Toyota,Chrysler,BETTER,NONE,sentence embedding
7518,The Sony VAIO Pro 13 (30/14 fps) and Lenovo X240 (31/17 fps) performed slightly better than the Dell.,Sony,Dell,NONE,BETTER,sentence embedding
7525,"Yes, Java is slow-slower than PHP (gasp).",Java,PHP,BETTER,WORSE,sentence embedding
7544,"Expect enhanced chances of near normal temperatures in Washington, oregon, and western Indiana and cooler than normal in michigan and northern Wisconsin.",michigan,oregon,NONE,BETTER,sentence embedding
7550,alhluu said:   The Kingston V+ series is suppose to be faster because it supports SATA III while the 160gb Intel X25-M is SATA II.,Intel,Kingston,NONE,BETTER,sentence embedding
7557,"A further advantage of perl or Python (or ruby) would be that these should all have libraries for interfacing with matlab, and much better data structures than Bash for tables.",Python,Bash,NONE,BETTER,sentence embedding
7562,"That is of course easier now that PHP looks syntactiacally more like a mature programming language, like Java.",Java,PHP,BETTER,NONE,sentence embedding
7567,"MrSeb writes ""In a twist that reinforces Valve's distaste for Windows 8, it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL (315 fps) than Windows 7 and DirectX/Direct3D (270.6 fps); almost a 20% speed-up.",OpenGL,Direct3D,NONE,BETTER,sentence embedding
7575,"For me, bread or potato is far superior to pasta.",bread,pasta,NONE,BETTER,sentence embedding
7577,The reason why Scala is currently not used outside of education very much is because it is based on Java behind-the-scenes and often even slower.,Java,Scala,WORSE,NONE,sentence embedding
7578,Jensen Comment:  Actually Microsoft has a better fix to Windows problems created by Sony.,Microsoft,Sony,NONE,BETTER,sentence embedding
7583,"IBM on Wednesday unveiled new POWER8 processor-based servers that the computing giant said ""are capable of analyzing data 50 times faster than the latest x86-based systems"" built on chips from companies like Intel and Advanced Micro Devices.",IBM,Intel,NONE,BETTER,sentence embedding
7586,Going cordless is good and going Bluetooth is even better since it frees up a USB port.,USB,Bluetooth,BETTER,NONE,sentence embedding
7597,"Python is nice and easy to use and learn but it runs like treacle much much slower than C, C++ or Java etc... if you're looking to explore the world of non C style programming try a functional language like Haskell it's a recursive programming language, no for loops and no variables it's quite interesting though.",Python,Haskell,BETTER,WORSE,sentence embedding
7598,"Compare the Cloud released new rankings indicating Amazon Web Services, though a perennial cloud services frontrunner, is experiencing slower growth and is losing the ""mind share"" battle with competitors such as IBM and Microsoft.",Microsoft,Amazon,NONE,WORSE,sentence embedding
7601,"Coming from an unkillable and rock solid Honda Accord that I've had my entire adulthood, I'm a bit scared of reliability/cost for repair, but I'm ready for my little BMW now!",Honda,BMW,WORSE,NONE,sentence embedding
7603,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",Honda,BMW,NONE,WORSE,sentence embedding
7611,"I figured it was JavaScript, but if it can be done in PHP, that'd be better.",PHP,JavaScript,WORSE,NONE,sentence embedding
7616,"From my experience plastic inserts are stronger and provide better support, but even well-crafted cardboard inserts provide solid support.",plastic,cardboard,BETTER,NONE,sentence embedding
7622,"Over the past few years, Siemens had ditched its handset business to focus more on infrastructure, while Nokia had a decent infrastructure business and booming handset sales.",Nokia,Siemens,WORSE,NONE,sentence embedding
7626,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,BETTER,NONE,sentence embedding
7633,"I know the Nikon 200-400mm f/4 AF-s works great, has VR and zooms much faster (and directly), while this Sigma zooms electrically.",Sigma,Nikon,NONE,BETTER,sentence embedding
7657,The good part is it provides a generic set of applications that can work across operating system versions and are clearly better than what came with Windows 98; the bad news is they can really screw up Windows XP.,Windows XP,Windows 98,WORSE,NONE,sentence embedding
7658,"This one I just checked about, and Oracle still appears to recommend using raw devices, as they claim it can be up to 50% faster...but, how would one implement this in PostgreSQL?",Oracle,PostgreSQL,BETTER,NONE,sentence embedding
7660,"PHP would be a much nicer, friendly and more civilized development list if it borrowed only one phrase from the Perl community; TMTOWTDI.",PHP,Perl,BETTER,NONE,sentence embedding
7663,"i get bolder and faster as the 45 minutes wear on-- oh yeah, races in oregon are longer than the georgia races (45 minutes as compared to 30 minutes, in my case).",georgia,oregon,WORSE,BETTER,sentence embedding
7665,"She has also found that the Apple Store people and online Mac forums can answer questions much better than, say, Dell Customer Support can.",Apple,Dell,NONE,BETTER,sentence embedding
7669,Sellers grow faster on amazon than eBay and google,google,amazon,NONE,BETTER,sentence embedding
7679,"The iPad, much like the iPhone and ipod Touch, is never really ""off"" so the iPad has this instant on feature that is even faster than a laptop.",laptop,ipod,WORSE,BETTER,sentence embedding
7680,I have done a decent amount of psp hacking but now i am looking to dive into the wii.,wii,psp,WORSE,NONE,sentence embedding
7687,I think I found a better sandwich than a cheese steak.,sandwich,steak,NONE,BETTER,sentence embedding
7690,"I could find another way to do this with JavaScript, but I'm learn'n PHP and (better) CSS.",PHP,JavaScript,WORSE,NONE,sentence embedding
7691,tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,BETTER,sentence embedding
7694,"Python has a better standard library, but Perl has a better nonstandard library.",Python,Perl,BETTER,NONE,sentence embedding
7697,"Oracle has superior clustering to PostgreSQL, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",Oracle,PostgreSQL,NONE,BETTER,sentence embedding
7701,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,WORSE,NONE,sentence embedding
7705,"Groovy has always been about making Java better, rather than replacing it.",Java,Groovy,BETTER,NONE,sentence embedding
7706,Since halloween is officially here I guess there is no better time to start posting thanksgiving recipes.,thanksgiving,halloween,WORSE,NONE,sentence embedding
7708,-8[ Microsoft becomes more valuable when Intel produces faster chips.,Microsoft,Intel,BETTER,NONE,sentence embedding
7713,I once read that convertibles sold better in michigan than california.,california,michigan,WORSE,BETTER,sentence embedding
7714,"Ryan, it's called conductivity stone transfers heat at a slower rate than steel.",steel,stone,BETTER,WORSE,sentence embedding
7715,"Really, the only advantage that HTML/CSS/JavaScript has over Python is that every PC has an interpreter present out of the box, but given that if you're doing JS there's few tools better than Firebug, you've got installation to do anyway and you might as well just suck it up.",Python,JavaScript,NONE,BETTER,sentence embedding
7718,"Using the output from my wife's tiny laptop, playing Apple Lossless files was so vastly superior to my ipod, that I wanted to explore this further.",laptop,ipod,NONE,BETTER,sentence embedding
7725,"Now whether or not hockey hits are harder than football, who knows.",football,hockey,WORSE,NONE,sentence embedding
7728,"Worse news still for Toyota is that more new competition is coming, like the Ford Fiesta transplant from Europe.",Ford,Toyota,BETTER,NONE,sentence embedding
7731,The problems with DRM and finding books make Borders and the Sony Reader not that much better in my opinion from Amazon and the Kindle.,Sony,Amazon,BETTER,NONE,sentence embedding
7734,"And maybe popular Altcoins (top 10 market capital) _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,BETTER,NONE,sentence embedding
7737,It's likely we can buy a very good Sigma o Tamron lens in a new future but now a day Nikon lens manufacturing is very superior.,Sigma,Nikon,BETTER,NONE,sentence embedding
7748,"youtube is really solid though, but how about facebook?",facebook,youtube,WORSE,NONE,sentence embedding
7755,Alot easier on the feet and comfortable for indoor baseball practices than your typical tennis shoe.,baseball,tennis,NONE,BETTER,sentence embedding
7761,"On Tuesday, the Gators flunked their midterm against missouri, but Indiana submitted one of the better wins of the season at michigan State.",michigan,missouri,BETTER,NONE,sentence embedding
7763,MJ was better at baseball than basketball team management.,baseball,basketball,NONE,BETTER,sentence embedding
7764,"I would also add, as happened in the USA, and elsewhere, the shift to Toyota and Datsun/Nissan, Japanese brands with much better reliability and more up to date product lines vs. Euro/UK brands, but for M-B and BMW.",Toyota,BMW,BETTER,NONE,sentence embedding
7765,The MSI GeForce 8800 GTS 512MB is one of the better mid-high performance cards available for its price and fills the gap between the current generation of high-end cards and the eagerly awaited series that's soon to come from Nvidia.,Nvidia,MSI,BETTER,NONE,sentence embedding
7769,There is a long debate regarding whether MySQL is better or PostgreSQL.,MySQL,PostgreSQL,BETTER,NONE,sentence embedding
7772,"wii U CPU and GPU Clock Speeds revealed, slower than ps3/360",wii,ps3,BETTER,WORSE,sentence embedding
7779,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",Apple,Sony,NONE,WORSE,sentence embedding
7780,Do you think though in general simple bread bakeries are harder than small woodfired pizza places?,bread,pizza,BETTER,NONE,sentence embedding
7784,"I think the only advantages that I've heard Sigma has over the Nikon is better bokeh, wider range, and extra 1/3 stop.",Sigma,Nikon,NONE,BETTER,sentence embedding
7794,I think tapioca and white rice and potato flour are far better to make bread with.,bread,potato,BETTER,NONE,sentence embedding
7804,"Wilson was better at baseball than basketball, if not football.",baseball,basketball,NONE,BETTER,sentence embedding
7805,"MySQL might be faster for simple operations, but PostgreSQL completely demolishes it in complex queries.",MySQL,PostgreSQL,WORSE,NONE,sentence embedding
7807,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",georgia,michigan,NONE,BETTER,sentence embedding
7821,Its easier to create a mediocre baseball movie than and mediocre basketball or football movie.,football,baseball,NONE,BETTER,sentence embedding
