id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,s_len
O2413858403,middle_paths_unrestricted_16,The beer is better than good and the range of cider is something to cherish.,beer,cider,NONE,BETTER,1.0,lex (unique),"The beer is better than good and the range of cider is something to', 'cherish.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ range/NOUN/conj/< of/ADP/prep/<', 'Y/PROPN/pobj/<']]",76
O2417243467,middle_paths_unrestricted_16,"The big jumps in computing power in the last few years have been around adding more CPU cores and reducing power consumption, the major software companies have been making their software run more efficiently (Windows 7 runs better on 5+ year-old hardware than Windows XP did when the hardware was brand new and Windows 8 runs even better again).",Windows XP,Windows 8,BETTER,WORSE,0.6,lex (unique),"The big jumps in computing power in the last few years have been', 'around adding more CPU cores and reducing power consumption, the major', 'software companies have been making their software run more', 'efficiently (Windows 7 runs better on 5+ year-old hardware than', 'Windows XP did when the hardware was brand new and Windows 8 runs even', 'better again).",[['X/PROPN/nsubj/> do/VERB/ROOT/^ Y/PROPN/dobj/<']],345
O2423375573,middle_paths_unrestricted_16,"The breakfast was mediocre, juice tasted like a powder mix with water added, coffee was instant from a machine.",juice,coffee,BETTER,NONE,1.0,lex (unique),"The breakfast was mediocre, juice tasted like a powder mix with water', 'added, coffee was instant from a machine.","[['X/PROPN/nsubj/> taste/VERB/ROOT/^ like/ADP/prep/< mix/NOUN/pobj/<', 'add/VERB/relcl/< Y/PROPN/ccomp/<']]",111
O2430948891,middle_paths_unrestricted_16,"The Cell is a high performance chip that is set to be the core of the Sony Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the Intel Pentium or the PowerPC G5.",Sony,Intel,BETTER,NONE,1.0,lex (unique),"The Cell is a high performance chip that is set to be the core of the', 'Sony Playstation 3 video game system - its incredibly low cost, but', 'because its highly specialized to do certain kinds of number crunching', 'and application tasks, its faster than general purpose chips like the', 'Intel Pentium or the PowerPC G5.","[['X/PROPN/compound/> playstation/PROPN/ROOT/^ do/VERB/conj/<', 'fast/ADJ/advmod/< than/ADP/prep/< chip/NOUN/pobj/< like/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> playstation/PROPN/ROOT/^ do/VERB/conj/<', 'fast/ADJ/advmod/< than/ADP/prep/< chip/NOUN/pobj/< like/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",311
O2432553360,middle_paths_unrestricted_16,"..the chance of Google being able to actually develop a better general-purpose chip than Intel is slim.""",Google,Intel,NONE,BETTER,1.0,lex (unique),"..the chance of Google being able to actually develop a better', 'general-purpose chip than Intel is slim.""","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ be/VERB/acl/V Y/PROPN/pobj/<']]",104
O2434000492,middle_paths_unrestricted_16,"The Chevrolet Cruze is, quite frankly, a better car than the Honda Civic or Toyota Corolla.",Chevrolet,Toyota,NONE,BETTER,1.0,lex (unique),"The Chevrolet Cruze is, quite frankly, a better car than the Honda', 'Civic or Toyota Corolla.","[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< civic/PROPN/pobj/<', 'Y/PROPN/conj/<']]",91
P2439284654,middle_paths_unrestricted_16,The coffee really improved a mediocre base beer.,coffee,beer,NONE,BETTER,1.0,lex (unique),The coffee really improved a mediocre base beer.,[['X/PROPN/nsubj/> improve/VERB/ROOT/^ base/NOUN/dobj/< Y/PROPN/appos/<']],48
P2447431419,middle_paths_unrestricted_16,"The construction became easier due to the concrete block made from the transparent cement.""",concrete,cement,BETTER,NONE,1.0,lex (unique),"The construction became easier due to the concrete block made from the', 'transparent cement.""","[['X/PROPN/compound/> make/VERB/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/compound/> make/VERB/ROOT/^ the/DET/det/V Y/PROPN/pobj/<'], ['X/PROPN/compound/> make/VERB/ROOT/^ transparent/ADJ/amod/V', 'Y/PROPN/pobj/<']]",91
P2449363488,middle_paths_unrestricted_16,The core code was simple (vertex / pixel shader + vertex buffer) and in this case OpenGL render path was faster and produced more heat than Direct3D 9 render path.,OpenGL,Direct3D,NONE,BETTER,1.0,lex (unique),"The core code was simple (vertex / pixel shader + vertex buffer) and', 'in this case OpenGL render path was faster and produced more heat than', 'Direct3D 9 render path.","[['X/PROPN/nsubj/> render/VERB/ROOT/^ be/VERB/ccomp/< produce/VERB/conj/<', 'heat/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<']]",163
P2454169526,middle_paths_unrestricted_16,"The CR-V is under attack in its segment from the Toyota RAV4 (+26%), Chevrolet Equinox (+17%), Nissan Rogue (+28%) and Ford Explorer (+27%), all posting very solid results.",Chevrolet,Ford,BETTER,NONE,0.6,lex (unique),"The CR-V is under attack in its segment from the Toyota RAV4 (+26%),', 'Chevrolet Equinox (+17%), Nissan Rogue (+28%) and Ford Explorer', '(+27%), all posting very solid results.","[['X/PROPN/compound/> equinox/PROPN/ROOT/^ rogue/PROPN/appos/<', 'Y/PROPN/conj/<']]",172
P2496108191,middle_paths_unrestricted_16,The follwing Montego Bay to Kingston direction map comming from Google.,Kingston,Google,BETTER,NONE,1.0,lex (unique),"The follwing Montego Bay to Kingston direction map comming from', 'Google.","[['X/ADJ/amod/> map/NOUN/ROOT/^ comming/VERB/acl/< from/ADP/prep/<', 'Y/PROPN/pobj/<']]",71
P2506390007,middle_paths_unrestricted_16,The good part is it provides a generic set of applications that can work across operating system versions and are clearly better than what came with Windows 98; the bad news is they can really screw up Windows XP.,Windows 98,Windows XP,BETTER,NONE,1.0,lex (unique),"The good part is it provides a generic set of applications that can', 'work across operating system versions and are clearly better than what', 'came with Windows 98; the bad news is they can really screw up Windows', 'XP.",[['X/PROPN/npadvmod/> be/VERB/ROOT/^ screw/VERB/ccomp/< Y/PROPN/dobj/<']],213
P2508197996,middle_paths_unrestricted_16,"The graphics are good for ds, but I'm sure the wii one has much better graphics.",ds,wii,NONE,WORSE,0.6,lex (unique),"The graphics are good for ds, but I'm sure the wii one has much better"", 'graphics.","[['X/PROPN/ROOT/^ Y/PROPN/attr/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/attr/<'], ['X/PROPN/ROOT/^ be/VERB/conj/V Y/PROPN/attr/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/attr/<']]",80
P2527067992,middle_paths_unrestricted_16,The introduction of G3 Power PC microprocessor made ​​by Apple faster than computers that run on Intel processors.,Apple,Intel,NONE,BETTER,1.0,lex (unique),"The introduction of G3 Power PC microprocessor made \u200b\u200bby Apple faster', 'than computers that run on Intel processors.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ faster/ADV/advmod/V Y/PROPN/pobj/<']]",114
P2541178399,middle_paths_unrestricted_16,The latest news about OpenGL rendering Zombies faster than Direct3D really got the twittersphere going!,OpenGL,Direct3D,NONE,BETTER,1.0,lex (unique),"The latest news about OpenGL rendering Zombies faster than Direct3D', 'really got the twittersphere going!","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ render/VERB/acl/V Y/PROPN/pobj/<']]",103
P2558676297,middle_paths_unrestricted_16,"The metal is a solid quality, and the real wood isnt cheap plywood, its very good quality.",metal,plywood,WORSE,NONE,1.0,lex (unique),"The metal is a solid quality, and the real wood isnt cheap plywood,', 'its very good quality.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< Y/PROPN/npadvmod/<']],90
P2564947098,middle_paths_unrestricted_16,"The ""most favored nation"" clause prevents the publishers from giving other sellers, like Amazon, a better price than Apple.",Amazon,Apple,NONE,BETTER,0.8,lex (unique),"The ""most favored nation"" clause prevents the publishers from giving', 'other sellers, like Amazon, a better price than Apple.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ price/NOUN/appos/V Y/PROPN/pobj/<']]",123
P2566681457,middle_paths_unrestricted_16,The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,Intel,IBM,NONE,BETTER,0.6,lex (unique),"The move from System p to Intel-based blades was made easier by the', 'fact that the IBM has embraced the Linux platform.","[['X/PROPN/npadvmod/> base/VERB/amod/> make/VERB/ROOT/^ fact/NOUN/pobj/<', 'Y/PROPN/acl/<'], ['X/PROPN/npadvmod/> base/VERB/amod/> make/VERB/ROOT/^ fact/NOUN/pobj/<', 'that/ADP/mark/V Y/PROPN/acl/<'], ['X/PROPN/npadvmod/> base/VERB/amod/> make/VERB/ROOT/^ fact/NOUN/pobj/<', 'the/DET/det/V Y/PROPN/acl/<']]",118
P2580846808,middle_paths_unrestricted_16,"The Nissan was better, it never left me walking like the Toyota did on several occasions.",Nissan,Toyota,NONE,BETTER,1.0,lex (unique),"The Nissan was better, it never left me walking like the Toyota did on', 'several occasions.","[['X/PROPN/nsubj/> leave/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> leave/VERB/ROOT/^ like/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",89
P2598806371,middle_paths_unrestricted_16,"The order in which I listed them is my order of preference - yes, I like JavaScript better than Ruby.",JavaScript,Ruby,NONE,BETTER,1.0,lex (unique),"The order in which I listed them is my order of preference - yes, I', 'like JavaScript better than Ruby.",[['NOPATH']],101
P2605374881,middle_paths_unrestricted_16,"The paradigm-crossingness of it may mean it's easier to pick up a wider range of languages after you've mastered Ruby; it's a bit like Lisp, a bit like Basic, a bit like Java.",Lisp,Java,BETTER,NONE,0.6,lex (unique),"The paradigm-crossingness of it may mean it's easier to pick up a"", ""wider range of languages after you've mastered Ruby; it's a bit like"", 'Lisp, a bit like Basic, a bit like Java.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ like/ADP/prep/V Y/PROPN/pobj/<']]",175
Q2622278477,middle_paths_unrestricted_16,The problem is that Groovy makes it a lot easier to make a hash of a program than does Java.,Groovy,Java,NONE,BETTER,1.0,lex (unique),"The problem is that Groovy makes it a lot easier to make a hash of a', 'program than does Java.","[['X/PROPN/nsubj/> make/VERB/ROOT/^ easy/ADJ/ccomp/< do/VERB/advcl/<', 'Y/PROPN/nsubj/<']]",92
Q2623765315,middle_paths_unrestricted_16,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,Java,Perl,NONE,BETTER,0.8,lex (unique),"The process of converting it to Java resulted in a 100x speed up -', 'despite Perl possibly having a faster regex implementation.",[['X/PROPN/nsubj/> result/VERB/ROOT/^ despite/ADP/prep/< Y/PROPN/pobj/<']],126
Q2627775173,middle_paths_unrestricted_16,"The psp sells very well in Japan, in america sometimes the ps2 sells better.",psp,ps2,NONE,WORSE,1.0,lex (unique),"The psp sells very well in Japan, in america sometimes the ps2 sells', 'better.","[['X/PROPN/nsubj/> sell/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> sell/VERB/ROOT/^ sometimes/ADV/advmod/V Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> sell/VERB/ROOT/^ the/DET/det/V Y/PROPN/dobj/<']]",76
Q2633819574,middle_paths_unrestricted_16,"The real question is: for any given programming concept, is there anything about Ruby syntax that makes it harder to learn or implement than the equivalent in PHP?",Ruby,PHP,NONE,WORSE,1.0,lex (unique),"The real question is: for any given programming concept, is there', 'anything about Ruby syntax that makes it harder to learn or implement', 'than the equivalent in PHP?","[['X/ADJ/amod/> syntax/NOUN/ROOT/^ make/VERB/relcl/< hard/ADJ/ccomp/<', 'learn/VERB/xcomp/< implement/VERB/conj/< than/ADP/prep/<', 'equivalent/NOUN/pobj/< in/ADP/prep/< Y/PROPN/pobj/<']]",163
Q2645457592,middle_paths_unrestricted_16,The reason we want to load games off the Ethernet is because it is for sure 110% faster than playing games off the USB interface.,Ethernet,USB,NONE,BETTER,0.8,lex (unique),"The reason we want to load games off the Ethernet is because it is for', 'sure 110% faster than playing games off the USB interface.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/advcl/< for/ADP/prep/<', 'sure/ADJ/amod/< faster/ADV/advmod/< than/ADP/prep/< play/VERB/pcomp/<', 'off/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/advcl/< for/ADP/prep/<', 'sure/ADJ/amod/< faster/ADV/advmod/< than/ADP/prep/< play/VERB/pcomp/<', 'off/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<']]",129
Q2656873284,middle_paths_unrestricted_16,There is no better material for do-it-yourselfers to create champagne outdoor spaces on a beer budget.,champagne,beer,BETTER,NONE,1.0,lex (unique),"There is no better material for do-it-yourselfers to create champagne', 'outdoor spaces on a beer budget.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ space/NOUN/dobj/V Y/PROPN/pobj/<']]",102
Q2658839626,middle_paths_unrestricted_16,There is nothing simple or readable about Python that can not be expressed better in JavaScript or Ruby for example..,Python,JavaScript,NONE,WORSE,0.4,lex (unique),"There is nothing simple or readable about Python that can not be', 'expressed better in JavaScript or Ruby for example..","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ express/VERB/relcl/V Y/PROPN/pobj/<']]",117
Q2670634417,middle_paths_unrestricted_16,"There's something about it that feels much faster than my (admittedly out of date) mobile phone, and it feels significantly faster than my laptop or desktop.",mobile,laptop,NONE,BETTER,0.8,lex (unique),"There's something about it that feels much faster than my (admittedly"", 'out of date) mobile phone, and it feels significantly faster than my', 'laptop or desktop.","[['X/PROPN/compound/> phone/NOUN/ROOT/^ feel/VERB/conj/<', 'faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> phone/NOUN/ROOT/^ feel/VERB/conj/<', 'faster/ADV/advmod/< than/ADP/prep/< my/ADJ/poss/V Y/PROPN/pobj/<']]",157
Q2684404426,middle_paths_unrestricted_16,The rubber feet once adjusted are solid on the concrete floor.,rubber,concrete,BETTER,NONE,1.0,lex (unique),The rubber feet once adjusted are solid on the concrete floor.,"[['X/PROPN/nummod/> be/VERB/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nummod/> be/VERB/ROOT/^ on/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",62
Q2687324958,middle_paths_unrestricted_16,"The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,BETTER,NONE,0.6,lex (unique),"The sandwich would have been perfect with a better cooked egg, but the', 'sausage was fennelly, tasty, and totally worth the extra 100%', 'saturated fat.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ the/DET/det/V Y/PROPN/conj/<']]",147
Q2687645413,middle_paths_unrestricted_16,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).",sausage,sandwich,BETTER,NONE,1.0,lex (unique),"The sausage is decent too, three kinds sold by the sandwich ($7.50) or', 'by the pound ($15.75).","[['X/PROPN/nsubj/> be/VERB/ROOT/^ kind/NOUN/attr/< sell/VERB/acl/<', 'by/ADP/agent/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ kind/NOUN/attr/< sell/VERB/acl/<', 'by/ADP/agent/< the/DET/det/V Y/PROPN/pobj/<']]",93
Q2687649303,middle_paths_unrestricted_16,"The sausage, which is made next door at Bari , is a solid version, though the pieces are a bit small given the thickness of the bread.",sausage,bread,BETTER,NONE,1.0,lex (unique),"The sausage, which is made next door at Bari , is a solid version,', 'though the pieces are a bit small given the thickness of the bread.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/advcl/< small/ADJ/attr/<', 'give/VERB/prep/< thickness/NOUN/pobj/< of/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> make/VERB/relcl/V be/VERB/ROOT/^ be/VERB/advcl/<', 'small/ADJ/attr/< give/VERB/prep/< thickness/NOUN/pobj/< of/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/advcl/< small/ADJ/attr/<', 'give/VERB/prep/< thickness/NOUN/pobj/< of/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",134
Q2692188634,middle_paths_unrestricted_16,"These are the nicest rubber tees I have ever played on, probably even better than concrete.",rubber,concrete,NONE,BETTER,0.8,lex (unique),"These are the nicest rubber tees I have ever played on, probably even', 'better than concrete.",[['X/PROPN/compound/> good/ADJ/ROOT/^ Y/PROPN/pobj/<']],91
Q2702310051,middle_paths_unrestricted_16,These next generation devices will also have dual faster graphics cores that will be capable of supporting a Retina Display iPad and this could also potentially bring 1080p HD support to all iOS devices including Apple TV.,iOS,Apple TV,BETTER,NONE,1.0,lex (unique),"These next generation devices will also have dual faster graphics', 'cores that will be capable of supporting a Retina Display iPad and', 'this could also potentially bring 1080p HD support to all iOS devices', 'including Apple TV.",[['X/PROPN/amod/> device/NOUN/ROOT/^ include/VERB/prep/< Y/PROPN/pobj/<']],222
Q2712061513,middle_paths_unrestricted_16,"The Sigma will probably be BETTER than most wide angle primes, like a 28mm f2.8 Nikon.",Sigma,Nikon,NONE,BETTER,1.0,lex (unique),"The Sigma will probably be BETTER than most wide angle primes, like a', '28mm f2.8 Nikon.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< mm/NOUN/compound/V', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< f2.8/NOUN/compound/V', 'Y/PROPN/pobj/<']]",86
Q2719031436,middle_paths_unrestricted_16,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,concrete,metal,NONE,BETTER,1.0,lex (unique),"The specimens with solid concrete slabs carried higher load compared', 'to those with metal deck slabs.","[['X/ADJ/amod/> carry/VERB/ROOT/^ to/ADP/prep/< those/DET/pobj/<', 'with/ADP/prep/< Y/PROPN/pobj/<']]",100
Q2741830613,middle_paths_unrestricted_16,The Toyota Tundra gets worse fuel economy than the larger Ford F-150 or Dodge Ram.,Toyota,Ford,BETTER,WORSE,0.6,lex (unique),"The Toyota Tundra gets worse fuel economy than the larger Ford F-150', 'or Dodge Ram.","[['X/PROPN/compound/> get/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> get/VERB/ROOT/^ than/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> get/VERB/ROOT/^ than/ADP/prep/< large/ADJ/amod/V', 'Y/PROPN/pobj/<']]",82
Q2762219902,middle_paths_unrestricted_16,The wii version is inferior to the ps3 version in many ways though.,wii,ps3,BETTER,WORSE,0.6,lex (unique),The wii version is inferior to the ps3 version in many ways though.,"[['X/PROPN/compound/> be/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ to/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",67
Q2762221436,middle_paths_unrestricted_16,The wii was mostly built using faster but nearly identical processors as the gamecube.,wii,gamecube,NONE,BETTER,1.0,lex (unique),"The wii was mostly built using faster but nearly identical processors', 'as the gamecube.","[['X/PROPN/nsubjpass/> build/VERB/ROOT/^ use/VERB/advcl/< as/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubjpass/> build/VERB/ROOT/^ use/VERB/advcl/< as/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",86
Q2762613615,middle_paths_unrestricted_16,"The Windows 8 Desktop is essentially a much, much faster and cleaner version of Windows 7. People are morons.",Windows 8,Windows 7,NONE,BETTER,0.4,lex (unique),"The Windows 8 Desktop is essentially a much, much faster and cleaner', 'version of Windows 7. People are morons.",[['X/PROPN/compound/> be/VERB/ROOT/^ of/ADP/prep/< Y/PROPN/pobj/<']],109
Q2766030833,middle_paths_unrestricted_16,"The worse vehicles for this particular test were the 2012 Audi A4, 2012 Lexus IS, 2012 Lexus ES and 2012 Mercedes-Benz C Class, which rated ""poor"" in the tests.",Audi,Mercedes-Benz,WORSE,NONE,1.0,lex (unique),"The worse vehicles for this particular test were the 2012 Audi A4,', '2012 Lexus IS, 2012 Lexus ES and 2012 Mercedes-Benz C Class, which', 'rated ""poor"" in the tests.","[['X/PROPN/compound/> be/VERB/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ 2012/NUM/nummod/V Y/PROPN/conj/<']]",160
R2782633345,middle_paths_unrestricted_16,"They had a wonderful run over at Chrysler with a far superior total package (combined salary, healthcare, and pension) than their counterparts at the Toyota U.S. facilities.",Chrysler,Toyota,NONE,BETTER,1.0,lex (unique),"They had a wonderful run over at Chrysler with a far superior total', 'package (combined salary, healthcare, and pension) than their', 'counterparts at the Toyota U.S. facilities.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ salary/NOUN/appos/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<']]",173
R2789908747,middle_paths_unrestricted_16,"they need to upgrade youtube (add chromecast features and the better googletv interface), add vudu, upgrade amazon.",youtube,amazon,BETTER,NONE,1.0,lex (unique),"they need to upgrade youtube (add chromecast features and the better', 'googletv interface), add vudu, upgrade amazon.","[['X/PROPN/nsubj/> add/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> add/VERB/ROOT/^ upgrade/VERB/compound/V Y/PROPN/dobj/<']]",115
R2820944011,middle_paths_unrestricted_16,"(This doesn't apply to the standard consumer pc environment, where Microsoft bloatware expands in pace with everything that Intel's Moore's Law throws at it, which is why my 9 year old PC running Windows 98 seems to run faster than my 1 year old PC running Windows XP.)",Windows 98,Windows XP,NONE,BETTER,0.8,lex (unique),"(This doesn't apply to the standard consumer pc environment, where"", ""Microsoft bloatware expands in pace with everything that Intel's"", ""Moore's Law throws at it, which is why my 9 year old PC running"", 'Windows 98 seems to run faster than my 1 year old PC running Windows', 'XP.)","[['X/PROPN/nsubj/> seem/VERB/ROOT/^ run/VERB/xcomp/< run/VERB/advcl/<', 'Y/PROPN/dobj/<']]",269
R2852378827,middle_paths_unrestricted_16,This makes JavaScript in my experience harder to debug than Python.,JavaScript,Python,BETTER,WORSE,0.6,lex (unique),This makes JavaScript in my experience harder to debug than Python.,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ harder/ADV/advmod/V Y/PROPN/pobj/<']]",67
R2852439771,middle_paths_unrestricted_16,This makes Python a better choice for general programming than PHP,Python,PHP,NONE,BETTER,0.8,lex (unique),This makes Python a better choice for general programming than PHP,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ choice/NOUN/dobj/V Y/PROPN/pobj/<']]",66
R2852443474,middle_paths_unrestricted_16,This makes Ruby almost as slow as Python was made faster.,Ruby,Python,BETTER,WORSE,1.0,lex (unique),This makes Ruby almost as slow as Python was made faster.,[['X/PROPN/nsubj/> slow/ADJ/ROOT/^ as/ADP/prep/< Y/PROPN/pobj/<']],57
R2853240240,middle_paths_unrestricted_16,-This maybe works too in the ps2 version but it will be harder than on the psp version.,ps2,psp,BETTER,WORSE,1.0,lex (unique),"-This maybe works too in the ps2 version but it will be harder than on', 'the psp version.","[['X/PROPN/compound/> version/NOUN/ROOT/^ be/VERB/conj/< hard/ADJ/acomp/<', 'than/ADP/prep/< on/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> version/NOUN/ROOT/^ be/VERB/conj/< hard/ADJ/acomp/<', 'than/ADP/prep/< on/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<']]",87
R2853927938,middle_paths_unrestricted_16,This means that earnings at LinkedIn and amazon are likely to grow vastly faster than earnings at facebook over the next few years.,amazon,facebook,NONE,BETTER,1.0,lex (unique),"This means that earnings at LinkedIn and amazon are likely to grow', 'vastly faster than earnings at facebook over the next few years.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ likely/ADJ/acomp/< grow/VERB/xcomp/<', 'at/ADP/prep/< Y/PROPN/pobj/<']]",131
R2867109235,middle_paths_unrestricted_16,"This seems to be a Kingston-specific name for this parameter, as Google isn't turning it up for any other manufacturers.",Kingston,Google,BETTER,NONE,0.8,lex (unique),"This seems to be a Kingston-specific name for this parameter, as', ""Google isn't turning it up for any other manufacturers.",[['X/PROPN/npadvmod/> name/NOUN/ROOT/^ Y/PROPN/pobj/<']],120
R2867148264,middle_paths_unrestricted_16,"This seems to be the real weakness of RoR; Ruby in itself seems OK performance-wise, slower than PHP for example but not catastrophically so.",Ruby,PHP,BETTER,WORSE,1.0,lex (unique),"This seems to be the real weakness of RoR; Ruby in itself seems OK', 'performance-wise, slower than PHP for example but not catastrophically', 'so.","[['X/PROPN/nsubj/> seem/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> in/ADP/prep/V seem/VERB/ROOT/^ slow/ADJ/acomp/<', 'than/ADP/prep/< Y/PROPN/pobj/<']]",141
R2871015429,middle_paths_unrestricted_16,# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a Bash script rather then a Python program.,Bash,Python,NONE,BETTER,0.6,lex (unique),"# This subprogram will green tag a red tagged truck\xa0 and mark it as', 'availible #Each truck should have its own file and there should be a', 'csv file showing the current status of all of the trucks in the system', '# This might be easier to write as a Bash script rather then a Python', 'program.","[['X/ADJ/amod/> script/NOUN/ROOT/^ Y/PROPN/appos/<'], ['X/ADJ/amod/> script/NOUN/ROOT/^ then/ADV/advmod/V Y/PROPN/appos/<']]",286
R2886118388,middle_paths_unrestricted_16,Those '50 to 70 million' users of Windows 98 or Windows ME are probably running on older hardware and are unlikely to upgrade to Windows XP due to its increased hardware requirements and slower system response.,Windows 98,Windows XP,BETTER,NONE,0.8,lex (unique),"Those '50 to 70 million' users of Windows 98 or Windows ME are"", 'probably running on older hardware and are unlikely to upgrade to', 'Windows XP due to its increased hardware requirements and slower', 'system response.","[['X/PROPN/nsubj/> run/VERB/ROOT/^ be/VERB/conj/< unlikely/ADJ/acomp/<', 'upgrade/VERB/xcomp/< to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> or/CONJ/cc/V run/VERB/ROOT/^ be/VERB/conj/<', 'unlikely/ADJ/acomp/< upgrade/VERB/xcomp/< to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> me/PROPN/conj/V run/VERB/ROOT/^ be/VERB/conj/<', 'unlikely/ADJ/acomp/< upgrade/VERB/xcomp/< to/ADP/prep/< Y/PROPN/pobj/<']]",210
R2903603990,middle_paths_unrestricted_16,"Tim Bray, Sun's director of Web technologies, said some scripting languages, such as Python, can be easier to learn than Java, but others, such as Perl, are harder.",Python,Perl,NONE,BETTER,0.6,lex (unique),"Tim Bray, Sun's director of Web technologies, said some scripting"", 'languages, such as Python, can be easier to learn than Java, but', 'others, such as Perl, are harder.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ others/NOUN/conj/< as/ADP/prep/<', 'Y/PROPN/pobj/<']]",164
