,sentence,object_a,object_b,predicted,gold,origin
6099,That's BETTER CITY FUEL ECONOMY 2010 Ford THAN A SIX-CYLINDER TOYOTA CAMRY AND F-150 4.6L V8 15/21 Honda ACCORD.3,Ford,Honda,NONE,ARG,sentence embedding
6113,"I think languages like Haskell, ML and Scheme are actually easier to learn than languages like C/C++, VB, C# and Java.",Java,Haskell,NONE,ARG,sentence embedding
6118,"pennsylvania this fall js a better team, but michigan has also made advances.",michigan,pennsylvania,ARG,NONE,sentence embedding
6119,"First, the concrete model's durability is superior to that of general metal models.",metal,concrete,NONE,ARG,sentence embedding
6132,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,michigan,pennsylvania,ARG,NONE,sentence embedding
6141,Apple has always had a superior product to the IBM PC.,Apple,IBM,NONE,ARG,sentence embedding
6143,"While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.",georgia,missouri,NONE,ARG,sentence embedding
6156,Sigma provides a very good prime and completes its lens collection with this 85mm 1.4 which is a solid competitor to the famous Canon and Nikon 85mm lenses.,Sigma,Nikon,ARG,NONE,sentence embedding
6161,I've done it before with Perl but I'm not particularly solid with PHP.,PHP,Perl,ARG,NONE,sentence embedding
6164,"Worse, Apple is functioning EXACTLY as it described the MS/IBM of 1984.",Apple,IBM,ARG,NONE,sentence embedding
6174,"PHP would be a much nicer, friendly and more civilized development list if it borrowed only one phrase from the Perl community; TMTOWTDI.",PHP,Perl,ARG,NONE,sentence embedding
6176,It's likely we can buy a very good Sigma o Tamron lens in a new future but now a day Nikon lens manufacturing is very superior.,Sigma,Nikon,ARG,NONE,sentence embedding
6187,The pasta is mediocre BUT the pizza is very good.,pizza,pasta,NONE,ARG,sentence embedding
6189,I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,USB,Bluetooth,NONE,ARG,sentence embedding
6191,"Microsoft, meanwhile, has said that PCs now running Windows XP -- which is nearly 11 years old -- Vista or Windows 7 can be upgraded to Windows 8 later this year as long as they meet very lenient hardware requirements that include 1GB of RAM and a 1GHz or faster Intel or AMD processor.",Windows XP,Windows 8,ARG,NONE,sentence embedding
6198,"Difficulty: Ruby is definitely easier to learn, especially for someone with some C/Perl background.",Ruby,Perl,ARG,NONE,sentence embedding
6199,@9:08 At no time has the softball stadium been superior to baseball.,baseball,softball,NONE,ARG,sentence embedding
6208,Do you get better pictures with your Leica if you offer up your Nikon or Canon?,Nikon,Leica,ARG,NONE,sentence embedding
6215,The MSI NX8800GT OC isn't any worse than the Nvidia GeForce 8800 GTX starting from a resolution of 1600x1200 and even provides a better minimum of speed.,Nvidia,MSI,NONE,ARG,sentence embedding
6216,"So Groovy gives me a faster, dynamic version of Java, and Grails gives me a fantastic toolkit to get great stuff done quickly.",Java,Groovy,ARG,NONE,sentence embedding
6217,Drunk as a drowned rat - Worse than drunk as a drowned mouse.,mouse,rat,NONE,ARG,sentence embedding
6220,In many situations concrete is superior to other materials such as wood and steel.,steel,concrete,NONE,ARG,sentence embedding
6225,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,NONE,ARG,sentence embedding
6227,Going cordless is good and going Bluetooth is even better since it frees up a USB port.,USB,Bluetooth,ARG,NONE,sentence embedding
6228,"Should the starting quarterback for the football team be paid as much as, for lack of a better example, the starting goaltender on the lacrosse team?",football,lacrosse,ARG,NONE,sentence embedding
6230,"Worse news still for Toyota is that more new competition is coming, like the Ford Fiesta transplant from Europe.",Ford,Toyota,ARG,NONE,sentence embedding
6231,Nintendo does better with the wii: it plays all gamecube game discs.,wii,gamecube,ARG,NONE,sentence embedding
6237,Currently forest resources are seriously depleted and the ecological environment is getting worse; people must stop using non-renewable timber.,forest,timber,ARG,NONE,sentence embedding
6245,plywood doesn't need to breath like lumber so leaving raw will only make it rot faster.,lumber,plywood,ARG,NONE,sentence embedding
6246,"Even better, the Bluetooth controller has its own battery, charged via micro USB.",USB,Bluetooth,ARG,NONE,sentence embedding
6253,"PHP5, released this summer, finally offers decent object-oriented programming support, better integration with the MySQL database with which it is most often used, its own embedded database (SQLite), full support for Soap and a suite of XML tools.",MySQL,SQLite,ARG,NONE,sentence embedding
6257,Sellers grow faster on amazon than eBay and google,google,amazon,NONE,ARG,sentence embedding
6260,Scala enums are inferior to Java enums _and_ are incompatible.,Java,Scala,NONE,ARG,sentence embedding
6262,Here's Why Coca-Cola Is Better Than Pepsi,Coca-Cola,Pepsi,NONE,ARG,sentence embedding
6265,"Crapware, huh? google + is vastly superior to facebook?",google,facebook,NONE,ARG,sentence embedding
6278,I converted the Objective-C app Dropit from the Stanford CS193P course to Swift.,Swift,Objective-C,ARG,NONE,sentence embedding
6279,"Now for some reason the more I learn Python, the faster I can do things in Java.",Java,Python,ARG,NONE,sentence embedding
6283,First let me tel u about my new experience in Direct3D as opposed to my decent one in OpenGL.,OpenGL,Direct3D,ARG,NONE,sentence embedding
6284,"As good as she was in volleyball, I thought she was even better in football,"" Huser said.",football,volleyball,ARG,NONE,sentence embedding
6290,"georgia doesn't have a lot of quality scalps, not unlike oregon and WVU, but they have fewer losses and to better opponents.",georgia,oregon,ARG,NONE,sentence embedding
6291,"Using the output from my wife's tiny laptop, playing Apple Lossless files was so vastly superior to my ipod, that I wanted to explore this further.",laptop,ipod,NONE,ARG,sentence embedding
6292,I'm a better Java programmer today because of what I've learned from Python.,Java,Python,ARG,NONE,sentence embedding
6297,"A bit worse, but far closer to them (on the average) than the 2.8 are to Toyonda (Nissan is schizophrenic some bad some good, Ford does stand clear of GM and Chrylerabus a bit on the good side).",Ford,Nissan,ARG,NONE,sentence embedding
6300,"cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.",beer,cider,NONE,ARG,sentence embedding
6306,"In some ways, especially with the Ford heavy duty trucks, they are superior to BMW and Cadillac, imo.)",Ford,BMW,NONE,ARG,sentence embedding
6308,"On March 30, Dell released eight new black-and-white printers as the PC maker looks to better compete against Hewlett-Packard, which continues to dominate the printing and imaging market.",Dell,Hewlett-Packard,NONE,ARG,sentence embedding
6314,I remember the Dems pushing Muskie because he polled better then Carter or kennedy did against reagan.,kennedy,reagan,ARG,NONE,sentence embedding
6315,"Groovy has always been about making Java better, rather than replacing it.",Java,Groovy,ARG,NONE,sentence embedding
6320,"Later, in 1984, slower-growing species of forest trees such as teak and neem (Azadirachta indica) were acquired to obtain more valuable timber.",forest,timber,ARG,NONE,sentence embedding
6321,"The pasta was mediocre, not as memorable as the pizza.",pizza,pasta,NONE,ARG,sentence embedding
6322,"I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in Ruby/rails) im still in the habit of debugging JavaScript with window.alert",Ruby,JavaScript,ARG,NONE,sentence embedding
6323,But there's something that makes this holiday even better... IT'S MY birthday!,holiday,birthday,ARG,NONE,sentence embedding
6329,Propose and implement modifications to the Java virtual machine to better support the needs of the Haskell evaluation model.,Java,Haskell,ARG,NONE,sentence embedding
6331,He broke his hand against georgia Tech and apparently made it worse playing against virginia Tech.,virginia,georgia,ARG,NONE,sentence embedding
6335,"In addition to EGOL's excellent comments, you will also have to compete with all the amazon affiliates that sell your product, and even worse, they will create crappy ads on the web and youtube showing your product.",amazon,youtube,ARG,NONE,sentence embedding
6337,Using this cement saved at least nine days compared to a slower-setting concrete overlay.,concrete,cement,NONE,ARG,sentence embedding
6341,"ARM has historically been weak at Floating-point arithmetic, but I'm under the impression that ARM might do better per watt on Integer workloads than x86.",Integer,Floating-point,NONE,ARG,sentence embedding
6342,"Likewise, its no doubt easier to get a job programming Java or C, rather than Lisp or J.",Java,Lisp,NONE,ARG,sentence embedding
6343,Renault also clinched the Constructors Championship over Ferrari.,Ferrari,Renault,NONE,ARG,sentence embedding
6344,Google Chrome is even worse on my old IBM ThinkPad.,Google,IBM,ARG,NONE,sentence embedding
6349,"Rails is definitely much better than PHP, if only because Ruby isn't painful from a syntax POV.",Ruby,PHP,ARG,NONE,sentence embedding
6352,"IMHO only better thing for Perl is ActiveStates Komodo which I would probably use if it had better support for XHTML, CSS and JavaScript (no fancy WYSIWYG - just code completion).",Perl,JavaScript,ARG,NONE,sentence embedding
6359,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,ARG,NONE,sentence embedding
6364,"Ironically, our Ferrari, lambo, GTRs, bentley is more then BMW //M and MERC AMG.",Ferrari,BMW,NONE,ARG,sentence embedding
6368,But the Apple laptops are going to be getting a lot faster due to the switch to Intel chips.,Apple,Intel,ARG,NONE,sentence embedding
6369,"XAudio 2: This is the recommended method, works better under Windows Vista so Windows XP users might want to try the third option.",Windows XP,Windows Vista,ARG,NONE,sentence embedding
6376,Here's Why stanford Startups are Better Than mit Startups,stanford,mit,NONE,ARG,sentence embedding
6379,"Voters actually felt better about the economy in pennsylvania (63 percent said it is ""excellent"" or ""good"") than in california (59 percent said ""excellent"" or ""good"").",california,pennsylvania,NONE,ARG,sentence embedding
6380,"But, that Acer does not have a dedicated video card (it's using built in Intel Graphics instead) and it uses a slightly slower Core i7 4770 CPU (versus the slightly faster Core i7 4790 CPU in the Dell config you're looking at).",Intel,Dell,NONE,ARG,sentence embedding
6382,"Oracle has superior clustering to PostgreSQL, better native XML support, autonomous transactions, procedures that can return multiple result sets, a really solid embedded JVM for procedures, proven scaling to absurdly huge database sizes, etc.",Oracle,PostgreSQL,NONE,ARG,sentence embedding
6384,"The best thing about this pizza is the sausage, which has a decent spice level.",pizza,sausage,ARG,NONE,sentence embedding
6392,"Edit: I do have a decent amount of Java experience, but I haven't used Scala before, if that plays into it.",Java,Scala,ARG,NONE,sentence embedding
6395,I think BMW new what they was doing off loading them on Ford and they have sold to tata im thinking they wll be even worse in ten years from now,Ford,BMW,ARG,NONE,sentence embedding
6398,"I had narrowed it down to the Kobo and the Sony PRS -300, and even worse I found out that the Amazon Kindle went down to $190, sitting in the price range of all these devices.",Sony,Amazon,ARG,NONE,sentence embedding
6403,"In many ways, Java seems closer to Smalltalk than to C++.",Java,Smalltalk,ARG,NONE,sentence embedding
6406,What did Java do that Smalltalk didn't?,Java,Smalltalk,ARG,NONE,sentence embedding
6411,"Languages like LISP, Smalltalk and Pop11 were managed as it Java, C# and VB.NET.",Java,Smalltalk,ARG,NONE,sentence embedding
6415,"CorelDRAW Graphics Suite X4 has been designed to take advantage of the latest innovations from Windows Vista, while still offering a superior experience for Windows XP users.",Windows XP,Windows Vista,ARG,NONE,sentence embedding
6421,The Nikon SP is superior to the Leica M's when it comes to using sync cords.,Nikon,Leica,NONE,ARG,sentence embedding
6423,"Anyway, Objective-C is easier once you know it, and the freedom from Java packages is a blessing I cannot over-emphasize.",Java,Objective-C,ARG,NONE,sentence embedding
6429,Why baseball is Superior to football,football,baseball,NONE,ARG,sentence embedding
6433,Will he serve her soup to make her feel better even if it's sandwich day?,soup,sandwich,ARG,NONE,sentence embedding
6436,"Any software company wants as huge a target audience as possible, so for them it's much better to write OpenGL-based apps instead of apps based on Direct3D.",OpenGL,Direct3D,NONE,ARG,sentence embedding
6439,Well Suzanne took a spin on homemade pizza and made it even easier and faster by using french bread.,bread,pizza,ARG,NONE,sentence embedding
6441,"Vudu offers better quality, amazon often has better pricing and for catalog titles, Netflix and hulu are both ahead.",amazon,hulu,ARG,NONE,sentence embedding
6444,I would love to have the atmosphere rival the georgia Tech game or even better the last missouri game.,georgia,missouri,ARG,NONE,sentence embedding
6449,Why baseball Is Still Better Than football,football,baseball,NONE,ARG,sentence embedding
6451,"From this benchmark alone, you can see, that Perl is superior to Ruby",Ruby,Perl,NONE,ARG,sentence embedding
6458,Microsoft Says Better Than Google Soon,Microsoft,Google,NONE,ARG,sentence embedding
6462,"Actually I'm developing in Python using TDD, but I have solid know-ledges on Java and AspectJ.",Java,Python,ARG,NONE,sentence embedding
6470,Arguably the biggest disappointment with the psp version of Armored Core 3 is the control scheme; it's simply inferior to the ps2 version.,psp,ps2,NONE,ARG,sentence embedding
6474,"Java was pitched as a ""good enough"" Smalltalk.",Java,Smalltalk,ARG,NONE,sentence embedding
6481,Windows 8 is technically superior to Windows 7. That's not the issue.,Windows 7,Windows 8,NONE,ARG,sentence embedding
6482,"Generally, both Amazon and Google are superior to Apple in managing recommendations.",Apple,Amazon,NONE,ARG,sentence embedding
6495,"I spent my birthday, halloween, the Marine Corps birthday (which is worse on PI), thanksgiving, and Christmas on PI.",thanksgiving,halloween,ARG,NONE,sentence embedding
1103,"I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",PHP,Perl,NONE,ARG,unigrams
1109,"For those that mention that OpenGL pipeline is much worse on Windows, remember that ON WINDOWS you were already getting an accelerated pipeline with DirectDraw/Direct3D.",OpenGL,Direct3D,NONE,ARG,unigrams
1121,amazon had a similar service for its books but google is much faster and simpler.,google,amazon,NONE,ARG,unigrams
1126,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,NONE,ARG,unigrams
1127,"The entity may even provide sample Java code, but Perl is a far better solution.",Java,Perl,NONE,ARG,unigrams
1129,"Whether or not it has a better feature set than the Samsung Series 3 Chromebook depends upon what features you want, picking up VGA and Ethernet connectivity, but dropping the USB 3.0, Bluetooth, and optional 3G offered by the Samsung Series 3.",Ethernet,Bluetooth,ARG,NONE,unigrams
1131,The ps3 MOVE is just the wii with better graphics.,wii,ps3,NONE,ARG,unigrams
1137,Similarly if you are talking client side processing JavaScript is much faster since PHP doesn't run at all.,PHP,JavaScript,NONE,ARG,unigrams
1141,"Neither is a clear winner on performance; Perl is faster for some things, Python for others.",Python,Perl,NONE,ARG,unigrams
1142,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",Toyota,Nissan,NONE,ARG,unigrams
1143,You won't find a better suv than this outstanding 2013 jeep Patriot.,suv,jeep,ARG,NONE,unigrams
1144,"While recognized as a great basketball player, he was only mediocre on the baseball diamond.",baseball,basketball,NONE,ARG,unigrams
1153,"I know that both Nvidia and AMD disapprove of the distinct lack of ""green"" and ""red"" in the cooler and box designs, but good on MSI for sticking to its own thing.",Nvidia,MSI,ARG,NONE,unigrams
1154,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",Toyota,Chrysler,NONE,ARG,unigrams
1155,"In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",Apple,Intel,NONE,ARG,unigrams
1157,"Many smaller sites use MySQL, but I believe most of them actually would be better served by SQLite.",MySQL,SQLite,NONE,ARG,unigrams
1158,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:",Java,Haskell,NONE,ARG,unigrams
1161,"Rather than pack in ever more pixels or flex its screens , Sony is rolling out a number of technical and design tweaks aimed to make their benchmark-setting UHD televisions even better this year-and that includes a brand spankin' new OS powered by Google.",Google,Sony,ARG,NONE,unigrams
1162,"People might choose to use PostgreSQL because they hate Oracle, or MySQL because it's easier to find hosting, or either product because they know it better, and that's totally legitimate and perhaps worth talking about, but - partly in the interests of harmony among communities that ought to be allies - it's not what I'm going to talk about here.",Oracle,PostgreSQL,NONE,ARG,unigrams
1163,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",Dell,Hewlett-Packard,NONE,ARG,unigrams
1164,"Haskell has a decent set of libs, not quite as bit as Python however.",Python,Haskell,NONE,ARG,unigrams
1166,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",wedding,birthday,NONE,ARG,unigrams
1168,"We had an option to go West, but the starter housing prices at the time in california made the decision to come to georgia a bit easier.",california,georgia,NONE,ARG,unigrams
1169,Jensen Comment:  Actually Microsoft has a better fix to Windows problems created by Sony.,Microsoft,Sony,NONE,ARG,unigrams
1170,Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,plastic,concrete,NONE,ARG,unigrams
1172,"Example, in the midsize sedan market the products offered by American companies like GM and Ford are EVERY BIT as good as the Japanese, European or Korean competition (The jury is out on the Chrysler 200) but people flock to Toyota and Honda dealerships because there's the ""belief"" that it's a better, more dependable product.",Toyota,Chrysler,NONE,ARG,unigrams
1177,"We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?",iOS,Apple TV,ARG,NONE,unigrams
1181,"The ps2 games were miles better, though, and I'm sure the ds one I mentioned would be great, too.",ds,ps2,NONE,ARG,unigrams
1186,"Convincing them to try OpenCL instead of CUDA, is like trying to convert a Fortran user to C/C++/..., because ""Fortran is on average 10% faster"" (you hear that a lot from these guys).",CUDA,OpenCL,ARG,NONE,unigrams
1188,"I have done the above work in AWK (much easier to work with I've found), but I don't even know where to start with Sed.",Sed,AWK,ARG,NONE,unigrams
1191,"As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",MySQL,PostgreSQL,NONE,ARG,unigrams
1194,"Java isn't too bad of a first language, but Python is a little easier to pick up.",Java,Python,NONE,ARG,unigrams
1195,faster Samsung SSDs in some units and significantly slower Toshiba SSDs in others).,Samsung,Toshiba,NONE,ARG,unigrams
1197,"It was a little cooler here in michigan that it was in Florida and georgia, but in reality not all that bad for the time of year.",georgia,michigan,NONE,ARG,unigrams
1198,"Sales were slipping, and Chevrolet, whose cars were more expensive but also far more modern and better equipped, began to outsell Ford.",Ford,Chevrolet,NONE,ARG,unigrams
1200,Why make it harder on yourself by using such an advanced language as Perl when you can have an easier and more successful time with PHP.,PHP,Perl,NONE,ARG,unigrams
1202,There is nothing simple or readable about Python that can not be expressed better in JavaScript or Ruby for example..,Python,JavaScript,NONE,ARG,unigrams
1207,We've found that downloads are generally slower in Windows Vista and 7 compared to Windows XP.,Windows XP,Windows Vista,NONE,ARG,unigrams
1212,"There are a lot of folks out there ready to adopt Scala simply as a ""better Java.",Java,Scala,NONE,ARG,unigrams
1213,"I have a hard time believing that this team was worse than Villanova, Marquette, or missouri, to name a few of the other power conference teams that got the bubble nod while virginia Tech was overlooked once again.",virginia,missouri,ARG,NONE,unigrams
1222,"Even without that killer app, people who do upgrade from older versions, such as Windows 98, are likely to find Windows XP to be ""a better version of Windows than a lot of people have realized,"" Cherry said.",Windows XP,Windows 98,NONE,ARG,unigrams
1223,I haven't really used my truck anymore since I have a motorcycle (saving gas while getting there faster).,truck,motorcycle,NONE,ARG,unigrams
1224,"Motorola's menu design seems better than Samsung to me, but Nokia still rules the roost in interface design.",Nokia,Samsung,NONE,ARG,unigrams
1225,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",plastic,cardboard,NONE,ARG,unigrams
1226,It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,Java,PHP,NONE,ARG,unigrams
1228,"Its 362 nit brightness level is one of the best we've seen, improving on the MacBook and Samsung, but the Lenovo's 646:1 contrast ratio is mediocre - the Toshiba Kira hit a mighty 2,326:1.",Samsung,Toshiba,ARG,NONE,unigrams
1230,"Imagine how hard it will be for Intel to make the case that its chips are somehow worth the price tag when IBM, HP, Dell, and Sun are all selling faster, cheaper, more capable chips.",IBM,Intel,NONE,ARG,unigrams
1239,One was for pistol barrels and one with a much slower twist was for rifle barrels.,rifle,pistol,NONE,ARG,unigrams
1242,The cement is then prepared by combining the liquid phase with the solid phase and mixing the two until a plastic past is obtained.,plastic,cement,ARG,NONE,unigrams
1246,"safer on youtube, but the google Play lists (you also work for each of languages.",google,youtube,NONE,ARG,unigrams
1247,If any company is behaving even worse than Microsoft at it's market peak it is Apple.,Microsoft,Apple,NONE,ARG,unigrams
1248,But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from Microsoft and flog an inferior offering because it's from Google.,Microsoft,Google,NONE,ARG,unigrams
1252,"Another issues is that IBM, Intel and others they sell c++ compilers too so they are not so interested to invest too much in g++ maybe Google have some interest in it who knows (to make it better)",Google,Intel,ARG,NONE,unigrams
1255,"you ignorant georgia fans are worse then texas a&m, lsu, south carolina, florida, and BAMA!",georgia,carolina,NONE,ARG,unigrams
1260,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,ARG,unigrams
1261,"juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,ARG,unigrams
1263,The extra Nokia apps give it an edge over Samsung and HTC and L920's design is just better.,Nokia,Samsung,NONE,ARG,unigrams
1265,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",OpenGL,Direct3D,NONE,ARG,unigrams
1268,We obviously linked to youtube above even though hulu has superior quality and content.,youtube,hulu,NONE,ARG,unigrams
1270,"Although the far superior football program, West virginia doesn't boast nearly the population that missouri does.",virginia,missouri,NONE,ARG,unigrams
1277,What's better with pasta than fresh baked bread?,bread,pasta,ARG,NONE,unigrams
1285,"If you are like me, you understand that Ruby on Rails is way cooler these days, but do not feel ashamed to admit you're coding in PHP because sometimes it just gets the job done faster.",Ruby,PHP,ARG,NONE,unigrams
1286,"Anyway, I think OpenGL is as fast as Direct3D or faster...",OpenGL,Direct3D,NONE,ARG,unigrams
1292,"(ie: the slower, general-purpose Perl engine, versus the faster Python DFA-based engine).",Python,Perl,NONE,ARG,unigrams
1296,"I know that there are a lot of commandos out there who will tell me that I just need more practice in drawing my pistol quickly, and, although I have practiced, I am still a little faster with the knife.",knife,pistol,NONE,ARG,unigrams
1301,"I have written similar mechanisms in Perl, but prefer the PHP solution as it is easier.",PHP,Perl,NONE,ARG,unigrams
1303,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,ARG,unigrams
1304,"Also, Eclipse has more plugins that NetBeans.",Eclipse,NetBeans,NONE,ARG,unigrams
1310,"Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that Lisp/scheme lack, also vica versa.",Python,Lisp,NONE,ARG,unigrams
1318,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",CUDA,OpenCL,NONE,ARG,unigrams
1321,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 7,Windows 8,NONE,ARG,unigrams
1325,Nike didn't look to the designs of Adidas to make a better sneaker.,Nike,Adidas,NONE,ARG,unigrams
1328,"The psp sells very well in Japan, in america sometimes the ps2 sells better.",psp,ps2,NONE,ARG,unigrams
1329,"My use of Scala to date has been as a ""better Java.",Java,Scala,NONE,ARG,unigrams
1330,"Toyota gave us cheaper and better cars, not Ford/GM/Chrysler competition.",Ford,Toyota,NONE,ARG,unigrams
1331,Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,ARG,unigrams
1332,"# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",MySQL,SQLite,NONE,ARG,unigrams
1334,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Apple,Google,ARG,NONE,unigrams
1336,It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,PHP,Perl,NONE,ARG,unigrams
1339,"Server side JavaScript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?",PHP,JavaScript,ARG,NONE,unigrams
1340,princeton has almost invariably played her best game against harvard--usually better than when opposing Yale.,harvard,princeton,NONE,ARG,unigrams
1341,google+ is a better facebook.,google,facebook,NONE,ARG,unigrams
1345,"Only 78% of Apple customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and Sony was bottom with 62%.",Apple,Sony,NONE,ARG,unigrams
1348,"further, some stuff is a lot easier (one example: standardized vertex buffers in Direct3D versus the VAR/VAO extension mess in OpenGL).",OpenGL,Direct3D,NONE,ARG,unigrams
1350,You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,lumber,plywood,NONE,ARG,unigrams
1355,GM & Ford have just as good if not better quality that Toyota.,Ford,Toyota,NONE,ARG,unigrams
1362,"OT a bit, but I liked Shattered Memories much better on the psp then the wii.",wii,psp,NONE,ARG,unigrams
1367,"We use tennis balls to start because it's safer -- less chance of getting hurt,"" said Wes Hogan of Bartlett, Wolf Pack hockey Club organizer.",tennis,hockey,NONE,ARG,unigrams
1369,If you're so anti-Oracle you're better off using PostgreSQL.,Oracle,PostgreSQL,NONE,ARG,unigrams
1374,"Yet, Americans keep coming to the trough, to lap up the syrupy slogans like: ""We Can Do Better"" (kennedy) ""Are You Better Off Than You Were Four Years Ago?"" (reagan) ""A Safer World and a More Hopeful America"" (G.W. Bush), ""A Stronger America"" (Kerry), ""Yes, We Can"", ""Change We Can Believe In"", ""Forward"" (Obama), and ""Believe in America"" (Romney).",kennedy,reagan,ARG,NONE,unigrams
1377,"Drinkable, a bit apple juice like, a decent sourness.Not the best sour I have had, but its a nice beer.",beer,juice,ARG,NONE,unigrams
1382,"Although it doesn't quite match the ease of string-handling that Perl delivers, it is certainly easier to perform many string manipulations in Java than in C++.",Java,Perl,NONE,ARG,unigrams
1384,From fishing for trout on Lake Superior and kayaking the Boundary Waters to skiing the... more,fishing,skiing,ARG,NONE,unigrams
1385,I have it installed on my Windows XP system as well as an older (and considerably slower) Windows 98 machine.,Windows XP,Windows 98,NONE,ARG,unigrams
1386,"The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.",Sony,Dell,NONE,ARG,unigrams
1388,"The Google Books implementation will still be superior, because it will offer both the ASCII text and the backup page images, which are presumably not in the Sony versions.",Google,Sony,NONE,ARG,unigrams
1392,"I notice many people say they will buy the ""better quality car"" when they make one well lately Cadillac was second only to Lexus and many here still bought Infinity, or Acura, Benz, etc. or kept their remaining.",Cadillac,Lexus,NONE,ARG,unigrams
1395,"So after years away from both, my original opinions have been re-enforced: Chester's has the better pizza and Richard's has the better steak hoagie.",pizza,steak,ARG,NONE,unigrams
1402,"While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",ps3,ps2,NONE,ARG,unigrams
1403,"Ethernet will always be faster, but if your machines are not networked, order the USB cable and use it.",USB,Ethernet,NONE,ARG,unigrams
1408,The USB 3.0 port enables 10 times faster file transfer while the Bluetooth and WLAN IEEE 802.11 ac standards enable network communications.,USB,Bluetooth,NONE,ARG,unigrams
1412,"If Leica is ever to produce a non-rangefinder mirrorless full-frame interchangeable-lens camera with an electronic viewfinder, the mythical beast I have been waiting for ever since they discontinued the R line; or if Sony or Fuji or someone is to produce the first non-camcorder full-frame mirrorless; or if I am to toss in the towel and get an EOS; or, better yet, get a Nikon or a Sony and drop a lot of money on Leitax...",Nikon,Leica,ARG,NONE,unigrams
1419,"The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,ARG,NONE,unigrams
1422,How many would argue that a traditional MLS program at michigan or Chapel Hill wouldn't be superior to the online programs at Clarion or North carolina Central University?,carolina,michigan,ARG,NONE,unigrams
1426,There's also a whole bunch of things that Java can do way better (PHP can't even handle longs well!).,Java,PHP,NONE,ARG,unigrams
1432,"If you do a lot of offroading, the jeep ""can"" be optioned better but for an everyday v6 suv, the Explorer is right up there.",suv,jeep,NONE,ARG,unigrams
1437,Perl would have been more better had there been good REPL like Python.,Python,Perl,NONE,ARG,unigrams
1443,"Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",IBM,Dell,NONE,ARG,unigrams
