,caption,sentence,object_a,object_b,predicted,gold,binary,occ
1827,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I've seen much better from Dell and certainly the Sony XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.,Sony,Dell,NONE,WORSE,False,2
1828,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Nokia,Samsung,NONE,WORSE,False,2
1829,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Despite improved security in Windows 8, McAfee believes targeted malware will be available faster than it was for Windows 7.",Windows 7,Windows 8,BETTER,WORSE,False,1
1830,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Jefferson, LA USA LUKE: Is Perl better than Python?",Python,Perl,BETTER,NONE,False,2
1831,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,BETTER,False,2
1832,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While the $750 price tag of the Editors' Choice Dell Inspiron 14z may be a bit more than the budget-minded shopper wants to pay, alternatives closer in price to the Lifebook LH532, like the Acer Aspire TimelineX AS4830T-6841 and the Sony VAIO VPC-EH25FM  provide superior performance, longer battery life, and better value for your dollar.",Sony,Dell,BETTER,NONE,False,2
1833,"unigrams ('middle part', ExtractMiddlePart(processing=None))",South carolina needs better start this week against georgia,georgia,carolina,NONE,BETTER,False,2
1834,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",carolina,missouri,BETTER,NONE,False,2
1835,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I've been going through Ruby, enjoy it, like it better then Python, never really dug PHP.",Ruby,Python,NONE,BETTER,False,1
1836,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The only thing better than a cold glass of beer is tea with Miss McGill.,beer,tea,NONE,WORSE,False,2
1837,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",USB,Bluetooth,NONE,WORSE,False,2
1838,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, Lisp, Smalltalk) but are harder to hit into large syntax languages such as Java.",Java,Lisp,NONE,BETTER,False,1
1839,"unigrams ('middle part', ExtractMiddlePart(processing=None))",stone is harder than metal.,metal,stone,BETTER,NONE,False,2
1840,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The coffee really improved a mediocre base beer.,coffee,beer,NONE,BETTER,False,2
1841,"unigrams ('middle part', ExtractMiddlePart(processing=None))","For production I prefer PostgreSQL because it's free,fast(comparing to Oracle it's almost twice faster on my projects), easy to use and distribute and quite powerful.",Oracle,PostgreSQL,NONE,BETTER,False,2
1842,"unigrams ('middle part', ExtractMiddlePart(processing=None))","2. Horrible synchronization sotfware (Siemens, but from what I'm told Nokia is no better).",Nokia,Siemens,NONE,BETTER,False,2
1843,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",Toyota,Chrysler,BETTER,WORSE,False,1
1844,"unigrams ('middle part', ExtractMiddlePart(processing=None))","After abandoning Ruby (until they calm down), I started exploring Perl and C/C++ with much better results.",Ruby,Perl,NONE,WORSE,False,2
1845,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,metal,concrete,NONE,BETTER,False,2
1846,"unigrams ('middle part', ExtractMiddlePart(processing=None))","What if I have an integrated Intel card that only supports OpenGL 2.1, but for some reason supports Direct3D 10, which is apparently the better ""programmable"" version?",OpenGL,Direct3D,NONE,WORSE,False,2
1847,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I will admit that I do tend to slide into ""Scala as a better Java"" state of mind when I should know better.",Java,Scala,NONE,BETTER,False,2
1848,"unigrams ('middle part', ExtractMiddlePart(processing=None))",What's better with pasta than fresh baked bread?,bread,pasta,BETTER,NONE,False,2
1849,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,BETTER,False,2
1850,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.",Toyota,Chevrolet,NONE,BETTER,False,2
1851,"unigrams ('middle part', ExtractMiddlePart(processing=None))","After years of both OO, as much RM as I could get through SQL, and functional programming through Lisp, I feel that OO is the inferior abstraction framework, especially as implemented in Java and C++ (and Ruby and Python don't give me any special reason to re-embrace OO, though I appreciate their functional aspects).",Python,Lisp,WORSE,NONE,False,1
1852,"unigrams ('middle part', ExtractMiddlePart(processing=None))",But they get better fuel economy than our new CRD jeep and definitely better fuel economy than any gas powered suv of similar size.,suv,jeep,BETTER,NONE,False,2
1853,"unigrams ('middle part', ExtractMiddlePart(processing=None))","That said, Amazon will never produce better hardware than Apple does, even if it tries.",Apple,Amazon,BETTER,WORSE,False,1
1854,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",Dell,Hewlett-Packard,NONE,BETTER,False,2
1855,"unigrams ('middle part', ExtractMiddlePart(processing=None))","you ignorant georgia fans are worse then texas a&m, lsu, south carolina, florida, and BAMA!",georgia,carolina,NONE,WORSE,False,2
1856,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Generally, both Amazon and Google are superior to Apple in managing recommendations.",Apple,Amazon,NONE,BETTER,False,1
1857,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I really had been leaning to a 61"" Samsung but after looking at both again decided the Toshiba was just as good, 4"" larger AND a much better buy.",Samsung,Toshiba,NONE,WORSE,False,2
1858,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Mine was the hot dog à la maison (16), a fairly decent sausage presented on rather dry bread and topped with pickled fennel.",bread,sausage,NONE,BETTER,False,2
1859,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I liked the Toyota over the Ford and it looks better than the Chevy.,Ford,Toyota,NONE,BETTER,False,2
1860,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Summary: I think Asus can sale a faster computer for that price anyway, it is good but not cheap, the touch screen is the best part, well if the computer have Windows 8, but every body knows that Microsoft Windows XP, vista, 7, 8 are crap, i will install on it Red Hat Enterprise Linux Desktop, Linux is the...",Windows XP,Windows 8,NONE,BETTER,False,2
1861,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If the SEC felt like dipping into the ACC, Clemson or North carolina would make more sense, but I still think missouri is a better fit.",carolina,missouri,NONE,WORSE,False,2
1862,"unigrams ('middle part', ExtractMiddlePart(processing=None))","For that reason, I dropped itunes as soon as I could get a decent selection from amazon.",amazon,itunes,NONE,WORSE,False,2
1863,"unigrams ('middle part', ExtractMiddlePart(processing=None))","There's no doubt that hockey is harder to master than baseball, in general.",baseball,hockey,BETTER,WORSE,False,1
1864,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In this environment having less is more, few models like Apple, creates better volumes of manufacturing efficiency, thus undermining the Dell manufacturing model of the 1990's.",Apple,Dell,NONE,BETTER,False,2
1865,"unigrams ('middle part', ExtractMiddlePart(processing=None))","We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?",iOS,Apple TV,BETTER,NONE,False,2
1866,"unigrams ('middle part', ExtractMiddlePart(processing=None))","faster than C++, more concise than Perl, more regular than Python, more",Python,Perl,BETTER,NONE,False,2
1867,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Rather than take a sporty approach, and build a true rear-wheel drive competitor to the BMW 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive Toyota Camry.",Toyota,BMW,NONE,BETTER,False,2
1868,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,WORSE,False,2
1869,"unigrams ('middle part', ExtractMiddlePart(processing=None))","AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",Samsung,AMD,NONE,WORSE,False,2
1870,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Eclipse instead of NetBeans,Eclipse,NetBeans,NONE,BETTER,False,1
1871,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,WORSE,False,2
1872,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I haven't really used my truck anymore since I have a motorcycle (saving gas while getting there faster).,truck,motorcycle,NONE,WORSE,False,2
1873,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Swift Swift is based on Objective-C, and will be even easier for a Java programmer to learn and use.",Java,Objective-C,NONE,WORSE,False,2
1874,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Like Apple's Genius in itunes, google has something similar but better called Instant Mix.",google,itunes,NONE,WORSE,False,2
1875,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Visibly faster than Python ... faster than Java I'd bet.,Java,Python,BETTER,NONE,False,2
1876,"unigrams ('middle part', ExtractMiddlePart(processing=None))",We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',Java,Lisp,NONE,WORSE,False,1
1877,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Generally Toyota appears to build well solid if boring cars, but this is a Ford class failure, e.g.",Ford,Toyota,WORSE,BETTER,False,1
1878,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Is Python better than Perl?,Python,Perl,BETTER,NONE,False,2
1879,"unigrams ('middle part', ExtractMiddlePart(processing=None))","could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",MySQL,PostgreSQL,NONE,WORSE,False,2
1880,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of Oracle and VMware as 'Linux-friendly' due to marketing), then better options like PostgreSQL or MySQL (and KVM) get ignored or only scarcely explored.",Oracle,PostgreSQL,BETTER,NONE,False,2
1881,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The fox polling was a superior process to what cnn used.,fox,cnn,NONE,BETTER,False,1
1882,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Why make it harder on yourself by using such an advanced language as Perl when you can have an easier and more successful time with PHP.,PHP,Perl,NONE,WORSE,False,2
1883,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It can be very easy to change Perl code quickly but slower in PHP.,PHP,Perl,NONE,BETTER,False,1
1884,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I would have expected Python to be slower than Java, but apparently that is not the case.",Java,Python,WORSE,BETTER,False,1
1885,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I was merely Kidding :) ... As a photographer who does large prints(and needs a MF camera) the hasselblad is visibly superior than a Dx format camera, and as a street photographer the Leica is unnoticeable and often can foil as a Point n shoot but, If you want to go out and just take great pictures (like the ones you have)a Nikon is perfect.",Nikon,Leica,NONE,WORSE,False,1
1886,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While the visuals for the ps2 version were better than average and mostly effective, they're just downright mediocre on the ps3.",ps3,ps2,BETTER,WORSE,False,1
1887,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The ps3 MOVE is just the wii with better graphics.,wii,ps3,NONE,BETTER,False,2
1888,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I guess you could say it's like gamecube to wii... it's better, but only just.",wii,gamecube,NONE,WORSE,False,2
1889,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In brief, Nokia will never win Motorola.",Nokia,Motorola,NONE,WORSE,False,2
1890,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Microsoft,Google,NONE,BETTER,False,2
1891,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Adidas is a German company - therein I understand Nike being American better already.,Nike,Adidas,NONE,WORSE,False,2
1892,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE,False,1
1893,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",OpenGL,Direct3D,NONE,BETTER,False,2
1894,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Shouldn't nixon have surrendered to McGovern in 1972, the better to lay the groundwork for a reagan resurgence in 1976?",reagan,nixon,NONE,WORSE,False,2
1895,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Scala enums are inferior to Java enums _and_ are incompatible.,Java,Scala,NONE,WORSE,False,1
1896,"unigrams ('middle part', ExtractMiddlePart(processing=None))","That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.",virginia,oregon,NONE,WORSE,False,2
1897,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The Wildcats have beaten 2 solid Pac-10 teams in Stanford and oregon State, and also own a better than it seems win over Central michigan.",michigan,oregon,BETTER,NONE,False,2
1898,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Could the Google-opoly be any worse than the Microsoft Empire?,Microsoft,Google,WORSE,NONE,False,2
1899,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Does this imply that milk is worse than soda as far as tooth decay is concerned??,milk,soda,WORSE,NONE,False,2
1900,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While Windows XP was compatible with over 90 percent of the then-current hardware at its launch, Windows Vista offers even better compatibility.",Windows XP,Windows Vista,BETTER,WORSE,False,1
1901,"unigrams ('middle part', ExtractMiddlePart(processing=None))","It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",youtube,itunes,NONE,BETTER,False,2
1902,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,NONE,BETTER,False,2
1903,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I have written similar mechanisms in Perl, but prefer the PHP solution as it is easier.",PHP,Perl,NONE,WORSE,False,2
1904,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Perl tries harder than Java by offering a taint mode, but you can still shoot yourself in the foot.",Java,Perl,NONE,BETTER,False,1
1905,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I still used Joystick's metal backing plates, but only to better distribute the load to the marine plywood.",metal,plywood,BETTER,NONE,False,2
1906,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Scala is not a better Java, it's an ML for JVM",Java,Scala,BETTER,WORSE,False,1
1907,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Lisp is about 1.5 to 4 times faster than Java, and about 10 to 50 times faster than Python.",Java,Python,BETTER,NONE,False,2
1908,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Even without that killer app, people who do upgrade from older versions, such as Windows 98, are likely to find Windows XP to be ""a better version of Windows than a lot of people have realized,"" Cherry said.",Windows XP,Windows 98,NONE,WORSE,False,2
1909,"unigrams ('middle part', ExtractMiddlePart(processing=None))","And though the OpenGL renderer does not support all effects in the game, we are more interested in simple texturing, which is no worse than in the main Direct3D version.",OpenGL,Direct3D,WORSE,BETTER,False,1
1910,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Come On Man georgia is not better than oregon, no way and they almost beat them.",georgia,oregon,BETTER,WORSE,False,1
1911,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Ford surpassed Toyota in overall reliability years ago, and the Fusion has outranked the poorly built Camry in reliability by two full levels for the past three years.",Ford,Toyota,NONE,BETTER,False,2
1912,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.,Oracle,PostgreSQL,NONE,WORSE,False,2
1913,"unigrams ('middle part', ExtractMiddlePart(processing=None))","This tea is much better with milk, I think.",milk,tea,BETTER,NONE,False,2
1914,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Originally, that up there said 'Smalltalk' instead of 'Java'.",Java,Smalltalk,NONE,BETTER,False,2
1915,"unigrams ('middle part', ExtractMiddlePart(processing=None))","For those that mention that OpenGL pipeline is much worse on Windows, remember that ON WINDOWS you were already getting an accelerated pipeline with DirectDraw/Direct3D.",OpenGL,Direct3D,NONE,WORSE,False,2
1916,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Only Nevada (14.4 percent), michigan (13 percent) and california (12.4 percent) were worse.",california,michigan,NONE,BETTER,False,2
1917,"unigrams ('middle part', ExtractMiddlePart(processing=None))","You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",PHP,JavaScript,NONE,WORSE,False,2
1918,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I wouldn't be too concerned about using Windows 8, Windows 7 is usually regarded as 'better'.",Windows 7,Windows 8,NONE,WORSE,False,2
1919,"unigrams ('middle part', ExtractMiddlePart(processing=None))","To put its performance in perspective, that's just over 4min faster than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.",Intel,Dell,BETTER,NONE,False,2
1920,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",sandwich,sausage,NONE,BETTER,False,2
1921,"unigrams ('middle part', ExtractMiddlePart(processing=None))","(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Nokia,Siemens,NONE,WORSE,False,2
1922,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Money is available, but authorization to use it is being withheld until Chevrolet does better in this little sales tussle with Ford.",Ford,Chevrolet,NONE,BETTER,False,2
1923,"unigrams ('middle part', ExtractMiddlePart(processing=None))",You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,lumber,plywood,NONE,WORSE,False,2
1924,"unigrams ('middle part', ExtractMiddlePart(processing=None))","But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",Ford,Honda,NONE,WORSE,False,2
1925,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I don't think very many people are going to buy an Sigma SD-10 when the Canon 10D and Nikon D70 are so clearly superior.,Sigma,Nikon,NONE,WORSE,False,2
1926,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It's definitely gotten worse since we moved to North carolina from california.,california,carolina,NONE,WORSE,False,2
1927,"unigrams ('middle part', ExtractMiddlePart(processing=None))",There's also a whole bunch of things that Java can do way better (PHP can't even handle longs well!).,Java,PHP,NONE,BETTER,False,2
1928,"unigrams ('middle part', ExtractMiddlePart(processing=None))",How many of us know why a given model of Nike is better (worse) than a given pair of Adidas?,Nike,Adidas,WORSE,NONE,False,2
1929,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Nikon gave to Sigma a first ""wake-up call"" with the cheaper and much better 35mm 1.8DX.",Sigma,Nikon,NONE,BETTER,False,2
1930,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",plastic,cardboard,NONE,WORSE,False,2
1931,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",OpenGL,Direct3D,BETTER,WORSE,False,1
1932,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The abstraction level of both C# and Java is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as Lisp and Ocaml).",Java,Lisp,BETTER,WORSE,False,1
1933,"unigrams ('middle part', ExtractMiddlePart(processing=None))","You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,WORSE,False,2
1934,"unigrams ('middle part', ExtractMiddlePart(processing=None))","They had better enter it in sports car racing like Ford is doing with the new Mustang which has already won four races against BMW M3s, Porsche 911s, Nissan 350Zs, and other cars in Grand-Am Cup.",Ford,BMW,NONE,BETTER,False,2
1935,"unigrams ('middle part', ExtractMiddlePart(processing=None))","These are languages like Java, C++, Pascal, etc. Instead of going in the direction of more expressive type systems and better type inference, (as in Haskell, for example, and even SQL to some extent), some people like to just keep all the ""type"" information in their head (and in their tests) and do away with static typechecking altogether.",Java,Haskell,BETTER,WORSE,False,1
1936,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",california,oregon,NONE,WORSE,False,2
1937,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I know you can write Scala as a 'better Java'.,Java,Scala,NONE,BETTER,False,2
1938,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Should the starting quarterback for the football team be paid as much as, for lack of a better example, the starting goaltender on the lacrosse team?",football,lacrosse,BETTER,NONE,False,1
1939,"unigrams ('middle part', ExtractMiddlePart(processing=None))","again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",michigan,oregon,NONE,WORSE,False,2
1940,"unigrams ('middle part', ExtractMiddlePart(processing=None))","This implementation is based on Integer arithmetic, while the second-generation versions RANLXS and RANLXD described above provide Floating-point implementations which will be faster on many platforms.",Integer,Floating-point,NONE,WORSE,False,2
1941,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If you do a lot of offroading, the jeep ""can"" be optioned better but for an everyday v6 suv, the Explorer is right up there.",suv,jeep,NONE,BETTER,False,2
1942,"unigrams ('middle part', ExtractMiddlePart(processing=None))","And, I have found that using cider vinegar instead of lemon juice is a nice twist, and keeps better.",juice,cider,NONE,BETTER,False,2
1943,"unigrams ('middle part', ExtractMiddlePart(processing=None))","harvard has the overall better record, owns first place and has already beaten princeton this season.",harvard,princeton,NONE,BETTER,False,2
1944,"unigrams ('middle part', ExtractMiddlePart(processing=None))","This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",USB,Bluetooth,NONE,WORSE,False,2
1945,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The MSI NX8800GT OC isn't any worse than the Nvidia GeForce 8800 GTX starting from a resolution of 1600x1200 and even provides a better minimum of speed.,Nvidia,MSI,WORSE,BETTER,False,1
1946,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It's hard to say whether tennis is harder to dominate than golf.,golf,tennis,BETTER,WORSE,False,1
1947,"unigrams ('middle part', ExtractMiddlePart(processing=None))","You would use Groovy instead of JRuby because it plugs into the average Java developer's brain easier since it doesn't require you learn a whole new library, API, syntax, and new way of doing things.",Java,Groovy,BETTER,NONE,False,2
1948,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The only thing I like better than pizza is pasta.,pizza,pasta,NONE,WORSE,False,2
1949,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Upgraded staples : decent toilet paper; gourmet coffee, tea, hot chocolate, drink mix (variety flavors and better than the standard bug juice), spices and seasonings, tobasco sauce, etc.",coffee,juice,BETTER,NONE,False,2
1950,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Soon after I bought an RX1 and saw for myself the distant/ infinity performance was exceptional (superior to any 35mm lens I had used on a 24MP camera previously AND superior to the new Nikon G 28/1.8G as used on my then D800E, though I'm sure a better lens such as the Sigma 35 1.4 might outperform the RX1 on the D800E).",Sigma,Nikon,BETTER,WORSE,False,1
1951,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The shuttle is a decent space truck, but we need a cheaper (and safer) space ""bus.""",bus,truck,NONE,WORSE,False,2
1952,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I find Common Lisp to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with Python.",Python,Lisp,NONE,BETTER,False,2
1953,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Yamauchi: ps3 dev was harder than anticipated, pushed psp out",psp,ps3,NONE,WORSE,False,1
1954,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",football,baseball,NONE,BETTER,False,2
1955,"unigrams ('middle part', ExtractMiddlePart(processing=None))","A football is easier for a cameraman to follow, while hockey is a guessing game.",football,hockey,NONE,BETTER,False,2
1956,"unigrams ('middle part', ExtractMiddlePart(processing=None))","(Personally, my users demand OCamL anyway, so it's not an additional build for me; and it's much faster to build than Erlang or Haskell and I think also than Perl; don't know about Python).",Python,Haskell,BETTER,NONE,False,2
1957,"unigrams ('middle part', ExtractMiddlePart(processing=None))","When compared to Windows 7 , Windows 8 has a faster booting time .",Windows 7,Windows 8,NONE,WORSE,False,2
1958,"unigrams ('middle part', ExtractMiddlePart(processing=None))",30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,MySQL,PostgreSQL,NONE,WORSE,False,2
1959,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I have a 2012 MBA with a Toshiba SSD which seems to perform on par if not better to the Samsung ssd on other 2012 MBAs.,Samsung,Toshiba,NONE,BETTER,False,1
1960,"unigrams ('middle part', ExtractMiddlePart(processing=None))",If you're so anti-Oracle you're better off using PostgreSQL.,Oracle,PostgreSQL,NONE,WORSE,False,2
1961,"unigrams ('middle part', ExtractMiddlePart(processing=None))",TNT was actually a little worse than fox last year and espn only marginally better.,fox,espn,NONE,WORSE,False,2
1962,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,OpenGL,Direct3D,NONE,WORSE,False,2
1963,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Haskell is -- in my experience at least -- harder to learn than Python.,Python,Haskell,BETTER,WORSE,False,1
1964,"unigrams ('middle part', ExtractMiddlePart(processing=None))",amazon had a similar service for its books but google is much faster and simpler.,google,amazon,NONE,WORSE,False,2
1965,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Coca-Cola per say is not worse than any other type of cola, like Pepsi, or generic branded cola.",Coca-Cola,Pepsi,WORSE,NONE,False,2
1966,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The better young male athletes in the US, said McEnroe, prefer to play football and basketball over tennis.",football,tennis,NONE,BETTER,False,2
1967,"unigrams ('middle part', ExtractMiddlePart(processing=None))","juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,WORSE,False,2
1968,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While Motorola has diminished, Samsung has excelled",Samsung,Motorola,NONE,WORSE,False,2
1969,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,Oracle,PostgreSQL,NONE,WORSE,False,2
