,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
2259,1432,middle_paths_unrestricted_16,Conclusion: Google is acting the same (arguably even worse) as Microsoft used to in the 90s.,Google,Microsoft,NONE,WORSE,1.0,lex (unique),"If you look for it on itunes, punch in ""Theme from Terms of Endearment', 'by Cincinnati Pops Orchestra"" - it\'s a much better version than what', 'youtube has here.","[[""X/PROPN/nsubj/> '/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<""], [""X/PROPN/nsubj/> '/VERB/ROOT/^ than/ADP/prep/< what/NOUN/dep/V"", 'Y/PROPN/pobj/<']]",H1117823584,92
2261,1216,middle_paths_unrestricted_16,How the hell is bread easier to make than pizza??!!,bread,pizza,NONE,BETTER,1.0,lex (unique),"Java, COBOL, Smalltalk, etc.)","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ cobol/PROPN/conj/V Y/PROPN/conj/<']]",J1544975600,51
2262,1788,middle_paths_unrestricted_16,Why are Nokia and IPhone known to be easier to use than Samsung?,Nokia,Samsung,NONE,BETTER,1.0,lex (unique),"But this week PC Magazine columnist John Dvorak speculates that the', 'company could be about to make a switch itself, from Motorola/IBM', 'chips to faster Intel ones.","[['X/ADJ/amod/> chip/NOUN/ROOT/^ to/PART/prep/< faster/ADV/pobj/<', 'Y/PROPN/dobj/<']]",D419845334,64
2263,1675,middle_paths_unrestricted_16,3. cement against wood?,cement,wood,BETTER,NONE,0.6,lex (unique),"Perl provided a convenient method of rewriting the shell / AWK scripts', 'into a single executable, which not only provided more power and', 'flexibility but also ran faster!",[['NOPATH']],M1988327607,23
2266,211,middle_paths_unrestricted_16,"I'm asking about Perl because I believe it is more stable, more secure and faster than PHP.",Perl,PHP,NONE,BETTER,1.0,lex (unique),"So after years away from both, my original opinions have been re-', ""enforced: Chester's has the better pizza and Richard's has the better"", 'steak hoagie.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V have/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> richard/PROPN/conj/V have/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> have/VERB/ROOT/^ the/DET/det/V Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> have/VERB/ROOT/^ good/ADJ/amod/V Y/PROPN/dobj/<']]",N2226594264,91
2267,1404,middle_paths_unrestricted_16,"Dell, on the other hand, says, ""We're just going to use off-the-shelf Intel PC technology and we're just going to do it better than everyone else.""",Dell,Intel,WORSE,NONE,1.0,lex (unique),"I forgot how awesome the gamecube is, better than the wii imo","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",H1086721755,147
2268,670,middle_paths_unrestricted_16,League members VCU (against michigan) Saint Louis (against oregon) and Butler (against Marquette) all have decent shots of reaching the Sweet 16 on Saturday.,michigan,oregon,BETTER,NONE,1.0,lex (unique),"AMD aquires ATI to get integrated GPU technology (to better compete', 'with Intel on oem contracts like Dell) and then sells off the rest.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ on/ADP/prep/V Y/PROPN/pobj/<']]",B232330928,157
2271,415,middle_paths_unrestricted_16,"That's not as good as Utah or virginia with their A- grades, but better than california with its C-....",virginia,california,NONE,BETTER,1.0,lex (unique),"He also teaches iOS dev, Swift and Objective-C.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",F862084108,103
2272,2228,middle_paths_unrestricted_16,I really wonder what makes Python slower than Perl ?,Python,Perl,NONE,WORSE,1.0,lex (unique),"The BBC is no worse than cnn, Sky and, of course, fox News.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ sky/PROPN/conj/V Y/PROPN/conj/<']]",O2412984537,52
2273,1631,middle_paths_unrestricted_16,This means that earnings at LinkedIn and amazon are likely to grow vastly faster than earnings at facebook over the next few years.,amazon,facebook,NONE,BETTER,1.0,lex (unique),"I still think its better value for money than the new Chrysler Voyager', 'diesel(about $20k extra)and the Toyota Tarago which doesnt have the', 'same capabilities and is quite a tired look, in need of a serious', 'revamp.","[['X/PROPN/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ 20k/NUM/nummod/V Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ extra)and/NUM/nummod/V Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/appos/<']]",I1358815632,131
2274,207,middle_paths_unrestricted_16,"These are the nicest rubber tees I have ever played on, probably even better than concrete.",rubber,concrete,NONE,BETTER,0.6,lex (unique),"Well, I don't have a real benchmark but Tim Sweeny(Unreal) is saying"", 'everywhere that Direct3D is faster than OpenGL on windows.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",S3063012648,91
2275,447,middle_paths_unrestricted_16,FD: football and baseketball got on it faster than baseball.,football,baseball,NONE,BETTER,1.0,lex (unique),"Either the Nikon or Sigma 70-300 seems like a better overall fit for', 'now plus more in my budget.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",E642702330,60
2277,632,middle_paths_unrestricted_16,If you use NetBeans instead of Eclipse.,NetBeans,Eclipse,BETTER,NONE,1.0,lex (unique),"Why is Honda still in F1? Like Toyota, year-in-and-year-out they', 'continue to show they are inferior to Ferrari, Mercedes, BMW and', 'Renault.",[['NOPATH']],T3175416793,39
2281,483,middle_paths_unrestricted_16,With Nokia 808 at 2x digital zoom will be already worse than this Samsung.,Nokia,Samsung,BETTER,WORSE,1.0,lex (unique),"Intel Pentium or better CPU 32MB RAM or more 30MB free disk space', 'Microsoft Office (Word, Excel, PowerPoint) installed Microsoft Windows', '98, Windows ME, Windows NT4, Windows 2000, Windows XP, Windows Server', '2003, 2008, 2012, 2016.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ me/PROPN/conj/V Y/PROPN/conj/<']]",I1295489959,74
2282,4,middle_paths_unrestricted_16,"tennis is so much harder on the body than golf,"" he said.",tennis,golf,BETTER,WORSE,0.8,lex (unique),"Nothing better than beans and cabbage with smoked sausage and corn', 'bread!","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ corn/NOUN/compound/V Y/PROPN/conj/<']]",L1831260156,57
2288,916,middle_paths_unrestricted_16,"(What about PostpreSQL you ask? Meh, decent license but it can't be embedded, performs better than SQLite but much worse than Firebird and MySQL; feature-wise its about on par with Firebird)",SQLite,MySQL,NONE,WORSE,0.8,lex (unique),which phone is better to take?Nokia asha 311 or Samsung galaxy Y,"[['X/PROPN/amod/> asha/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/amod/> asha/VERB/ROOT/^ 311/NUM/nummod/V Y/PROPN/dobj/<']]",T3155684675,190
2292,1849,middle_paths_unrestricted_16,New ipod Touch faster than iphone 3G,ipod,iphone,NONE,BETTER,1.0,lex (unique),"No car drives nicer and safer than this one, made of a real steel, not', 'plastic or aluminum.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ plastic/ADJ/conj/V Y/PROPN/conj/<']]",L1809946316,36
2293,2085,middle_paths_unrestricted_16,"In many ways, Scala is a superior language because it relieves many of the age-old, time-consuming Java programming headaches.",Scala,Java,NONE,BETTER,1.0,lex (unique),"Such names as Facebook, Amazon, Microsoft, Mozilla, and Wikia are also', 'using solid-state storage in their data centers, and judging from', 'anecdotal evidence, the trend goes even further.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],O2318167880,126
2294,936,middle_paths_unrestricted_16,"Please do a Google Search for ""Places of Worship in Kingston, RI"" for complete listings, or contact one of the chaplains for recommendations.",Google,Kingston,BETTER,NONE,1.0,lex (unique),"Python and Perl both work better than Java on Linux, they're faster to"", 'develop with, they start faster, easier to debug, more useful', 'libraries, more code developed by other people that you can leverage,', 'etc. etc.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",M2054168668,141
2295,458,middle_paths_unrestricted_16,"Come On Man georgia is not better than oregon, no way and they almost beat them.",georgia,oregon,BETTER,WORSE,1.0,lex (unique),"The bigger ill is that espn has performed much better than TNT and', 'much worse than fox - which the vast majority of the print media will', 'not discuss.","[['X/PROPN/nsubj/> perform/VERB/ROOT/^ bad/ADJ/conj/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",O2416675135,80
2296,149,middle_paths_unrestricted_16,"Simplistic like [[Smalltalk]] (methods are public, members are private) or complex like [[Java]]?",Smalltalk,Java,WORSE,NONE,1.0,lex (unique),"My wife prefers a suv (she drives a Honda cr-v) I sold the 335d so I', 'would be in a better position to purchase a BMW diesel sav.","[['X/PROPN/compound/> sell/VERB/ROOT/^ in/ADP/prep/< position/NOUN/pobj/<', 'purchase/VERB/acl/< Y/PROPN/dobj/<']]",L1779477739,97
2299,2121,middle_paths_unrestricted_16,Java is a superior language especially in comparison to PHP.,Java,PHP,NONE,BETTER,1.0,lex (unique),I also once brought a soft cooler full of beer and cider.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",G1003448535,60
2306,501,middle_paths_unrestricted_16,Sony was as cool or even cooler in the 80's than Apple is today.,Sony,Apple,WORSE,BETTER,0.8,lex (unique),"Don't forget the beverages: You can always have a cooler full of"", 'water, juice, soda, beer and wine.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ soda/NOUN/conj/V Y/PROPN/conj/<']]",E600263545,64
2307,1081,middle_paths_unrestricted_16,"The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,WORSE,NONE,0.8,lex (unique),I have better results with searching youtube and google!,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",H1146674361,147
2308,1596,middle_paths_unrestricted_16,"People are in a serious mood of trolling in OTW! _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,BETTER,0.6,lex (unique),New Bentley suv truck Accessories make towing easier.,[['X/PROPN/compound/> Y/PROPN/ROOT/^']],L1794743247,262
2310,1334,middle_paths_unrestricted_16,"It'll get better, but it's baseball, not basketball.",baseball,basketball,BETTER,NONE,0.8,lex (unique),"Dell & Altiris Demo is below For the HP & Symantec Demo, click below', ""See Lenovo Demo below Other fab features include new 'System Defense"", ""Filters' and the latest Intel Core 2 Duo chips that make up part of"", 'vPro are up to 30% faster, yet they are much much cooler at idle -', 'sipping only a paltry 8 Watts.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ click/VERB/conj/< include/VERB/conj/<', 'filters/PROPN/dobj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> demo/PROPN/conj/V be/VERB/ROOT/^ click/VERB/conj/<', 'include/VERB/conj/< filters/PROPN/dobj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ click/VERB/conj/< include/VERB/conj/<', 'filters/PROPN/dobj/< the/DET/det/V Y/PROPN/conj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ click/VERB/conj/< include/VERB/conj/<', 'filters/PROPN/dobj/< late/ADJ/amod/V Y/PROPN/conj/<']]",E563953749,52
2311,1009,middle_paths_unrestricted_16,"With the hard rubber this shoe has, it is somewhat better for on dirt rather than concrete.",rubber,concrete,WORSE,BETTER,1.0,lex (unique),"Compatible Brands All CISCO Huawei H3C HP Allied Telesis Alcatel-', 'Lucent Foundry Force10 Juniper Extreme Brocade Blade D-Link Linksys', 'Netgear McAfee Marconi Ruijie SMC SUN Q-logic Emulex ZYXEL IBM Feixun', 'ZTE Hirschmann Bdcom TRENDnet Telco Dell Avaya Intel Enterasys Redback', 'Nortel 3Com Adtran Asante Bitway Vixel DCN Planet 10Gtek Arista', '\xa0\xa0\xa0Module Type All QSFP SFP SFP+ XFP XENPAK X2 GBIC \xa0\xa0\xa0Rate All 40G', '155M 622M 1.25G 2.488G 10.3G \xa0\xa0\xa0Wavelength All Copper 850nm 1310nm', '1550nm CWDM DWDM BIDI \xa0\xa0\xa0 Distance All 0-550M 1-20KM 21-40KM 41-80KM', '81-120KM","[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> logic/NOUN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> emulex/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> zyxel/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> ibm/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> trendnet/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> telco/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> dell/PROPN/compound/V Y/PROPN/ROOT/^']]",D507646029,91
2312,689,middle_paths_unrestricted_16,We obviously linked to youtube above even though hulu has superior quality and content.,youtube,hulu,NONE,WORSE,1.0,lex (unique),"full set of 7 powerful tools built for Windows 98, Windows Me, Windows', 'NT, Windows 2000, Windows XP and 2003 Keep your PC running faster,', 'cleaner, and secure with IE Secure Master?","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ me/PROPN/conj/V Y/PROPN/conj/<']]",F788980714,87
2315,1493,middle_paths_unrestricted_16,P.S.: I think Pepsi works better in flavored colas than Coke because Cokes trademark acidity (which I enjoy most in its old-relable regular Coca-Cola form) sometimes conflicts with the other flavors.,Pepsi,Coca-Cola,NONE,BETTER,1.0,lex (unique),1) Is softball or baseball the better game?,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",A39781799,199
2325,1175,middle_paths_unrestricted_16,"According to Apple, who co-developed the protocol with Intel, Thunderbolt is up to 12 times faster than Firewire 800 and 20 times faster than USB2.",Apple,Intel,BETTER,NONE,1.0,lex (unique),"We decided to code the account switching business logic on the back-', 'end in Groovy, instead of Java as the rest of the back-end.The reason', 'for thiswasreallythathavingoneprograminglanguage on a project is', 'superior to havingtwo, especiallysince the new language is much more', 'expressive and cool than the old one.Compilation of code base in', 'twolanguages is slow.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ of/ADP/cc/V Y/PROPN/pobj/<']]",S3038980675,147
2328,1433,middle_paths_unrestricted_16,"Convenience Due to the larger tank size and better fuel economy of the Audi Q7, you will definitely be making fewer stops at the gas station than with the Lexus RX 450h.",Audi,Lexus,NONE,BETTER,1.0,lex (unique),"It's easier to organize multiple pieces of data on the psp than on the"", 'ps3.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<']]",J1444922219,169
2330,1834,middle_paths_unrestricted_16,Pros: Windows 8 is more stable and faster than my Windows 7 installs.,Windows 8,Windows 7,NONE,BETTER,1.0,lex (unique),"Mainly in rallying, Ferrari, Porsche, BMW, Merc, and F1.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ porsche/PROPN/conj/V Y/PROPN/conj/<']]",K1664007662,69
2332,45,middle_paths_unrestricted_16,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,Python,Bash,NONE,BETTER,1.0,lex (unique),"She enjoys pointing out how much nicer the weather is in california', 'compared to michigan.",[['X/PROPN/nsubj/> compare/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<']],N2175614226,134
2333,1409,middle_paths_unrestricted_16,"Nissan failed in its attempts to enter the U.S. truck and SUV markets, and as for Renault--can you think of anything worse than dealing with the French government?",Nissan,Renault,BETTER,NONE,1.0,lex (unique),And languages like Python or Ruby are easier to manipulate than C++.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",B266107181,163
2335,1551,middle_paths_unrestricted_16,We'd assume with a water bottle of this style we could probably pass beer as tea with no one the wiser.,beer,tea,WORSE,NONE,0.8,lex (unique),"Anything that compiles and doesn't have to cache is going to be faster"", '(in most cases), but if programmers have that concern about PHP or', 'server-side JavaScript or Python or something like that, then either', 'they are working on sites that see millions of users a day or they are', 'micro-optimizing which is the least helpful kind of optimizing.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",B317013390,103
2336,1260,middle_paths_unrestricted_16,"While some of them can be used via FFI, it won't be feasible for functions that require high performance (FFI calls have their overhead) There's also a question of hosting -- it might be easier to find Java hosting rather than Lisp web hosting.",Java,Lisp,WORSE,BETTER,1.0,lex (unique),"Safari will run on any Windows XP or Windows Vista PC with a 500-MHz', 'Pentium-class processor or better and has at least 256 MB of RAM.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",N2126405737,244
2337,2312,middle_paths_unrestricted_16,EnterpriseDB claims PostgreSQL is superior in procedural language support to MySQL.,PostgreSQL,MySQL,WORSE,BETTER,0.6,lex (unique),"Now Leica lenses are generally the best IMO, not so much because of', 'superior image quality with any given lens, but because of the much', 'better consistency in their QC than the mass producers for Nikon,', 'Minolta et al.","[['X/PROPN/compound/> be/VERB/ROOT/^ consistency/NOUN/pobj/<', 'for/ADP/prep/< Y/PROPN/pobj/<']]",L1847889882,83
2340,1892,middle_paths_unrestricted_16,Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,WORSE,1.0,lex (unique),"Utility The Audi S8 offers greater seating capacity than the Mercedes-', 'Benz CLS-Class, making it a better choice for those who find', 'themselves chauffeuring others around.","[['X/PROPN/compound/> offer/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> offer/VERB/ROOT/^ than/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",S2992214523,74
2341,992,middle_paths_unrestricted_16,I saw ps3 games that looked worse than the ps2 Kingdom Hearts titles xD.,ps3,ps2,BETTER,WORSE,1.0,lex (unique),"PHP is probably better for quick/simple/numerous project, but Perl is', 'better for monolithic problems.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/conj/<']],M1996478463,72
2343,225,middle_paths_unrestricted_16,"She has also found that the Apple Store people and online Mac forums can answer questions much better than, say, Dell Customer Support can.",Apple,Dell,NONE,BETTER,1.0,lex (unique),"My question may sound naive but what I am trying to ask does object', 'oriented scripting language like RoR and Groovy Grails complement Java', 'j2ee development or provide a superior alternative.","[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> grails/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> complement/NOUN/compound/V Y/PROPN/ROOT/^']]",L1775165547,139
2345,371,middle_paths_unrestricted_16,The ps3 MOVE is just the wii with better graphics.,ps3,wii,NONE,BETTER,1.0,lex (unique),"It has C++, Java, .NET and Smalltalk application programming', 'interfaces.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ .net/PROPN/conj/V Y/PROPN/conj/<']]",I1380506240,50
2346,1126,middle_paths_unrestricted_16,"Handling The Nissan LEAF has a significantly smaller turning radius than the Ford Focus ST, allowing much better maneuverability in and out of tight spots.",Nissan,Ford,WORSE,BETTER,1.0,lex (unique),"It's Honda, Toyota, Nissan, etc, etc...","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ toyota/PROPN/conj/V Y/PROPN/conj/<']]",J1450913645,155
2349,2056,middle_paths_unrestricted_16,Windows 8 adoption 5x slower than Windows 7 so far,Windows 8,Windows 7,BETTER,WORSE,0.6,lex (unique),"I have generally figured that those coming from Java and Objective-C', 'would probably pick up C# (or maybe C++) easier than learning the', 'semi-mystical tones of CSS, whereas a web developer would typically', 'find HTML/JS a familiar territory.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",H1148228615,50
2352,1681,middle_paths_unrestricted_16,"I have a hard time believing that this team was worse than Villanova, Marquette, or missouri, to name a few of the other power conference teams that got the bubble nod while virginia Tech was overlooked once again.",missouri,virginia,BETTER,NONE,1.0,lex (unique),"Apple, Sony, SAMSUNG, fudge that GOOGLE, ya'll better get this young"", 'man a job!!!",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],B326643476,214
2354,1110,middle_paths_unrestricted_16,"With most Java code I seldom have to use the source, but for the Scala code it seems easier to start with the source.",Java,Scala,NONE,WORSE,0.8,lex (unique),How soon until Swift eclipses Objective-C entirely?,[['X/PROPN/nsubj/> eclipse/VERB/ROOT/^ Y/PROPN/dobj/<']],G989694778,117
2361,1287,middle_paths_unrestricted_16,Terrible football field; worse baseball field.,football,baseball,WORSE,BETTER,1.0,lex (unique),"They just seem to feel better about associating with PC, Apple, and', 'Sony.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",R2786509059,46
2362,1895,middle_paths_unrestricted_16,It runs more than 3 times faster than AWK solution presented above and about 60 times faster that GNU Sed! Really impressing.,AWK,Sed,NONE,BETTER,0.4,lex (unique),"To put its performance in perspective, that's just over 4min faster"", 'than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec', 'faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ faster/ADV/advmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ amd/PROPN/nmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ e-350/PROPN/nmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ equip/VERB/amod/V Y/PROPN/pobj/<']]",R2929791550,125
2364,954,middle_paths_unrestricted_16,"9 thoughts on "" Is PHP better than Java, .net",PHP,Java,NONE,BETTER,0.4,lex (unique),"For some reason baseball players think hitting a softball is', '\'easier.\'""",[['X/ADJ/amod/> think/VERB/ROOT/^ Y/PROPN/dobj/<']],F758754877,45
2367,1129,middle_paths_unrestricted_16,I found that the experience on my HTC Sensation Android phone was far superior to use of my ipod Touch.,phone,ipod,WORSE,BETTER,1.0,lex (unique),"The developers explained that Direct3D, the 3D component of DirectX,', 'was a miserable hack and was very much inferior to OpenGL","[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< inferior/ADJ/acomp/<', 'to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> component/NOUN/appos/V be/VERB/ROOT/^ be/VERB/conj/<', 'inferior/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<']]",P2462335318,103
2369,978,middle_paths_unrestricted_16,"Likewise, its no doubt easier to get a job programming Java or C, rather than Lisp or J.",Java,Lisp,NONE,BETTER,0.6,lex (unique),"The experience of floating around the menus themselves was more or', 'less decent-Google has a simple platform to give manufacturers like', 'Sony, and getting from, say, Search to Applications, was easy enough.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ platform/NOUN/dobj/<', 'give/VERB/relcl/< manufacturer/NOUN/dative/< like/ADP/prep/<', 'Y/PROPN/pobj/<']]",P2479267551,88
2373,219,middle_paths_unrestricted_16,you can write serious programs in Lisp faster than in Python... ;-),Lisp,Python,NONE,BETTER,0.8333333333333334,lex (unique),360 does better in the US but the ds and the ps2 are still beating it.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/conj/<']]",A69976353,67
2376,2156,middle_paths_unrestricted_16,It was easier for Samsung to see what was happening than it was for Nokia.,Samsung,Nokia,WORSE,BETTER,1.0,lex (unique),"C++ gives you much more freedom in choosing how you manage resources', 'than Java or Smalltalk.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",D463844389,74
2377,386,middle_paths_unrestricted_16,"Decent at football, Top 20 program in basketball.",football,basketball,WORSE,NONE,1.0,lex (unique),"This could better be integrated to your application than some Python', ""script (or Perl script, or Bash script using the system's mailx"", 'application, or whatever other external method you find).",[['X/NOUN/compound/> script/NOUN/ROOT/^ script/NOUN/conj/< Y/PROPN/conj/<']],R2818448158,49
2382,351,middle_paths_unrestricted_16,"Seating position: Slightly behind the BMW i3, basically on par with the Mercedes B-class and a bit better than the Volt and Ford Focus.",BMW,Ford,NONE,BETTER,0.6,lex (unique),"Some of the better states represented at the conference were oregon,', 'Colorado, Utah, virginia, Vermont and New Mexico.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ colorado/PROPN/npadvmod/V Y/PROPN/conj/<']]",N2250219108,135
2385,1386,middle_paths_unrestricted_16,"I like the Sigma (Nex) 30mm even better then the Nikon, and I do want a faster, wider lens then the 50mm for this trip.",Sigma,Nikon,NONE,BETTER,1.0,lex (unique),"hockey has become a sport of wimps, even faster than football.","[['X/PROPN/nsubj/> become/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",G956016280,119
2389,207,middle_paths_unrestricted_16,"In FPGAs, Integer or fixed-point math can often run 10 to 100 times faster than Floating-point computations.",Integer,Floating-point,NONE,BETTER,1.0,lex (unique),"My friends tell me (but I do not have first hand experience) that Perl', 'and Ruby are just as slow or even slower.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",L1766506943,108
2390,1910,middle_paths_unrestricted_16,Apparently the wii isn't superior to the ds for Square-enix.,wii,ds,BETTER,WORSE,1.0,lex (unique),"It is essential that the successful candidate possesses the following', 'experience: ?Solid programming experience in Ruby on Rails... Some web', 'experience - HTML/JavaScript/CSS (desirable not essential).",[['NOPATH']],I1405825018,60
2393,243,middle_paths_unrestricted_16,"When it comes to extras you'll Harman Kardon speakers offering decent sound quality, then there are the latest Gigabit Ethernet, 802.11n wireless LAN, four USB ports, ExpressCard and HDMI slots and there is even Bluetooth for hooking up to your mobile phone.",Ethernet,Bluetooth,BETTER,NONE,1.0,lex (unique),"For me, google+ is better than facebook.",[['NOPATH']],F751748103,258
