,sentence,object_a,object_b,pred_if,pred_lex,gold,most_frequent_percentage,s_len
2244,"Is a BMW 3 series $15,000 better than a Ford Focus?",BMW,Ford,BETTER,BETTER,NONE,1.0,51
2249,"I used to use Perl or white my own CGI's in C, but PHP is so, much easier than either.",Perl,PHP,NONE,NONE,WORSE,1.0,86
2249,"If Nikon wants to claim PRO status and quality and perhaps better than Canon, then they should be willing to go there and hit the big MP guys (Leica & Kodak's huge sensor).",Nikon,Leica,BETTER,BETTER,NONE,1.0,172
2255,The Buick is a far better driver but doesn't have the wretched excess appeal of the Cadillac.,Buick,Cadillac,BETTER,WORSE,NONE,1.0,93
2257,Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.,Pepsi,Coca-Cola,NONE,NONE,WORSE,1.0,267
2261,"It's far easier to exploit flaws in Windows XP than in newer editions, such as Windows 7 and Windows 8, noted Moore, because of the additional security measures that Microsoft's baked into the newer operating systems.",Windows XP,Windows 8,NONE,NONE,WORSE,1.0,217
2262,"As the recommendation, you better use Wi-Fi and USB, not Bluetooth.",USB,Bluetooth,NONE,NONE,BETTER,1.0,67
2262,"I don't think it could've worked out any better with what happened (at dartmouth) at the end of the game up there, and then obviously our rival (harvard).""",dartmouth,harvard,NONE,NONE,BETTER,0.6,155
2267,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,NONE,NONE,BETTER,1.0,333
2273,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Toyota,Ford,NONE,NONE,WORSE,1.0,104
2274,"A second generation is planned for the mid-year point with Toshiba flash chips replacing the Samsung ones, and a Marvell controller, possibly a faster 6Gbit/s model.",Toshiba,Samsung,NONE,WORSE,BETTER,0.6,165
2276,"Google is the main player now, Microsoft are just plain inferior in Mobile.",Google,Microsoft,WORSE,NONE,BETTER,0.8,75
2277,"We often hear that Apple ""plays the game"" better than Sony, HP, Dell, etc - that's not quite right.",Apple,Sony,BETTER,BETTER,NONE,1.0,99
2277,What if I can't find any aspect of PHP that is better than Ruby?,PHP,Ruby,BETTER,BETTER,NONE,1.0,64
2292,"Plasticky in the way a Samsung Galaxy S II feels solid, although far from finely machined like a Nokia N8 .",Samsung,Nokia,NONE,NONE,WORSE,1.0,107
2296,"And until Chevrolet can make a better vehicle than Kia or Toyota, I will be driving an inferior vehcile because I buy American when I can.I for one abhor the idea of a global economy and a global government but with the forces pushing us in that direction, I am still looking for ways to fend it off.",Chevrolet,Toyota,BETTER,NONE,WORSE,0.4,300
2297,"Worse, everything you're promoting in this ""war against Apple"" is precisely what Microsoft is doing wrong.",Apple,Microsoft,WORSE,BETTER,NONE,1.0,106
2298,"If REAL football turns your stomach, better watch tennis... Oakland vs. Denver: An AFC West pillowfight.",football,tennis,NONE,NONE,WORSE,0.8,104
2300,"I'm sure the dedicated winter tires help but I have found that my BMW handles better then some of my previous cars (00 Honda Accord EX-V6, 97 Ford Explorer, 96 Maxima SE).",BMW,Ford,NONE,NONE,BETTER,0.8,171
2301,I have a 2012 MBA with a Toshiba SSD which seems to perform on par if not better to the Samsung ssd on other 2012 MBAs.,Toshiba,Samsung,WORSE,WORSE,BETTER,0.6,119
2301,"This is better, but still you have some JavaScript code (even if simpler) in a Python/.zpt",JavaScript,Python,WORSE,WORSE,NONE,1.0,90
2311,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",Bluetooth,USB,NONE,NONE,WORSE,1.0,125
2312,When giving presentations I find it easier to carry around my ipod and A/V chord instead of a laptop and chords.,ipod,laptop,NONE,WORSE,BETTER,1.0,112
2318,"Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",IBM,Dell,NONE,BETTER,WORSE,0.8,126
2326,"Windows 8 Developer desktop - looks like Windows 7, runs a hair faster.",Windows 8,Windows 7,NONE,NONE,BETTER,1.0,71
2327,Much better than JavaScript e -mails/PHP.,JavaScript,PHP,NONE,NONE,WORSE,1.0,41
2333,The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,Direct3D,OpenGL,NONE,NONE,WORSE,0.8,154
2338,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,NONE,BETTER,1.0,77
2346,"Ruby looks pretty easy to learn, and it even looks fun; but I'm skeptical about whether or not I'd be safer going down the more established PHP route.",Ruby,PHP,NONE,BETTER,WORSE,0.6,150
2347,"Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",IBM,Dell,NONE,NONE,BETTER,1.0,158
2349,"Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",IBM,Dell,NONE,NONE,WORSE,1.0,143
2352,"We reached to 10k websites as we speak, and we find it 100x harder to run Python than PHP.",Python,PHP,BETTER,BETTER,WORSE,1.0,90
2352,"Not to say, Canon also have lousy auto ISO system, Sigma quality 24-70 and 70-200, very high read noise (low dynamic range), inferior entry level lenses compared to Nikon, and many more.",Sigma,Nikon,BETTER,NONE,WORSE,1.0,186
2362,"Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.",missouri,michigan,NONE,NONE,BETTER,0.8,147
2363,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,NONE,WORSE,0.4,82
2364,"Hi, I use PHP validation for my sites it is better then Java script validation ?",PHP,Java,NONE,NONE,BETTER,0.8,80
2377,"Apart from that, raytracing with Direct3D is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind OpenGL will just add that functionality using extensions, but I guess that discussion has been hold long enough now...",Direct3D,OpenGL,WORSE,BETTER,NONE,1.0,313
2383,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,NONE,BETTER,1.0,76
2391,I'd avoid Windows 8 myself and buy Windows 7 (you'll find it an easier transition).,Windows 8,Windows 7,NONE,NONE,WORSE,0.8,83
2394,"juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,NONE,WORSE,1.0,41
2396,Apple is reportedly planning to upgrade its current lineup of MacBook Air laptops on Tuesday with faster processors from Intel.,Apple,Intel,NONE,NONE,BETTER,1.0,127
2397,"In general PostgreSQL is faster at complex queries with a lot of joins and such, while MySQL is faster at simple queries such as primary key look up.",PostgreSQL,MySQL,BETTER,BETTER,NONE,1.0,149
2400,"# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",SQLite,MySQL,WORSE,NONE,BETTER,1.0,92
2402,With this we don't want to say that PostgreSQL isn't good at many things (it is!) or that it isn't faster than MySQL Server under certain conditions.,PostgreSQL,MySQL,BETTER,BETTER,NONE,0.8,149
2409,American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,Hewlett-Packard,Dell,NONE,NONE,WORSE,1.0,179
2413,"Great graphics (remember this is a ds not a ps3), sound is better then what one of the review sites suggested, nothing fantastic, but good enough.",ds,ps3,NONE,NONE,BETTER,1.0,146
2414,Obviously tennis was easier but baseball was a real challenge.,tennis,baseball,NONE,WORSE,BETTER,1.0,62
2417,"Yeah, there's a lot of idiots here who still think OpenGL is better than Direct3D.",OpenGL,Direct3D,BETTER,BETTER,WORSE,1.0,82
2419,"Java is not losing out to PHP (and the like) due to lack of focus on the present, not inferior technology.",Java,PHP,WORSE,BETTER,NONE,0.8,106
2422,CUDA performance is 2X that of a GTX285 & OpenCL is 3X better.,CUDA,OpenCL,NONE,NONE,WORSE,1.0,62
2424,"And, one for institutional (soda fountains) use which is, thicker and better for fountain drinks like chocolate egg creams.",soda,chocolate,NONE,NONE,BETTER,0.6,123
