id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
Q2652428213,brands,Cadillac,Buick,"There is a clear trend toward stiffer, better handling suspensions throughout the auto industry, here and abroad (consider the transformation of Cadillac, and even Buick (!), for example.)",0.6334,1.0,0,0,5,NONE,5,3,2,"There is a clear trend toward stiffer, better handling suspensions throughout the auto industry, here and abroad (consider the transformation of <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span>, and even <span style=""color: #6CB219; font-weight: bold"">Buick:[OBJECT_B]</span> (!), for example.)",5,0.7800400000000001,1.0
G1025944232,brands,Advil,Motrin,"Ibuprofen Also known as: Advil, Motrin, Aleve",1.0,1.0,0,0,6,NONE,6,4,2,"Ibuprofen Also known as: <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Aleve",6,1.0,1.0
H1186410688,brands,Gigabyte,Asus,I love Asus and Gigabyte.,1.0,1.0,0,0,5,NONE,5,3,2,"I love <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",5,1.0,1.0
H1233600258,brands,Nikon,Leica,"In addition to the fast metal 18-55mm zoom supplied as a kit, Fuji already has the equivalents of 21/2.8 , 35/1.4 , 50/1.4 and 85/1.2 lenses with scaldingly good performance, all shipping and as good or better than the dated equivalents from Nikon, Canon and Leica.",1.0,1.0,0,0,5,NONE,5,3,2,"In addition to the fast metal 18-55mm zoom supplied as a kit, Fuji already has the equivalents of 21/2.8 , 35/1.4 , 50/1.4 and 85/1.2 lenses with scaldingly good performance, all shipping and as good or better than the dated equivalents from <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, Canon and <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span>.",5,1.0,1.0
B212716199,compsci,Java,PHP,"Also decent with PHP, CodeIgniter, Kohana and Java.",1.0,1.0,0,0,5,NONE,5,3,2,"Also decent with <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, CodeIgniter, Kohana and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",5,1.0,1.0
D507073673,compsci,CUDA,OpenCL,"Compare NV with CUDA checked vs. AMD with whatever is faster (OpenCL on, opengl whatever is best for AMD).",0.3843,0.5,1,1,3,NONE,3,3,2,"Compare NV with <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> checked vs. AMD with whatever is faster (<span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> on, opengl whatever is best for AMD).",5,0.43057999999999996,0.6
M2030093168,brands,Ferrari,BMW,presents: BMW M5 vs Ferrari F355 F1 Berlinetta.,0.6423,1.0,0,0,5,NONE,5,3,2,"presents: <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> M5 vs <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> F355 F1 Berlinetta.",5,0.78538,1.0
E718322011,jbt,suv,jeep,"Finding your next used car, truck or suv in Woodbridge just got easier with the CarFinder at Lustine Chrysler Dodge jeep.",0.6957,1.0,0,1,4,NONE,4,3,2,"Finding your next used car, truck or <span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span> in Woodbridge just got easier with the CarFinder at Lustine Chrysler Dodge <span style=""color: #6CB219; font-weight: bold"">jeep:[OBJECT_B]</span>.",5,0.81742,0.8
Q2677950505,brands,Nike,Adidas,"There were a lot of doubts if Kanye West would ever release the ""Red October"" after severing ties with Nike for a better deal with Adidas.",1.0,0.5364,0,1,4,NONE,4,3,2,"There were a lot of doubts if Kanye West would ever release the ""Red October"" after severing ties with <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span> for a better deal with <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span>.",5,0.81456,0.8
E635905496,compsci,Eclipse,NetBeans,Eclipse instead of NetBeans,0.6778,0.5217,3,0,2,BETTER,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> instead of <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>",5,0.61536,0.6
N2130997105,brands,Samsung,Toshiba,Samsung usually makes solid stuff but i went with the Toshiba instead.,0.6237,1.0,0,2,3,NONE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> usually makes solid stuff but i went with the <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> instead.",5,0.77422,0.6
M1986722244,jbt,sandwich,sausage,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",1.0,0.5172,4,0,1,BETTER,4,3,2,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span>, bacon and jack/cheddar cheese - like a breakfast <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>, but better!",5,0.80688,0.8
S3008453211,jbt,tennis,volleyball,volleyball and Table tennis,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">volleyball:[OBJECT_A]</span> and Table <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>",5,1.0,1.0
Q2724471931,compsci,USB,Bluetooth,The story was clearly different when it came to USB and Bluetooth sources whose mediocre sound was still mediocre.,1.0,1.0,0,0,5,NONE,5,3,2,"The story was clearly different when it came to <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> sources whose mediocre sound was still mediocre.",5,1.0,1.0
P2506540511,brands,Google,Sony,"The Google Books implementation will still be superior, because it will offer both the ASCII text and the backup page images, which are presumably not in the Sony versions.",1.0,1.0,5,0,0,BETTER,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Books implementation will still be superior, because it will offer both the ASCII text and the backup page images, which are presumably not in the <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> versions.",5,1.0,1.0
T3164961359,jbt,ps3,ps2,"While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",1.0,0.5294,0,4,1,WORSE,4,3,2,"While the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> was a lousy DVD player, the <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span> is a fantastic Blu-ray player.",5,0.81176,0.8
L1910114730,brands,Ford,Nissan,Only Ford and Nissan did better.,1.0,1.0,0,0,5,NONE,5,3,2,"Only <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> did better.",5,1.0,1.0
L1837290234,brands,Toyota,Chrysler,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",1.0,1.0,0,5,0,WORSE,5,3,2,"Not sure, but I am sure that <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> can not do 25%+ better than GM and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",5,1.0,1.0
D512965587,brands,Microsoft,Apple,Congratulations to Apple; you continue to prove you are worse than Microsoft ever was.,1.0,1.0,0,5,0,WORSE,5,3,2,"Congratulations to <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>; you continue to prove you are worse than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> ever was.",5,1.0,1.0
M2053448301,compsci,OpenGL,Direct3D,"Putting all that aside, though, I think it's fair to say that during the last several years, Direct3D has been objectively superior to OpenGL for Windows graphics programming, for the following reasons:",1.0,1.0,5,0,0,BETTER,5,3,2,"Putting all that aside, though, I think it's fair to say that during the last several years, <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> has been objectively superior to <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> for Windows graphics programming, for the following reasons:",5,1.0,1.0
N2200288249,compsci,USB,Bluetooth,Should Bluetooth mp3 access be faster than USB memory stick?,0.6517,1.0,1,0,4,NONE,4,3,2,"Should <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> mp3 access be faster than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> memory stick?",5,0.7910200000000001,0.8
F830057484,brands,Nike,Adidas,"Granted both players have their own endorsement deals with the Nike, but perhaps they should have known better than to show an Adidas event in Swoosh-branded attire.",1.0,1.0,0,0,5,NONE,5,3,2,"Granted both players have their own endorsement deals with the <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, but perhaps they should have known better than to show an <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> event in Swoosh-branded attire.",5,1.0,1.0
L1803809450,brands,Ferrari,BMW,Nick Heidfeld Germany BMW Sauber-Ferrari 1m 19.899s 17.,1.0,1.0,0,0,5,NONE,5,3,2,"Nick Heidfeld Germany <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> Sauber-<span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> 1m 19.899s 17.",5,1.0,1.0
E683456600,jbt,wood,cardboard,"Examples of solid wastes reduced include paper, cardboard, wood, computers, circuit boards, tin, aluminum cans, plastic bottles, and toner cartridges.",1.0,1.0,0,0,5,NONE,5,3,2,"Examples of solid wastes reduced include paper, <span style=""color: #9A14B2; font-weight: bold"">cardboard:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>, computers, circuit boards, tin, aluminum cans, plastic bottles, and toner cartridges.",5,1.0,1.0
D538289162,brands,Intel,Kingston,"__________________ csx spartan stacker 830 case plus SSD Kingston 120gb,Intel Core i5 3570K,Corsair H80i Hydro Series CPU Cooler,Gigabyte GA-Z77X-D3H,16GB (2x8GB) Corsair DDR3 Vengeance Performance and 2GB Palit GTX 660 Ti JetStream",1.0,1.0,0,0,5,NONE,5,3,2,"__________________ csx spartan stacker 830 case plus SSD <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 120gb,<span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core i5 3570K,Corsair H80i Hydro Series CPU Cooler,Gigabyte GA-Z77X-D3H,16GB (2x8GB) Corsair DDR3 Vengeance Performance and 2GB Palit GTX 660 Ti JetStream",5,1.0,1.0
S3094075714,brands,IBM,Intel,"We went visiting here and as a test I brought with me an old IBM PC with a decent Intel P4 CPU, and installed was BLAG 5000.",1.0,1.0,0,0,5,NONE,5,3,2,"We went visiting here and as a test I brought with me an old <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> PC with a decent <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> P4 CPU, and installed was BLAG 5000.",5,1.0,1.0
N2243676760,jbt,plastic,cement,"Solid material shall mean cement, brick, durable plastic, or other suitable material other than wood.",1.0,1.0,0,0,5,NONE,5,3,2,"Solid material shall mean <span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span>, brick, durable <span style=""color: #6CB219; font-weight: bold"">plastic:[OBJECT_B]</span>, or other suitable material other than wood.",5,1.0,1.0
K1614856915,compsci,Java,Ruby,"Lee, Ruby is as old as Java.",1.0,1.0,0,0,6,NONE,6,3,3,"Lee, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is as old as <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",6,1.0,1.0
K1616938497,brands,IBM,Dell,"Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",0.657,1.0,0,4,1,WORSE,4,3,2,"Lenovo has done a nice job of making customizing easier since the <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> days, though they're probably still not as good as <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.",5,0.7942,0.8
A15567482,jbt,stone,concrete,10 m (33 ft) concrete pedestal atop a round solid stone beacon.,1.0,1.0,0,0,5,NONE,5,3,2,"10 m (33 ft) <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> pedestal atop a round solid <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span> beacon.",5,1.0,1.0
T3164970367,compsci,Java,Python,"While the Python source code browsing is only mediocre when compared with the Java support, the integrated debugging is very powerful.",0.6624,0.5035,3,1,1,BETTER,3,3,2,"While the <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> source code browsing is only mediocre when compared with the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> support, the integrated debugging is very powerful.",5,0.5988399999999999,0.6
L1798881918,brands,IBM,Hewlett-Packard,"NEW YORK, Aug 26 (Reuters) - Hewlett-Packard, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with IBM.",0.7134,1.0,0,0,4,NONE,4,3,1,"NEW YORK, Aug 26 (Reuters) - <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.",4,0.78505,1.0
P2512395764,brands,Sony,Dell,"The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.",1.0,1.0,0,5,0,WORSE,5,3,2,"The hardware (<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>) feels cheap and easy to break compared to my 4-year old <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>, which feels solid.",5,1.0,1.0
R2936376479,compsci,Ethernet,Bluetooth,"toughness and beauty aside, this rugged tablet also packs a 4GB DDR3 RAM (expandable to 8GB), up to 256GB Solid State storage, Intel HD Graphics 4400, dual-band wireless ac , Bluetooth 4.0 technology, and with the usual Windows-typical I/Os including a USB 3.0 port, a docking interface, headphone and microphone combo jack, HDMI port, optional RF antenna pass-through for GPS, WLAN and WWAN, and expansion slots for barcode reader, or Ethernet port, or microSD, RS232 port, or an additional USB 2.0 port.",1.0,1.0,0,0,5,NONE,5,3,2,"toughness and beauty aside, this rugged tablet also packs a 4GB DDR3 RAM (expandable to 8GB), up to 256GB Solid State storage, Intel HD Graphics 4400, dual-band wireless ac , <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> 4.0 technology, and with the usual Windows-typical I/Os including a USB 3.0 port, a docking interface, headphone and microphone combo jack, HDMI port, optional RF antenna pass-through for GPS, WLAN and WWAN, and expansion slots for barcode reader, or <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> port, or microSD, RS232 port, or an additional USB 2.0 port.",5,1.0,1.0
K1629250594,compsci,Java,Smalltalk,"like Eiffel, O'Caml, Ada, ML, Smalltalk, etc. (I'm not lumping Java in",1.0,1.0,0,0,6,NONE,6,4,2,"like Eiffel, O'Caml, Ada, ML, <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>, etc. (I'm not lumping <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> in",6,1.0,1.0
N2243749909,jbt,plastic,wood,"Solid wood frame, some solid metal and plastic accents.",1.0,1.0,0,0,5,NONE,5,3,2,"Solid <span style=""color: #9A14B2; font-weight: bold"">wood:[OBJECT_A]</span> frame, some solid metal and <span style=""color: #6CB219; font-weight: bold"">plastic:[OBJECT_B]</span> accents.",5,1.0,1.0
L1791482158,compsci,Eclipse,NetBeans,"NetBeans, Eclipse, Flash Builder, Photoshop",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>, Flash Builder, Photoshop",5,1.0,1.0
A146656971,brands,Microsoft,Sony,A DECENT FF GAME FOR NINTENDO!!!! Sony AND Microsoft JUST HOG 'EM!,1.0,1.0,0,0,5,NONE,5,3,2,"A DECENT FF GAME FOR NINTENDO!!!! <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> AND <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> JUST HOG 'EM!",5,1.0,1.0
K1616511483,jbt,milk,juice,Lemon juice clabbers milk slower so it works better.,0.7143,0.5095,1,2,2,WORSE,2,3,2,"Lemon <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> clabbers <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span> slower so it works better.",5,0.6323799999999999,0.4
J1510320062,compsci,PHP,Perl,"I want PHP, MySQL, Perl on the server with SSH access and a decent transfer limit.",1.0,1.0,0,0,5,NONE,5,3,2,"I want <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, MySQL, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> on the server with SSH access and a decent transfer limit.",5,1.0,1.0
M2064214498,compsci,Windows XP,Windows 98,"RAM: 64MB or more (Windows 2000/Windows ME/Windows 98), 128MB or more (Windows XP) Display: 800 x 600 pixels/High Color (16 bit) or better is required, 1024 x 768 pixels or better is recommended.",1.0,1.0,0,0,5,NONE,5,3,2,"RAM: 64MB or more (Windows 2000/Windows ME/<span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>), 128MB or more (<span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>) Display: 800 x 600 pixels/High Color (16 bit) or better is required, 1024 x 768 pixels or better is recommended.",5,1.0,1.0
I1389791624,jbt,fox,espn,I think that espn or fox would pay top dollar and provide better programing.,1.0,0.5032,0,1,4,NONE,4,3,2,"I think that <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> would pay top dollar and provide better programing.",5,0.80128,0.8
B229431164,jbt,golf,tennis,Always gets worse after playing golf or tennis.,0.6794,1.0,0,0,5,NONE,5,3,2,"Always gets worse after playing <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>.",5,0.80764,1.0
E666176923,compsci,Oracle,PostgreSQL,"Even better, it actually DOES generate industry standard SQL and can be used with several ODBC or JDBC compatible databases, including MySQL, PostgreSQL, DB2, Oracle, Sybase, and of course, SQL Server.",1.0,1.0,0,0,5,NONE,5,3,2,"Even better, it actually DOES generate industry standard SQL and can be used with several ODBC or JDBC compatible databases, including MySQL, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, DB2, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, Sybase, and of course, SQL Server.",5,1.0,1.0
D555582210,compsci,Oracle,PostgreSQL,"DBMoto from HiT Software is one of those products that cuts to the chase and supplies snapshot and real-time replication capabilities for all the major database platforms (IBM DB2 UDB, Oracle, Microsoft SQL Server, Sybase ASE, SQL Anywhere, Cloudscape, MySQL, Informix, Ingres, PostgreSQL, Microsoft Access, Gupta SQLBase, Firebird, and Solid).",1.0,1.0,0,0,5,NONE,5,3,2,"DBMoto from HiT Software is one of those products that cuts to the chase and supplies snapshot and real-time replication capabilities for all the major database platforms (IBM DB2 UDB, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, Microsoft SQL Server, Sybase ASE, SQL Anywhere, Cloudscape, MySQL, Informix, Ingres, <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>, Microsoft Access, Gupta SQLBase, Firebird, and Solid).",5,1.0,1.0
T3184473110,compsci,Windows 7,Windows 8,"Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is noticeably faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> (and particularly Vista), and it simply flies here.",5,1.0,1.0
P2583433229,brands,Intel,Dell,"The notebook's SYSmark 2004 SE performance scores were in line with those of the Dell Inspiron E1505 , which houses a slightly slower, 1.6-GHz Intel Core Duo T2300.",0.34299999999999997,0.541,2,1,2,NONE,2,3,2,"The notebook's SYSmark 2004 SE performance scores were in line with those of the <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> Inspiron E1505 , which houses a slightly slower, 1.6-GHz <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core Duo T2300.",5,0.4222,0.4
I1367760515,jbt,laptop,iphone,It can be done on the iphone but editing is much easier on the IPad or a laptop computer.,1.0,1.0,0,5,0,WORSE,5,3,2,"It can be done on the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span> but editing is much easier on the IPad or a <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span> computer.",5,1.0,1.0
M1988300190,compsci,Python,Perl,Perl gets scoping better than Python.,0.6691,1.0,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> gets scoping better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,0.8014600000000001,0.8
A94147868,jbt,ds,psp,"60, PS3, ds,psp . . . . . . . . . . . . .",1.0,1.0,0,0,5,NONE,5,3,2,"60, PS3, <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> . . . . . . . . . . . . .",5,1.0,1.0
O2266722675,compsci,Java,Scala,So Scala is no better off then Java.,0.6761,0.5217,0,3,2,WORSE,3,3,2,"So <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is no better off then <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",5,0.6143400000000001,0.6
J1445232291,compsci,Ruby,Python,Its easy to work with like Python or Ruby but compiles to much faster native code.,1.0,1.0,0,0,5,NONE,5,3,2,"Its easy to work with like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> but compiles to much faster native code.",5,1.0,1.0
K1632137967,brands,Toyota,Nissan,"Like Toyota (for example) did with the Prius , Nissan made the Leaf look (for better or worse) unlike a conventional sedan.",1.0,1.0,0,0,5,NONE,5,3,2,"Like <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> (for example) did with the Prius , <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> made the Leaf look (for better or worse) unlike a conventional sedan.",5,1.0,1.0
F849870468,jbt,harvard,princeton,"harvard has the overall better record, owns first place and has already beaten princeton this season.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> has the overall better record, owns first place and has already beaten <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span> this season.",5,1.0,1.0
K1706091983,compsci,Windows XP,Windows 98,"- Memory: 64 MB RAM - 333 Mhz Processor or Better - Windows 2000,Windows 98,Windows ME,Windows XP",1.0,1.0,0,0,5,NONE,5,3,2,"- Memory: 64 MB RAM - 333 Mhz Processor or Better - Windows 2000,<span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>,Windows ME,<span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>",5,1.0,1.0
F740296097,compsci,Java,Ruby,"For developers using Java, .Net, and Ruby.",1.0,1.0,0,0,5,NONE,5,3,2,"For developers using <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, .Net, and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",5,1.0,1.0
K1713562154,brands,Microsoft,Amazon,"Microsoft Azure performed better than Amazon Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article .",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Azure performed better than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article .",5,1.0,1.0
T3154601324,compsci,Ruby,Python,Which is much better in languages like Ruby and Python.,1.0,1.0,0,0,5,NONE,5,3,2,"Which is much better in languages like <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,1.0,1.0
L1909003368,compsci,Eclipse,NetBeans,On Linux there's Eclipse (ugh) or NetBeans.,1.0,1.0,0,0,5,NONE,5,3,2,"On Linux there's <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> (ugh) or <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",5,1.0,1.0
P2473668022,compsci,Oracle,PostgreSQL,":-) The 'encapsulated C' approach would require few changes to Pro-C based application, and would make it easier to support both Oracle and PostgreSQL from the same code-base, if ecpg had a capabilities closer to Pro-C's.",1.0,1.0,0,0,5,NONE,5,3,2,":-) The 'encapsulated C' approach would require few changes to Pro-C based application, and would make it easier to support both <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> from the same code-base, if ecpg had a capabilities closer to Pro-C's.",5,1.0,1.0
B222903935,brands,Toyota,BMW,"Although buying a Kentucky-built Toyota is better than buying a Stuttgart-built BMW, it's still a long way from supporting your own country.",1.0,1.0,5,0,0,BETTER,5,3,2,"Although buying a Kentucky-built <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> is better than buying a Stuttgart-built <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, it's still a long way from supporting your own country.",5,1.0,1.0
G979578167,brands,Ferrari,Renault,"However, Renault and Ferrari are not to be discarded.",1.0,1.0,0,0,5,NONE,5,3,2,"However, <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> are not to be discarded.",5,1.0,1.0
I1325750333,compsci,USB,Bluetooth,I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,0.6583,1.0,4,0,1,BETTER,4,3,2,"I often use it to transfer medium-sized files because it is faster than <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> and easier to start compared to <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> wired transfers.",5,0.79498,0.8
