id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
G959035385,Ford,BMW,"Honda is solid at #6 and 6.1% share, Ford is back above Mercedes and BMW, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.","Honda is solid at #6 and 6.1% share, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is back above Mercedes and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.","Honda is solid at #6 and 6.1% share, *Ford* is back above Mercedes and §BMW$, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.",brands,True,,,False
G992077265,Intel,Hewlett-Packard,HP (Hewlett-Packard) HP Intel Xeon Dual-Core 5130 2.0GHz - Processor Up...,"HP (<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>) HP <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Xeon Dual-Core 5130 2.0GHz - Processor Up...",HP (*Hewlett-Packard*) HP §Intel$ Xeon Dual-Core 5130 2.0GHz - Processor Up...,brands,False,,,False
M1977473866,Intel,Kingston,"PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO Intel (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor Kingston HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset","PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset","PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO *Intel* (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor §Kingston$ HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset",brands,True,,,False
E667276994,Microsoft,Amazon,"Even if Microsoft fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, Amazon, Google and others do to better,"" says Wilcox.","Even if <span style=color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, Google and others do to better,"" says Wilcox.","Even if *Microsoft* fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, §Amazon$, Google and others do to better, says Wilcox.",brands,True,,,False
O2264883796,Ferrari,Renault,"So, Renault, Red Bull, Ferrari/FIAT, Honda, Mclaren.","So, <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>, Red Bull, <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>/FIAT, Honda, Mclaren.","So, *Renault*, Red Bull, §Ferrari$/FIAT, Honda, Mclaren.",brands,False,,,False
B320572459,Dell,Hewlett-Packard,"A Palm/Handspring duo should have a better chance of competing in the PDA space with large rivals such as Dell, Hewlett-Packard, and Sharp.","A Palm/Handspring duo should have a better chance of competing in the PDA space with large rivals such as <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span>, and Sharp.","A Palm/Handspring duo should have a better chance of competing in the PDA space with large rivals such as *Dell*, §Hewlett-Packard$, and Sharp.",brands,True,,,False
G1024604941,IBM,Intel,"IBM PC, 2.33GHz Intel® Pentium® 4, AMD Athlon® 64 2800+, or faster processor","<span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> PC, 2.33GHz <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>® Pentium® 4, AMD Athlon® 64 2800+, or faster processor","*IBM* PC, 2.33GHz §Intel$® Pentium® 4, AMD Athlon® 64 2800+, or faster processor",brands,True,,,False
S2987699932,Microsoft,Dell,"Using white spaces ""will provide a way to provide broadband across long distances at much faster speeds than cellphone networks and WiFi,"" said Jake Ward, spokesman for the Wireless Innovation Alliance, which includes Google, Microsoft, HP and Dell.","Using white spaces ""will provide a way to provide broadband across long distances at much faster speeds than cellphone networks and WiFi,"" said Jake Ward, spokesman for the Wireless Innovation Alliance, which includes Google, <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span>, HP and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","Using white spaces ""will provide a way to provide broadband across long distances at much faster speeds than cellphone networks and WiFi,"" said Jake Ward, spokesman for the Wireless Innovation Alliance, which includes Google, *Microsoft*, HP and §Dell$.",brands,True,,,False
G961212299,Sigma,Nikon,Hopefully the Nikon one performs close o the Sigma otherwise its going to look even worse on a price/performance basis.,"Hopefully the <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> one performs close o the <span style=""color: #6CB219; font-weight: bold"">Sigma:[OBJECT_B]</span> otherwise its going to look even worse on a price/performance basis.",Hopefully the *Nikon* one performs close o the §Sigma$ otherwise its going to look even worse on a price/performance basis.,brands,True,,,False
I1387012223,Ferrari,BMW,"I think it's just Ferrari, BMW, Honda and Toyota now.","I think it's just <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Honda and Toyota now.","I think it's just *Ferrari*, §BMW$, Honda and Toyota now.",brands,False,,,False
B285624154,Coca-Cola,Pepsi,"And this is what Coca-Cola generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as Pepsi).","And this is what <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span> generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>).","And this is what *Coca-Cola* generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as §Pepsi$).",brands,True,,,False
Q2651271140,Nokia,Samsung,"There hasn't been one decent HTC camera phone which can be compared to the best of Nokia, Samsung, or SE.","There hasn't been one decent HTC camera phone which can be compared to the best of <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>, or SE.","There hasn't been one decent HTC camera phone which can be compared to the best of *Nokia*, §Samsung$, or SE.",brands,True,,,False
I1285133819,Nokia,Siemens,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)","(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from <span style=""color: #9A14B2; font-weight: bold"">Siemens:[OBJECT_A]</span>, who've never been anywhere near as good at making decent phones as <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)","(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from *Siemens*, who've never been anywhere near as good at making decent phones as §Nokia$, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",brands,True,,,False
O2378272587,Nokia,Samsung,"That sounds abysmal but in fact web page load times aren't hugely slower than on HSDPA phones like the Nokia E71, HTC Fuze and Samsung Epix .","That sounds abysmal but in fact web page load times aren't hugely slower than on HSDPA phones like the <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> E71, HTC Fuze and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Epix .","That sounds abysmal but in fact web page load times aren't hugely slower than on HSDPA phones like the *Nokia* E71, HTC Fuze and §Samsung$ Epix .",brands,True,,,False
S3056062699,Cadillac,Lexus,"weight gain, the new 535i will accelerate from 0 to 60 mph in 5.7 seconds, BMW estimates-about a second faster than Daimler-Benz's ( DAI:GR ) Mercedes ES 350 , the Lexus ES 350, the Cadillac CTS Premium, and the BMW 528i.","weight gain, the new 535i will accelerate from 0 to 60 mph in 5.7 seconds, BMW estimates-about a second faster than Daimler-Benz's ( DAI:GR ) Mercedes ES 350 , the <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> ES 350, the <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> CTS Premium, and the BMW 528i.","weight gain, the new 535i will accelerate from 0 to 60 mph in 5.7 seconds, BMW estimates-about a second faster than Daimler-Benz's ( DAI:GR ) Mercedes ES 350 , the *Lexus* ES 350, the §Cadillac$ CTS Premium, and the BMW 528i.",brands,True,,,False
P2532136130,Microsoft,Intel,"The island has long been a bastion for Microsoft and Intel, making Google's job harder.""","The island has long been a bastion for <span style=color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>, making Google's job harder.""","The island has long been a bastion for *Microsoft* and §Intel$, making Google's job harder.",brands,True,,,False
P2465946535,Dell,Hewlett-Packard,"The divergence in performance is a turning point for Dell, which has lost personal-computer market share to Hewlett-Packard and suffered a worse stock performance every year from 2005 to 2009.","The divergence in performance is a turning point for <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, which has lost personal-computer market share to <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span> and suffered a worse stock performance every year from 2005 to 2009.","The divergence in performance is a turning point for *Dell*, which has lost personal-computer market share to §Hewlett-Packard$ and suffered a worse stock performance every year from 2005 to 2009.",brands,True,,,False
F847872585,Ferrari,Renault,"Hardly Red Bull, Ferrari or Lotus/Renault/Enstone.","Hardly Red Bull, <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> or Lotus/<span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span>/Enstone.","Hardly Red Bull, *Ferrari* or Lotus/§Renault$/Enstone.",brands,False,,,False
O2377214656,Nokia,Samsung,That's much better for their bottom line than a Samsung Android Device and a Nokia Windows Device.,"That's much better for their bottom line than a <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Android Device and a <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> Windows Device.",That's much better for their bottom line than a *Samsung* Android Device and a §Nokia$ Windows Device.,brands,True,,,False
G959073074,Toyota,Honda,"Honda, Toyota & Tata to follow.","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> & Tata to follow.","*Honda*, §Toyota$ & Tata to follow.",brands,False,,,False
K1671596947,Avaya,Huawei,Manufacturer 3COM Alcatel Allied Arista Asante Avaya Blackbox BNT Brocade Calix Ciena Cisco Dell Dlink Edgecore Enterasys Extreme Hewlett Packard Huawei IBM Juniper Linksys Marconi Milan Moxa Netgear Packetfront Pan Alto Planet Radware Riverstone SMC Telco Trendnet Zyxel,"Manufacturer 3COM Alcatel Allied Arista Asante <span style=""color: #9A14B2; font-weight: bold"">Avaya:[OBJECT_A]</span> Blackbox BNT Brocade Calix Ciena Cisco Dell Dlink Edgecore Enterasys Extreme Hewlett Packard <span style=""color: #6CB219; font-weight: bold"">Huawei:[OBJECT_B]</span> IBM Juniper Linksys Marconi Milan Moxa Netgear Packetfront Pan Alto Planet Radware Riverstone SMC Telco Trendnet Zyxel",Manufacturer 3COM Alcatel Allied Arista Asante *Avaya* Blackbox BNT Brocade Calix Ciena Cisco Dell Dlink Edgecore Enterasys Extreme Hewlett Packard §Huawei$ IBM Juniper Linksys Marconi Milan Moxa Netgear Packetfront Pan Alto Planet Radware Riverstone SMC Telco Trendnet Zyxel,brands,False,,,False
O2327012681,Microsoft,Dell,Surface + Dell + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than Microsoft?,"Surface + <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>?",Surface + *Dell* + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than §Microsoft$?,brands,True,,,False
T3230387578,Intel,Dell,"Yet, four technology giants -- Microsoft ( Research ), Intel ( Research ), Cisco Systems, and now Dell -- have all posted solid quarterly earnings in recent weeks.","Yet, four technology giants -- Microsoft ( Research ), <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> ( Research ), Cisco Systems, and now <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> -- have all posted solid quarterly earnings in recent weeks.","Yet, four technology giants -- Microsoft ( Research ), *Intel* ( Research ), Cisco Systems, and now §Dell$ -- have all posted solid quarterly earnings in recent weeks.",brands,True,,,False
Q2697712918,Advil,Motrin,"These drugs include naproxen (Aleve) and ibuprofen (Advil, Motrin).","These drugs include naproxen (Aleve) and ibuprofen (<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>).","These drugs include naproxen (Aleve) and ibuprofen (*Advil*, §Motrin$).",brands,False,,,False
G1003419103,Samsung,Toshiba,"I also noticed the Apple's own stock SSD (mostly Toshiba or Samsung) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.","I also noticed the Apple's own stock SSD (mostly <span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.","I also noticed the Apple's own stock SSD (mostly *Toshiba* or §Samsung$) have aggressive GC, but their read/write speeds are off compared to many decent SSD's on the market, like sandforce powered OCZ Vertex 3, or intel G3.",brands,True,,,False
B196492488,Cadillac,Buick,All Locations BMW of Northwest Arkansas (24) BMW of Tyler (68) Cadillac OF BENTONVILLE (21) Mercedes-Benz of Northwest Arkansas (22) Superior Chevrolet Buick GMC of Siloam Springs (49) Superior Chevrolet Conway (55) Superior Dodge Chrysler Jeep Ram (85) Superior Dodge Chrysler Jeep Ram of Northwest Arkansas (59) Superior Ford Inc (30) Superior Hyundai (29) Superior Kia (12) Superior Mazda (76) Superior Nissan (74) Superior Nissan of Conway (45),"All Locations BMW of Northwest Arkansas (24) BMW of Tyler (68) <span style=""color: #9A14B2; font-weight: bold"">Cadillac:[OBJECT_A]</span> OF BENTONVILLE (21) Mercedes-Benz of Northwest Arkansas (22) Superior Chevrolet <span style=""color: #6CB219; font-weight: bold"">Buick:[OBJECT_B]</span> GMC of Siloam Springs (49) Superior Chevrolet Conway (55) Superior Dodge Chrysler Jeep Ram (85) Superior Dodge Chrysler Jeep Ram of Northwest Arkansas (59) Superior Ford Inc (30) Superior Hyundai (29) Superior Kia (12) Superior Mazda (76) Superior Nissan (74) Superior Nissan of Conway (45)",All Locations BMW of Northwest Arkansas (24) BMW of Tyler (68) *Cadillac* OF BENTONVILLE (21) Mercedes-Benz of Northwest Arkansas (22) Superior Chevrolet §Buick$ GMC of Siloam Springs (49) Superior Chevrolet Conway (55) Superior Dodge Chrysler Jeep Ram (85) Superior Dodge Chrysler Jeep Ram of Northwest Arkansas (59) Superior Ford Inc (30) Superior Hyundai (29) Superior Kia (12) Superior Mazda (76) Superior Nissan (74) Superior Nissan of Conway (45),brands,True,,,False
T3152027061,Ford,Toyota,"Whether produced by Ford, Honda, Toyota or GM, it is likely that better cars will emerge from these tough times.","Whether produced by <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, Honda, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> or GM, it is likely that better cars will emerge from these tough times.","Whether produced by *Ford*, Honda, §Toyota$ or GM, it is likely that better cars will emerge from these tough times.",brands,True,,,False
O2390076329,Intel,Dell,"The 2740p closely matches the Lenovo ThinkPad X201, with its high quality screen and faster Core i5 and Core i7 processor, and easily surpasses the Dell XT2, which is still based on the older and slower low-voltage Intel Core 2 Duo processors.","The 2740p closely matches the Lenovo ThinkPad X201, with its high quality screen and faster Core i5 and Core i7 processor, and easily surpasses the <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> XT2, which is still based on the older and slower low-voltage <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core 2 Duo processors.","The 2740p closely matches the Lenovo ThinkPad X201, with its high quality screen and faster Core i5 and Core i7 processor, and easily surpasses the *Dell* XT2, which is still based on the older and slower low-voltage §Intel$ Core 2 Duo processors.",brands,True,,,False
B237682758,Advil,Motrin,"Among them, Advil and Motrin may have some subtle differences.","Among them, <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span> may have some subtle differences.","Among them, *Advil* and §Motrin$ may have some subtle differences.",brands,False,,,False
L1873094457,IBM,Intel,"Of the two issues, poorly-written software is much more likely to have an impact on users of Intel products and IBM-compatible computers--where the problem was practically invented because of a hardware monoculture.","Of the two issues, poorly-written software is much more likely to have an impact on users of <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> products and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>-compatible computers--where the problem was practically invented because of a hardware monoculture.","Of the two issues, poorly-written software is much more likely to have an impact on users of *Intel* products and §IBM$-compatible computers--where the problem was practically invented because of a hardware monoculture.",brands,True,,,False
P2576134583,Audi,Mercedes-Benz,"The new V60 wagon, part of Volvo's plan to better compete with Audi , BMW , and Mercedes-Benz , just entered production today.","The new V60 wagon, part of Volvo's plan to better compete with <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> , BMW , and <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span> , just entered production today.","The new V60 wagon, part of Volvo's plan to better compete with *Audi* , BMW , and §Mercedes-Benz$ , just entered production today.",brands,True,,,False
L1766093795,Ford,BMW,"My Ford is a much bigger PIA to work on than my BMW, except it is easier to crawl under...","My <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is a much bigger PIA to work on than my <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, except it is easier to crawl under...","My *Ford* is a much bigger PIA to work on than my §BMW$, except it is easier to crawl under...",brands,True,,,False
G1025944232,Advil,Motrin,"Ibuprofen Also known as: Advil, Motrin, Aleve","Ibuprofen Also known as: <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Aleve","Ibuprofen Also known as: *Advil*, §Motrin$, Aleve",brands,False,,,False
B326692856,Apple,Dell,"Apple support ain't the best, but it's not bad, and certainly better than Dell.","<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> support ain't the best, but it's not bad, and certainly better than <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","*Apple* support ain't the best, but it's not bad, and certainly better than §Dell$.",brands,True,,,False
N2130788246,Samsung,Motorola,Samsung blames Verizon (Motorola) and visa versa.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> blames Verizon (<span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span>) and visa versa.",*Samsung* blames Verizon (§Motorola$) and visa versa.,brands,False,,,False
B326035433,Apple,Amazon,"Apple, Amazon and Netflix have continued to challenge the traditional television market in 2013 with original series and faster streaming.","<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> and Netflix have continued to challenge the traditional television market in 2013 with original series and faster streaming.","*Apple*, §Amazon$ and Netflix have continued to challenge the traditional television market in 2013 with original series and faster streaming.",brands,True,,,False
G988583627,Ford,Toyota,"How much better did Ford and GM get once Toyota became a viable competitor-ergo, a real threat?","How much better did <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> and GM get once <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> became a viable competitor-ergo, a real threat?","How much better did *Ford* and GM get once §Toyota$ became a viable competitor-ergo, a real threat?",brands,True,,,False
M1981997867,Honda,BMW,People only believe your drive a BMW is because you are a wealthy individual who can afford a better car than a Honda Civic.,"People only believe your drive a <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> is because you are a wealthy individual who can afford a better car than a <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic.",People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.,brands,True,,,False
N2120184696,Ibuprofen,Advil,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, Ibuprofen like Advil, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> like <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.","RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.",brands,True,,,False
P2536976326,Intel,Kingston,The Kingston 40GB SSD based on the Intel controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.,"The <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> 40GB SSD based on the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.",The *Kingston* 40GB SSD based on the §Intel$ controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.,brands,True,,,False
M1993019899,Nike,Adidas,"Pharoahe's Official like Starter, hit harder than Fort Green Authentic, Nike, Adidas and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,""","Pharoahe's Official like Starter, hit harder than Fort Green Authentic, <span style=color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span> and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,""","Pharoahe's Official like Starter, hit harder than Fort Green Authentic, *Nike*, §Adidas$ and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,",brands,True,,,False
A151621104,Advil,Motrin,Advil Aleve Bayer Aspirin Ecotrin Excedrin Motrin,"<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> Aleve Bayer Aspirin Ecotrin Excedrin <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>",*Advil* Aleve Bayer Aspirin Ecotrin Excedrin §Motrin$,brands,False,,,False
I1404072421,Ferrari,BMW,"It is BMW, not Ferrari.","It is <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, not <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span>.","It is *BMW*, not §Ferrari$.",brands,False,,,False
I1291955239,Ibuprofen,Advil,"Instead of tylenol, it may be better to take ASAs (Aspirin) or Ibuprofen (Advil), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","Instead of tylenol, it may be better to take ASAs (Aspirin) or <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","Instead of tylenol, it may be better to take ASAs (Aspirin) or *Ibuprofen* (§Advil$), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT",brands,True,,,False
K1745010205,Advil,Motrin,"Motrin®, Advil®, Aleve®), and painkillers.","<span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>®, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>®, Aleve®), and painkillers.","*Motrin*®, §Advil$®, Aleve®), and painkillers.",brands,False,,,False
I1380591853,Google,Intel,It has Dual Core Intel Celeron Processor with 100 GB Google Drive Storage with 16 GB Solid State Drive.,"It has Dual Core <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron Processor with 100 GB <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive Storage with 16 GB Solid State Drive.",It has Dual Core *Intel* Celeron Processor with 100 GB §Google$ Drive Storage with 16 GB Solid State Drive.,brands,True,,,False
N2130818340,Samsung,Motorola,Samsung Fascinate vs Motorola DROID X,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Fascinate vs <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> DROID X",*Samsung* Fascinate vs §Motorola$ DROID X,brands,False,,,False
E563972966,Intel,Dell,"Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel.","<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> ""considered"" AMD publicly a few times, just to get a better deal with <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.","*Dell* ""considered"" AMD publicly a few times, just to get a better deal with §Intel$.",brands,True,,,False
E722958970,Samsung,Motorola,"First, Motorola, then HTC and Samsung.","First, <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, then HTC and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>.","First, *Motorola*, then HTC and §Samsung$.",brands,False,,,False
