id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
P2502839868,Ethernet,Bluetooth,"The GA-X79-UD3 you mention in comparison has 6 SATA ports, a single Ethernet port, no Wifi or Bluetooth, a comparatively worse automatic overclock system, not a full range of fan controls and perhaps questionable software.","The GA-X79-UD3 you mention in comparison has 6 SATA ports, a single <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> port, no Wifi or <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>, a comparatively worse automatic overclock system, not a full range of fan controls and perhaps questionable software.","The GA-X79-UD3 you mention in comparison has 6 SATA ports, a single *Ethernet* port, no Wifi or §Bluetooth$, a comparatively worse automatic overclock system, not a full range of fan controls and perhaps questionable software.",compsci,True,,,False
Q2657868295,Python,Lisp,There is no obvious reason as to why Lisp should have better performance than Python.,"There is no obvious reason as to why <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> should have better performance than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",There is no obvious reason as to why *Lisp* should have better performance than §Python$.,compsci,True,,,False
T3184411951,Windows XP,Windows 8,"Windows® 2000 SP4/XP (Home & Pro) SP2/Vista, Windows 7 and Windows 8™¹, Pentium® 266 MHz processor or faster (800 MHz processor for Vista), 16 MB RAM (64 MB for Windows XP, 512 MB RAM for Vista), 1 GB Hard Disk Space, DVD-ROM drive, 800x600 @ 16 bit color.","Windows® 2000 SP4/XP (Home & Pro) SP2/Vista, Windows 7 and <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>™¹, Pentium® 266 MHz processor or faster (800 MHz processor for Vista), 16 MB RAM (64 MB for <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, 512 MB RAM for Vista), 1 GB Hard Disk Space, DVD-ROM drive, 800x600 @ 16 bit color.","Windows® 2000 SP4/XP (Home & Pro) SP2/Vista, Windows 7 and *Windows 8*™¹, Pentium® 266 MHz processor or faster (800 MHz processor for Vista), 16 MB RAM (64 MB for §Windows XP$, 512 MB RAM for Vista), 1 GB Hard Disk Space, DVD-ROM drive, 800x600 @ 16 bit color.",compsci,True,,,False
A25966141,Windows XP,Windows 98,"14"" monitors, Windows 2000, Windows 98 or Windows XP are usually installed and most of the cafes have an internet connection with a decent speed.","14"" monitors, Windows 2000, <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> are usually installed and most of the cafes have an internet connection with a decent speed.","14"" monitors, Windows 2000, *Windows 98* or §Windows XP$ are usually installed and most of the cafes have an internet connection with a decent speed.",compsci,True,,,False
M2041569673,Java,Lisp,"Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, Java, Pascal, Lisp, CSS and XML.","Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Pascal, <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>, CSS and XML.","Progammer Dvorak has the same letter layout as regular Dvorak (allowing for compatibility with other machines), but it changes the placement of punctuation in a way that ""makes it easier to write source code in C, C#, *Java*, Pascal, §Lisp$, CSS and XML.""",compsci,True,,,False
O2390809167,Integer,Floating-point,"The 3DNow instruction set also includes operations for SIMD Integer operations, data prefetch, and faster MMX-to-Floating-point switching.","The 3DNow instruction set also includes operations for SIMD <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> operations, data prefetch, and faster MMX-to-<span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> switching.","The 3DNow instruction set also includes operations for SIMD *Integer* operations, data prefetch, and faster MMX-to-§Floating-point$ switching.",compsci,True,,,False
E679483211,Ruby,Python,"Everything else about PHP is bloated, inconsistent, and poorly designed when compared to its cousins (Python, Perl, Ruby, etc).","Everything else about PHP is bloated, inconsistent, and poorly designed when compared to its cousins (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Perl, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc).","Everything else about PHP is bloated, inconsistent, and poorly designed when compared to its cousins (*Python*, Perl, §Ruby$, etc).",compsci,True,,,False
H1158033276,Perl,AWK,I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,"I have tried using <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> (slow) and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?",I have tried using *Perl* (slow) and §AWK$ (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,compsci,True,,,False
T3173659055,Windows XP,Windows 98,Why did the Windows XP search tool have to be so much worse than the Windows 98 one?,"Why did the <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> search tool have to be so much worse than the <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span> one?",Why did the *Windows XP* search tool have to be so much worse than the §Windows 98$ one?,compsci,True,,,False
J1547011745,Python,Perl,"Jefferson, LA USA LUKE: Is Perl better than Python?","Jefferson, LA USA LUKE: Is <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>?","Jefferson, LA USA LUKE: Is *Perl* better than §Python$?",compsci,True,,,False
N2102271420,Windows XP,Windows 8,"Reviewed by: Cary Levitt , October 2012 Published by: MAGIX Software Requires: Windows XP through Windows 8 or later (32-bit or 64-bit), Intel or Intel-equivalent multicore processor running at 1.5GHz or faster, at least 4GB RAM MSRP: US$99.99,","Reviewed by: Cary Levitt , October 2012 Published by: MAGIX Software Requires: <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> through <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> or later (32-bit or 64-bit), Intel or Intel-equivalent multicore processor running at 1.5GHz or faster, at least 4GB RAM MSRP: US$99.99,","Reviewed by: Cary Levitt , October 2012 Published by: MAGIX Software Requires: *Windows XP* through §Windows 8$ or later (32-bit or 64-bit), Intel or Intel-equivalent multicore processor running at 1.5GHz or faster, at least 4GB RAM MSRP: US$99.99,",compsci,True,,,False
A127148285,Windows XP,Windows Vista,According to many industry experts Windows Vista drains notebook battery life faster than Windows XP.,"According to many industry experts <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> drains notebook battery life faster than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",According to many industry experts *Windows Vista* drains notebook battery life faster than §Windows XP$.,compsci,True,,,False
M1996467790,Java,PHP,"PHP, for example, is arguably easier than Java to get a project started, but it is harder to scale and maintain for many years.","<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, for example, is arguably easier than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> to get a project started, but it is harder to scale and maintain for many years.","*PHP*, for example, is arguably easier than §Java$ to get a project started, but it is harder to scale and maintain for many years.",compsci,True,,,False
N2120515931,Java,Ruby,"Ruby, Java, Web Development","<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, Web Development","*Ruby*, §Java$, Web Development",compsci,False,,,False
J1501788807,Python,Perl,I've found that the tools based on Perl and Python to be much slower under Windows than K9.,"I've found that the tools based on <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> to be much slower under Windows than K9.",I've found that the tools based on *Perl* and §Python$ to be much slower under Windows than K9.,compsci,True,,,False
N2238385177,PHP,JavaScript,So I'm more familiar with C# Java languages but I don't mind C C++ and I'm decent with online languages like JavaScript/JQuery PHP etc.,"So I'm more familiar with C# Java languages but I don't mind C C++ and I'm decent with online languages like <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>/JQuery <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> etc.",So I'm more familiar with C# Java languages but I don't mind C C++ and I'm decent with online languages like *JavaScript*/JQuery §PHP$ etc.,compsci,True,,,False
J1538741266,OpenGL,Direct3D,"J2ME might make this easier, but AFAIK, the 3D support -- in the few instances so far in which it's available -- doesn't include OpenGL or Direct3D.","J2ME might make this easier, but AFAIK, the 3D support -- in the few instances so far in which it's available -- doesn't include <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","J2ME might make this easier, but AFAIK, the 3D support -- in the few instances so far in which it's available -- doesn't include *OpenGL* or §Direct3D$.",compsci,True,,,False
H1123359989,USB,Ethernet,"If your robot has cameras connected through USB, Firewire, or Ethernet, ROS and OpenCV will make your life easier.","If your robot has cameras connected through <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, Firewire, or <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>, ROS and OpenCV will make your life easier.","If your robot has cameras connected through *USB*, Firewire, or §Ethernet$, ROS and OpenCV will make your life easier.",compsci,True,,,False
H1160980071,USB,Bluetooth,"I hope it will support new standards such as USB 3.0, Bluetooth 3.0, and better processors.","I hope it will support new standards such as <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 3.0, and better processors.","I hope it will support new standards such as *USB* 3.0, §Bluetooth$ 3.0, and better processors.",compsci,True,,,False
H1221457466,Java,Groovy,I'm wondering if its better if we mangle the names under the hood to avoid clashing with legacy Java code - but use a neater syntax in Groovy code.,"I'm wondering if its better if we mangle the names under the hood to avoid clashing with legacy <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code - but use a neater syntax in <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> code.",I'm wondering if its better if we mangle the names under the hood to avoid clashing with legacy *Java* code - but use a neater syntax in §Groovy$ code.,compsci,True,,,False
T3122391759,Sed,AWK,"When available, it's a better alternative than using ifconfig and wasting eyeball muscle to search for the address, and it's definitely simpler than using AWK/Sed.","When available, it's a better alternative than using ifconfig and wasting eyeball muscle to search for the address, and it's definitely simpler than using <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>.","When available, it's a better alternative than using ifconfig and wasting eyeball muscle to search for the address, and it's definitely simpler than using *AWK*/§Sed$.",compsci,True,,,False
T3184426026,Windows XP,Windows Vista,"Windows 7 boots much faster than Windows Vista-but surprisingly, no faster than Windows XP.","Windows 7 boots much faster than <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>-but surprisingly, no faster than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.","Windows 7 boots much faster than *Windows Vista*-but surprisingly, no faster than §Windows XP$.",compsci,True,,,False
N2164548773,Python,PHP,Setting up Python running as FastCGI on either Apache or lighttpd is much harder than creating a page of PHP.,"Setting up <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> running as FastCGI on either Apache or lighttpd is much harder than creating a page of <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",Setting up *Python* running as FastCGI on either Apache or lighttpd is much harder than creating a page of §PHP$.,compsci,True,,,False
M1926920125,Oracle,MySQL,Oracle/MySQL : Primary key,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> : Primary key",*Oracle*/§MySQL$ : Primary key,compsci,False,,,False
R2868301625,Java,Scala,"This shows a Clojure implementation of the WideFinder2 challenge which is faster than both Java, Scala and single threaded C. Compare with official times.","This shows a Clojure implementation of the WideFinder2 challenge which is faster than both <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> and single threaded C. Compare with official times.","This shows a Clojure implementation of the WideFinder2 challenge which is faster than both *Java*, §Scala$ and single threaded C. Compare with official times.",compsci,True,,,False
A140639932,USB,Ethernet,"A DC-in port, Gigabit Ethernet jack and two USB 3.0 jacks give it better connectivity than a tablet.","A DC-in port, Gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> jack and two <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 3.0 jacks give it better connectivity than a tablet.","A DC-in port, Gigabit *Ethernet* jack and two §USB$ 3.0 jacks give it better connectivity than a tablet.",compsci,True,,,False
L1791481493,Eclipse,NetBeans,NetBeans and Eclipse offer more comfortable controls.,"<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> offer more comfortable controls.",*NetBeans* and §Eclipse$ offer more comfortable controls.,compsci,False,,,False
G938245917,Ruby,JavaScript,"@hguser it is not recommended in Ruby to use global variables, like you know its not recommended in JavaScript to avoid naming conflicts, find better way to handle your variables than declaring them global -  bjhaid Feb 23 '12 at 16:45","@hguser it is not recommended in <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> to use global variables, like you know its not recommended in <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> to avoid naming conflicts, find better way to handle your variables than declaring them global -  bjhaid Feb 23 '12 at 16:45","@hguser it is not recommended in *Ruby* to use global variables, like you know its not recommended in §JavaScript$ to avoid naming conflicts, find better way to handle your variables than declaring them global -  bjhaid Feb 23 '12 at 16:45",compsci,True,,,False
T3184748187,Windows XP,Windows Vista,Windows XP to Windows Vista: Microsoft has built a decent migration utility into the new Vista version of Windows.,"<span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>: Microsoft has built a decent migration utility into the new Vista version of Windows.",*Windows XP* to §Windows Vista$: Microsoft has built a decent migration utility into the new Vista version of Windows.,compsci,True,,,False
P2461874966,Windows 7,Windows 8,"The desktop side of Windows 8 is good, slightly better than Windows 7, really.","The desktop side of <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is good, slightly better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, really.","The desktop side of *Windows 8* is good, slightly better than §Windows 7$, really.",compsci,True,,,False
P2535629020,Ethernet,Bluetooth,"The keyboard will have 1GB of on-board memory, a 16 GB or 32 GB solid state drive, Wi-Fi, gigabit Ethernet and Bluetooth connectivity.","The keyboard will have 1GB of on-board memory, a 16 GB or 32 GB solid state drive, Wi-Fi, gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> connectivity.","The keyboard will have 1GB of on-board memory, a 16 GB or 32 GB solid state drive, Wi-Fi, gigabit *Ethernet* and §Bluetooth$ connectivity.",compsci,True,,,False
L1884866850,Java,Lisp,"On a related note - the use of Kernel%sprintf 's alias format yields even better readability, since format is obviously less cryptic name than sprintf and the same name is employed in many programming languages (most notably Java and many Lisp dialects).","On a related note - the use of Kernel%sprintf 's alias format yields even better readability, since format is obviously less cryptic name than sprintf and the same name is employed in many programming languages (most notably <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and many <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> dialects).","On a related note - the use of Kernel%sprintf 's alias format yields even better readability, since format is obviously less cryptic name than sprintf and the same name is employed in many programming languages (most notably *Java* and many §Lisp$ dialects).",compsci,True,,,False
Q2740037942,Java,Objective-C,"The tool chain is much more robust, information is much easier to come by, garbage collection is available, and there are thousands more libraries written in Java than Objective-C and far more portable libraries than are written for C/C++.","The tool chain is much more robust, information is much easier to come by, garbage collection is available, and there are thousands more libraries written in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> and far more portable libraries than are written for C/C++.","The tool chain is much more robust, information is much easier to come by, garbage collection is available, and there are thousands more libraries written in *Java* than §Objective-C$ and far more portable libraries than are written for C/C++.",compsci,True,,,False
I1389062108,Ruby,Python,I think Perl makes it easier than Ruby or Python to write hard-to-maintain programs.,"I think Perl makes it easier than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> to write hard-to-maintain programs.",I think Perl makes it easier than *Ruby* or §Python$ to write hard-to-maintain programs.,compsci,True,,,False
F801782226,PHP,Perl,"Generally programming languages like XML, PHP or Perl is known for making the hosting job easier.","Generally programming languages like XML, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> is known for making the hosting job easier.","Generally programming languages like XML, *PHP* or §Perl$ is known for making the hosting job easier.",compsci,True,,,False
J1489576844,USB,Bluetooth,It will have a harder more durable case and Bluetooth connectivity so you won't need a USB cable to transfer data from it.,"It will have a harder more durable case and <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> connectivity so you won't need a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> cable to transfer data from it.",It will have a harder more durable case and *Bluetooth* connectivity so you won't need a §USB$ cable to transfer data from it.,compsci,True,,,False
M2023105641,MySQL,PostgreSQL,PostgreSQL or MySQL: Which is faster?,"<span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>: Which is faster?",*PostgreSQL* or §MySQL$: Which is faster?,compsci,True,,,False
D399478575,MySQL,PostgreSQL,but I've found PostgreSQL to be generally superior to MySQL for essentially all of my needs).,"but I've found <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> to be generally superior to <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> for essentially all of my needs).",but I've found *PostgreSQL* to be generally superior to §MySQL$ for essentially all of my needs).,compsci,True,,,False
R2837542607,USB,Ethernet,"This is easier said than done, as [Jamie] fried a USB hub, FTDI cable and an Arduino Ethernet all at the same time.","This is easier said than done, as [Jamie] fried a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> hub, FTDI cable and an Arduino <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> all at the same time.","This is easier said than done, as [Jamie] fried a *USB* hub, FTDI cable and an Arduino §Ethernet$ all at the same time.",compsci,True,,,False
D454459821,MySQL,SQLite,"Carsten asked why the use of SQLite was not recommended because, for smaller installations, it is easier to maintain than MySQL.","Carsten asked why the use of <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> was not recommended because, for smaller installations, it is easier to maintain than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","Carsten asked why the use of *SQLite* was not recommended because, for smaller installations, it is easier to maintain than §MySQL$.",compsci,True,,,False
E576061382,Java,Smalltalk,"Development technologies to include: Smalltalk, Java, C++, J2EE.","Development technologies to include: <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, C++, J2EE.","Development technologies to include: *Smalltalk*, §Java$, C++, J2EE.",compsci,False,,,False
R2839423297,Ruby,PHP,"This is just like ""which is better, Ruby or PHP?"" or jazz vs. pop.","This is just like ""which is better, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>?"" or jazz vs. pop.","This is just like ""which is better, *Ruby* or §PHP$?"" or jazz vs. pop.",compsci,True,,,False
O2326596277,Java,Lisp,"Sure there have been poorly written Lisp programs, in particular as the style of programming has to be a bit different in a language with automatic storage reclamation, especially if based on garbage collection; even if many Java programmers haven't been taking much notice of that though.","Sure there have been poorly written <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> programs, in particular as the style of programming has to be a bit different in a language with automatic storage reclamation, especially if based on garbage collection; even if many <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> programmers haven't been taking much notice of that though.","Sure there have been poorly written *Lisp* programs, in particular as the style of programming has to be a bit different in a language with automatic storage reclamation, especially if based on garbage collection; even if many §Java$ programmers haven't been taking much notice of that though.",compsci,True,,,False
I1270904407,Java,Smalltalk,"In many ways, Java seems closer to Smalltalk than to C++.","In many ways, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> seems closer to <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> than to C++.","In many ways, *Java* seems closer to §Smalltalk$ than to C++.",compsci,False,,,False
T3184468497,Windows 7,Windows 8,Windows 8 has no better support than Windows 7 for NTVDM.,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> has no better support than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> for NTVDM.",*Windows 8* has no better support than §Windows 7$ for NTVDM.,compsci,True,,,False
N2137846239,Java,Scala,"Scala is not a better Java, it's an ML for JVM","<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is not a better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, it's an ML for JVM","*Scala* is not a better §Java$, it's an ML for JVM",compsci,True,,,False
I1405825018,Ruby,JavaScript,It is essential that the successful candidate possesses the following experience: ?Solid programming experience in Ruby on Rails... Some web experience - HTML/JavaScript/CSS (desirable not essential).,"It is essential that the successful candidate possesses the following experience: ?Solid programming experience in <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails... Some web experience - HTML/<span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>/CSS (desirable not essential).",It is essential that the successful candidate possesses the following experience: ?Solid programming experience in *Ruby* on Rails... Some web experience - HTML/§JavaScript$/CSS (desirable not essential).,compsci,True,,,False
N2243643919,Java,Python,"Solid ETL development experience with Java, Python or similar technologies","Solid ETL development experience with <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or similar technologies","Solid ETL development experience with *Java*, §Python$ or similar technologies",compsci,True,,,False
K1667851911,USB,Bluetooth,"Making matters worse, the C comes equipped with standard features not available in the base Insight such as keyless entry, Bluetooth connectivity, a USB port, and iPod connectivity.","Making matters worse, the C comes equipped with standard features not available in the base Insight such as keyless entry, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> connectivity, a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> port, and iPod connectivity.","Making matters worse, the C comes equipped with standard features not available in the base Insight such as keyless entry, *Bluetooth* connectivity, a §USB$ port, and iPod connectivity.",compsci,True,,,False
S3111531544,Eclipse,NetBeans,What is your IDE (Eclipse/IntelliJ/NetBeans/...)?,"What is your IDE (<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>/IntelliJ/<span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>/...)?",What is your IDE (*Eclipse*/IntelliJ/§NetBeans$/...)?,compsci,False,,,False
N2264449746,Java,PHP,"So, PHP scales better than Java, ASP.NET and mod_perl?","So, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> scales better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, ASP.NET and mod_perl?","So, *PHP* scales better than §Java$, ASP.NET and mod_perl?",compsci,True,,,False
F788409271,USB,Ethernet,Full 10/100 Mbps Fast Ethernet performance over USB 2.0's 480 Mbps bus--faster than most wireless connections,"Full 10/100 Mbps Fast <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> performance over <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0's 480 Mbps bus--faster than most wireless connections",Full 10/100 Mbps Fast *Ethernet* performance over §USB$ 2.0's 480 Mbps bus--faster than most wireless connections,compsci,True,,,False
T3208185138,PHP,JavaScript,"WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.","WordPress recommends doing this all over the place in <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, so I can't see how this is any worse in <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.","WordPress recommends doing this all over the place in *PHP*, so I can't see how this is any worse in §JavaScript$.",compsci,True,,,False
E713184076,OpenGL,Direct3D,files required  + high software compatibility - many titles which didn't run on eyeSCREAM now work  + works with OpenGL and Glide wrappers + best Direct3D support ever (much better than eyeSCREAM) + good stereo effects + best image quality ever + no black interlace-lines + highest resolutions ever - hungry for 1600x1200 per eye anyone?,"files required  + high software compatibility - many titles which didn't run on eyeSCREAM now work  + works with <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> and Glide wrappers + best <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> support ever (much better than eyeSCREAM) + good stereo effects + best image quality ever + no black interlace-lines + highest resolutions ever - hungry for 1600x1200 per eye anyone?",files required  + high software compatibility - many titles which didn't run on eyeSCREAM now work  + works with *OpenGL* and Glide wrappers + best §Direct3D$ support ever (much better than eyeSCREAM) + good stereo effects + best image quality ever + no black interlace-lines + highest resolutions ever - hungry for 1600x1200 per eye anyone?,compsci,True,,,False
H1205771251,Ruby,Python,I'm just wondering if you guys think I would be better learning Python or Ruby.,"I'm just wondering if you guys think I would be better learning <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",I'm just wondering if you guys think I would be better learning *Python* or §Ruby$.,compsci,True,,,False
B295078856,Sed,AWK,"An easier, but clumsy method would be to make a distinctive log entry (or the log that you are interested in) every 1/2 hour then use grep/Sed/AWK to find that mark and display the file from the last mark to the end.","An easier, but clumsy method would be to make a distinctive log entry (or the log that you are interested in) every 1/2 hour then use grep/<span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> to find that mark and display the file from the last mark to the end.","An easier, but clumsy method would be to make a distinctive log entry (or the log that you are interested in) every 1/2 hour then use grep/*Sed*/§AWK$ to find that mark and display the file from the last mark to the end.",compsci,True,,,False
