id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
N2155547129,"Selected by ASUS, MSI and GIGABYTE as the memory launch partner for the new Nvidia chipset for Intel, Corsair worked diligently to ensure maximum compatibility, rock solid stability, blazing-fast performance, and utmost headroom for overclocking.",MSI,Nvidia,NONE,1.0,X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<
N2155547129,"Selected by ASUS, MSI and GIGABYTE as the memory launch partner for the new Nvidia chipset for Intel, Corsair worked diligently to ensure maximum compatibility, rock solid stability, blazing-fast performance, and utmost headroom for overclocking.",MSI,Nvidia,NONE,1.0,X/PROPN/ROOT/^ new/ADJ/amod/V Y/PROPN/pobj/<
D517160811,"Constructed from birch solid wood, steel, rubber, solid hardwood and flame retardant polyurethane foam",rubber,foam,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
D517160811,"Constructed from birch solid wood, steel, rubber, solid hardwood and flame retardant polyurethane foam",rubber,foam,NONE,1.0,X/PROPN/ROOT/^ solid/ADJ/amod/V Y/PROPN/appos/<
D517160811,"Constructed from birch solid wood, steel, rubber, solid hardwood and flame retardant polyurethane foam",rubber,foam,NONE,1.0,X/PROPN/ROOT/^ polyurethane/NOUN/compound/V Y/PROPN/appos/<
L1775667967,My rig before EVGA MSI H57m-ED65 i5-750 @ 4.1GHz 1 Tera F3 + OCZ Solid 2 64GB boot drive AMD HD5770 950/1300 6GB Samsung 10600 Hyper 212+ Corsair TX650,AMD,Samsung,NONE,1.0,X/PROPN/compound/> hd5770/PROPN/ROOT/^ Y/PROPN/appos/<
L1775667967,My rig before EVGA MSI H57m-ED65 i5-750 @ 4.1GHz 1 Tera F3 + OCZ Solid 2 64GB boot drive AMD HD5770 950/1300 6GB Samsung 10600 Hyper 212+ Corsair TX650,AMD,Samsung,NONE,1.0,X/PROPN/compound/> hd5770/PROPN/ROOT/^ 950/1300/NUM/nummod/V Y/PROPN/appos/<
L1775667967,My rig before EVGA MSI H57m-ED65 i5-750 @ 4.1GHz 1 Tera F3 + OCZ Solid 2 64GB boot drive AMD HD5770 950/1300 6GB Samsung 10600 Hyper 212+ Corsair TX650,AMD,Samsung,NONE,1.0,X/PROPN/compound/> hd5770/PROPN/ROOT/^ gb/NOUN/compound/V Y/PROPN/appos/<
Q2687645413,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).",sausage,sandwich,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ kind/NOUN/attr/< sell/VERB/acl/< by/ADP/agent/< Y/PROPN/pobj/<
O2431089985,The cement is then prepared by combining the liquid phase with the solid phase and mixing the two until a plastic past is obtained.,cement,plastic,NONE,1.0,NOPATH
G1041014333,"IDE (JBuilder, Eclipse,NetBeans) ?",Eclipse,NetBeans,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G958989895,"Honda (+13%), and Nissan (+14.8%).",Honda,Nissan,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
G958989895,"Honda (+13%), and Nissan (+14.8%).",Honda,Nissan,NONE,0.6,X/PROPN/ROOT/^ 13%/NUM/parataxis/V Y/PROPN/conj/<
G958989895,"Honda (+13%), and Nissan (+14.8%).",Honda,Nissan,NONE,0.6,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
F855429101,"Having another fasting day today as last day at work tomorrow & celebrating wedding anniversary, then going on holiday early hours of Saturday morning so tomorrow will be my last half-decent weigh for a while [cream teas]",wedding,holiday,NONE,1.0,X/PROPN/compound/> go/VERB/ROOT/^ Y/PROPN/pobj/<
R2902611707,"TidBits discovered you can connect pretty much any USB headset, headphones, or microphone, which turns the iPad into a pretty decent little Skype device (with better quality sound than you'd get with Bluetooth).",USB,Bluetooth,NONE,0.6,NOPATH
H1155946238,I have Swift Framework project that uses the KissXML Objective-C library.,Swift,Objective-C,NONE,1.0,X/PROPN/compound/> project/NOUN/ROOT/^ Y/PROPN/dobj/<
H1155946238,I have Swift Framework project that uses the KissXML Objective-C library.,Swift,Objective-C,NONE,1.0,X/PROPN/compound/> project/NOUN/ROOT/^ the/DET/det/V Y/PROPN/dobj/<
H1155946238,I have Swift Framework project that uses the KissXML Objective-C library.,Swift,Objective-C,NONE,1.0,X/PROPN/compound/> project/NOUN/ROOT/^ kissxml/PROPN/compound/V Y/PROPN/dobj/<
I1294519919,"In supply-chain conversations, the Pacific Crest semiconductor team learned that Windows 7 inventory is moving faster than Windows 8.",Windows 7,Windows 8,BETTER,1.0,X/PROPN/compound/> move/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
T3221155332,"Yeah, but boys make better football and hockey players.'",football,hockey,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3221155332,"Yeah, but boys make better football and hockey players.'",football,hockey,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
K1708975719,Metal Gear Solid Rising (ps3) 16. 7th Dragon 2020 (psp) 17.,ps3,psp,NONE,1.0,NOPATH
M2003253534,"Plastic is cheap, aluminum is way easier and faster to machine than steel.",aluminum,steel,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1383546853,I think Bash scripting is harder than Python though.,Bash,Python,WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
N2107705436,"Right now I have a USB Ethernet adapter, so that is a decent work around.",USB,Ethernet,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
O2425063881,"The ""Building Better Care Forum"" featured speakers from california, Connecticut, Illinois, pennsylvania, Rhode Island and the Washington, D.C. area.",california,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2425063881,"The ""Building Better Care Forum"" featured speakers from california, Connecticut, Illinois, pennsylvania, Rhode Island and the Washington, D.C. area.",california,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ connecticut/PROPN/npadvmod/V Y/PROPN/conj/<
T3209309103,Working with an associative array in PHP (or JavaScript) is obviously a lot easier than working with an XML structure.,PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3209309103,Working with an associative array in PHP (or JavaScript) is obviously a lot easier than working with an XML structure.,PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
D440885670,"california, missouri (From",california,missouri,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,BETTER,1.0,X/PROPN/ROOT/^ 9.2/NUM/nummod/V Y/PROPN/pobj/<
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,BETTER,1.0,X/PROPN/ROOT/^ release/VERB/acl/V Y/PROPN/pobj/<
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,BETTER,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<
J1500520082,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,BETTER,1.0,X/PROPN/ROOT/^ perform/VERB/conj/V Y/PROPN/pobj/<
N2256295614,"Some things that are easy in Perl or Python are even easier, or at least more succinct, in Sed or AWK.",Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2256295614,"Some things that are easy in Perl or Python are even easier, or at least more succinct, in Sed or AWK.",Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
Q2730394996,"The system has decent connectivity with six USB ports, Gigabit Ethernet, 802.11b/g/n",USB,Ethernet,NONE,1.0,X/PROPN/compound/> port/NOUN/ROOT/^ Y/PROPN/appos/<
Q2730394996,"The system has decent connectivity with six USB ports, Gigabit Ethernet, 802.11b/g/n",USB,Ethernet,NONE,1.0,X/PROPN/compound/> port/NOUN/ROOT/^ gigabit/PROPN/compound/V Y/PROPN/appos/<
M2011903442,"Plus Mac laptops, while not the most powerful for the price, are still a far cry from inferior machines, especially compared to HP/Dell/Sony/Gateway. Bring Lenovo, MSI, Acer, and Asus to the fight, then you've got something to talk about.",Dell,Sony,NONE,1.0,NOPATH
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ fabrication/NOUN/conj/V Y/PROPN/conj/<
N2243751164,"Solid wood should represent whole, uniform lumber, not a fabrication or wood composite, like particle board, MDF or even plywood.",lumber,plywood,NONE,0.8,X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<
Q2759564290,"The weather starts to get cooler, the leaves change color, and halloween leads to thanksgiving, which leads to Christmas.",halloween,thanksgiving,NONE,1.0,X/PROPN/nsubj/> lead/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
B232328266,"AMD and Apple are leading the way, and Intel better get in line soon.",Apple,Intel,BETTER,0.8,X/PROPN/nsubj/> lead/VERB/ROOT/^ Y/PROPN/conj/<
M1923422128,"OOP, XP, Java, Ruby, Smalltalk, .Net, Datamining, Parallel computing,",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1923422128,"OOP, XP, Java, Ruby, Smalltalk, .Net, Datamining, Parallel computing,",Java,Smalltalk,NONE,1.0,X/PROPN/ROOT/^ ruby/PROPN/conj/V Y/PROPN/conj/<
N2199022369,"Shop Smart for a Safer Car, suv, Mini-Van or Light truck",suv,truck,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2199022369,"Shop Smart for a Safer Car, suv, Mini-Van or Light truck",suv,truck,NONE,1.0,X/PROPN/ROOT/^ van/PROPN/conj/V Y/PROPN/conj/<
R2873497635,This time Windows 8 was roughly 8 percent slower than Windows 7.,Windows 8,Windows 7,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F758754877,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,WORSE,0.6,X/ADJ/amod/> think/VERB/ROOT/^ Y/PROPN/dobj/<
G984711017,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Google,Apple,NONE,0.6,X/PROPN/compound/> maps/PROPN/ROOT/^ via/ADP/prep/< Y/PROPN/pobj/<
G984711017,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Google,Apple,NONE,0.6,X/PROPN/compound/> maps/PROPN/ROOT/^ via/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
S3028265580,"We are left with Ferrari, Mercedes, Cosworth and maybe Renault.",Ferrari,Renault,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S3028265580,"We are left with Ferrari, Mercedes, Cosworth and maybe Renault.",Ferrari,Renault,NONE,1.0,X/PROPN/ROOT/^ mercedes/PROPN/conj/V Y/PROPN/conj/<
S3028265580,"We are left with Ferrari, Mercedes, Cosworth and maybe Renault.",Ferrari,Renault,NONE,1.0,X/PROPN/ROOT/^ maybe/ADV/advmod/V Y/PROPN/conj/<
B257717539,And if Samsung has something it thinks it does so much better than Google they can contribute to AOSP like Sony has.,Google,Sony,NONE,0.6,X/PROPN/npadvmod/> contribute/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<
D396006563,"But it can get harder to remember to hide your cell phone, ipod, laptop or any other fun gadgetry you're hauling around.",ipod,laptop,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2350427056,"Test drove Ford, Nissan, Honda too.",Nissan,Honda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2514205461,"The Hiawatha National Forest and Lake Superior State Forest offer unlimited opportunities for hunting, fishing, canoeing, hiking, snowmobiling, cross- country skiing and berry picking.",fishing,skiing,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
P2514205461,"The Hiawatha National Forest and Lake Superior State Forest offer unlimited opportunities for hunting, fishing, canoeing, hiking, snowmobiling, cross- country skiing and berry picking.",fishing,skiing,NONE,1.0,X/PROPN/ROOT/^ canoeing/NOUN/appos/V Y/PROPN/appos/<
P2514205461,"The Hiawatha National Forest and Lake Superior State Forest offer unlimited opportunities for hunting, fishing, canoeing, hiking, snowmobiling, cross- country skiing and berry picking.",fishing,skiing,NONE,1.0,X/PROPN/ROOT/^ country/NOUN/compound/V Y/PROPN/appos/<
E633763538,Easier web programming language: Perl or PHP?,Perl,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E633763538,Easier web programming language: Perl or PHP?,Perl,PHP,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
N2262488509,Sony can now build up from the Cell and just make it more powerful and faster in the way Intel advances their tech.,Sony,Intel,BETTER,0.6,X/PROPN/nsubj/> build/VERB/ROOT/^ make/VERB/conj/< in/ADP/prep/< way/NOUN/pobj/< Y/PROPN/nmod/<
M2047794509,"psp, Nintendo ds, Wii",psp,ds,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
M2047794509,"psp, Nintendo ds, Wii",psp,ds,NONE,1.0,X/PROPN/ROOT/^ nintendo/PROPN/compound/V Y/PROPN/appos/<
K1713562154,"Microsoft Azure performed better than Amazon Web Services in a series of write/read/delete tests conducted by Nasuni, according to this CIO article .",Microsoft,Amazon,BETTER,1.0,X/PROPN/compound/> perform/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
K1726792514,Molten metal is better explained as aluminum,metal,aluminum,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ explain/VERB/advcl/< as/ADP/prep/< Y/PROPN/pobj/<
O2366590972,"that is: ""Python (or Ruby) can ""something"", but php cann't this, so, php is worse!",Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2366590972,"that is: ""Python (or Ruby) can ""something"", but php cann't this, so, php is worse!",Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
F824293724,"Google Chrome is just simple spyware, much worse than even Microsoft.",Google,Microsoft,WORSE,1.0,X/PROPN/compound/> be/VERB/ROOT/^ bad/ADJ/appos/< than/ADP/prep/< Y/PROPN/pobj/<
F824293724,"Google Chrome is just simple spyware, much worse than even Microsoft.",Google,Microsoft,WORSE,1.0,X/PROPN/compound/> be/VERB/ROOT/^ bad/ADJ/appos/< than/ADP/prep/< even/ADV/advmod/V Y/PROPN/pobj/<
G969489253,"How do I know that this is a better place then where the brains of Google are, or Apple, or IBM.",Apple,IBM,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
G969489253,"How do I know that this is a better place then where the brains of Google are, or Apple, or IBM.",Apple,IBM,NONE,0.8,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
Q2614461753,The point is that languajes like PHP and Python are easier to grasp for the OO newbie.,PHP,Python,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
Q2614461753,The point is that languajes like PHP and Python are easier to grasp for the OO newbie.,PHP,Python,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1405133994,"It is designed to better target the Audi A6, BMW 5 Series and Mercedes-Benz E-Class.",Audi,Mercedes-Benz,NONE,1.0,X/PROPN/compound/> a6/PROPN/ROOT/^ series/PROPN/conj/< Y/PROPN/conj/<
I1350738223,Is murder worse in missouri than michigan?,missouri,michigan,WORSE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
I1350738223,Is murder worse in missouri than michigan?,missouri,michigan,WORSE,0.8,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
M2078322421,Recommended Intel Core2 2.8 GHz or faster processor; AMD Phenom X4 or faster 2 GB RAM DVD recorder Hard disc with an addtional 10 GB of free space Optional devices/software that are supported: Apple iPod Apple iPhone iTunes 8.0 or above Windows Media Portable devices Sony PSP 3GP mobile phones,Intel,Sony,NONE,1.0,NOPATH
T3171840444,"Who's up for an intra-company cannibalizing Buick Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of Cadillac?",Buick,Cadillac,BETTER,0.6,NOPATH
L1911873414,"Only three states - california, Colorado, oregon - were better represented.",california,oregon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1911873414,"Only three states - california, Colorado, oregon - were better represented.",california,oregon,NONE,1.0,X/PROPN/ROOT/^ colorado/PROPN/npadvmod/V Y/PROPN/conj/<
Q2762218201,The wii U version will be inferior to the others (except ps3 and Xbox 360.,wii,ps3,NONE,0.6,X/PROPN/compound/> be/VERB/ROOT/^ Y/PROPN/pobj/<
J1575306363,"Just use Java, Oracle, PHP, Ruby, etc...",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1575306363,"Just use Java, Oracle, PHP, Ruby, etc...",Java,Ruby,NONE,1.0,X/PROPN/ROOT/^ oracle/PROPN/conj/V Y/PROPN/conj/<
Q2671596317,"The rest of the platform comprised a Gigabyte GA-P55-UD6 motherboard, an Intel Core i7-870 processor, a Radeon HD 5670 graphics card and a Kingston 512GB solid state drive.",Intel,Kingston,NONE,1.0,X/PROPN/compound/> processor/NOUN/ROOT/^ card/NOUN/conj/< Y/PROPN/conj/<
J1468455593,"It still doesn't have macros the way Lisp does and it doesn't have sexprs (yes, I really do like the parenthesis), but it is a better follow-on to C than C++ and still hits the system-programming domain that Java missed so bady.",Lisp,Java,BETTER,0.8,X/PROPN/npadvmod/> have/VERB/ROOT/^ Y/PROPN/conj/<
J1468455593,"It still doesn't have macros the way Lisp does and it doesn't have sexprs (yes, I really do like the parenthesis), but it is a better follow-on to C than C++ and still hits the system-programming domain that Java missed so bady.",Lisp,Java,BETTER,0.8,X/PROPN/npadvmod/> have/VERB/ROOT/^ that/ADJ/mark/V Y/PROPN/conj/<
H1095122510,"If the key 2014 battlegrounds were in, say, michigan and Ohio and pennsylvania, they'd be in better shape.",michigan,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1095122510,"If the key 2014 battlegrounds were in, say, michigan and Ohio and pennsylvania, they'd be in better shape.",michigan,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1095122510,"If the key 2014 battlegrounds were in, say, michigan and Ohio and pennsylvania, they'd be in better shape.",michigan,pennsylvania,NONE,1.0,X/PROPN/ROOT/^ ohio/PROPN/conj/V Y/PROPN/conj/<
L1806059782,Nissan and Renault are expected to continue collaborating with Better Place to supply the EVs and batteries.,Nissan,Renault,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1806059782,Nissan and Renault are expected to continue collaborating with Better Place to supply the EVs and batteries.,Nissan,Renault,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1079061836,I find Ubuntu handles USB ports far better than XP ever did (3 cameras 2 MP3 players Bluetooth).,USB,Bluetooth,BETTER,0.8333333333333334,X/PROPN/compound/> do/VERB/ROOT/^ player/NOUN/dobj/< Y/PROPN/appos/<
S3091692048,"We've known for some time that schools like Harvard, mit, Princeton, and stanford are not superior to other schools in terms of undergraduate education.",mit,stanford,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S3091692048,"We've known for some time that schools like Harvard, mit, Princeton, and stanford are not superior to other schools in terms of undergraduate education.",mit,stanford,NONE,1.0,X/PROPN/ROOT/^ princeton/PROPN/npadvmod/V Y/PROPN/conj/<
S3091692048,"We've known for some time that schools like Harvard, mit, Princeton, and stanford are not superior to other schools in terms of undergraduate education.",mit,stanford,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1348828513,Is it because Google is getting better at design faster than Apple is getting better at web services?,Google,Apple,BETTER,0.6,X/PROPN/nsubj/> get/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
N2243710760,"Solid skills in shader writing, python, C/C++, pipeline, web technologies as JavaScript, PHP, and bash with extensive linux certifications.",JavaScript,PHP,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2992168653,"Utilities like cat, Sed, grep, AWK, and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.",Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2992168653,"Utilities like cat, Sed, grep, AWK, and sort may not seem too useful to them at first, but they'll probably notice that copying and moving files is a hell of a lot faster in a CLI than it is in a GUI.",Sed,AWK,NONE,1.0,X/PROPN/ROOT/^ grep/NOUN/conj/V Y/PROPN/conj/<
H1077367226,"If I just had a choice of one pasta or one soup, it would be much easier!",pasta,soup,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1077367226,"If I just had a choice of one pasta or one soup, it would be much easier!",pasta,soup,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
H1077367226,"If I just had a choice of one pasta or one soup, it would be much easier!",pasta,soup,NONE,1.0,X/PROPN/ROOT/^ one/NUM/nummod/V Y/PROPN/conj/<
T3184738111,"Windows XP is much better at handling high-speed Internet connections than the ""made for dial-up"" Windows 98, but there is still one little tweak that can increase your connection speed.",Windows XP,Windows 98,BETTER,0.8,NOPATH
R2938785117,Track is more of an individual sport and I'd feel so much worse if I had to miss a basketball or softball game for a track meet.,basketball,softball,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2938785117,Track is more of an individual sport and I'd feel so much worse if I had to miss a basketball or softball game for a track meet.,basketball,softball,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
N2158567265,"Senior iOS Developer - iOS Development, Objective-C, Swift...",Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G900100620,Here are my specs: CPU: Intel i3-2100T Mobo: Asrock H67 mini-itx Memory: Kingston HyperX 2x2 Gb SDD: Crucial 64 Gb CPU Cooler: Custom fanless using aluminum heatsinks and Flat CoolPipes PSU: picoPSU-160 Case: Habey EMC-800S,Intel,Kingston,NONE,1.0,NOPATH
E726524239,"Fits almost any car, minivan or suv.",minivan,suv,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E726524239,"Fits almost any car, minivan or suv.",minivan,suv,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
G956016280,"hockey has become a sport of wimps, even faster than football.",hockey,football,BETTER,0.8,X/PROPN/nsubj/> become/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
B206854251,"Almost any solid abject around you would fit this description - an aluminum soda can, a candle or a piece of chocolate all have freezing points above 0°C.",soda,chocolate,NONE,1.0,X/PROPN/nsubj/> candle/NOUN/ROOT/^ piece/NOUN/conj/< of/ADP/prep/< Y/PROPN/pobj/<
O2348728670,"tennis is so much harder on the body than golf,"" he said.",tennis,golf,WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ harder/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1315383553,"In the Y2K runup, the definition of collaboration was easier to wrap around the leading players, from Microsoft to Lotus/IBM to Netscape.",Microsoft,IBM,NONE,1.0,NOPATH
B231907232,"amazon played their cards right on this one I love apple and all their products but you have to admit apple is a little big headed right now, just like they caught microsoft ,Dell, Sony etc sleeping I think amazon just caught them , they can try to play the ipad 3 shortage game like they did for the ipad 2 if they want they just better hope they sell enough to break even.",Dell,Sony,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2174413184,She'd had offers from harvard and princeton and chose the latter because the scholarship was better.,harvard,princeton,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2174413184,She'd had offers from harvard and princeton and chose the latter because the scholarship was better.,harvard,princeton,NONE,0.6,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
T3184714628,Windows Vista ran slower than Windows XP with all three methods and on the Fujitsu notebook.,Windows Vista,Windows XP,WORSE,0.8,X/PROPN/nsubj/> run/VERB/ROOT/^ slow/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
S3059801938,"We learn that in this particular setup, a particular library written in Scala is faster than a particular library written in Java.",Scala,Java,BETTER,1.0,NOPATH
F831647792,"Great call quality Decent external Display Good looks Bluetooth Mini-USB port (BEST PART, why I absolutely hated my Nokia, the cables were crap.",Bluetooth,USB,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F831647792,"Great call quality Decent external Display Good looks Bluetooth Mini-USB port (BEST PART, why I absolutely hated my Nokia, the cables were crap.",Bluetooth,USB,NONE,1.0,X/PROPN/compound/> mini/PROPN/compound/V Y/PROPN/ROOT/^
L1908908658,Online shopping and shopping via mobile devices will become quicker and easier for users of a digital wallet.,mobile,wallet,NONE,0.6,NOPATH
A164495267,"After i learned perl, i thought perl supercedes all unix commands, but actually i find it faster and more efficient to mine apache log files by several piping with Sed/AWK/grep/cat/sort etc.",Sed,AWK,NONE,1.0,NOPATH
I1368119323,It can be very easy to change Perl code quickly but slower in PHP.,Perl,PHP,BETTER,1.0,X/PROPN/compound/> code/NOUN/ROOT/^ quickly/ADV/advmod/< slow/ADJ/conj/< in/ADP/prep/< Y/PROPN/pobj/<
K1685743758,Mastered in Objective-C and Swift programming.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1685743758,Mastered in Objective-C and Swift programming.,Objective-C,Swift,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1371192429,It definitely runs better on Windows 7 than on Windows XP or Windows Vista.,Windows XP,Windows Vista,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1371192429,It definitely runs better on Windows 7 than on Windows XP or Windows Vista.,Windows XP,Windows Vista,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
F794348282,"Future iPhones, iPads, Mac & iOS Software -- ALL those Upgrades will keep adding to Apple's fire for YEARS to come, as the world transitions to a more Mobile Future, away from the mostly Windows!!! Apple TV, iTV, iPanel, or whatever Apple calls their Next Big Thing will be another Game Changer, which will get better with time!!!",iOS,Apple TV,NONE,1.0,NOPATH
L1839003227,"Not to be outdone by laptop rival Sony, Dell yesterday announced the availability of SSD (solid-state drive) technology for its Latitude D420 and D620 notebooks.",Sony,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1781922184,Nam Tai then obtained a commission for out of state discovery from the california Superior Court to depose AOL's custodian of records in the state of virginia.,california,virginia,NONE,1.0,X/PROPN/compound/> depose/VERB/ROOT/^ state/NOUN/pobj/< of/ADP/prep/< Y/PROPN/pobj/<
T3173932900,Why does not Eclipse join NetBeans?,Eclipse,NetBeans,NONE,1.0,X/PROPN/nsubj/> join/VERB/ROOT/^ Y/PROPN/dobj/<
