,caption,gold,id,idr,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
2233,middle_paths_unrestricted_16,ARG,683.0,K1635532569,0.8,JavaScript,Perl,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ vs/ADP/prep/V Y/PROPN/pobj/<']]",,,NONE,False,78,But I'm not convinced it works in JavaScript any better than it works in Perl.,"Linux really is now at a point where it is an easier OS to transition', 'to from Windows XP and 7 vs transitioning to Windows 8."
2234,middle_paths_unrestricted_16,ARG,2338.0,E640992691,0.8,Bluetooth,USB,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,True,127,"(To get around this, I use the built in Bluetooth FTP; it's much slower than using a USB connection would be otherwise though.)","(e.g., ibuprofen, naproxen, Advil, Motrin, Alleve)"
2236,middle_paths_unrestricted_16,NONE,1160.0,H1172590489,1.0,harvard,mit,lex (unique),"[['X/PROPN/compound/> product/NOUN/ROOT/^ good/ADJ/amod/< than/ADP/prep/<', 'dew/PROPN/pobj/< Y/PROPN/appos/<']]",,,ARG,True,17,"harvard, not mit.","I know I like Mello Yello (Coca-Cola product) better than Mountain Dew', '(Pepsi-Cola product) and have ever since I 1st tried Mello Yello and', ""I'll only drink a Dew if I run out of Mello Yello here in Houston."
2238,middle_paths_unrestricted_16,NONE,523.0,D466998083,0.6666666666666666,champagne,beer,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,False,102,There is no better material for do-it-yourselfers to create champagne outdoor spaces on a beer budget.,"Chapter Three: With better technology, U.S. laptop makers Compaq,', 'Apple, and IBM seize control of the market for notebook-size', 'computers."
2240,middle_paths_unrestricted_16,ARG,280.0,A62646829,0.8,Java,Perl,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,NONE,True,126,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,"2. PHP is much faster than Java and can replace C or any shell', 'scripting language on a command line interface."
2241,middle_paths_unrestricted_16,NONE,611.0,J1444783352,1.0,Kingston,Google,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ directcompute/PROPN/conj/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ nvidia/PROPN/poss/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ own/ADJ/amod/V Y/PROPN/conj/<']]",,,ARG,False,49,Kingston upon Thames Google map image button link,"Its double-precision floating point math should run about eight times', ""faster than the company's previous best and should provide much better"", 'performance with current and upcoming standards, including OpenCL,', ""Microsoft's DirectCompute and NVIDIA's own CUDA."
2245,middle_paths_unrestricted_16,ARG,1265.0,I1315383553,1.0,Microsoft,Google,lex (unique),[['NOPATH']],,,NONE,True,56,5 Reasons Microsoft SkyDrive is Better Than Google Drive,"In the Y2K runup, the definition of collaboration was easier to wrap', 'around the leading players, from Microsoft to Lotus/IBM to Netscape."
2919,InferSent,ARG,1770.0,,1.0,Ethernet,USB,se (unique),,,,NONE,True,162,"I haven't tried it with this modem, but on my ADSL line the superior performance of Ethernet over USB modems is striking, particularly in terms of responsiveness.",
2920,InferSent,NONE,142.0,,0.8,rubber,foam,se (unique),,,,ARG,False,79,These rubber covers are not foam so they're more durable and harder to tear up.,
2925,InferSent,ARG,256.0,,0.4,steel,aluminum,se (unique),,,,NONE,True,43,steel is stronger and harder then aluminum.,
2928,InferSent,NONE,1209.0,,0.8,Dell,Microsoft,se (unique),,,,ARG,True,143,"Dell is only vaguely interested in Linux, and there are still questions about if that is just the standard ploy to get a better Microsoft deal.",
2929,InferSent,ARG,1966.0,,1.0,restaurant,cafe,se (unique),,,,NONE,True,76,I found the Marco Polo restaurant to have better food than the Terrace cafe.,
2931,InferSent,ARG,1118.0,,1.0,harvard,cornell,se (unique),,,,NONE,True,140,"harvard Head Coach Tim Murphy on the team's win versus cornell and the upcoming game versus Lehigh Overall, our win was a very solid effort.",
2932,InferSent,NONE,396.0,,1.0,Lexus,Audi,se (unique),,,,ARG,True,197,The sooner people stop buying these Lexus things the better as I'm sick of people saying how nice it is when they are considering a new Audi etc. It's a stinking over priced Toyota - get over it!!!,
2933,InferSent,NONE,412.0,,1.0,Samsung,Toshiba,se (unique),,,,ARG,True,103,"If someone, like Samsung, can do it better and cheaper than them, Toshiba will outsource the operation.",
2937,InferSent,NONE,531.0,,1.0,Renault,Nissan,se (unique),,,,ARG,True,142,"We know the worst of the crisis is behind us, said Ghosn, who is also CEO of Renault SA, which holds a better than 40 percent stake in Nissan.",
2938,InferSent,NONE,273.0,,1.0,lumber,timber,se (unique),,,,ARG,True,80,lumber business has increased in price and even better demands for timber lands.,
2939,InferSent,NONE,803.0,,0.4,Samsung,Nokia,se (unique),,,,ARG,True,92,The build quality of the LG made Nexus 5 is better than Samsung - but not better than Nokia!,
2941,InferSent,ARG,1140.0,,0.5,Google,Microsoft,se (unique),,,,NONE,False,72,I say Google is the new Microsoft and in many cases they are even worse.,
2942,InferSent,NONE,1964.0,,1.0,psp,wii,se (unique),,,,ARG,True,85,I have done a decent amount of psp hacking but now i am looking to dive into the wii.,
2944,InferSent,NONE,2394.0,,1.0,Ruby,PHP,se (unique),,,,ARG,False,185,"If you are like me, you understand that Ruby on Rails is way cooler these days, but do not feel ashamed to admit you're coding in PHP because sometimes it just gets the job done faster.",
2946,InferSent,NONE,252.0,,1.0,cement,concrete,se (unique),,,,ARG,False,71,cement makes lousy concrete without the right proportions of aggregate.,
2948,InferSent,NONE,1887.0,,0.6,laptop,ipod,se (unique),,,,ARG,False,109,"Even though my laptop isn't called ""ipod""'..."" Of course, Apple's attack-lawyers would have worded it better.",
2949,InferSent,NONE,23.0,,1.0,missouri,carolina,se (unique),,,,ARG,True,144,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",
2950,InferSent,NONE,1859.0,,1.0,Windows XP,Windows 8,se (unique),,,,ARG,True,294,"What puzzles him, though, is that with hundreds of millions of computers still running Windows XP-and Microsoft keener than ever to get their owners to migrate to Windows 7, if not Windows 8-the least the firm might have done is to make the whole upgrade path a good deal easier road to travel.",
2952,InferSent,NONE,2302.0,,1.0,Nikon,Sigma,se (unique),,,,ARG,True,160,"Canon, Nikon and Sony lenses longer than 400mm cost more than $8,000 (although Sigma and Tamron offer slower tele-zooms that go out to 500mm for around $1,000).",
2953,InferSent,NONE,99.0,,1.0,Bluetooth,USB,se (unique),,,,ARG,False,131,"You can also host a Bluetooth network on your laptop (a little harder to set up, but shorter range) or simply use USB pass-through.",
2954,InferSent,NONE,2095.0,,1.0,Python,Java,se (unique),,,,ARG,True,125,"Python is much better suited as a ""glue"" language, while Java is better characterized as a low-level implementation language.",
2958,InferSent,NONE,1219.0,,1.0,Scala,Java,se (unique),,,,ARG,True,72,Scala probably embraces Java better than any other language in the book.,
2960,InferSent,ARG,1821.0,,1.0,Perl,Java,se (unique),,,,NONE,False,81,But your post is just an implication that Perl is better than Java for glue code.,
2961,InferSent,ARG,1740.0,,1.0,Leica,Nikon,se (unique),,,,NONE,True,172,"Leica makes a very nice low end (about $20K)instrument that compares well in terms of image quality, etc, to all of the others (Nikon is poorer, Olympus is about the same).",
2963,InferSent,NONE,220.0,,1.0,Lexus,Audi,se (unique),,,,ARG,False,443,"Odd, methinks, how I can't ever seem to elicit a comment about a Lexus, Infiniti or Acura that praises their performance, style, switchgear -- oh oh oh, I take it back, once, someone told me how good the sound system in his Acura is (and speaking as a previous Acura TL SH-AWD Advance owner, I agree -- Acura has the best sound systems for mere mortals -- the only one that is better is the hyper expensive B&O option Audi offers for $6,000+).",
2966,InferSent,ARG,434.0,,1.0,coffee,juice,se (unique),,,,NONE,False,86,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",
2970,InferSent,ARG,802.0,,1.0,Microsoft,Google,se (unique),,,,NONE,False,86,Why Microsoft and Oracle Are Safer Long-Term Bets Than Google and SAP [ View article ],
2972,InferSent,ARG,1021.0,,1.0,Nokia,Motorola,se (unique),,,,NONE,False,40,"In brief, Nokia will never win Motorola.",
2973,InferSent,NONE,2223.0,,1.0,Dell,Intel,se (unique),,,,ARG,False,132,"As for IBM's competition, Claybrook says that ""the reason why they're behind Dell and Compaq is that they had better Intel channels.",
2975,InferSent,ARG,1825.0,,0.8,PHP,Java,se (unique),,,,NONE,True,64,"However, I do wish it was optimized better, but PHP is not Java.",
2976,InferSent,ARG,1053.0,,1.0,Samsung,Motorola,se (unique),,,,NONE,False,53,"Samsung voids warranty for rooting, Motorola doesn't.",
2978,InferSent,NONE,1574.0,,0.8,Nissan,Ford,se (unique),,,,ARG,True,194,"A bit worse, but far closer to them (on the average) than the 2.8 are to Toyonda (Nissan is schizophrenic some bad some good, Ford does stand clear of GM and Chrylerabus a bit on the good side).",
2983,InferSent,ARG,1084.0,,1.0,basketball,baseball,se (unique),,,,NONE,True,92,"While recognized as a great basketball player, he was only mediocre on the baseball diamond.",
2988,InferSent,NONE,402.0,,1.0,Oracle,PostgreSQL,se (unique),,,,ARG,False,179,"This one I just checked about, and Oracle still appears to recommend using raw devices, as they claim it can be up to 50% faster...but, how would one implement this in PostgreSQL?",
2990,InferSent,ARG,443.0,,1.0,Windows Vista,Windows XP,se (unique),,,,NONE,False,94,We've found that downloads are generally slower in Windows Vista and 7 compared to Windows XP.,
2994,InferSent,NONE,1735.0,,0.8,Windows XP,Windows 8,se (unique),,,,ARG,True,158,"Windows 7 released in 2009 and was a success , primarily because it was a better Windows XP (which was also a success) and, today, because it's NOT Windows 8.",
3004,InferSent,NONE,1382.0,,0.6,coffee,juice,se (unique),,,,ARG,True,186,"Upgraded staples : decent toilet paper; gourmet coffee, tea, hot chocolate, drink mix (variety flavors and better than the standard bug juice), spices and seasonings, tobasco sauce, etc.",
3006,InferSent,NONE,1766.0,,1.0,USB,Bluetooth,se (unique),,,,ARG,False,96,"It's also a better way to communicate with computers; it has USB, but no Bluetooth or infra red.",
3008,InferSent,NONE,1200.0,,0.6,Honda,BMW,se (unique),,,,ARG,False,268,"A fascinating insight into the Indonesian car buyer's mind shows that Honda is considered a premium marque at the same level as BMW or Mercedes, with the difference that the latter German brands are much harder to get fixed and therefore get depreciated a lot quicker.",
3010,InferSent,NONE,773.0,,1.0,Dell,Intel,se (unique),,,,ARG,False,243,"The 2740p closely matches the Lenovo ThinkPad X201, with its high quality screen and faster Core i5 and Core i7 processor, and easily surpasses the Dell XT2, which is still based on the older and slower low-voltage Intel Core 2 Duo processors.",
3011,InferSent,ARG,487.0,,1.0,Toshiba,Samsung,se (unique),,,,NONE,False,112,Uniformity: It is here is where the otherwise superior Toshiba E220 falls apart in relation to the Samsung E550.,
3012,InferSent,NONE,1943.0,,1.0,Scala,Java,se (unique),,,,ARG,True,97,"Whereas in Scala it is as easy or easier to stay immutable, in Java it is easier to stay mutable.",
3013,InferSent,NONE,295.0,,1.0,Microsoft,Dell,se (unique),,,,ARG,True,208,Angiulo told me that Microsoft was working harder than ever with its hardware partners -- with Dell and HP and all the other companies -- to make the experience of touch both on Windows 7 and Window 8 better.,
3015,InferSent,ARG,1934.0,,1.0,pizza,bread,se (unique),,,,NONE,True,69,The pizza use to be better and the Crazy bread was definately better.,
3016,InferSent,NONE,482.0,,1.0,Java,Scala,se (unique),,,,ARG,False,110,"Even though, knowing Java (or any OO language) + some functional language makes it easier to understand Scala.",
3020,InferSent,NONE,1442.0,,1.0,Perl,JavaScript,se (unique),,,,ARG,False,179,"IMHO only better thing for Perl is ActiveStates Komodo which I would probably use if it had better support for XHTML, CSS and JavaScript (no fancy WYSIWYG - just code completion).",
3022,InferSent,NONE,1799.0,,1.0,Groovy,Java,se (unique),,,,ARG,True,96,"Grails uses Groovy, which IMO is easier to learn than Ruby, especially is you already know Java.",
3023,InferSent,NONE,2118.0,,0.8,Nikon,Leica,se (unique),,,,ARG,True,195,This is the main difference with lenses from Nikon and Canon for example - you seldom get decent sharpness wide open and almost never great contrast and color like you do with these Leica lenses.,
3024,InferSent,ARG,1658.0,,0.8,Python,Bash,se (unique),,,,NONE,True,104,"This would probably be easier in Python, but Bash works fine after you get the quoting straightened out.",
3025,InferSent,ARG,280.0,,1.0,california,georgia,se (unique),,,,NONE,False,136,"We had an option to go West, but the starter housing prices at the time in california made the decision to come to georgia a bit easier.",
3027,InferSent,NONE,1748.0,,1.0,baseball,football,se (unique),,,,ARG,False,93,Now we get their mediocre basketball and baseball teams but not their historic football team.,
3028,InferSent,NONE,2377.0,,1.0,Direct3D,OpenGL,se (unique),,,,ARG,False,313,"Apart from that, raytracing with Direct3D is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind OpenGL will just add that functionality using extensions, but I guess that discussion has been hold long enough now...",
3029,InferSent,ARG,2005.0,,1.0,USB,Bluetooth,se (unique),,,,NONE,False,139,The USB 3.0 port enables 10 times faster file transfer while the Bluetooth and WLAN IEEE 802.11 ac standards enable network communications.,
3030,InferSent,NONE,1636.0,,1.0,OpenCL,CUDA,se (unique),,,,ARG,True,368,"My 9800GTX+ does 0% Blanked OpenCL AP tasks in a bit under 4 hours (13,600 secs), while my GTX460 does them in just over half an hour (2,100 secs), so my 9800GTX+ is about 6½ times slower than my GTX460, while at CUDA MB the 9800GTX+ is only around twice as slow as the GTX460, for a 0.37 AR the 9800GTX+ does it around 1250 secs, while the GTX460 does it in 565 secs.",
3031,InferSent,NONE,512.0,,1.0,georgia,missouri,se (unique),,,,ARG,False,102,I would love to have the atmosphere rival the georgia Tech game or even better the last missouri game.,
3032,InferSent,ARG,2169.0,,1.0,Kingston,Intel,se (unique),,,,NONE,False,148,"after tons of failures from Kingston (i know sandisk is better), i stick to Intel or Samsung only - data loss is worth more than a few hundred to me",
3033,InferSent,ARG,1271.0,,1.0,itunes,amazon,se (unique),,,,NONE,True,88,"For that reason, I dropped itunes as soon as I could get a decent selection from amazon.",
3038,InferSent,ARG,2178.0,,1.0,Amazon,Apple,se (unique),,,,NONE,True,84,"Generally, both Amazon and Google are superior to Apple in managing recommendations.",
3039,InferSent,NONE,851.0,,1.0,Toyota,BMW,se (unique),,,,ARG,True,158,"Maybe your Hondas have been better (I'd take one over a Toyota any day) but every BMW experience I've had or a friend has had, was full of technical problems.",
3040,InferSent,NONE,312.0,,1.0,JavaScript,Python,se (unique),,,,ARG,True,170,"Are you saying that you use JavaScript outside a browser, and that you feel it is a better language in that context than Java, C++, C, Smalltalk, Lisp, Perl, Python, etc?",
3042,InferSent,NONE,1176.0,,1.0,Microsoft,Apple,se (unique),,,,ARG,True,37,Is Microsoft better because of Apple?,
3043,InferSent,NONE,891.0,,1.0,Java,Groovy,se (unique),,,,ARG,False,185,"For Java, Eclipse if you are paying (free) and Idea if someone else is ;-) Actually, I prefer Eclipse but I think that Idea has better support for Groovy so that it is attractive to me.",
3044,InferSent,ARG,425.0,,1.0,Intel,Google,se (unique),,,,NONE,False,196,"While dozens of manufacturers will gladly slap an Intel, Microsoft, or NVIDIA advertisement on the palmrest of your brand new laptop, Google knows better than to partake in this annoying practice.",
3045,InferSent,NONE,919.0,,0.8,Lisp,Python,se (unique),,,,ARG,False,318,"After years of both OO, as much RM as I could get through SQL, and functional programming through Lisp, I feel that OO is the inferior abstraction framework, especially as implemented in Java and C++ (and Ruby and Python don't give me any special reason to re-embrace OO, though I appreciate their functional aspects).",
3048,InferSent,ARG,975.0,,1.0,Ford,Toyota,se (unique),,,,NONE,False,94,I have owned a Ford F150 and I also think that the Toyota is a better driver and better built.,
3049,InferSent,NONE,1036.0,,0.8,Toyota,Ford,se (unique),,,,ARG,True,143,"Honda and Toyota may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or Ford.",
3052,InferSent,ARG,1585.0,,1.0,Java,Python,se (unique),,,,NONE,False,81,"Java isn't too bad of a first language, but Python is a little easier to pick up.",
3055,InferSent,ARG,903.0,,1.0,Amazon,Microsoft,se (unique),,,,NONE,True,158,"Its Azure PaaS/IaaS platform hasn't overtaken Amazon yet in market share, but Microsoft has enjoyed nine straight quarters of growth at 10 percent or better .",
3057,InferSent,ARG,2349.0,,1.0,IBM,Dell,se (unique),,,,NONE,False,143,"Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",
3059,InferSent,ARG,781.0,,1.0,youtube,hulu,se (unique),,,,NONE,False,139,"While youtube has faced difficulties in monetizing its ads, a site like hulu has grown faster than expected, balancing things out, he said.",
3062,InferSent,NONE,707.0,,0.6,Samsung,Toshiba,se (unique),,,,ARG,True,188,"Its 362 nit brightness level is one of the best we've seen, improving on the MacBook and Samsung, but the Lenovo's 646:1 contrast ratio is mediocre - the Toshiba Kira hit a mighty 2,326:1.",
3066,InferSent,NONE,1154.0,,1.0,IBM,Intel,se (unique),,,,ARG,True,142,[ 2 ] [ 32 ] [ 36 ] IBM chose the 8088 over the superior 8086 because Intel offered a better price on the former and could provide more units.,
3068,InferSent,ARG,1390.0,,0.8,Apple,Dell,se (unique),,,,NONE,False,164,"But in both cases Apple gets poor grades from Greenpeace while Dell gets better grades, despite the inconvenient fact that both are in exactly the same boat: stuck.",
3069,InferSent,ARG,653.0,,1.0,bread,pasta,se (unique),,,,NONE,True,49,"For me, bread or potato is far superior to pasta.",
3070,InferSent,NONE,1282.0,,1.0,Ethernet,Bluetooth,se (unique),,,,ARG,False,244,"Whether or not it has a better feature set than the Samsung Series 3 Chromebook depends upon what features you want, picking up VGA and Ethernet connectivity, but dropping the USB 3.0, Bluetooth, and optional 3G offered by the Samsung Series 3.",
3074,InferSent,ARG,2370.0,,1.0,football,hockey,se (unique),,,,NONE,True,80,"A football is easier for a cameraman to follow, while hockey is a guessing game.",
3075,InferSent,ARG,683.0,,0.8,hockey,basketball,se (unique),,,,NONE,False,119,Why should cricketers and hockey players not be able to earn a decent living like footballers or basketball players do?,
3076,InferSent,NONE,1367.0,,0.8,Groovy,Java,se (unique),,,,ARG,True,63,Is Groovy a Better Choice Than Java for Creating Internal DSLs?,
3079,InferSent,ARG,976.0,,1.0,Apple,Sony,se (unique),,,,NONE,False,84,Last time I checked Apple had 3% market share (Personal Computers) Sony does better.,
3082,InferSent,NONE,2125.0,,1.0,USB,Ethernet,se (unique),,,,ARG,False,106,THERE IS NO USB CONNECTION BUT I THINK THAT'S BECAUSE Ethernet MAY BE FASTER BUT THE OLDER MODEM HAD BOTH.,
3083,InferSent,ARG,780.0,,1.0,metal,aluminum,se (unique),,,,NONE,False,55,Magnesium is a light weight harder metal than aluminum.,
3086,InferSent,NONE,555.0,,1.0,Honda,BMW,se (unique),,,,ARG,True,167,"Yamaha and Honda dominate the top three, but BMW also have a solid footing in the top 10, with four models featured, including the S1000RR, with over 1,000 unit sales.",
3094,InferSent,NONE,2255.0,,1.0,Windows 7,Windows 8,se (unique),,,,ARG,True,63,"In Windows 7 and Windows 8, things have changed for the better.",
3095,InferSent,ARG,1493.0,,0.6,wedding,birthday,se (unique),,,,NONE,False,115,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",
3100,InferSent,NONE,1503.0,,0.6,missouri,carolina,se (unique),,,,ARG,False,75,One loss will drop missouri in to no better than a tie with South carolina.,
3103,InferSent,ARG,1667.0,,1.0,lacrosse,hockey,se (unique),,,,NONE,False,113,", aims to promote the National lacrosse League (NLL) as a better alternative to the National hockey League (NHL).",
3106,InferSent,NONE,2.0,,1.0,Sigma,Nikon,se (unique),,,,ARG,True,156,Sigma provides a very good prime and completes its lens collection with this 85mm 1.4 which is a solid competitor to the famous Canon and Nikon 85mm lenses.,
3108,InferSent,ARG,1873.0,,1.0,SQLite,MySQL,se (unique),,,,NONE,False,218,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",
3110,InferSent,ARG,1982.0,,1.0,baseball,football,se (unique),,,,NONE,False,36,Why baseball is Superior to football,
3113,InferSent,ARG,1826.0,,0.6,Ferrari,BMW,se (unique),,,,NONE,True,80,"Ironically, our Ferrari, lambo, GTRs, bentley is more then BMW //M and MERC AMG.",
3115,InferSent,ARG,2181.0,,1.0,Intel,Apple,se (unique),,,,NONE,True,69,"Intel PCs can do art and music, but the Apple stuff was better at it.",
3116,InferSent,ARG,1147.0,,1.0,Python,Lisp,se (unique),,,,NONE,True,264,"Python would be a much better choice in my view for a variety of reasons (and I say this though I'm a Perl nut!), or hell, if you teach them Lisp they'll be horribly screwed up for the rest of their lives but at least they'll understand how registers and OOP work.",
3117,InferSent,ARG,254.0,,1.0,Perl,Python,se (unique),,,,NONE,True,70,Perl would have been more better had there been good REPL like Python.,
3118,InferSent,ARG,1620.0,,1.0,skiing,fishing,se (unique),,,,NONE,False,87,"From here on out the skiing will get worse, but fishing and flower gazing will improve.",
3122,InferSent,ARG,2035.0,,1.0,Oracle,PostgreSQL,se (unique),,,,NONE,False,128,Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,
3124,InferSent,NONE,116.0,,0.8,Apple TV,iOS,se (unique),,,,ARG,False,202,"We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?",
3129,InferSent,ARG,1892.0,,0.8,Adidas,Nike,se (unique),,,,NONE,False,85,Adidas is a German company - therein I understand Nike being American better already.,
3130,InferSent,NONE,1750.0,,1.0,wood,cardboard,se (unique),,,,ARG,False,93,"Sawdust and wood shavings are ok as they de-compose slower, paper and cardboard are good too.",
3133,InferSent,NONE,2368.0,,0.4,iOS,Apple TV,se (unique),,,,ARG,False,358,"Touch, almost no change iPhone same(bad) form factor after 1.5 years MacBooks, no changes apart from actualizing components iOS boring changes OSX Lion, overall bad changes and direction looks bad as well Nano, classic etc.? Crickets Apple TV nada Mini, worse than before (no DVD player in a media pc?) iPad2, flatter (actually important but not really nice)",
3137,InferSent,ARG,298.0,,0.8,Chrysler,Toyota,se (unique),,,,NONE,False,239,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",
3138,InferSent,NONE,1058.0,,0.8,Groovy,Java,se (unique),,,,ARG,True,164,Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,
3140,InferSent,NONE,261.0,,1.0,Leica,Nikon,se (unique),,,,ARG,True,329,"i love my GF1 but i will like the Gf2 to became a rangefinder, i need a finder sometimes, a real finder on the corner like a Leica, i'm also missing the focus , manual override of my Nikon lenses, and i believe in the systme, we will have more and more lenses from diferente brands and high ISO will be better in the early years,",
3142,InferSent,ARG,239.0,,1.0,Nokia,Samsung,se (unique),,,,NONE,False,77,My recollection has been that Nokia did pretty well and Samsung quite poorly.,
3143,InferSent,NONE,1407.0,,1.0,Python,Haskell,se (unique),,,,ARG,False,137,"Certainly it's not the best language, but it's better than writing C or Java, more fun than Python and more straightforward than Haskell.",
3146,InferSent,ARG,809.0,,1.0,Bluetooth,USB,se (unique),,,,NONE,False,95,I like the Bluetooth for use with a mouse and the USB 3 makes transferring data so much faster.,
3151,InferSent,ARG,1370.0,,1.0,football,hockey,se (unique),,,,NONE,False,53,The only thing worse than pro football is pro hockey!,
3153,InferSent,NONE,1595.0,,1.0,Toyota,Nissan,se (unique),,,,ARG,True,149,"Toyota engines have better ""overclocking"" but less factory output specs; while Nissan has higher factory output but less ""overclocking"" capabilities.",
3166,InferSent,NONE,1242.0,,1.0,Python,Perl,se (unique),,,,ARG,True,80,"Python has a better standard library, but Perl has a better nonstandard library.",
3169,InferSent,ARG,1543.0,,1.0,Renault,Ferrari,se (unique),,,,NONE,True,47,Good to see again a Renault ahead of a Ferrari.,
3171,InferSent,NONE,1744.0,,0.8,Sony,Amazon,se (unique),,,,ARG,True,175,"I had narrowed it down to the Kobo and the Sony PRS -300, and even worse I found out that the Amazon Kindle went down to $190, sitting in the price range of all these devices.",
3172,InferSent,NONE,2408.0,,1.0,Windows 8,Windows XP,se (unique),,,,ARG,True,278,"A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",
3176,InferSent,NONE,1946.0,,0.8,Apple,IBM,se (unique),,,,ARG,False,71,"Worse, Apple is functioning EXACTLY as it described the MS/IBM of 1984.",
3182,InferSent,NONE,1229.0,,1.0,Haskell,Java,se (unique),,,,ARG,True,163,"I used Haskell because it seemed (and was) easier to express problems like these equations, and test them than what you might expect in something like C++ or Java.",
3184,InferSent,NONE,2220.0,,0.8,AMD,Samsung,se (unique),,,,ARG,False,116,"The less frequently seen AMD  Radeon HD 8870M  performs  about 20% better though (26.7 fps,  Samsung 770Z7E-S01DE ).",
3187,InferSent,ARG,1288.0,,1.0,IBM,Intel,se (unique),,,,NONE,False,161,"But this week PC Magazine columnist John Dvorak speculates that the company could be about to make a switch itself, from Motorola/IBM chips to faster Intel ones.",
3189,InferSent,NONE,1748.0,,1.0,Honda,BMW,se (unique),,,,ARG,False,128,My wife prefers a suv (she drives a Honda cr-v) I sold the 335d so I would be in a better position to purchase a BMW diesel sav.,
3192,InferSent,NONE,779.0,,1.0,Ruby,JavaScript,se (unique),,,,ARG,False,261,"I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in Ruby/rails) im still in the habit of debugging JavaScript with window.alert",
3193,InferSent,NONE,1071.0,,1.0,AWK,Perl,se (unique),,,,ARG,True,373,"I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with AWK and stay in my mode of frustration when I know that I can do this in Perl, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo",
3196,InferSent,ARG,2090.0,,1.0,baseball,softball,se (unique),,,,NONE,False,71,"For some reason baseball players think hitting a softball is 'easier.'""",
3200,InferSent,ARG,948.0,,0.8,MySQL,PostgreSQL,se (unique),,,,NONE,True,70,"could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",
3201,InferSent,NONE,67.0,,1.0,Smalltalk,Java,se (unique),,,,ARG,True,53,Objective C is more like Smalltalk than C++/Java/etc.,
3206,InferSent,ARG,1134.0,,1.0,psp,ps2,se (unique),,,,NONE,False,138,Arguably the biggest disappointment with the psp version of Armored Core 3 is the control scheme; it's simply inferior to the ps2 version.,
3207,InferSent,NONE,1248.0,,1.0,hockey,baseball,se (unique),,,,ARG,True,105,"The hockey season in Chicago sadly has come to an end, and baseball remains mediocre at best in the city.",
3209,InferSent,NONE,1969.0,,0.6,USB,Ethernet,se (unique),,,,ARG,False,80,I think USB is the way to go though an Ethernet connection would be even better.,
3210,InferSent,ARG,1921.0,,0.6,SQLite,MySQL,se (unique),,,,NONE,False,161,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",
3211,InferSent,NONE,1191.0,,1.0,Amazon,Microsoft,se (unique),,,,ARG,True,187,"Amazon , which hit an all-time high and gained 9.4 percent to $363.39, and Microsoft , which led the Dow with a 6 percent gain to $35.73, held their post-earnings gains better than Zynga.",
3213,InferSent,NONE,1431.0,,0.8,Nike,Adidas,se (unique),,,,ARG,False,138,"There were a lot of doubts if Kanye West would ever release the ""Red October"" after severing ties with Nike for a better deal with Adidas.",
