id,sentence,most_frequent_label,most_frequent_percentage,path
B325125216,Apparently the wii isn't superior to the ds for Square-enix.,WORSE,0.8,the/DET/det/V X/PROPN/nsubj/> be/VERB/ROOT/^ superior/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<
B325125216,Apparently the wii isn't superior to the ds for Square-enix.,WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ superior/ADJ/acomp/< to/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
B325125216,Apparently the wii isn't superior to the ds for Square-enix.,WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ superior/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/< for/ADP/prep/V
F804911186,"georgia doesn't have a lot of quality scalps, not unlike oregon and WVU, but they have fewer losses and to better opponents.",NONE,0.4,X/PROPN/nsubj/> have/VERB/ROOT/^ unlike/ADP/prep/< Y/PROPN/pobj/<
F804911186,"georgia doesn't have a lot of quality scalps, not unlike oregon and WVU, but they have fewer losses and to better opponents.",NONE,0.4,X/PROPN/nsubj/> have/VERB/ROOT/^ unlike/ADP/prep/< Y/PROPN/pobj/< and/CCONJ/cc/V
F804911186,"georgia doesn't have a lot of quality scalps, not unlike oregon and WVU, but they have fewer losses and to better opponents.",NONE,0.4,X/PROPN/nsubj/> have/VERB/ROOT/^ unlike/ADP/prep/< Y/PROPN/pobj/< wvu/PROPN/conj/V
O2330408866,swimming and fishing,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2330408866,swimming and fishing,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
F796579838,"gamecube Versus playstation 2"" .",NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F796579838,"gamecube Versus playstation 2"" .",NONE,1.0,X/PROPN/compound/> versus/PROPN/compound/V Y/PROPN/ROOT/^
T3144533648,"When you compare the quality of other services (streaming - hulu, Netflix -- non streaming iTunes, amazon) I felt the picture quality from the nomad was worse than these.",NONE,1.0,X/PROPN/dobj/> compare/VERB/ROOT/^ itunes/PROPN/npadvmod/< Y/PROPN/appos/<
T3144533648,"When you compare the quality of other services (streaming - hulu, Netflix -- non streaming iTunes, amazon) I felt the picture quality from the nomad was worse than these.",NONE,1.0,streaming/NOUN/compound/V X/PROPN/dobj/> compare/VERB/ROOT/^ itunes/PROPN/npadvmod/< Y/PROPN/appos/<
T3144533648,"When you compare the quality of other services (streaming - hulu, Netflix -- non streaming iTunes, amazon) I felt the picture quality from the nomad was worse than these.",NONE,1.0,X/PROPN/dobj/> netflix/PROPN/conj/V compare/VERB/ROOT/^ itunes/PROPN/npadvmod/< Y/PROPN/appos/<
A74956453,"3) My hobbies are softball (decent player), basketball (hopeless), and skiing.",NONE,0.6,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
A74956453,"3) My hobbies are softball (decent player), basketball (hopeless), and skiing.",NONE,0.6,X/PROPN/attr/> player/NOUN/appos/V be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
A74956453,"3) My hobbies are softball (decent player), basketball (hopeless), and skiing.",NONE,0.6,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/< hopeless/ADJ/parataxis/V
A74956453,"3) My hobbies are softball (decent player), basketball (hopeless), and skiing.",NONE,0.6,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/< and/CCONJ/cc/V
A74956453,"3) My hobbies are softball (decent player), basketball (hopeless), and skiing.",NONE,0.6,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/< skiing/NOUN/conj/V
D427390640,"But youtube is also making it easier to post videos on facebook and Twitter, too.",NONE,0.6,X/PROPN/nsubj/> make/VERB/ROOT/^ easy/ADJ/ccomp/< post/VERB/advcl/< on/ADP/prep/< Y/PROPN/pobj/<
D494832141,"Coached Football, basketball, & golf.",NONE,1.0,X/PROPN/conj/> football/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
Q2612180852,The pizza use to be better and the Crazy bread was definately better.,WORSE,1.0,X/PROPN/nsubj/> use/NOUN/ROOT/^ be/VERB/conj/< Y/PROPN/nsubj/<
Q2612180852,The pizza use to be better and the Crazy bread was definately better.,WORSE,1.0,the/DET/det/V X/PROPN/nsubj/> use/NOUN/ROOT/^ be/VERB/conj/< Y/PROPN/nsubj/<
Q2612180852,The pizza use to be better and the Crazy bread was definately better.,WORSE,1.0,X/PROPN/nsubj/> use/NOUN/ROOT/^ be/VERB/conj/< the/DET/det/V Y/PROPN/nsubj/<
Q2612180852,The pizza use to be better and the Crazy bread was definately better.,WORSE,1.0,X/PROPN/nsubj/> use/NOUN/ROOT/^ be/VERB/conj/< crazy/PROPN/compound/V Y/PROPN/nsubj/<
M2019008257,"Portland cement), but excludes solid concrete.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/dobj/<
M2019008257,"Portland cement), but excludes solid concrete.",NONE,1.0,portland/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/dobj/<
M2019008257,"Portland cement), but excludes solid concrete.",NONE,1.0,X/PROPN/ROOT/^ but/CCONJ/cc/V Y/PROPN/dobj/<
M2019008257,"Portland cement), but excludes solid concrete.",NONE,1.0,X/PROPN/ROOT/^ exclude/NOUN/conj/V Y/PROPN/dobj/<
M2019008257,"Portland cement), but excludes solid concrete.",NONE,1.0,X/PROPN/ROOT/^ solid/ADJ/amod/V Y/PROPN/dobj/<
D527974695,"Could one use homemade cider, from unpasteurized apple juice that one discovers has incurred a startling transformation in the cooler?",NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ from/ADP/prep/< Y/PROPN/pobj/<
D527974695,"Could one use homemade cider, from unpasteurized apple juice that one discovers has incurred a startling transformation in the cooler?",NONE,1.0,homemade/ADJ/amod/V X/PROPN/dobj/> use/VERB/ROOT/^ from/ADP/prep/< Y/PROPN/pobj/<
D527974695,"Could one use homemade cider, from unpasteurized apple juice that one discovers has incurred a startling transformation in the cooler?",NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ from/ADP/prep/< apple/NOUN/compound/V Y/PROPN/pobj/<
M2047117784,"PS3, Wii, ds, psp.",NONE,1.0,X/PROPN/conj/> Y/PROPN/ROOT/^
M2047117784,"PS3, Wii, ds, psp.",NONE,1.0,X/PROPN/conj/> ps3/PROPN/nmod/V Y/PROPN/ROOT/^
M2047117784,"PS3, Wii, ds, psp.",NONE,1.0,X/PROPN/conj/> wii/PROPN/nmod/V Y/PROPN/ROOT/^
I1332739909,I rank pasteurized milk slightly better than soda in nutritional value.,BETTER,1.0,X/PROPN/dobj/> rank/VERB/ROOT/^ objecta/PROPN/dobj/< good/ADJ/amod/< than/ADP/prep/< Y/PROPN/pobj/<
L1796341495,New Lamborghini suv truck Accessories make towing easier.,NONE,1.0,X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
L1796341495,New Lamborghini suv truck Accessories make towing easier.,NONE,1.0,lamborghini/PROPN/compound/V X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
B231874454,"amazon is innovating on Android, faster than google.",BETTER,1.0,X/PROPN/nsubj/> innovate/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
K1587020289,Kidney stone is a concrete solid piece.,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ piece/NOUN/attr/< Y/PROPN/nmod/<
K1587020289,Kidney stone is a concrete solid piece.,NONE,1.0,kidney/PROPN/compound/V X/PROPN/nsubj/> be/VERB/ROOT/^ piece/NOUN/attr/< Y/PROPN/nmod/<
P2513101999,The headset and phone (or ipod if I'm using that instead) can't maintain a solid connection.,NONE,1.0,X/PROPN/conj/> headset/NOUN/ROOT/^ Y/PROPN/conj/<
T3250509870,You don't want super sticky rubber though because it will wear out faster on concrete tees.,WORSE,0.6,X/PROPN/dobj/> want/VERB/ROOT/^ wear/VERB/advcl/< on/ADP/prep/< tee/NOUN/pobj/< Y/PROPN/compound/<
J1433056709,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",WORSE,0.8,X/PROPN/dobj/> axl/VERB/ROOT/^ have/VERB/advcl/< suspension/NOUN/dobj/< Y/PROPN/appos/<
J1433056709,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",WORSE,0.8,X/PROPN/dobj/> axl/VERB/ROOT/^ have/VERB/advcl/< suspension/NOUN/dobj/< modern/ADJ/amod/V Y/PROPN/appos/<
S2985318557,"Use your knife to get to places faster, but also use your pistol if your not sure the area is clear.",NONE,0.8,X/PROPN/dobj/> use/VERB/ROOT/^ use/VERB/conj/< Y/PROPN/dobj/<
S2985318557,"Use your knife to get to places faster, but also use your pistol if your not sure the area is clear.",NONE,0.8,-pron-/ADJ/poss/V X/PROPN/dobj/> use/VERB/ROOT/^ use/VERB/conj/< Y/PROPN/dobj/<
S2985318557,"Use your knife to get to places faster, but also use your pistol if your not sure the area is clear.",NONE,0.8,X/PROPN/dobj/> use/VERB/ROOT/^ use/VERB/conj/< -pron-/ADJ/poss/V Y/PROPN/dobj/<
L1794486185,New 780 suv truck Accessories make towing easier.,NONE,0.8,X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
T3168085285,"Whip out your pistol, knife or one of your grenades to walk faster as these items are lighter.",NONE,1.0,X/PROPN/dobj/> whip/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
T3168085285,"Whip out your pistol, knife or one of your grenades to walk faster as these items are lighter.",NONE,1.0,-pron-/ADJ/poss/V X/PROPN/dobj/> whip/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
T3168085285,"Whip out your pistol, knife or one of your grenades to walk faster as these items are lighter.",NONE,1.0,X/PROPN/dobj/> whip/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< or/CCONJ/cc/V
T3168085285,"Whip out your pistol, knife or one of your grenades to walk faster as these items are lighter.",NONE,1.0,X/PROPN/dobj/> whip/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< one/NUM/conj/V
D494503195,cnn is truly become worse than fox was during the bush admin.,WORSE,1.0,X/PROPN/nsubj/> become/VERB/ROOT/^ bad/ADJ/acomp/< be/VERB/advcl/< Y/PROPN/nsubj/<
O2343634388,tea better than beer.,BETTER,1.0,X/VERB/ROOT/^ Y/PROPN/pobj/<
O2343634388,tea better than beer.,BETTER,1.0,X/VERB/ROOT/^ better/ADV/amod/V Y/PROPN/pobj/<
T3190381175,"With chicken, pork, steak, bread, and beer... Ahhh Pucon livin' baby it gets no better.",NONE,0.8,X/PROPN/conj/> pork/NOUN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/<
T3190381175,"With chicken, pork, steak, bread, and beer... Ahhh Pucon livin' baby it gets no better.",NONE,0.8,X/PROPN/conj/> pork/NOUN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/< and/CCONJ/cc/V
T3190381175,"With chicken, pork, steak, bread, and beer... Ahhh Pucon livin' baby it gets no better.",NONE,0.8,X/PROPN/conj/> pork/NOUN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/< beer/NOUN/conj/V
Q2770528980,"They are concrete, masonry, brick, or timber.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< masonry/NOUN/conj/< brick/NOUN/conj/< Y/PROPN/conj/<
L1822257906,"North carolina however does look solid for Romney, and missouri is still trending for him although the Senate race there is now a toss-up.",NONE,0.8,X/PROPN/nsubj/> look/VERB/ROOT/^ trend/VERB/conj/< Y/PROPN/nsubj/<
L1822257906,"North carolina however does look solid for Romney, and missouri is still trending for him although the Senate race there is now a toss-up.",NONE,0.8,north/PROPN/compound/V X/PROPN/nsubj/> look/VERB/ROOT/^ trend/VERB/conj/< Y/PROPN/nsubj/<
T3172980824,Why baseball is Superior to football,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
P2596183037,The only sport that's slower to watch than golf is baseball.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<
M2012889163,plywood doesn't need to breath like lumber so leaving raw will only make it rot faster.,NONE,0.6,X/PROPN/nsubj/> need/VERB/ROOT/^ breath/VERB/xcomp/< like/INTJ/intj/< Y/PROPN/pobj/<
M2010322623,"Plenty of hot water and decent breakfast of pastrys, apples/oranges, juice/tea/coffee/water.",NONE,1.0,X/PROPN/nmod/> water/NOUN/ROOT/^ Y/PROPN/nmod/<
B321759309,"A- - pennsylvania, virginia.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/npadvmod/<
B321759309,"A- - pennsylvania, virginia.",NONE,1.0,a-/PUNCT/compound/V X/PROPN/ROOT/^ Y/PROPN/npadvmod/<
T3210904237,"Worse, the holiday fell that year on Anna Bonde's birthday--the first one she didn't get to celebrate.",NONE,1.0,X/PROPN/nsubj/> fall/VERB/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/<
T3210904237,"Worse, the holiday fell that year on Anna Bonde's birthday--the first one she didn't get to celebrate.",NONE,1.0,the/DET/det/V X/PROPN/nsubj/> fall/VERB/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/<
T3210904237,"Worse, the holiday fell that year on Anna Bonde's birthday--the first one she didn't get to celebrate.",NONE,1.0,X/PROPN/nsubj/> fall/VERB/ROOT/^ on/ADP/prep/< bonde/PROPN/poss/V Y/PROPN/pobj/<
T3210904237,"Worse, the holiday fell that year on Anna Bonde's birthday--the first one she didn't get to celebrate.",NONE,1.0,X/PROPN/nsubj/> fall/VERB/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/< --/PUNCT/punct/V
T3210904237,"Worse, the holiday fell that year on Anna Bonde's birthday--the first one she didn't get to celebrate.",NONE,1.0,X/PROPN/nsubj/> fall/VERB/ROOT/^ on/ADP/prep/< Y/PROPN/pobj/< one/NOUN/appos/V
T3172980823,Why baseball Is Still Better Than football,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
O2348726880,tennis is better for Fernandez than basketball,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ for/ADP/prep/< fernandez/PROPN/pobj/< than/ADP/prep/< Y/PROPN/pobj/<
D476715365,"chocolate, honey, green tea.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
D476715365,"chocolate, honey, green tea.",NONE,1.0,X/PROPN/ROOT/^ honey/NOUN/conj/V Y/PROPN/appos/<
D476715365,"chocolate, honey, green tea.",NONE,1.0,X/PROPN/ROOT/^ green/ADJ/amod/V Y/PROPN/appos/<
N2243595661,"Solid aluminum ""no-rust"" metal mounting bracket",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/nmod/<
N2243595661,"Solid aluminum ""no-rust"" metal mounting bracket",NONE,1.0,solid/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/nmod/<
N2243595661,"Solid aluminum ""no-rust"" metal mounting bracket",NONE,1.0,X/PROPN/ROOT/^ bracket/NOUN/appos/V Y/PROPN/nmod/<
T3175183930,Why hockey is Better than baseball,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
J1549049472,jerseys cheap[/url] Thief outlaw robber bandit Speed rushed slowly faster Time second minute decade Sports soccer tennis hockey Temperature cooler warmer hotter In the Office copier pencil phones Fruits banana grapes orange Dogs beagle collie poodle Chapter 16: Cryptograms Cryptoquote Challenge 1 The,NONE,1.0,X/PROPN/compound/> temperature/PROPN/ROOT/^ Y/PROPN/compound/<
L1795151353,New Coronet suv truck Accessories make towing easier.,NONE,1.0,X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
L1795151353,New Coronet suv truck Accessories make towing easier.,NONE,1.0,new/PROPN/compound/V X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
L1795151353,New Coronet suv truck Accessories make towing easier.,NONE,1.0,coronet/PROPN/compound/V X/PROPN/compound/> accessories/PROPN/ROOT/^ Y/PROPN/compound/<
F780877773,"From google, Yahoo, facebook; or worse, from smaller bloggers.",NONE,1.0,X/PROPN/pobj/> from/ADP/ROOT/^ objecta/PROPN/pobj/< yahoo/PROPN/conj/< Y/PROPN/conj/<
F780877773,"From google, Yahoo, facebook; or worse, from smaller bloggers.",NONE,1.0,X/PROPN/pobj/> from/ADP/ROOT/^ objecta/PROPN/pobj/< yahoo/PROPN/conj/< Y/PROPN/conj/< or/CCONJ/cc/V
F780877773,"From google, Yahoo, facebook; or worse, from smaller bloggers.",NONE,1.0,X/PROPN/pobj/> from/ADP/ROOT/^ objecta/PROPN/pobj/< yahoo/PROPN/conj/< Y/PROPN/conj/< bad/ADJ/conj/V
F790869912,"Fun suv, way better than a jeep!",BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
F790869912,"Fun suv, way better than a jeep!",BETTER,1.0,fun/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/pobj/<
F790869912,"Fun suv, way better than a jeep!",BETTER,1.0,X/PROPN/ROOT/^ good/ADJ/amod/V Y/PROPN/pobj/<
L1813233279,No juice or soda.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1813233279,No juice or soda.,NONE,1.0,no/DET/det/V X/PROPN/ROOT/^ Y/PROPN/conj/<
L1813233279,No juice or soda.,NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
M2047101336,ps3 could compete with both 360 and wii better.,NONE,0.6,X/PROPN/nsubj/> compete/VERB/ROOT/^ with/ADP/prep/< 360/NUM/pobj/< Y/PROPN/conj/<
D476684391,(chocolate Chai tea),NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
D476684391,(chocolate Chai tea),NONE,1.0,X/PROPN/compound/> chai/PROPN/compound/V Y/PROPN/ROOT/^
K1686547573,"Materials: Solid wood, plastic, Paint.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/nmod/<
K1686547573,"Materials: Solid wood, plastic, Paint.",NONE,1.0,solid/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/nmod/<
K1686547573,"Materials: Solid wood, plastic, Paint.",NONE,1.0,X/PROPN/ROOT/^ paint/PROPN/npadvmod/V Y/PROPN/nmod/<
N2262997658,"Soon after pennsylvania is Indiana, which is a decent state for Hillary, and North carolina, which fits Obama's profile.",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ indiana/PROPN/attr/< Y/PROPN/conj/<
N2262997658,"Soon after pennsylvania is Indiana, which is a decent state for Hillary, and North carolina, which fits Obama's profile.",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ indiana/PROPN/attr/< north/PROPN/compound/V Y/PROPN/conj/<
N2262997658,"Soon after pennsylvania is Indiana, which is a decent state for Hillary, and North carolina, which fits Obama's profile.",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ indiana/PROPN/attr/< Y/PROPN/conj/< fit/VERB/relcl/V
M1979674796,pennsylvania is at 65 mph while michigan and Indiana have slower limits for trucks.,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/advcl/< Y/PROPN/nsubj/<
M1979674796,pennsylvania is at 65 mph while michigan and Indiana have slower limits for trucks.,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/advcl/< Y/PROPN/nsubj/< and/CCONJ/cc/V
M1979674796,pennsylvania is at 65 mph while michigan and Indiana have slower limits for trucks.,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ have/VERB/advcl/< Y/PROPN/nsubj/< indiana/PROPN/conj/V
F790367966,"Fun football rivalry, solid basketball team.",NONE,1.0,X/PROPN/compound/> rivalry/NOUN/ROOT/^ team/NOUN/appos/< Y/PROPN/compound/<
F790367966,"Fun football rivalry, solid basketball team.",NONE,1.0,fun/PROPN/compound/V X/PROPN/compound/> rivalry/NOUN/ROOT/^ team/NOUN/appos/< Y/PROPN/compound/<
F849914680,harvard vs mit,NONE,1.0,X/NOUN/ROOT/^ Y/PROPN/pobj/<
F849914680,harvard vs mit,NONE,1.0,X/NOUN/ROOT/^ vs/ADP/prep/V Y/PROPN/pobj/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/appos/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,nope/PROPN/amod/V X/PROPN/ROOT/^ Y/PROPN/appos/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,texas/PROPN/nmod/V X/PROPN/ROOT/^ Y/PROPN/appos/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,state/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/appos/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,nope/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/appos/<
L1819788694,NOPE TEXAS 14.5 Kansas State NOPE oregon 5.5 california (They have uglier uniforms.),NONE,0.8,X/PROPN/ROOT/^ 5.5/NUM/nummod/V Y/PROPN/appos/<
K1628105293,"Light Truck, suv, minivan 31.4",NONE,1.0,X/PROPN/conj/> truck/PROPN/ROOT/^ Y/PROPN/appos/<
B273136570,"Andrews HS softball, golf, basketball",NONE,1.0,X/PROPN/appos/> softball/NOUN/ROOT/^ Y/PROPN/appos/<
D440798181,"california, Florida , missouri, Tennessee (3) ,",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D440798181,"california, Florida , missouri, Tennessee (3) ,",NONE,1.0,X/PROPN/ROOT/^ florida/PROPN/conj/V Y/PROPN/conj/<
D440798181,"california, Florida , missouri, Tennessee (3) ,",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< tennessee/PROPN/conj/V
B220382307,"Also, way better that rubber cement.",NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^
B220382307,"Also, way better that rubber cement.",NONE,0.8,X/PROPN/compound/> also/ADV/advmod/V Y/PROPN/ROOT/^
B220382307,"Also, way better that rubber cement.",NONE,0.8,X/PROPN/compound/> better/ADV/advmod/V Y/PROPN/ROOT/^
B220382307,"Also, way better that rubber cement.",NONE,0.8,X/PROPN/compound/> that/ADP/det/V Y/PROPN/ROOT/^
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,X/PROPN/appos/> repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< Y/PROPN/compound/<
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,just/ADV/advmod/V X/PROPN/appos/> repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< Y/PROPN/compound/<
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,the/DET/det/V X/PROPN/appos/> repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< Y/PROPN/compound/<
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,lemon/NOUN/compound/V X/PROPN/appos/> repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< Y/PROPN/compound/<
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,X/PROPN/appos/> and/CCONJ/cc/V repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< Y/PROPN/compound/<
M2092127537,Repeat just the lemon juice and apple cider vinegar water every 60 minutes until you feel better.,NONE,1.0,X/PROPN/appos/> repeat/VERB/ROOT/^ objecta/PROPN/appos/< water/NOUN/conj/< apple/NOUN/compound/V Y/PROPN/compound/<
B228993014,aluminum heats up much faster than steel.,BETTER,0.8,X/PROPN/nsubj/> heat/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
N2115549263,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2115549263,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,NONE,1.0,abandon/VERB/amod/V X/PROPN/ROOT/^ Y/PROPN/conj/<
N2115549263,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,NONE,1.0,X/PROPN/ROOT/^ as/ADP/cc/V Y/PROPN/conj/<
N2115549263,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,NONE,1.0,X/PROPN/ROOT/^ be/VERB/advcl/V Y/PROPN/conj/<
M1937301412,O - Solid coffee beer with good flavor throughout.,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^
M1937301412,O - Solid coffee beer with good flavor throughout.,NONE,0.8,X/PROPN/compound/> solid/PROPN/compound/V Y/PROPN/ROOT/^
M1937301412,O - Solid coffee beer with good flavor throughout.,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^ with/ADP/prep/V
M1937301412,O - Solid coffee beer with good flavor throughout.,NONE,0.8,X/PROPN/compound/> Y/PROPN/ROOT/^ throughout/ADP/advmod/V
F769960011,Foundation Material: timber crib with concrete pier.,NONE,1.0,X/PROPN/nsubj/> crib/VERB/ROOT/^ with/ADP/prep/< pier/NOUN/pobj/< Y/PROPN/compound/<
T3277555675,"youtube, amazon, Imgur, and pretty much every website and app ever) a shot that's still the best-just, you know, better.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3277555675,"youtube, amazon, Imgur, and pretty much every website and app ever) a shot that's still the best-just, you know, better.",NONE,1.0,X/PROPN/ROOT/^ website/NOUN/appos/V Y/PROPN/conj/<
T3277555675,"youtube, amazon, Imgur, and pretty much every website and app ever) a shot that's still the best-just, you know, better.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< imgur/PROPN/conj/V
O2348737711,tennis/pool/clubhouse/volleyball.,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
O2348737711,tennis/pool/clubhouse/volleyball.,NONE,1.0,X/PROPN/nmod/> pool/NOUN/nmod/V Y/PROPN/ROOT/^
O2348737711,tennis/pool/clubhouse/volleyball.,NONE,1.0,X/PROPN/nmod/> clubhouse/NOUN/nmod/V Y/PROPN/ROOT/^
F835797466,"griz145389: Oh, do you like basketball or baseball better?",NONE,1.0,X/PROPN/pobj/> like/VERB/ROOT/^ objectb/PROPN/pobj/< Y/PROPN/conj/<
F835797466,"griz145389: Oh, do you like basketball or baseball better?",NONE,1.0,X/PROPN/pobj/> or/CCONJ/cc/V like/VERB/ROOT/^ objectb/PROPN/pobj/< Y/PROPN/conj/<
O2291817378,"Stanford, harvard, mit, etc.",NONE,1.0,X/PROPN/conj/> stanford/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
O2291817378,"Stanford, harvard, mit, etc.",NONE,1.0,X/PROPN/conj/> stanford/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/< etc/X/conj/V
